Detailed,,,,,,,,
Position X,Position Y,Position Z,Unit,Category,Collection,Time,Parent,ID
138.49,107.99,19.03,um,Spot,Position,1,1000000062,1949
105.94,138.98,10.03,um,Spot,Position,1,1000000063,1983
69.13,111.00,23.18,um,Spot,Position,1,1000000064,2024
96.90,95.48,32.86,um,Spot,Position,1,1000000065,2067
103.59,88.91,37.51,um,Spot,Position,1,1000000066,2101
71.61,149.35,22.47,um,Spot,Position,1,1000000067,2137
7.96,137.95,32.61,um,Spot,Position,1,1000000068,2172
21.76,176.56,7.26,um,Spot,Position,1,1000000069,2206
94.44,181.23,0.58,um,Spot,Position,1,1000000070,2247
124.86,237.11,0.35,um,Spot,Position,1,1000000071,2378
111.64,219.14,25.25,um,Spot,Position,1,1000000072,2276
68.11,257.21,7.26,um,Spot,Position,1,1000000073,2310
98.61,240.67,31.48,um,Spot,Position,1,1000000074,2344
198.71,169.30,17.64,um,Spot,Position,1,1000000075,2445
256.88,212.92,38.40,um,Spot,Position,1,1000000076,2479
256.76,221.24,30.79,um,Spot,Position,1,1000000077,2513
156.08,33.38,37.02,um,Spot,Position,1,1000000078,2564
169.85,55.38,38.40,um,Spot,Position,1,1000000079,2598
146.04,98.00,21.10,um,Spot,Position,1,1000000080,2632
130.16,74.66,30.79,um,Spot,Position,1,1000000081,2664
220.87,17.70,0.35,um,Spot,Position,1,1000000082,2755
252.23,36.88,23.18,um,Spot,Position,1,1000000083,2789
237.82,61.51,26.64,um,Spot,Position,1,1000000084,2845
3.08,303.41,6.10,um,Spot,Position,3,1000000000,45
19.56,291.85,18.48,um,Spot,Position,3,1000000001,46
25.36,135.94,18.86,um,Spot,Position,3,1000000002,47
30.41,154.58,15.30,um,Spot,Position,3,1000000003,48
53.99,189.60,0.35,um,Spot,Position,3,1000000004,51
102.20,97.94,20.18,um,Spot,Position,3,1000000005,54
122.14,159.67,10.84,um,Spot,Position,3,1000000006,55
136.32,59.69,24.15,um,Spot,Position,3,1000000007,56
147.46,71.78,15.73,um,Spot,Position,3,1000000008,58
143.51,215.09,9.49,um,Spot,Position,3,1000000009,57
160.14,32.30,24.32,um,Spot,Position,3,1000000010,60
182.58,104.72,14.07,um,Spot,Position,3,1000000011,62
189.60,217.64,0.35,um,Spot,Position,3,1000000012,64
188.94,97.35,0.35,um,Spot,Position,3,1000000013,63
203.14,59.98,2.15,um,Spot,Position,3,1000000014,66
189.95,222.88,7.42,um,Spot,Position,3,1000000015,65
221.92,57.05,0.35,um,Spot,Position,3,1000000016,68
237.23,224.07,23.90,um,Spot,Position,3,1000000017,69
240.80,189.88,20.10,um,Spot,Position,3,1000000018,70
291.24,154.55,29.44,um,Spot,Position,3,1000000019,71
310.29,59.62,11.24,um,Spot,Position,3,1000000020,72
67.53,305.32,11.79,um,Spot,Position,3,1000000021,52
159.55,131.68,11.28,um,Spot,Position,3,1000000022,59
219.06,76.79,12.60,um,Spot,Position,3,1000000023,67
31.80,322.87,22.86,um,Spot,Position,3,1000000024,49
42.24,132.69,25.39,um,Spot,Position,3,1000000025,50
81.81,125.11,13.60,um,Spot,Position,3,1000000026,53
162.03,259.76,10.26,um,Spot,Position,3,1000000027,61
101.98,92.47,28.02,um,Spot,Position,3,1000000028,2059
193.86,174.06,12.11,um,Spot,Position,3,1000000029,1109
232.09,222.44,10.00,um,Spot,Position,3,1000000030,1146
235.61,100.39,7.96,um,Spot,Position,3,1000000031,1290
239.77,219.68,11.05,um,Spot,Position,3,1000000032,1150
261.41,121.17,0.35,um,Spot,Position,3,1000000033,1120
62.16,164.87,8.65,um,Spot,Position,3,1000000034,1285
64.55,164.32,17.95,um,Spot,Position,3,1000000035,1137
104.52,275.63,8.65,um,Spot,Position,3,1000000036,1770
141.52,189.71,5.88,um,Spot,Position,3,1000000037,1212
181.28,151.64,7.96,um,Spot,Position,3,1000000038,1103
97.37,159.14,16.26,um,Spot,Position,3,1000000039,2825
280.19,145.23,23.87,um,Spot,Position,3,1000000040,1394
314.11,115.41,27.33,um,Spot,Position,3,1000000041,2749
289.31,22.39,22.49,um,Spot,Position,3,1000000042,2736
41.83,154.09,22.49,um,Spot,Position,3,1000000043,1264
121.35,247.13,23.18,um,Spot,Position,3,1000000044,2260
176.44,228.68,27.33,um,Spot,Position,3,1000000045,2412
252.63,36.63,13.49,um,Spot,Position,3,1000000046,1294
267.83,75.41,20.41,um,Spot,Position,3,1000000047,1328
288.60,155.90,6.57,um,Spot,Position,3,1000000048,1362
296.48,119.21,18.33,um,Spot,Position,3,1000000049,1424
278.67,156.24,6.57,um,Spot,Position,3,1000000050,1457
219.53,154.40,23.87,um,Spot,Position,3,1000000051,1491
186.03,31.32,10.72,um,Spot,Position,3,1000000052,1525
184.22,37.76,9.34,um,Spot,Position,3,1000000053,1559
173.87,91.46,3.81,um,Spot,Position,3,1000000054,1593
117.81,102.13,9.34,um,Spot,Position,3,1000000055,1650
172.53,282.16,28.02,um,Spot,Position,3,1000000056,1700
114.54,301.06,15.57,um,Spot,Position,3,1000000057,1734
76.85,286.35,4.50,um,Spot,Position,3,1000000058,1775
89.21,279.67,19.03,um,Spot,Position,3,1000000059,1809
157.32,135.76,1.73,um,Spot,Position,3,1000000060,1850
115.24,153.28,0.35,um,Spot,Position,3,1000000061,1884
143.21,117.00,16.26,um,Spot,Position,3,1000000062,1951
105.00,137.65,10.03,um,Spot,Position,3,1000000063,1985
69.41,112.80,23.18,um,Spot,Position,3,1000000064,2026
93.06,96.99,33.45,um,Spot,Position,3,1000000065,2069
99.98,94.15,37.68,um,Spot,Position,3,1000000066,2103
79.91,146.65,22.52,um,Spot,Position,3,1000000067,2139
8.65,140.58,32.93,um,Spot,Position,3,1000000068,2174
4.50,187.06,6.70,um,Spot,Position,3,1000000069,2208
95.13,183.51,0.64,um,Spot,Position,3,1000000070,2249
124.41,238.40,0.35,um,Spot,Position,3,1000000071,2380
110.44,219.63,24.56,um,Spot,Position,3,1000000072,2278
68.11,257.16,7.96,um,Spot,Position,3,1000000073,2312
98.01,242.94,32.17,um,Spot,Position,3,1000000074,2346
190.64,169.60,14.88,um,Spot,Position,3,1000000075,2447
270.08,211.30,37.02,um,Spot,Position,3,1000000076,2481
266.90,225.44,30.10,um,Spot,Position,3,1000000077,2515
149.97,37.09,36.32,um,Spot,Position,3,1000000078,2566
170.76,59.47,37.71,um,Spot,Position,3,1000000079,2600
157.33,83.15,22.49,um,Spot,Position,3,1000000080,2634
130.63,77.02,31.48,um,Spot,Position,3,1000000081,2666
221.69,16.03,0.35,um,Spot,Position,3,1000000082,2757
244.78,44.89,23.18,um,Spot,Position,3,1000000083,2791
232.98,46.53,2.42,um,Spot,Position,3,1000000084,2847
4.09,300.54,5.90,um,Spot,Position,2,1000000000,21
20.16,292.13,19.93,um,Spot,Position,2,1000000001,22
25.03,133.57,18.78,um,Spot,Position,2,1000000002,23
30.77,151.73,15.33,um,Spot,Position,2,1000000003,24
48.28,189.58,0.35,um,Spot,Position,2,1000000004,25
102.91,95.14,20.24,um,Spot,Position,2,1000000005,27
122.49,157.38,10.88,um,Spot,Position,2,1000000006,28
138.37,56.19,23.94,um,Spot,Position,2,1000000007,29
146.98,70.06,15.52,um,Spot,Position,2,1000000008,31
144.21,216.29,6.89,um,Spot,Position,2,1000000009,30
158.33,32.50,24.39,um,Spot,Position,2,1000000010,32
183.13,103.67,14.07,um,Spot,Position,2,1000000011,34
189.30,215.37,0.35,um,Spot,Position,2,1000000012,36
188.38,95.30,0.35,um,Spot,Position,2,1000000013,35
201.85,59.62,2.14,um,Spot,Position,2,1000000014,38
194.89,216.18,7.24,um,Spot,Position,2,1000000015,37
223.79,52.45,0.35,um,Spot,Position,2,1000000016,40
234.82,222.96,23.95,um,Spot,Position,2,1000000017,41
241.69,188.51,18.24,um,Spot,Position,2,1000000018,42
292.24,152.56,28.95,um,Spot,Position,2,1000000019,43
310.83,56.65,11.03,um,Spot,Position,2,1000000020,44
73.72,303.72,12.84,um,Spot,Position,2,1000000021,26
157.99,128.95,12.14,um,Spot,Position,2,1000000022,33
222.60,71.91,12.52,um,Spot,Position,2,1000000023,39
43.48,320.52,22.49,um,Spot,Position,2,1000000024,1242
45.04,132.52,25.95,um,Spot,Position,2,1000000025,1225
78.48,121.16,12.80,um,Spot,Position,2,1000000026,1240
155.64,262.23,10.03,um,Spot,Position,2,1000000027,1767
102.77,89.52,28.02,um,Spot,Position,2,1000000028,2058
187.61,175.73,12.11,um,Spot,Position,2,1000000029,1108
235.54,217.60,8.58,um,Spot,Position,2,1000000030,1145
233.57,98.57,7.96,um,Spot,Position,2,1000000031,1289
232.84,221.06,11.66,um,Spot,Position,2,1000000032,1149
257.10,119.75,0.35,um,Spot,Position,2,1000000033,1119
60.92,164.35,8.65,um,Spot,Position,2,1000000034,1284
65.91,162.94,16.78,um,Spot,Position,2,1000000035,1136
115.14,269.38,9.34,um,Spot,Position,2,1000000036,1769
145.00,177.10,4.50,um,Spot,Position,2,1000000037,1211
177.91,151.22,7.96,um,Spot,Position,2,1000000038,1102
95.95,157.15,16.95,um,Spot,Position,2,1000000039,2824
295.54,132.94,0.35,um,Spot,Position,2,1000000040,1454
314.37,113.13,25.95,um,Spot,Position,2,1000000041,2748
282.56,25.65,19.72,um,Spot,Position,2,1000000042,2735
38.17,154.92,23.87,um,Spot,Position,2,1000000043,1263
157.89,232.37,23.87,um,Spot,Position,2,1000000044,2259
179.73,223.82,28.02,um,Spot,Position,2,1000000045,2411
250.44,36.65,12.80,um,Spot,Position,2,1000000046,1293
266.38,75.24,19.72,um,Spot,Position,2,1000000047,1327
289.30,153.99,5.88,um,Spot,Position,2,1000000048,1361
296.72,115.22,18.33,um,Spot,Position,2,1000000049,1423
277.59,161.09,0.35,um,Spot,Position,2,1000000050,1456
217.66,153.80,23.87,um,Spot,Position,2,1000000051,1490
184.82,30.08,10.72,um,Spot,Position,2,1000000052,1524
184.01,39.18,10.03,um,Spot,Position,2,1000000053,1558
172.89,91.37,3.81,um,Spot,Position,2,1000000054,1592
114.76,104.06,8.65,um,Spot,Position,2,1000000055,1649
171.36,283.16,26.64,um,Spot,Position,2,1000000056,1699
122.67,295.56,14.88,um,Spot,Position,2,1000000057,1733
82.21,282.34,4.50,um,Spot,Position,2,1000000058,1774
89.78,274.36,19.03,um,Spot,Position,2,1000000059,1808
156.43,135.81,1.73,um,Spot,Position,2,1000000060,1849
114.45,149.94,2.42,um,Spot,Position,2,1000000061,1883
140.13,107.92,19.03,um,Spot,Position,2,1000000062,1950
106.00,137.98,10.03,um,Spot,Position,2,1000000063,1984
69.27,110.77,23.18,um,Spot,Position,2,1000000064,2025
95.90,95.33,32.17,um,Spot,Position,2,1000000065,2068
102.00,89.60,37.45,um,Spot,Position,2,1000000066,2102
99.91,157.93,30.10,um,Spot,Position,2,1000000067,2138
5.88,138.05,32.60,um,Spot,Position,2,1000000068,2173
21.19,171.23,7.26,um,Spot,Position,2,1000000069,2207
96.52,180.74,0.40,um,Spot,Position,2,1000000070,2248
124.33,235.83,0.35,um,Spot,Position,2,1000000071,2379
117.46,215.96,24.56,um,Spot,Position,2,1000000072,2277
67.97,257.84,5.88,um,Spot,Position,2,1000000073,2311
98.75,238.48,31.48,um,Spot,Position,2,1000000074,2345
198.63,166.62,18.33,um,Spot,Position,2,1000000075,2446
258.89,207.15,38.40,um,Spot,Position,2,1000000076,2480
256.86,222.21,31.48,um,Spot,Position,2,1000000077,2514
152.70,37.12,37.02,um,Spot,Position,2,1000000078,2565
169.83,54.44,38.40,um,Spot,Position,2,1000000079,2599
139.35,94.74,20.41,um,Spot,Position,2,1000000080,2633
133.01,72.50,32.17,um,Spot,Position,2,1000000081,2665
221.54,18.68,0.35,um,Spot,Position,2,1000000082,2756
244.63,44.20,22.49,um,Spot,Position,2,1000000083,2790
230.89,45.42,0.35,um,Spot,Position,2,1000000084,2846
0.35,305.72,6.12,um,Spot,Position,4,1000000000,73
18.56,297.26,21.29,um,Spot,Position,4,1000000001,74
28.54,136.47,19.03,um,Spot,Position,4,1000000002,75
30.82,155.84,15.46,um,Spot,Position,4,1000000003,76
52.63,192.37,0.35,um,Spot,Position,4,1000000004,79
102.92,98.46,19.94,um,Spot,Position,4,1000000005,82
121.69,160.24,10.85,um,Spot,Position,4,1000000006,83
136.33,61.91,23.96,um,Spot,Position,4,1000000007,84
147.72,72.15,15.17,um,Spot,Position,4,1000000008,86
143.94,219.94,8.06,um,Spot,Position,4,1000000009,85
162.81,32.03,24.54,um,Spot,Position,4,1000000010,89
183.32,106.51,13.92,um,Spot,Position,4,1000000011,90
194.91,213.05,0.35,um,Spot,Position,4,1000000012,93
187.82,101.74,0.35,um,Spot,Position,4,1000000013,91
203.36,62.13,1.80,um,Spot,Position,4,1000000014,94
189.73,225.12,8.16,um,Spot,Position,4,1000000015,92
221.66,58.96,0.35,um,Spot,Position,4,1000000016,96
230.08,225.03,22.68,um,Spot,Position,4,1000000017,97
241.51,192.27,19.27,um,Spot,Position,4,1000000018,98
290.75,155.19,28.95,um,Spot,Position,4,1000000019,99
307.56,60.69,11.25,um,Spot,Position,4,1000000020,100
67.35,306.98,11.57,um,Spot,Position,4,1000000021,80
159.26,132.21,11.55,um,Spot,Position,4,1000000022,87
221.01,76.31,12.60,um,Spot,Position,4,1000000023,95
31.28,319.88,23.79,um,Spot,Position,4,1000000024,77
40.61,130.71,24.86,um,Spot,Position,4,1000000025,78
74.20,126.75,12.08,um,Spot,Position,4,1000000026,81
159.93,263.47,10.41,um,Spot,Position,4,1000000027,88
102.76,93.58,28.02,um,Spot,Position,4,1000000028,2060
197.90,170.77,11.42,um,Spot,Position,4,1000000029,1110
229.49,223.13,9.45,um,Spot,Position,4,1000000030,1147
239.24,99.29,6.57,um,Spot,Position,4,1000000031,1291
234.27,227.98,11.08,um,Spot,Position,4,1000000032,1151
258.06,127.41,0.35,um,Spot,Position,4,1000000033,1121
61.78,165.83,7.96,um,Spot,Position,4,1000000034,1286
64.87,166.40,16.29,um,Spot,Position,4,1000000035,1138
119.62,270.95,9.34,um,Spot,Position,4,1000000036,1771
128.17,198.25,8.65,um,Spot,Position,4,1000000037,1213
170.77,160.89,7.96,um,Spot,Position,4,1000000038,1104
94.75,162.68,15.57,um,Spot,Position,4,1000000039,2826
271.84,148.64,23.18,um,Spot,Position,4,1000000040,1395
315.31,118.19,29.41,um,Spot,Position,4,1000000041,2750
296.40,23.15,19.72,um,Spot,Position,4,1000000042,2737
41.40,156.60,21.10,um,Spot,Position,4,1000000043,1265
147.30,245.69,25.25,um,Spot,Position,4,1000000044,2261
176.46,229.38,26.64,um,Spot,Position,4,1000000045,2413
256.11,35.10,12.80,um,Spot,Position,4,1000000046,1295
268.53,73.36,20.41,um,Spot,Position,4,1000000047,1329
288.79,159.04,6.57,um,Spot,Position,4,1000000048,1363
297.96,119.03,19.03,um,Spot,Position,4,1000000049,1425
278.52,160.04,6.57,um,Spot,Position,4,1000000050,1458
229.67,146.08,23.18,um,Spot,Position,4,1000000051,1492
186.03,31.32,10.72,um,Spot,Position,4,1000000052,1526
184.22,37.76,9.34,um,Spot,Position,4,1000000053,1560
171.98,96.08,3.81,um,Spot,Position,4,1000000054,1594
116.83,106.05,8.65,um,Spot,Position,4,1000000055,1651
162.48,291.45,27.33,um,Spot,Position,4,1000000056,1701
115.79,304.58,14.88,um,Spot,Position,4,1000000057,1735
79.55,286.31,4.50,um,Spot,Position,4,1000000058,1776
88.48,278.20,19.72,um,Spot,Position,4,1000000059,1810
157.06,139.58,2.42,um,Spot,Position,4,1000000060,1851
116.54,150.99,3.11,um,Spot,Position,4,1000000061,1885
139.30,131.07,15.57,um,Spot,Position,4,1000000062,1952
107.00,137.05,10.72,um,Spot,Position,4,1000000063,1986
72.14,112.68,23.18,um,Spot,Position,4,1000000064,2027
95.34,100.70,32.17,um,Spot,Position,4,1000000065,2070
100.67,95.03,38.00,um,Spot,Position,4,1000000066,2104
83.89,144.21,21.79,um,Spot,Position,4,1000000067,2140
4.50,142.70,32.45,um,Spot,Position,4,1000000068,2175
21.24,184.62,7.26,um,Spot,Position,4,1000000069,2209
90.29,188.36,0.61,um,Spot,Position,4,1000000070,2250
123.79,239.97,0.35,um,Spot,Position,4,1000000071,2381
108.44,225.24,25.25,um,Spot,Position,4,1000000072,2279
67.72,262.59,7.26,um,Spot,Position,4,1000000073,2313
98.07,245.01,32.86,um,Spot,Position,4,1000000074,2347
191.99,171.35,14.88,um,Spot,Position,4,1000000075,2448
266.97,211.33,37.71,um,Spot,Position,4,1000000076,2482
271.33,224.66,29.41,um,Spot,Position,4,1000000077,2516
148.85,42.22,37.02,um,Spot,Position,4,1000000078,2567
170.23,58.77,38.40,um,Spot,Position,4,1000000079,2601
155.58,83.32,21.79,um,Spot,Position,4,1000000080,2635
120.73,83.31,12.11,um,Spot,Position,4,1000000081,2667
222.18,23.93,0.35,um,Spot,Position,4,1000000082,2758
248.83,38.46,23.18,um,Spot,Position,4,1000000083,2792
232.67,59.18,22.49,um,Spot,Position,4,1000000084,2848
0.35,306.82,6.08,um,Spot,Position,5,1000000000,101
19.00,298.98,19.30,um,Spot,Position,5,1000000001,102
29.89,136.48,19.06,um,Spot,Position,5,1000000002,104
32.06,156.18,15.64,um,Spot,Position,5,1000000003,105
52.38,194.23,0.35,um,Spot,Position,5,1000000004,107
101.99,100.87,19.94,um,Spot,Position,5,1000000005,111
121.95,161.16,10.59,um,Spot,Position,5,1000000006,112
137.16,60.90,23.93,um,Spot,Position,5,1000000007,113
145.23,75.84,14.91,um,Spot,Position,5,1000000008,114
144.62,221.90,8.15,um,Spot,Position,5,1000000009,115
166.85,29.35,24.36,um,Spot,Position,5,1000000010,118
183.00,107.89,13.91,um,Spot,Position,5,1000000011,119
186.10,222.93,0.35,um,Spot,Position,5,1000000012,1194
193.05,104.04,1.94,um,Spot,Position,5,1000000013,122
201.07,64.97,1.65,um,Spot,Position,5,1000000014,123
185.95,229.06,8.29,um,Spot,Position,5,1000000015,120
223.81,57.95,0.35,um,Spot,Position,5,1000000016,126
230.83,225.64,22.95,um,Spot,Position,5,1000000017,127
242.04,193.52,19.32,um,Spot,Position,5,1000000018,130
290.78,156.28,29.27,um,Spot,Position,5,1000000019,132
308.72,59.43,11.20,um,Spot,Position,5,1000000020,133
68.79,309.31,10.21,um,Spot,Position,5,1000000021,108
160.01,133.98,11.29,um,Spot,Position,5,1000000022,116
221.94,78.11,12.47,um,Spot,Position,5,1000000023,124
28.33,320.31,23.91,um,Spot,Position,5,1000000024,103
45.82,129.79,25.36,um,Spot,Position,5,1000000025,106
70.31,128.94,12.01,um,Spot,Position,5,1000000026,109
159.90,264.52,9.79,um,Spot,Position,5,1000000027,117
102.36,94.49,28.16,um,Spot,Position,5,1000000028,110
187.60,178.99,11.84,um,Spot,Position,5,1000000029,121
222.96,228.62,9.70,um,Spot,Position,5,1000000030,125
232.18,108.89,7.61,um,Spot,Position,5,1000000031,128
237.57,225.18,10.43,um,Spot,Position,5,1000000032,129
251.42,140.09,12.33,um,Spot,Position,5,1000000033,131
61.00,167.76,8.65,um,Spot,Position,5,1000000034,1287
64.82,168.48,17.35,um,Spot,Position,5,1000000035,1139
112.85,274.73,10.03,um,Spot,Position,5,1000000036,1772
142.18,193.84,5.88,um,Spot,Position,5,1000000037,1214
173.71,163.41,7.96,um,Spot,Position,5,1000000038,1105
90.63,162.65,18.33,um,Spot,Position,5,1000000039,2827
291.39,138.13,23.18,um,Spot,Position,5,1000000040,1396
315.76,117.02,26.64,um,Spot,Position,5,1000000041,2751
301.38,25.84,23.18,um,Spot,Position,5,1000000042,2738
41.39,158.77,22.49,um,Spot,Position,5,1000000043,1266
159.48,239.51,24.56,um,Spot,Position,5,1000000044,2262
174.44,232.44,26.64,um,Spot,Position,5,1000000045,2414
255.71,37.34,12.80,um,Spot,Position,5,1000000046,1296
244.88,63.91,23.18,um,Spot,Position,5,1000000047,1330
289.16,158.63,6.57,um,Spot,Position,5,1000000048,1364
298.45,123.85,18.33,um,Spot,Position,5,1000000049,1426
293.08,151.84,4.50,um,Spot,Position,5,1000000050,1459
219.44,157.73,24.56,um,Spot,Position,5,1000000051,1493
185.84,32.93,10.03,um,Spot,Position,5,1000000052,1527
176.67,45.59,8.65,um,Spot,Position,5,1000000053,1561
169.90,99.39,3.81,um,Spot,Position,5,1000000054,1595
116.79,111.53,10.03,um,Spot,Position,5,1000000055,1652
161.46,291.83,28.02,um,Spot,Position,5,1000000056,1702
133.67,294.79,15.57,um,Spot,Position,5,1000000057,1736
81.11,286.78,4.50,um,Spot,Position,5,1000000058,1777
89.19,286.47,20.41,um,Spot,Position,5,1000000059,1811
157.04,142.50,1.04,um,Spot,Position,5,1000000060,1852
118.20,153.00,3.11,um,Spot,Position,5,1000000061,1886
128.37,145.31,16.26,um,Spot,Position,5,1000000062,1953
106.17,138.05,10.72,um,Spot,Position,5,1000000063,1987
69.99,116.55,23.18,um,Spot,Position,5,1000000064,2028
93.75,100.83,33.83,um,Spot,Position,5,1000000065,2071
99.29,97.90,37.77,um,Spot,Position,5,1000000066,2105
79.22,149.22,22.32,um,Spot,Position,5,1000000067,2141
8.65,143.59,32.73,um,Spot,Position,5,1000000068,2176
20.95,183.10,7.26,um,Spot,Position,5,1000000069,2210
93.06,188.66,0.91,um,Spot,Position,5,1000000070,2251
124.23,241.96,0.35,um,Spot,Position,5,1000000071,2382
113.61,223.54,25.25,um,Spot,Position,5,1000000072,2280
68.24,262.32,8.65,um,Spot,Position,5,1000000073,2314
98.32,245.90,31.48,um,Spot,Position,5,1000000074,2348
194.64,171.61,14.88,um,Spot,Position,5,1000000075,2449
255.78,216.67,38.40,um,Spot,Position,5,1000000076,2483
270.49,223.42,30.79,um,Spot,Position,5,1000000077,2517
147.06,42.83,36.32,um,Spot,Position,5,1000000078,2568
170.15,60.62,37.71,um,Spot,Position,5,1000000079,2602
157.96,90.72,22.49,um,Spot,Position,5,1000000080,2636
121.29,82.95,12.80,um,Spot,Position,5,1000000081,2668
221.98,19.97,0.35,um,Spot,Position,5,1000000082,2759
242.72,43.90,23.18,um,Spot,Position,5,1000000083,2793
224.41,46.62,3.11,um,Spot,Position,5,1000000084,2849
4.32,306.98,5.67,um,Spot,Position,6,1000000000,134
17.79,298.62,20.72,um,Spot,Position,6,1000000001,135
28.85,138.01,19.06,um,Spot,Position,6,1000000002,136
30.73,157.48,15.64,um,Spot,Position,6,1000000003,137
53.28,194.71,0.35,um,Spot,Position,6,1000000004,141
102.19,100.96,19.75,um,Spot,Position,6,1000000005,146
121.34,162.47,11.38,um,Spot,Position,6,1000000006,148
139.20,61.13,23.76,um,Spot,Position,6,1000000007,149
145.16,76.24,14.81,um,Spot,Position,6,1000000008,151
144.29,222.43,8.81,um,Spot,Position,6,1000000009,150
167.12,30.09,24.52,um,Spot,Position,6,1000000010,155
183.41,109.16,13.91,um,Spot,Position,6,1000000011,158
176.65,230.64,1.28,um,Spot,Position,6,1000000012,156
194.76,104.37,2.21,um,Spot,Position,6,1000000013,160
201.07,64.94,1.73,um,Spot,Position,6,1000000014,161
187.38,230.44,8.45,um,Spot,Position,6,1000000015,159
223.69,59.65,0.35,um,Spot,Position,6,1000000016,163
224.75,234.43,19.03,um,Spot,Position,6,1000000017,1164
241.38,194.45,17.18,um,Spot,Position,6,1000000018,167
287.46,157.54,29.83,um,Spot,Position,6,1000000019,169
309.40,56.16,11.16,um,Spot,Position,6,1000000020,170
71.16,309.48,10.85,um,Spot,Position,6,1000000021,143
158.39,133.90,11.90,um,Spot,Position,6,1000000022,153
221.88,78.18,12.56,um,Spot,Position,6,1000000023,162
34.38,316.07,27.20,um,Spot,Position,6,1000000024,138
37.62,126.00,25.41,um,Spot,Position,6,1000000025,139
76.54,134.79,13.20,um,Spot,Position,6,1000000026,144
161.80,264.42,10.34,um,Spot,Position,6,1000000027,154
101.38,95.46,27.90,um,Spot,Position,6,1000000028,145
179.96,190.07,12.18,um,Spot,Position,6,1000000029,157
