
Intensity Mean
 ==================== 
Time [ms],1000000000,1000000001,1000000002,1000000003,1000000004,1000000005,1000000006,1000000007,1000000008,1000000009,1000000010,1000000011,1000000012,1000000013,1000000014,1000000015,1000000016,1000000017,1000000018,1000000019,1000000020,1000000021,1000000022,1000000023,1000000024,1000000025,1000000026,1000000027,1000000028,1000000029,1000000030,1000000031,1000000032,1000000033,1000000034,1000000035,1000000036,1000000037,1000000038,1000000039,1000000040,1000000041,1000000042,1000000043,1000000044,1000000045,1000000046,1000000047,1000000048,1000000049,1000000050,1000000051,1000000052,1000000053,1000000054,1000000055,1000000056,1000000057,1000000058,1000000059,1000000060,1000000061,1000000062,1000000063,1000000064,1000000065,1000000066,1000000067,1000000068,1000000069,1000000070,1000000071,1000000072,1000000073,1000000074,1000000075,1000000076,1000000077,1000000078,1000000079,1000000080,1000000081,1000000082,1000000083,1000000084,1000000085,1000000086,1000000087,1000000088,1000000089,1000000090,1000000091,1000000092,1000000093,1000000094,1000000095,1000000096,1000000097,1000000098,1000000099,1000000100,1000000101,1000000102,1000000103,1000000104,1000000105,1000000106,1000000107,1000000108,1000000109,1000000110,1000000111,1000000112,1000000113,1000000114,1000000115,1000000116,1000000117,1000000118,1000000119,1000000120,1000000121,1000000122,1000000123,1000000124,1000000125,1000000126,1000000127,1000000128,1000000129,1000000130,1000000131,1000000132,1000000133,1000000134,1000000135,1000000136,1000000137,1000000138,1000000139,1000000140,1000000141,1000000142,1000000143,1000000144,1000000145,1000000146,1000000147,1000000148,1000000149,1000000150,
0,453.723,379.534,519.410,553.898,372.971,357.028,354.867,498.712,280.239,406.487,527.034,584.080,278.266,617.068,231.051,224.057,333.194,450.116,195.608,541.213,213.165,424.609,624.764,468.284,543.828,505.580,229.268,591.439,201.491,465.056,400.744,433.075,305.498,365.116,700.929,597.508,439.299,300.809,555.424,393.060,465.239,449.335,518.931,688.905,468.651,484.594,509.911,283.248,379.497,276.176,713.863,487.704,689.029,646.041,357.538,491.665,509.124,359.616,418.398,467.984,497.429,571.173,326.249,467.187,297.011,417.368,283.168,368.795,570.844,273.989,504.384,295.706,355.023,451.391,499.773,271.918,445.451,426.449,467.233,267.348,386.500,238.180,244.512,222.987,294.248,416.535,328.428,341.648,410.160,449.164,396.772,316.143,366.873,258.811,496.283,253.786,517.781,375.824,438.882,307.605,448.364,394.275,427.974,332.832,308.751,274.711,374.415,266.256,343.040,537.152,470.321,489.543,238.268,293.083,314.174,290.354,298.812,289.526,270.913,285.511,222.197,326.805,282.990,355.861,346.561,262.352,282.767,364.120,220.692,454.972,237.925,364.234,456.505,278.341,309.374,486.281,413.226,306.375,438.814,385.427,413.542,337.445,255.992,314.146,314.669,272.667,238.077,276.217,288.564,225.539,244.757,
1000,465.578,397.478,489.502,537.267,369.872,367.926,341.093,530.910,291.035,425.676,522.657,501.576,257.322,590.235,222.146,217.567,283.827,439.727,205.028,517.963,225.156,474.105,631.877,452.563,479.091,500.315,257.022,596.569,215.199,426.782,401.764,422.902,276.711,364.627,726.611,596.084,446.279,313.817,562.894,370.386,469.872,429.276,540.754,750.352,492.985,543.544,480.557,275.987,361.021,301.942,768.998,484.692,785.386,653.635,313.131,533.880,495.175,426.903,441.848,506.509,557.272,572.518,327.113,469.994,276.086,430.087,289.881,364.116,541.033,276.596,480.138,330.522,386.475,504.757,538.802,292.060,523.481,514.080,513.697,276.124,444.219,242.150,263.028,230.055,282.099,381.512,373.046,322.256,368.590,474.284,385.468,296.475,396.617,253.447,541.032,261.315,492.216,366.036,408.523,316.804,459.486,388.367,437.203,379.906,323.458,274.509,307.066,262.802,336.829,514.609,469.372,572.895,251.552,267.261,300.741,266.651,332.161,295.012,281.922,281.985,212.132,323.814,302.548,373.585,318.298,254.613,310.778,373.655,225.934,489.503,251.467,425.042,468.976,244.180,366.298,462.762,452.270,319.386,484.518,418.996,389.825,345.691,236.813,301.636,293.146,286.234,228.797,289.459,281.660,224.396,264.776,
2000,442.003,402.737,476.972,540.743,345.488,688.723,339.602,567.420,819.563,403.757,563.917,625.925,263.825,734.854,278.648,250.384,327.726,446.882,244.590,859.852,420.682,1305.229,647.861,486.540,544.338,480.156,695.045,1934.613,319.224,487.188,362.556,439.836,267.940,486.436,595.860,668.525,441.472,308.730,560.692,461.077,487.566,434.044,559.027,602.689,495.278,539.694,488.167,261.986,340.468,314.247,705.616,500.428,2736.158,1466.055,331.090,596.306,485.882,454.818,545.984,1701.162,1883.092,530.822,326.364,519.013,291.600,397.436,278.883,424.311,603.104,269.098,528.281,324.330,384.292,656.380,679.434,429.168,1705.881,589.539,540.822,309.695,510.027,617.292,282.708,245.366,333.778,455.900,311.898,289.333,349.836,840.879,370.588,320.746,396.319,258.327,556.589,263.618,494.432,343.599,419.506,311.584,443.904,362.670,429.851,351.481,356.550,272.655,327.328,264.674,329.614,1075.438,788.334,1435.632,228.011,283.396,327.616,289.957,206.929,294.512,286.513,284.515,228.735,353.615,314.894,378.107,375.525,395.471,395.422,377.753,223.561,1528.310,371.278,1116.425,471.004,259.527,613.337,1268.496,1120.745,418.821,1115.632,1013.933,437.403,337.087,258.210,450.817,683.125,294.190,247.728,307.389,284.248,243.784,256.905,
3000,438.441,430.727,525.372,552.597,388.695,1634.843,342.338,625.672,1414.813,484.804,1233.400,2449.944,268.334,2618.440,1010.468,301.893,396.647,578.748,529.921,2690.904,682.316,1999.756,1528.526,524.741,616.652,516.432,805.810,3156.781,460.856,450.933,686.591,647.622,286.556,2083.157,818.381,688.018,471.614,336.559,732.288,2131.645,577.683,457.059,562.597,720.589,1515.724,527.263,627.985,474.950,381.644,313.020,775.016,514.344,3537.302,2735.059,506.680,781.665,510.615,448.969,517.979,3074.095,3449.082,637.077,343.055,993.392,315.461,399.453,350.745,1429.530,595.194,274.708,532.275,281.961,428.850,955.248,1028.954,371.297,2623.548,1136.547,624.701,391.295,710.375,846.203,280.518,280.392,533.052,809.318,329.432,355.170,433.162,1268.131,477.681,337.854,393.975,254.871,577.244,266.534,511.560,440.798,417.344,317.063,459.565,395.833,455.969,526.596,346.963,414.776,433.312,303.153,353.179,2947.814,2125.112,3069.258,288.575,319.163,439.130,346.672,213.869,340.879,367.045,332.475,228.237,317.568,382.154,412.563,577.565,1173.419,612.989,380.900,244.049,2502.801,412.105,2281.083,598.746,296.614,806.159,2372.915,1376.337,450.065,1641.963,1240.286,660.365,343.932,277.845,543.811,1657.246,430.621,342.584,1235.461,517.073,240.632,283.557,
4000,469.527,475.112,577.827,641.597,400.866,1361.517,348.607,653.426,1271.522,491.923,2115.112,3078.102,785.894,3531.198,1147.673,267.087,989.378,765.759,584.001,3094.304,491.970,1406.695,2802.173,599.289,916.112,564.693,580.488,3025.835,508.088,510.111,1590.584,1570.934,325.203,1881.385,2690.017,1016.577,484.430,363.658,752.063,2422.571,624.260,462.147,618.738,1334.114,2707.327,519.745,1825.093,1516.959,539.415,497.304,1121.502,959.082,1984.393,2721.448,687.346,942.000,666.197,465.239,609.376,2115.863,2641.322,660.404,438.082,1441.122,738.672,445.779,559.611,975.955,702.771,332.567,551.133,324.842,711.926,1746.945,1205.672,294.055,1921.141,1123.754,711.091,785.585,1212.697,631.350,453.142,684.564,1261.406,1500.508,644.915,640.944,648.657,849.527,1055.971,1074.982,379.948,259.325,654.431,316.571,537.654,773.938,710.612,449.530,775.834,674.828,754.980,1090.975,674.000,516.267,940.097,488.518,400.330,2432.919,2439.650,2112.367,491.649,404.248,590.075,1120.773,244.947,587.810,625.141,393.355,287.722,487.909,690.945,1026.819,728.280,1039.675,717.349,702.883,325.868,1844.290,316.825,1764.477,804.007,384.754,556.838,1844.595,1841.524,627.827,1785.965,1144.591,1489.896,738.712,422.202,413.319,1284.263,494.096,284.708,1437.932,727.515,237.561,387.817,
5000,477.911,513.486,661.975,827.519,555.761,806.047,366.182,769.696,718.016,540.345,1826.281,2746.122,852.284,2903.533,680.987,243.503,958.366,710.816,417.500,2349.699,387.789,887.958,1663.781,789.836,1043.381,651.103,513.382,2037.388,333.947,545.371,1645.829,1004.339,812.765,1111.886,2900.212,1649.619,485.707,393.354,1193.052,1280.981,619.027,547.594,992.775,2702.568,2042.552,652.701,2374.408,1011.773,1199.750,822.298,1520.942,1899.868,1361.707,2085.253,993.226,997.792,896.471,586.969,631.516,1451.972,1790.219,798.140,570.703,860.279,644.275,394.809,539.392,729.999,975.451,478.306,608.504,378.096,598.849,1157.306,949.361,302.693,1012.169,780.210,680.246,715.102,966.707,411.963,704.413,595.942,1671.978,1918.570,1254.409,1228.625,1148.220,616.535,1468.950,878.737,411.591,268.193,647.706,449.160,573.702,1210.139,1928.054,529.666,1551.638,992.122,1333.337,1718.327,906.795,1345.164,1413.768,744.787,451.224,1841.135,1736.000,1044.074,544.899,886.221,774.035,1028.021,464.618,704.118,1067.039,533.893,276.926,970.215,725.858,1606.986,1080.950,771.210,973.501,1295.467,329.472,1045.306,267.846,985.257,717.363,307.250,407.893,1066.375,1275.593,598.694,1227.342,807.566,1897.806,1177.135,808.790,370.600,841.343,665.558,613.689,986.432,763.945,260.027,501.102,
6000,539.027,712.565,786.588,1324.490,560.167,598.789,383.239,728.048,464.805,597.168,902.767,1747.062,661.616,1811.431,370.977,230.152,694.189,733.993,288.860,1268.416,320.111,634.543,1105.666,757.366,806.480,710.845,409.279,1231.444,260.977,663.293,1018.695,716.467,1321.976,706.193,1824.498,1495.849,519.043,478.242,1733.555,697.680,669.274,518.501,1358.504,2300.699,971.648,971.202,2048.435,566.349,1308.861,901.023,1695.533,1525.864,1025.755,1197.929,928.997,882.999,1193.651,604.024,694.701,718.048,800.437,957.967,506.213,626.982,629.364,619.641,385.461,553.731,1333.420,619.280,629.404,562.111,535.366,719.739,623.254,301.962,720.776,606.220,604.930,418.038,647.201,290.580,530.546,343.880,1297.650,1323.859,964.447,765.987,1265.910,543.869,1129.668,725.863,476.037,274.590,698.402,641.198,747.219,1222.582,1788.126,789.376,2126.673,1233.365,1714.372,1418.510,807.679,853.565,832.477,538.992,517.349,1229.311,922.617,788.254,448.712,1078.807,953.538,1185.129,523.790,556.203,656.723,385.727,246.112,824.812,616.006,1737.991,1120.467,477.622,658.984,1254.225,255.664,718.492,276.754,707.795,587.282,431.340,356.846,716.721,741.741,489.084,756.034,561.919,1292.782,937.791,862.116,308.360,526.808,713.666,479.654,512.925,475.867,272.382,504.944,
7000,546.167,599.659,905.734,1266.260,482.714,474.376,458.038,643.370,335.466,687.290,728.417,1002.521,395.828,1103.817,295.827,220.984,437.042,713.831,239.752,928.318,261.814,525.018,798.873,600.349,737.776,644.625,440.487,908.811,223.154,719.960,578.911,523.536,1141.465,515.435,1375.600,1003.350,490.437,439.068,1171.233,531.528,626.765,558.438,1226.003,1526.572,666.623,1200.791,1244.645,436.864,752.691,735.563,1317.133,872.909,812.524,759.271,579.932,645.333,963.267,568.633,625.118,689.291,745.486,919.751,426.698,539.109,466.571,548.901,341.973,436.968,993.676,413.156,637.322,572.936,423.371,606.585,561.756,278.766,587.133,567.737,551.922,311.028,530.831,256.459,662.401,275.570,768.715,975.085,529.292,487.679,898.843,486.338,567.934,480.566,459.124,315.733,645.200,624.932,1026.969,908.193,847.545,631.755,1092.905,835.712,891.475,1063.345,535.697,723.687,558.504,423.922,505.775,796.567,571.856,684.881,363.217,979.357,798.784,511.882,334.327,378.574,417.709,312.679,230.123,659.201,403.268,873.526,757.008,415.327,531.886,815.598,238.916,572.818,263.307,511.536,505.778,358.144,324.314,594.399,567.494,374.758,548.158,471.242,814.305,844.724,568.486,303.316,386.463,539.213,476.225,381.544,321.245,265.431,382.184,
8000,542.199,486.842,666.650,818.514,395.991,419.315,432.137,583.791,300.507,577.966,555.569,689.194,322.279,818.876,266.958,219.144,342.373,526.470,224.627,709.992,234.716,519.124,667.801,530.748,603.968,596.077,245.996,759.996,227.572,654.373,488.999,482.070,501.026,418.889,871.979,680.919,485.028,415.841,802.011,416.982,541.229,464.533,817.378,1026.654,527.545,827.776,683.921,330.385,535.362,503.186,988.570,637.449,651.562,700.548,429.597,655.315,706.581,465.423,521.207,584.619,633.280,789.324,368.700,502.961,347.653,436.768,305.861,377.421,826.562,285.746,574.259,406.670,404.239,496.050,528.097,301.507,544.496,516.620,523.048,318.390,511.755,245.298,691.034,256.006,466.852,635.880,409.342,426.977,562.028,515.654,473.692,338.430,393.509,321.421,502.357,400.347,738.534,533.299,530.751,376.684,630.729,634.232,547.085,683.724,377.734,439.318,416.092,349.490,516.227,635.437,507.672,593.159,328.989,544.340,518.897,522.396,238.733,316.047,367.743,310.940,223.959,447.583,360.269,584.896,518.672,354.001,364.037,516.236,235.194,517.190,257.025,457.114,489.500,334.189,322.660,521.324,491.510,350.115,495.130,412.807,617.769,477.659,356.900,294.555,329.275,443.877,318.488,314.009,274.724,254.243,280.005,
