Detailed,,,,,,,,
Position X,Position Y,Position Z,Unit,Category,Collection,Time,Parent,ID
97.25,28.35,10.58,um,Spot,Position,1,1000000000,0
99.05,38.34,17.78,um,Spot,Position,1,1000000001,1
107.03,78.50,8.39,um,Spot,Position,1,1000000002,2
114.56,117.44,12.02,um,Spot,Position,1,1000000003,3
127.62,199.40,20.12,um,Spot,Position,1,1000000004,4
129.47,151.53,17.48,um,Spot,Position,1,1000000005,5
131.83,247.92,21.76,um,Spot,Position,1,1000000006,6
136.06,246.58,9.32,um,Spot,Position,1,1000000007,7
143.70,259.53,25.44,um,Spot,Position,1,1000000008,8
143.85,295.93,11.50,um,Spot,Position,1,1000000009,9
145.71,353.90,16.74,um,Spot,Position,1,1000000010,10
150.46,214.88,12.50,um,Spot,Position,1,1000000011,11
155.29,92.02,18.21,um,Spot,Position,1,1000000012,12
158.67,277.40,9.83,um,Spot,Position,1,1000000013,13
159.48,186.72,24.45,um,Spot,Position,1,1000000014,14
159.82,311.86,30.50,um,Spot,Position,1,1000000015,15
161.28,130.75,14.24,um,Spot,Position,1,1000000016,16
162.16,47.74,12.85,um,Spot,Position,1,1000000017,17
165.81,281.03,32.18,um,Spot,Position,1,1000000018,18
169.99,345.87,15.65,um,Spot,Position,1,1000000019,19
171.07,242.25,27.95,um,Spot,Position,1,1000000020,20
171.20,322.12,13.51,um,Spot,Position,1,1000000021,21
171.93,353.90,11.99,um,Spot,Position,1,1000000022,22
174.40,274.56,7.90,um,Spot,Position,1,1000000023,23
177.90,139.84,12.14,um,Spot,Position,1,1000000024,24
181.22,266.82,10.04,um,Spot,Position,1,1000000025,25
183.02,343.13,29.88,um,Spot,Position,1,1000000026,26
188.23,316.67,13.74,um,Spot,Position,1,1000000027,27
190.83,348.77,32.98,um,Spot,Position,1,1000000028,28
191.53,262.74,10.94,um,Spot,Position,1,1000000029,29
191.50,353.90,16.94,um,Spot,Position,1,1000000030,30
194.22,347.28,9.41,um,Spot,Position,1,1000000031,31
113.11,31.52,18.33,um,Spot,Position,1,1000000032,1149
104.79,40.60,16.95,um,Spot,Position,1,1000000033,1122
123.09,45.90,5.88,um,Spot,Position,1,1000000034,1273
151.28,77.18,5.19,um,Spot,Position,1,1000000035,2420
181.78,221.29,7.96,um,Spot,Position,1,1000000036,1859
99.30,40.34,22.49,um,Spot,Position,1,1000000037,1150
130.28,220.00,14.88,um,Spot,Position,1,1000000038,2044
155.34,55.99,12.80,um,Spot,Position,1,1000000039,1188
167.94,67.09,9.34,um,Spot,Position,1,1000000040,1216
184.77,142.19,14.18,um,Spot,Position,1,1000000041,2286
150.28,232.83,5.88,um,Spot,Position,1,1000000042,1721
121.13,53.94,5.19,um,Spot,Position,1,1000000043,1239
116.70,80.60,11.42,um,Spot,Position,1,1000000044,1303
119.58,157.74,8.65,um,Spot,Position,1,1000000045,1337
154.62,150.85,10.03,um,Spot,Position,1,1000000046,1371
170.68,154.37,19.72,um,Spot,Position,1,1000000047,1415
167.10,159.59,13.49,um,Spot,Position,1,1000000048,1449
160.11,154.30,16.26,um,Spot,Position,1,1000000049,1483
137.71,149.38,5.19,um,Spot,Position,1,1000000050,1517
134.58,140.16,12.80,um,Spot,Position,1,1000000051,1551
137.93,115.82,5.88,um,Spot,Position,1,1000000052,1630
133.51,115.91,6.57,um,Spot,Position,1,1000000053,1592
130.37,103.50,13.49,um,Spot,Position,1,1000000054,1657
146.92,242.53,9.34,um,Spot,Position,1,1000000055,1687
191.11,224.98,14.88,um,Spot,Position,1,1000000056,1757
197.13,218.49,17.64,um,Spot,Position,1,1000000057,1791
188.04,207.49,11.42,um,Spot,Position,1,1000000058,1825
179.72,208.52,13.49,um,Spot,Position,1,1000000059,1874
174.79,204.62,10.72,um,Spot,Position,1,1000000060,1908
168.30,189.60,7.26,um,Spot,Position,1,1000000061,1942
126.58,235.66,23.87,um,Spot,Position,1,1000000062,1976
132.07,257.76,14.88,um,Spot,Position,1,1000000063,2010
156.65,274.61,19.03,um,Spot,Position,1,1000000064,2095
113.44,120.86,16.26,um,Spot,Position,1,1000000065,2140
121.51,152.98,23.18,um,Spot,Position,1,1000000066,2174
120.58,127.89,16.26,um,Spot,Position,1,1000000067,2218
162.20,164.17,3.11,um,Spot,Position,1,1000000068,2252
169.19,121.29,21.10,um,Spot,Position,1,1000000069,2318
168.45,127.93,5.88,um,Spot,Position,1,1000000070,2352
172.26,88.07,19.03,um,Spot,Position,1,1000000071,2386
208.35,294.36,20.41,um,Spot,Position,1,1000000072,2433
200.19,293.49,17.64,um,Spot,Position,1,1000000073,2467
203.95,293.02,15.57,um,Spot,Position,1,1000000074,2501
213.66,306.64,26.64,um,Spot,Position,1,1000000075,2535
197.89,308.62,17.64,um,Spot,Position,1,1000000076,2569
199.57,315.40,12.80,um,Spot,Position,1,1000000077,2603
210.09,334.99,14.18,um,Spot,Position,1,1000000078,2637
190.18,329.57,25.25,um,Spot,Position,1,1000000079,2676
179.58,319.67,10.03,um,Spot,Position,1,1000000080,2710
193.55,317.65,30.79,um,Spot,Position,1,1000000081,2744
183.75,325.75,21.79,um,Spot,Position,1,1000000082,2778
201.09,322.17,30.79,um,Spot,Position,1,1000000083,2812
185.06,310.10,20.41,um,Spot,Position,1,1000000084,2846
184.52,339.38,16.95,um,Spot,Position,1,1000000085,2880
184.15,287.48,21.79,um,Spot,Position,1,1000000086,2914
184.97,292.88,21.79,um,Spot,Position,1,1000000087,2948
161.41,270.07,14.88,um,Spot,Position,1,1000000088,2982
155.63,306.18,12.11,um,Spot,Position,1,1000000089,3016
134.42,28.24,9.34,um,Spot,Position,1,1000000090,3050
146.06,11.22,12.80,um,Spot,Position,1,1000000091,3084
162.70,15.19,14.88,um,Spot,Position,1,1000000092,3118
154.98,39.81,21.79,um,Spot,Position,1,1000000093,3152
157.09,57.24,5.88,um,Spot,Position,1,1000000094,3186
145.45,64.89,16.95,um,Spot,Position,1,1000000095,3220
149.14,95.47,3.11,um,Spot,Position,1,1000000096,3254
145.80,103.32,12.11,um,Spot,Position,1,1000000097,3288
152.51,114.67,10.03,um,Spot,Position,1,1000000098,3332
144.36,85.13,12.11,um,Spot,Position,1,1000000099,3366
164.90,226.14,12.80,um,Spot,Position,1,1000000100,3400
163.12,206.03,14.18,um,Spot,Position,1,1000000101,3434
169.28,227.40,12.80,um,Spot,Position,1,1000000102,3468
147.93,207.90,16.95,um,Spot,Position,1,1000000103,3502
147.40,200.78,18.33,um,Spot,Position,1,1000000104,3536
151.05,215.06,19.72,um,Spot,Position,1,1000000105,3570
171.21,227.54,12.80,um,Spot,Position,1,1000000106,3604
183.88,194.29,22.49,um,Spot,Position,1,1000000107,3638
191.25,194.11,19.72,um,Spot,Position,1,1000000108,3672
129.55,225.87,19.72,um,Spot,Position,1,1000000109,3706
129.04,222.42,21.92,um,Spot,Position,1,1000000110,3740
155.31,251.36,10.72,um,Spot,Position,1,1000000111,3774
157.34,229.68,21.79,um,Spot,Position,1,1000000112,3808
168.48,212.03,19.03,um,Spot,Position,1,1000000113,3842
168.24,209.47,18.33,um,Spot,Position,1,1000000114,3874
170.23,275.72,19.40,um,Spot,Position,1,1000000115,3910
162.91,239.70,16.95,um,Spot,Position,1,1000000116,3944
172.91,242.89,17.64,um,Spot,Position,1,1000000117,3978
167.49,239.70,18.33,um,Spot,Position,1,1000000118,4012
196.25,248.14,23.18,um,Spot,Position,1,1000000119,4046
192.60,288.17,30.68,um,Spot,Position,1,1000000120,4080
177.71,275.72,19.33,um,Spot,Position,1,1000000121,4114
162.19,307.01,20.41,um,Spot,Position,1,1000000122,4148
161.74,288.27,16.95,um,Spot,Position,1,1000000123,4182
160.38,325.09,20.41,um,Spot,Position,1,1000000124,4216
157.74,321.73,26.64,um,Spot,Position,1,1000000125,4250
168.85,291.49,18.33,um,Spot,Position,1,1000000126,4284
164.07,332.51,19.03,um,Spot,Position,1,1000000127,4318
165.63,346.81,31.48,um,Spot,Position,1,1000000128,4352
154.58,344.06,17.64,um,Spot,Position,1,1000000129,4386
150.96,337.41,30.79,um,Spot,Position,1,1000000130,4420
147.16,339.47,21.79,um,Spot,Position,1,1000000131,4454
145.83,323.66,14.88,um,Spot,Position,1,1000000132,4488
168.71,306.37,21.10,um,Spot,Position,1,1000000133,4522
147.34,328.62,25.25,um,Spot,Position,1,1000000134,4556
147.11,302.88,16.95,um,Spot,Position,1,1000000135,4590
139.71,291.23,23.18,um,Spot,Position,1,1000000136,4624
134.47,292.90,25.25,um,Spot,Position,1,1000000137,4658
137.76,291.33,21.79,um,Spot,Position,1,1000000138,4719
137.09,285.98,19.72,um,Spot,Position,1,1000000139,4726
175.77,347.77,16.95,um,Spot,Position,1,1000000140,4760
165.96,330.26,20.41,um,Spot,Position,1,1000000141,4794
176.99,327.33,24.56,um,Spot,Position,1,1000000142,4828
211.48,328.14,26.64,um,Spot,Position,1,1000000143,4862
198.02,278.89,25.25,um,Spot,Position,1,1000000144,4896
174.66,284.52,21.10,um,Spot,Position,1,1000000145,4930
156.93,253.60,22.49,um,Spot,Position,1,1000000146,4964
184.83,248.61,23.18,um,Spot,Position,1,1000000147,4998
190.64,252.89,24.56,um,Spot,Position,1,1000000148,5032
184.74,205.95,28.02,um,Spot,Position,1,1000000149,5066
147.17,173.44,19.03,um,Spot,Position,1,1000000150,5100
96.61,29.54,10.37,um,Spot,Position,3,1000000000,65
97.60,37.35,17.59,um,Spot,Position,3,1000000001,66
105.87,75.29,8.08,um,Spot,Position,3,1000000002,67
114.23,118.78,11.93,um,Spot,Position,3,1000000003,69
126.91,198.79,19.85,um,Spot,Position,3,1000000004,70
129.22,151.64,17.28,um,Spot,Position,3,1000000005,71
131.06,246.55,21.53,um,Spot,Position,3,1000000006,72
135.81,243.45,9.19,um,Spot,Position,3,1000000007,73
143.65,258.84,25.66,um,Spot,Position,3,1000000008,74
143.60,295.01,11.24,um,Spot,Position,3,1000000009,75
147.78,353.90,16.69,um,Spot,Position,3,1000000010,76
149.67,212.24,12.12,um,Spot,Position,3,1000000011,77
154.28,92.40,17.87,um,Spot,Position,3,1000000012,78
158.13,276.74,9.49,um,Spot,Position,3,1000000013,79
158.56,187.04,23.90,um,Spot,Position,3,1000000014,80
158.81,309.53,30.16,um,Spot,Position,3,1000000015,81
160.23,130.65,14.00,um,Spot,Position,3,1000000016,82
161.28,46.24,12.65,um,Spot,Position,3,1000000017,83
165.57,279.82,31.66,um,Spot,Position,3,1000000018,84
168.81,343.60,15.56,um,Spot,Position,3,1000000019,85
171.17,241.65,27.42,um,Spot,Position,3,1000000020,86
171.65,320.94,13.40,um,Spot,Position,3,1000000021,87
171.95,353.90,11.43,um,Spot,Position,3,1000000022,88
173.60,274.17,7.54,um,Spot,Position,3,1000000023,89
177.17,138.52,11.73,um,Spot,Position,3,1000000024,90
181.47,267.24,9.86,um,Spot,Position,3,1000000025,91
