
Intensity Mean
 ==================== 
9000,298.063,175.137,243.346,185.962,206.566,194.932,258.006,610.399,191.616,146.238,129.074,133.918,217.964,142.902,215.976,221.996,362.209,160.687,165.370,160.613,132.591,198.412,143.238,165.973,194.695,221.254,130.226,170.582,281.629,121.192,207.953,203.730,133.041,122.624,176.483,126.943,228.265,177.665,180.660,275.512,120.626,205.493,297.667,178.906,472.429,271.133,126.245,256.075,285.679,332.135,159.413,285.498,414.973,138.555,149.488,279.413,290.233,233.029,206.166,174.480,157.231,208.441,173.675,151.848,189.164,198.606,167.077,202.767,255.183,154.275,152.734,298.983,227.496,214.872,155.441,137.517,186.453,199.594,166.098,146.513,195.375,192.934,155.288,149.915,158.187,147.931,143.462,148.871,328.464,318.153,305.380,601.821,244.459,131.616,
10000,366.544,241.143,262.098,215.837,216.811,178.997,246.743,629.571,191.232,147.247,149.129,128.507,272.556,164.251,223.364,215.212,377.618,166.900,183.020,160.129,137.388,204.906,137.232,152.321,250.295,338.667,127.943,230.029,265.720,121.626,220.094,191.753,130.936,123.703,182.885,126.565,233.127,210.108,173.973,262.837,120.110,207.362,388.999,155.597,342.315,288.353,129.118,266.710,254.776,234.935,156.577,315.523,659.282,144.729,150.018,216.525,283.682,229.234,248.557,178.045,151.081,301.214,229.845,147.024,240.479,211.180,171.617,207.448,221.840,143.982,155.307,292.249,249.629,188.633,143.688,136.206,145.815,197.867,170.176,141.219,198.726,199.472,159.096,148.846,154.170,141.316,148.495,165.188,333.901,343.421,294.861,600.604,244.820,129.910,
11000,887.214,916.641,295.262,1077.292,562.953,210.862,305.250,666.264,225.183,163.407,424.407,126.759,285.060,384.207,881.725,225.373,467.980,260.291,456.454,233.583,188.232,243.413,148.306,151.233,805.496,1181.880,156.030,413.182,246.450,128.313,408.607,366.911,266.016,130.015,542.942,203.004,286.105,304.808,200.248,341.990,122.833,282.639,768.756,153.012,277.151,642.445,153.062,304.753,225.448,273.426,162.282,1242.911,1865.629,145.189,160.625,199.609,330.375,523.535,525.992,178.383,156.238,618.556,683.410,200.379,967.570,548.494,252.006,196.694,227.945,149.719,165.047,292.080,270.308,201.782,180.991,256.483,281.704,317.660,383.516,163.012,236.342,389.094,171.438,203.068,213.109,149.920,152.529,177.352,548.865,785.584,512.940,580.513,268.138,136.178,
12000,1209.995,863.213,431.729,1742.648,1288.834,510.019,820.863,695.598,577.630,342.629,948.685,245.510,961.558,540.146,2133.602,581.011,1023.102,797.648,1048.670,579.745,365.525,643.172,293.778,195.487,1799.974,1214.096,298.319,1014.102,582.421,216.807,1481.557,1704.598,348.441,220.456,572.270,284.558,791.322,768.317,546.134,1043.422,190.552,785.130,811.853,563.207,456.791,2027.583,248.036,474.079,378.422,1013.803,401.416,1224.514,1631.056,240.947,302.861,180.661,929.964,1654.110,959.861,329.947,311.326,1400.971,1092.894,717.598,1059.496,894.798,732.860,513.071,555.746,290.814,346.189,278.579,459.316,627.624,399.518,366.960,607.955,957.527,843.692,393.729,690.028,1002.957,594.576,384.342,321.730,164.395,258.516,245.607,675.627,993.305,604.702,649.437,732.927,257.325,
13000,862.708,595.899,961.555,1400.374,1046.118,886.693,1407.937,878.026,1081.441,346.915,648.967,414.513,934.920,452.761,1783.821,1401.074,2367.833,631.564,828.109,547.682,432.775,860.779,494.101,306.928,581.459,946.244,340.139,703.548,1502.564,194.223,973.108,1635.478,319.704,211.215,414.728,231.092,1139.628,957.032,813.679,980.485,196.137,920.920,565.136,505.722,1396.405,1109.198,184.546,1420.963,910.319,1033.627,566.082,1270.410,954.099,489.338,313.036,322.598,2442.121,2117.076,664.166,566.609,293.951,1291.853,880.549,838.936,805.348,1882.221,693.446,532.885,924.598,518.863,480.822,606.933,753.344,697.531,421.678,359.277,919.136,1063.729,859.915,451.358,843.809,917.580,906.417,509.279,361.801,256.857,259.072,249.673,610.154,786.662,520.928,604.709,761.350,361.079,
14000,396.301,407.494,785.569,856.528,804.957,657.179,1147.237,1158.354,869.428,319.586,527.092,339.547,901.725,257.594,840.317,1338.371,1617.650,459.222,506.523,456.601,235.954,665.722,397.941,287.417,362.237,467.418,247.725,560.331,975.778,155.161,705.014,1155.442,256.197,166.159,268.277,178.444,967.934,687.222,708.823,602.250,240.898,665.881,413.042,321.697,1286.225,707.315,149.117,1456.582,853.719,677.836,560.635,608.774,466.656,593.461,204.073,454.583,1594.736,1219.017,485.081,743.163,189.597,1018.698,346.634,755.903,547.778,1724.877,652.081,520.008,906.312,495.393,381.217,416.262,558.807,687.674,329.189,242.166,381.056,928.532,600.989,429.941,888.387,918.969,715.544,350.748,329.352,218.555,230.990,208.249,448.551,426.396,372.450,599.712,422.468,276.316,
15000,309.983,240.390,631.994,425.777,458.956,390.924,784.719,1098.425,516.846,215.518,256.323,196.896,525.119,180.848,486.150,948.755,955.301,244.749,250.405,297.524,172.670,497.436,267.243,251.802,187.613,338.815,159.965,339.719,640.166,140.830,287.502,803.156,161.979,129.738,179.092,137.103,512.793,429.168,369.478,363.352,168.333,341.173,281.758,222.105,967.330,398.890,134.284,978.137,739.462,406.280,336.161,381.937,302.911,441.215,220.409,373.834,1102.492,905.509,359.515,413.641,167.690,450.515,196.252,507.239,303.187,643.131,337.912,267.182,543.415,297.231,264.625,399.909,425.985,363.222,201.013,154.438,210.888,547.998,331.214,224.336,350.421,339.049,432.873,194.831,173.857,166.097,144.917,159.385,327.437,413.841,340.008,553.331,251.923,161.389,
16000,243.929,186.044,365.007,268.994,284.020,260.798,570.905,1156.568,285.895,157.393,153.531,149.156,393.225,140.090,309.743,441.527,644.602,187.330,198.027,206.606,146.563,324.196,177.870,179.587,174.472,291.970,137.620,251.617,524.593,130.371,227.316,422.177,123.840,122.337,150.126,123.026,331.607,290.338,223.271,266.947,129.785,236.461,220.241,191.447,367.121,315.132,127.816,673.654,301.466,283.855,217.144,308.929,437.590,233.873,171.715,269.488,594.657,588.126,238.011,250.298,159.131,381.732,167.185,275.275,224.076,328.739,231.341,180.414,395.060,184.183,175.591,237.317,328.673,239.567,158.178,127.577,167.507,318.510,232.256,190.019,248.313,279.886,196.678,190.166,148.542,149.899,139.428,265.427,293.977,294.188,254.932,584.392,262.003,126.318,
17000,257.584,172.197,258.238,220.589,241.079,230.819,377.062,725.259,232.500,155.544,145.719,143.818,342.290,143.759,259.103,288.622,483.133,176.362,183.171,168.303,146.746,243.018,156.020,165.001,190.505,281.046,135.735,205.588,356.767,126.071,211.653,221.116,129.277,120.637,147.790,128.454,288.303,226.634,196.644,216.619,126.165,199.196,193.674,166.704,281.619,306.307,127.859,399.785,255.779,262.887,172.434,320.048,330.821,174.990,151.858,173.379,362.708,361.162,215.145,220.964,157.445,345.820,144.444,209.954,216.216,329.960,226.651,161.204,252.843,159.095,174.968,218.939,316.836,212.084,158.607,130.596,152.434,239.086,194.263,180.341,231.013,215.089,175.224,169.833,145.753,146.128,131.538,149.174,319.564,283.127,258.497,571.962,221.932,137.216,
18000,265.617,170.436,300.057,205.325,219.945,194.038,275.649,578.582,214.454,156.418,139.275,134.168,329.882,136.901,276.108,233.086,479.491,164.652,195.092,183.369,145.327,218.829,140.733,162.426,181.953,322.259,132.548,197.604,332.066,123.159,283.805,288.726,130.252,127.244,162.636,131.695,256.756,206.396,205.355,330.765,125.012,194.482,182.138,161.201,234.407,286.136,127.263,310.129,258.807,315.622,161.945,313.571,333.322,159.740,145.296,167.705,342.776,359.891,183.872,172.285,145.311,353.187,160.921,206.772,203.522,305.546,204.771,157.402,217.975,141.973,201.670,241.595,324.342,210.140,168.333,123.935,154.210,209.446,177.250,198.424,227.472,236.672,169.350,178.306,145.456,145.963,137.555,142.884,315.148,301.925,230.721,570.161,236.104,140.094,
19000,276.885,176.720,238.482,187.776,202.817,194.554,263.016,583.253,199.877,162.170,140.153,137.401,335.320,143.366,264.752,233.966,418.589,158.947,179.878,196.554,169.136,199.209,147.195,152.560,197.299,290.657,137.136,191.641,279.033,124.159,184.525,308.000,126.507,121.554,147.681,129.621,257.329,193.417,212.717,357.633,125.277,187.439,166.708,155.301,250.621,294.905,130.565,321.195,250.504,191.681,157.652,287.182,236.282,209.728,146.553,189.333,335.726,316.728,191.411,173.976,149.596,382.669,154.269,163.322,192.792,300.971,207.795,178.454,207.837,142.014,184.514,253.358,305.160,192.940,156.623,133.920,149.979,178.511,172.416,207.915,211.107,211.654,173.629,268.138,154.258,146.633,146.454,142.704,314.357,318.527,244.208,509.754,195.193,134.715,
20000,455.868,665.341,230.311,390.097,241.192,215.426,248.623,468.907,191.400,164.706,267.943,134.292,302.551,176.392,452.992,219.289,449.271,204.586,241.992,194.245,205.355,194.753,156.009,165.958,516.924,442.710,136.045,175.740,384.961,126.008,289.179,295.654,133.198,135.158,456.455,148.020,243.226,210.107,199.002,249.779,129.058,171.793,164.988,147.452,193.642,301.888,140.508,141.171,219.472,218.101,183.292,394.736,449.746,153.680,140.873,160.491,267.249,409.937,225.426,183.909,157.573,391.117,190.226,148.047,209.189,287.422,207.658,183.568,221.262,140.653,198.663,247.156,281.949,171.248,174.872,173.945,167.698,192.402,200.818,211.930,220.831,215.899,153.198,190.428,164.826,144.345,147.790,148.436,312.807,344.435,248.416,547.821,198.491,132.214,
21000,1356.916,1315.285,265.755,1440.721,835.778,300.057,493.873,466.037,243.940,308.482,698.089,165.484,469.794,453.564,2033.343,321.032,496.158,510.933,788.872,397.985,565.463,228.774,203.253,161.143,1886.718,1958.738,157.523,288.346,515.684,142.981,941.060,312.449,199.442,219.909,1153.746,360.258,232.355,205.231,219.199,277.168,131.904,240.147,500.590,186.907,184.318,1026.296,234.874,282.422,220.656,322.286,288.971,1284.834,1433.788,161.966,149.913,257.402,276.285,405.341,397.701,205.413,200.973,1019.448,588.892,190.104,601.475,1082.673,337.258,185.153,245.564,153.210,383.172,203.220,298.457,189.008,417.558,356.405,548.778,401.517,741.827,436.860,214.866,508.453,447.496,491.338,266.957,155.477,189.166,168.872,573.005,634.926,351.370,569.334,225.277,189.660,
22000,1154.584,824.096,568.362,1644.184,1412.791,898.315,1294.833,474.008,492.484,496.336,646.533,323.416,978.929,516.250,2090.406,1012.814,1021.526,985.747,1261.404,652.754,833.886,675.406,400.472,256.293,1088.907,1584.944,412.421,1097.767,1345.410,277.704,887.293,638.518,141.256,295.406,954.805,343.320,330.642,356.437,589.409,804.976,256.889,791.410,1122.815,397.362,270.232,1786.970,283.589,434.269,394.253,789.403,844.484,1986.690,2163.440,304.785,169.245,311.564,572.681,904.117,722.092,467.358,299.112,1371.304,850.698,564.980,857.902,1790.946,878.227,225.763,334.710,259.167,818.262,182.142,447.571,336.369,416.615,494.879,651.623,977.282,976.767,552.615,484.604,819.066,737.682,521.420,356.151,199.004,280.738,218.936,713.532,932.534,378.127,644.211,238.287,309.453,
23000,675.493,600.549,1305.701,1181.800,1164.402,888.160,1430.170,697.169,815.417,371.308,563.682,330.363,872.906,395.665,1580.506,1384.947,1662.132,759.227,820.294,537.689,609.466,491.872,431.655,334.734,578.466,1164.610,409.383,1133.209,1352.546,267.992,955.162,1036.989,160.372,187.541,334.289,238.730,1450.749,873.226,967.163,1163.101,440.852,1004.689,534.310,386.544,838.065,1250.581,219.633,1458.275,762.506,1165.342,766.815,1092.737,1400.691,705.096,177.817,800.359,1801.685,378.636,633.255,456.977,223.532,1182.815,653.675,631.349,835.623,1149.590,843.745,489.748,1128.154,421.381,759.809,248.999,694.924,710.992,265.187,230.574,548.633,871.190,791.871,420.126,857.425,794.650,795.211,482.790,309.011,229.914,212.450,287.675,674.136,833.046,477.173,612.456,369.075,209.229,
24000,385.776,305.885,1181.945,615.737,646.802,660.112,978.359,721.042,576.492,298.960,364.780,224.483,762.136,246.504,520.688,1280.920,1350.115,421.454,492.445,318.767,402.282,367.556,332.804,328.632,295.143,523.023,217.089,627.131,1203.261,182.942,583.411,581.435,154.817,147.290,229.552,176.132,1042.717,703.281,832.615,876.605,344.100,718.144,488.453,306.654,1086.898,761.913,162.499,1583.406,736.594,776.516,501.241,783.769,762.492,509.916,152.831,677.511,1597.677,1983.100,474.386,394.971,197.356,695.792,367.553,493.379,827.113,792.358,483.442,456.653,959.836,288.109,527.718,273.034,607.969,595.312,185.518,167.653,323.463,537.548,374.433,298.587,754.740,528.265,615.652,333.154,217.270,198.046,176.584,203.144,453.448,570.126,391.481,539.443,333.410,164.241,
25000,271.708,209.750,583.084,281.886,344.946,339.869,475.352,600.229,336.871,193.427,194.501,162.212,390.821,170.821,319.817,839.377,559.457,210.521,277.892,204.142,229.430,265.807,222.123,206.093,187.414,308.301,146.875,228.832,664.042,141.871,553.343,731.564,126.516,130.887,161.935,136.370,737.850,389.729,503.713,358.286,192.727,346.712,264.900,216.843,618.466,491.563,137.915,1203.939,372.396,468.193,376.982,520.838,403.508,348.300,144.119,589.175,922.118,517.609,457.225,262.416,164.502,316.319,336.267,232.062,506.614,451.462,305.615,283.057,651.091,189.602,313.523,227.956,481.379,435.427,185.001,127.619,190.854,268.430,215.121,240.503,363.955,306.251,312.238,233.661,163.444,159.889,150.706,166.313,322.631,518.545,429.718,536.513,267.861,129.858,
26000,293.659,178.195,395.482,227.682,234.451,242.708,349.264,323.998,240.968,161.766,154.717,136.790,242.911,154.976,270.413,425.324,402.521,198.898,206.012,178.157,187.930,203.331,158.309,167.082,178.994,228.175,134.260,202.892,490.800,123.854,217.838,234.940,123.586,122.965,151.482,137.051,466.989,289.018,343.216,253.628,141.982,226.382,234.118,160.992,369.917,388.609,128.172,656.863,255.118,327.854,390.597,386.955,355.373,186.286,140.252,324.793,675.161,295.862,394.372,177.214,157.010,238.167,364.598,166.897,322.270,374.481,238.398,203.167,371.846,157.106,302.336,200.789,305.785,266.635,179.183,122.679,172.121,249.875,188.978,222.055,258.101,230.154,223.664,173.818,150.452,142.442,143.755,143.878,315.279,356.724,310.335,517.996,178.164,131.458,
27000,225.134,167.335,310.219,177.215,204.866,210.644,269.368,247.824,206.480,151.167,149.597,131.338,280.297,141.735,255.885,259.553,336.273,171.063,198.006,156.087,158.196,196.826,154.237,152.247,179.167,213.054,130.563,177.410,404.498,121.472,208.537,187.063,121.742,122.469,148.492,130.143,383.920,236.892,266.087,211.662,134.169,209.761,278.413,149.196,346.905,332.901,138.631,385.542,238.678,261.163,255.032,320.348,322.850,135.311,139.358,281.528,449.218,240.051,387.561,164.921,149.914,211.310,318.463,165.620,266.825,288.386,193.214,193.331,255.413,146.329,198.495,160.643,250.693,290.246,171.088,116.960,165.535,218.382,171.179,199.132,195.829,186.703,177.238,165.198,156.133,141.100,141.053,148.012,273.761,310.410,227.873,503.286,154.474,122.602,
28000,197.881,173.660,305.662,201.419,206.336,182.903,240.762,270.925,185.827,153.865,139.209,134.070,250.441,136.454,242.523,225.840,320.380,175.875,199.311,163.795,170.533,200.774,148.798,150.866,152.628,222.365,125.618,200.364,382.104,119.716,193.132,301.995,122.734,119.634,147.281,135.296,344.496,224.492,211.859,220.980,128.805,197.305,226.709,144.253,320.475,349.593,133.063,370.474,212.194,234.581,273.056,322.046,260.271,148.834,141.530,245.544,387.365,208.989,364.657,163.308,152.132,205.554,319.599,165.472,271.795,343.635,206.559,182.857,241.687,143.025,215.497,143.438,234.816,163.442,148.106,123.212,153.609,191.052,172.050,195.014,201.088,204.975,179.020,151.925,150.916,141.504,142.170,136.455,307.027,350.936,298.600,514.188,157.601,121.595,
29000,263.967,173.820,284.577,203.284,200.779,185.517,230.044,197.873,184.721,152.153,148.796,129.673,174.685,140.645,264.441,207.382,288.907,176.981,199.491,173.570,171.725,157.273,142.737,153.669,149.574,236.819,125.731,265.056,384.660,126.702,175.047,400.894,127.673,122.565,156.832,142.246,165.815,173.657,211.967,211.661,124.454,195.706,210.336,144.759,215.410,344.064,132.538,310.185,201.805,240.668,267.449,345.918,264.763,149.985,146.652,227.163,347.841,200.935,355.223,156.526,146.802,226.646,326.319,158.532,253.290,288.440,187.828,171.917,228.210,141.394,239.300,149.959,221.459,180.290,165.089,126.521,162.404,185.767,187.377,214.887,206.666,205.734,134.014,148.796,148.422,143.739,143.043,132.393,296.093,312.619,240.154,543.127,148.322,124.326,
30000,541.756,520.006,272.966,593.376,283.505,190.681,332.676,198.288,181.134,205.638,326.848,132.920,177.659,152.738,767.321,217.128,251.302,280.754,272.285,158.342,320.730,177.189,154.602,146.316,334.902,501.904,135.798,274.232,350.209,127.566,335.448,269.686,152.906,135.172,624.269,346.562,160.468,190.396,218.373,239.224,124.678,195.034,218.881,149.206,217.144,307.871,128.779,305.110,190.447,233.450,294.534,404.138,327.023,145.674,138.895,179.505,318.206,206.467,460.076,159.236,157.581,248.865,326.467,143.273,239.017,706.893,186.418,179.192,227.211,139.533,243.861,147.334,211.135,182.704,243.968,147.064,421.206,310.084,647.281,481.077,203.104,170.881,130.848,155.649,244.075,139.256,139.643,132.676,358.686,320.127,252.550,522.272,167.789,148.534,
31000,1136.938,1068.769,297.487,1763.128,1070.498,252.499,992.674,152.854,426.897,354.237,989.085,225.801,213.433,465.066,1687.381,237.005,272.193,838.112,851.385,243.307,614.789,385.351,395.310,159.510,587.303,881.369,255.232,573.922,539.952,188.538,759.229,420.983,127.071,244.913,618.589,367.079,196.129,242.467,213.923,252.498,156.990,258.643,661.231,152.956,258.823,466.898,211.471,281.176,192.782,384.967,708.042,470.220,680.832,264.054,134.653,220.310,372.160,236.352,1349.906,167.760,172.037,399.763,902.107,306.604,560.949,1199.838,253.596,178.833,244.662,207.536,468.015,149.809,213.706,148.956,656.374,170.219,798.683,851.524,1047.618,1069.855,237.977,239.992,258.268,157.736,439.357,137.711,150.663,137.782,448.365,438.393,244.968,524.342,167.700,280.259,
32000,897.431,735.645,779.477,1551.760,1530.966,848.819,1555.643,174.121,707.991,457.989,887.470,308.985,675.095,603.751,1846.960,608.608,633.983,903.755,1088.632,577.436,793.017,629.978,475.156,302.787,500.231,723.780,366.977,773.353,1692.325,280.253,601.680,195.852,171.123,267.965,470.574,294.966,263.329,627.638,511.508,646.341,594.326,948.374,856.896,226.589,758.406,1798.303,163.716,396.252,694.904,1094.800,1353.599,1204.005,1756.581,605.699,202.941,366.053,724.752,1033.151,1522.348,298.281,287.894,880.990,1415.535,725.857,1127.020,2010.700,907.314,248.367,413.453,333.400,659.015,172.006,317.126,171.348,637.336,164.808,551.422,939.717,849.871,1024.839,528.233,666.177,387.057,343.067,460.985,190.268,349.233,160.068,539.101,603.936,306.495,547.640,185.991,282.518,
33000,446.119,551.164,1507.542,979.090,1101.847,807.497,1535.255,171.750,576.913,297.115,632.139,211.265,1016.950,496.087,1093.308,1457.131,962.283,689.761,683.449,608.175,491.276,916.856,391.870,314.741,261.879,1062.360,339.431,654.960,1804.829,242.891,495.123,508.962,132.396,196.458,283.882,222.313,928.766,906.564,945.147,1304.645,672.442,942.759,704.242,439.162,1518.347,1636.157,148.844,1074.855,1279.425,1190.035,1158.794,1783.434,1536.126,588.671,227.599,718.219,2376.922,1159.036,1105.095,469.922,235.949,1079.312,1318.713,498.573,1072.578,845.053,879.783,391.649,949.011,344.192,539.964,291.477,577.758,462.838,499.691,144.654,350.296,731.144,569.472,614.629,913.696,580.175,690.537,512.489,311.747,270.901,290.112,193.678,454.616,631.067,400.858,522.202,261.811,170.495,
