
Intensity Mean
 ==================== 
Time [ms],1000000000,1000000001,1000000002,1000000003,1000000004,1000000005,1000000006,1000000007,1000000008,1000000009,1000000010,1000000011,1000000012,1000000013,1000000014,1000000015,1000000016,1000000017,1000000018,1000000019,1000000020,1000000021,1000000022,1000000023,1000000024,1000000025,1000000026,1000000027,1000000028,1000000029,1000000030,1000000031,1000000032,1000000033,1000000034,1000000035,1000000036,1000000037,1000000038,1000000039,1000000040,1000000041,1000000042,1000000043,1000000044,1000000045,1000000046,1000000047,1000000048,1000000049,1000000050,1000000051,1000000052,1000000053,1000000054,1000000055,1000000056,1000000057,1000000058,1000000059,1000000060,1000000061,1000000062,1000000063,1000000064,1000000065,1000000066,1000000067,1000000068,1000000069,1000000070,1000000071,1000000072,1000000073,1000000074,1000000075,1000000076,1000000077,1000000078,1000000079,1000000080,1000000081,1000000082,1000000083,1000000084,1000000085,1000000086,1000000087,1000000088,1000000089,1000000090,1000000091,1000000092,1000000093,1000000094,1000000095,1000000096,1000000097,1000000098,1000000099,1000000100,1000000101,1000000102,1000000103,1000000104,1000000105,1000000106,1000000107,1000000108,
0,226.407,698.397,223.511,493.256,191.260,383.952,171.632,989.612,475.075,125.392,145.669,146.009,128.457,148.889,305.941,261.976,514.858,214.557,115.856,1099.718,682.958,481.268,455.922,975.136,380.033,278.410,740.043,735.150,132.140,312.719,306.877,349.268,385.497,569.929,375.236,449.015,295.701,550.716,244.963,139.078,539.666,138.191,125.953,168.506,832.744,479.605,378.448,653.079,197.533,206.319,201.667,268.563,101.104,165.718,146.962,168.940,131.356,152.558,203.039,233.550,603.626,184.439,296.177,142.125,95.523,658.249,149.277,589.623,215.747,502.860,223.914,800.153,577.853,740.438,286.907,627.813,409.861,136.130,771.060,505.014,436.177,321.319,387.303,153.212,180.708,191.186,156.421,509.143,1826.225,291.647,222.645,138.892,683.940,202.974,308.139,308.851,713.131,180.623,256.288,530.572,249.430,202.161,513.485,237.129,795.821,161.451,463.587,143.012,629.242,
1000,218.616,613.720,222.381,826.244,193.156,328.123,157.313,861.692,635.693,123.430,155.947,160.249,125.871,152.083,279.128,269.926,527.894,250.172,119.490,1504.831,585.272,480.245,539.310,892.420,377.478,283.960,1489.830,644.845,133.604,312.436,570.747,386.025,428.965,730.497,317.259,230.711,295.701,400.636,228.595,273.052,485.082,129.998,346.496,150.000,678.822,235.660,1056.528,842.110,187.729,251.433,248.912,290.553,100.647,166.203,135.465,198.865,134.230,141.828,237.359,199.275,765.598,194.466,356.148,142.609,93.656,240.113,141.061,625.211,227.205,490.811,217.977,959.603,496.186,835.349,240.759,683.659,392.358,133.918,755.001,441.002,404.994,691.890,338.559,158.251,184.340,271.310,166.340,444.126,1863.323,312.826,491.619,183.673,604.511,215.184,2404.196,338.451,652.201,167.746,322.744,835.360,288.909,211.128,514.957,248.823,783.630,134.545,304.108,128.199,588.134,
2000,194.038,663.049,214.791,397.908,224.318,345.726,166.474,789.275,420.327,164.623,144.448,184.179,116.648,169.346,307.214,1320.388,528.384,259.393,131.790,1881.799,779.592,422.908,831.003,1019.086,353.764,771.074,3485.234,703.820,142.667,370.546,1768.120,555.655,1450.270,802.710,297.269,138.058,279.491,617.954,453.392,1506.784,708.720,172.431,2178.844,1102.564,709.698,152.080,5035.949,1022.397,370.039,220.699,218.784,480.185,102.234,181.279,133.856,252.503,183.273,520.359,668.119,268.378,634.692,185.441,336.663,160.356,96.683,243.231,149.305,665.477,299.830,373.809,213.837,1050.670,507.496,857.390,240.025,585.122,358.666,173.276,842.410,426.491,1011.034,539.399,897.018,1092.908,191.279,1589.927,180.147,483.553,1782.677,1091.058,2573.398,2218.496,678.006,205.009,4374.557,353.557,643.280,168.064,772.093,693.470,274.438,360.775,556.709,579.112,976.861,149.834,341.693,140.117,498.628,
3000,184.457,636.263,250.194,520.943,1134.041,352.085,452.617,866.951,438.331,1180.451,157.027,1367.523,124.688,569.034,302.310,4644.470,476.684,274.436,1103.627,4086.300,1313.371,474.211,4487.129,893.104,567.343,3342.259,2766.612,1717.900,734.697,1647.672,4449.293,3067.690,3522.488,808.742,360.528,143.249,329.295,2590.671,2206.199,1798.191,1048.309,836.641,1224.295,1566.023,960.892,192.972,2891.911,3144.309,1970.921,218.754,229.952,1128.309,123.881,159.117,156.367,1508.327,427.012,1106.577,3152.155,749.865,722.522,199.099,436.820,1135.274,139.963,228.919,142.102,777.335,2093.752,417.235,1150.286,1448.009,587.353,783.905,253.947,920.689,406.120,309.279,700.821,489.067,3540.822,2503.587,4376.965,2399.348,1545.415,2370.574,947.052,561.109,1866.861,2979.791,2673.887,1280.055,629.232,261.855,2263.065,146.013,588.033,381.932,2916.136,675.990,631.560,1661.244,551.524,2920.832,854.115,151.751,362.156,154.486,750.859,
4000,263.517,831.037,274.079,611.047,1877.729,375.657,1639.428,783.495,456.059,602.925,571.311,1156.516,134.175,1137.669,752.455,2120.702,855.664,267.530,784.005,4252.381,5220.641,498.502,8220.821,795.804,2102.677,2925.322,1618.698,6461.393,1174.920,2794.267,2057.824,4332.553,2423.493,829.937,415.409,180.853,317.118,3124.148,1960.042,804.051,1032.447,1038.445,633.694,750.925,896.744,275.717,1269.427,5692.627,1060.499,221.180,247.629,3019.388,241.578,146.130,135.460,3028.629,775.848,452.376,1571.072,1427.366,603.492,1338.104,1913.787,1622.671,321.402,239.906,316.973,1052.630,2097.253,522.934,2253.449,2087.413,778.339,614.527,257.311,1411.117,367.364,769.871,796.843,2788.408,1808.892,2906.420,2409.151,1448.810,2202.023,1309.805,1518.967,605.220,1969.753,2175.556,844.162,434.534,635.618,936.743,809.870,290.262,667.450,1776.695,2829.859,762.155,2821.454,760.284,516.961,2382.057,1158.578,444.226,381.420,148.624,787.094,
5000,1880.595,814.668,420.278,781.604,440.028,538.537,1326.453,836.957,443.780,197.473,1168.676,439.042,134.519,557.524,3241.153,870.899,4355.108,534.174,414.683,2085.461,6645.035,497.130,3088.623,1054.718,2376.051,947.770,916.493,4677.927,888.899,4410.446,1060.881,2063.165,1103.532,725.598,382.525,136.370,472.684,1185.424,1178.659,308.725,1324.121,469.158,187.240,230.030,885.767,239.696,922.834,3560.221,591.943,246.424,209.755,2321.896,146.392,152.677,157.398,1340.131,489.725,283.939,628.614,943.208,622.824,1760.530,3283.035,421.444,108.584,245.663,928.089,879.890,1584.562,812.487,1298.218,1766.008,728.302,754.157,812.644,1406.189,356.465,587.812,899.182,5126.520,826.156,1068.987,970.318,354.632,880.891,353.001,443.175,1062.737,2008.210,1821.987,492.128,216.930,683.208,1628.951,390.463,339.888,928.945,537.067,1037.502,766.531,1585.105,308.775,497.259,1775.571,1184.173,907.458,766.601,142.104,938.728,
6000,3192.277,958.229,807.585,874.756,256.198,920.644,378.185,875.240,377.938,145.074,335.781,184.351,180.062,208.959,1702.501,474.337,4392.536,270.947,182.676,1010.953,2293.215,614.148,1460.433,1119.864,1008.452,478.594,867.429,1822.160,266.842,1289.742,618.047,742.629,637.782,782.119,394.846,158.193,453.420,590.479,518.285,211.237,1529.267,215.901,164.332,176.500,1216.406,201.399,595.291,2071.020,291.403,219.600,211.518,1059.950,99.832,140.759,179.089,636.465,192.530,189.930,321.899,381.658,596.650,672.835,1150.103,333.799,93.856,272.669,386.448,1367.608,501.329,1049.141,608.481,1217.628,939.286,780.657,990.488,1126.616,440.324,254.371,752.657,1527.867,461.089,503.997,446.008,295.128,307.119,320.480,237.059,1186.594,1921.698,521.567,423.514,171.740,667.503,641.086,272.441,179.928,1106.897,263.326,430.427,729.263,787.169,253.625,707.331,836.893,906.998,714.284,1435.089,150.171,986.925,
7000,2245.726,1042.141,856.930,618.192,267.957,1188.239,184.503,934.169,405.208,145.765,209.862,203.324,183.805,188.568,1075.811,285.412,1873.005,279.426,129.761,1274.753,1161.736,520.428,785.447,964.256,597.282,352.591,722.920,1018.378,150.990,549.255,438.187,487.607,452.842,804.070,329.944,140.916,480.203,464.880,292.184,158.237,1590.716,137.099,137.688,201.788,1370.488,236.801,502.403,1126.409,232.262,195.370,255.910,517.502,97.618,155.340,287.414,408.976,155.520,161.391,303.390,312.839,621.146,239.001,671.948,164.534,100.631,275.293,225.182,3249.033,343.621,1314.353,313.188,1193.011,1059.671,864.848,462.164,848.256,483.278,205.618,1056.617,899.388,481.744,295.668,439.592,217.821,227.347,201.515,191.655,1129.580,1950.117,392.741,331.895,155.965,691.535,357.323,316.258,277.811,1223.759,180.556,332.023,796.914,386.791,215.312,869.889,340.751,1157.658,435.754,1400.472,163.807,690.128,
8000,704.789,1185.973,625.418,809.269,608.289,925.833,241.135,942.618,409.724,138.665,160.894,167.734,149.518,160.096,479.862,319.618,1111.894,250.178,112.649,1378.498,870.318,514.974,655.612,908.850,517.466,310.552,730.587,761.060,132.146,411.612,311.884,409.422,417.769,730.734,325.855,138.563,434.694,386.726,252.236,194.620,1169.974,122.992,162.425,141.455,997.832,221.175,439.488,913.843,180.554,264.401,326.119,397.184,99.199,144.005,388.738,236.252,163.701,162.336,298.420,196.916,732.880,211.066,396.696,163.792,96.113,318.912,156.230,2435.520,252.191,1153.011,275.866,950.374,1187.054,846.061,279.188,709.832,587.370,180.879,1143.657,612.328,363.389,381.372,349.278,191.254,225.664,155.846,178.593,762.874,2105.552,380.214,208.278,159.812,670.145,275.432,257.667,206.297,1112.403,152.267,369.649,710.518,305.337,218.214,666.207,302.694,1127.210,214.848,932.816,196.984,591.523,
