
Intensity Mean
 ==================== 
Time [ms],1000000000,1000000001,1000000002,1000000003,1000000004,1000000005,1000000006,1000000007,1000000008,1000000009,1000000010,1000000011,1000000012,1000000013,1000000014,1000000015,1000000016,1000000017,1000000018,1000000019,1000000020,1000000021,1000000022,1000000023,1000000024,1000000025,1000000026,1000000027,1000000028,1000000029,1000000030,1000000031,1000000032,1000000033,1000000034,1000000035,1000000036,1000000037,1000000038,1000000039,1000000040,1000000041,1000000042,1000000043,1000000044,1000000045,1000000046,1000000047,1000000048,1000000049,1000000050,1000000051,1000000052,1000000053,1000000054,1000000055,1000000056,1000000057,1000000058,1000000059,1000000060,1000000061,1000000062,1000000063,1000000064,1000000065,1000000066,1000000067,1000000068,1000000069,1000000070,1000000071,1000000072,1000000073,1000000074,1000000075,1000000076,1000000077,1000000078,1000000079,1000000080,1000000081,1000000082,1000000083,1000000084,1000000085,1000000086,
0,355.923,268.792,262.293,301.173,447.754,399.438,244.353,458.416,351.214,304.445,207.886,366.927,405.006,322.747,288.930,582.438,250.721,481.177,326.676,491.592,355.700,289.543,516.503,452.706,435.092,368.941,412.187,350.780,239.849,266.036,530.547,240.120,213.691,428.641,379.059,239.225,370.827,448.643,303.187,374.272,457.736,511.135,258.953,269.982,365.463,239.968,376.647,246.253,225.152,247.576,243.844,416.040,311.051,277.257,210.810,279.373,271.081,226.298,239.635,259.315,203.104,218.680,285.534,260.963,260.046,396.184,396.688,458.307,342.357,258.061,384.182,234.522,249.370,218.306,264.847,334.204,434.852,514.724,496.530,384.980,385.732,346.739,248.884,255.112,355.319,312.152,460.889,
2000,424.565,283.873,264.442,297.522,439.321,401.120,255.824,446.571,379.419,293.998,195.396,389.578,418.511,331.979,279.432,593.617,266.412,507.724,312.502,476.618,393.234,286.803,519.997,443.918,437.039,362.445,412.459,321.210,218.855,248.989,505.282,235.141,194.245,474.464,434.078,264.341,328.621,438.551,392.005,360.520,470.540,464.908,246.825,257.540,333.759,227.299,360.625,248.555,213.691,244.546,247.587,374.231,263.832,250.235,211.860,260.669,285.524,218.720,243.408,255.009,199.687,202.819,265.852,244.715,226.471,394.668,416.939,475.068,366.291,250.814,363.348,224.236,256.999,231.249,287.584,337.275,488.397,550.615,490.066,304.959,373.794,344.059,267.280,245.259,369.570,309.870,477.461,
5000,403.728,277.220,257.081,285.242,795.305,444.574,264.287,449.144,875.979,306.898,204.106,393.243,397.137,307.630,270.402,544.359,385.715,492.343,324.952,461.918,404.300,357.502,503.015,457.648,477.499,528.775,460.691,379.571,316.150,286.947,524.403,231.797,236.308,492.255,413.085,258.257,347.762,444.012,1309.416,385.882,449.505,487.125,247.939,267.963,394.248,223.851,429.849,247.637,213.172,262.583,239.343,463.461,311.535,259.253,233.420,256.530,279.639,215.425,243.046,272.481,212.918,273.250,263.096,245.110,234.981,487.529,425.982,488.052,373.019,251.301,337.772,232.424,368.607,236.442,274.213,301.759,458.573,516.908,477.622,349.816,407.318,357.403,253.145,254.439,390.281,329.665,463.533,
8000,443.772,277.707,292.129,602.569,2565.270,1352.893,268.546,461.338,1969.689,301.310,375.405,376.248,392.145,314.347,273.870,599.536,590.423,511.625,679.693,477.763,432.237,761.178,553.857,402.210,460.039,2014.803,485.565,386.701,860.962,433.139,561.578,310.200,243.207,452.991,454.948,245.017,401.586,484.574,2223.962,532.773,466.323,539.804,251.633,262.425,614.963,382.433,814.522,296.532,211.730,317.061,265.542,1597.967,713.776,280.354,222.738,320.779,484.987,228.627,249.215,261.819,208.676,724.423,291.626,251.067,292.260,1533.669,892.894,452.639,401.757,259.100,371.458,227.718,820.518,240.580,294.180,300.039,608.200,575.879,513.720,316.345,408.150,364.865,252.773,259.785,812.302,343.641,494.244,
11000,507.035,290.264,588.454,1305.693,2427.684,2011.903,297.556,466.477,1070.149,359.153,740.940,406.789,506.858,310.016,284.279,588.907,1229.075,527.551,1205.961,588.282,421.272,1052.738,564.296,467.800,516.383,1180.426,452.004,436.570,1067.424,969.785,539.031,281.077,210.820,470.831,457.690,309.284,416.624,647.643,994.791,768.867,496.068,524.400,267.456,308.267,1182.016,766.272,1849.009,822.633,215.724,796.736,607.134,1153.000,1037.273,276.885,233.730,798.660,826.340,225.517,378.905,309.482,207.770,529.151,476.721,300.194,553.663,1878.961,1146.615,501.206,381.764,256.728,351.779,253.728,497.535,291.891,311.588,305.616,582.795,531.236,502.089,542.831,416.034,400.553,265.230,340.807,2391.183,309.442,464.585,
13000,604.510,289.171,809.932,628.518,1324.970,1135.838,976.094,518.595,612.890,404.872,589.212,437.095,599.647,335.147,280.441,577.151,1207.289,520.583,799.555,591.097,427.273,717.636,547.505,523.076,532.737,614.735,620.299,551.855,450.566,781.254,571.923,243.337,215.362,454.049,489.625,370.193,461.469,815.374,511.452,745.547,537.634,726.316,455.270,573.604,1234.227,535.349,1153.857,708.415,225.585,733.585,813.285,875.744,682.623,280.200,256.911,821.061,721.875,227.305,419.009,650.713,214.210,310.598,1746.725,557.920,838.092,1153.074,880.634,575.559,507.529,265.067,374.114,237.457,323.764,507.508,325.871,303.397,708.333,621.078,596.738,1361.776,459.665,424.590,240.474,756.659,1277.435,312.446,465.640,
16000,696.558,272.728,521.757,624.958,771.452,634.377,1342.836,603.301,428.714,546.404,301.506,448.224,982.129,354.485,262.072,556.808,597.139,574.361,416.492,906.844,433.839,398.107,571.469,649.109,595.012,407.100,696.699,738.871,348.953,433.829,690.422,273.082,220.950,411.198,501.937,418.667,487.172,764.407,381.790,555.791,643.967,491.532,553.508,805.809,709.648,413.992,722.145,544.674,249.803,675.913,682.377,705.110,413.754,279.775,266.935,487.943,471.536,234.814,396.038,649.289,204.162,232.541,722.437,553.787,630.147,829.478,770.421,602.979,462.015,261.636,405.744,246.596,303.860,499.741,358.291,326.738,834.165,750.071,604.277,1198.725,410.471,379.266,289.019,646.746,690.218,304.510,486.083,
19000,636.742,266.937,372.056,430.819,572.645,504.853,1119.787,642.399,392.409,592.532,232.895,517.807,903.765,354.716,289.630,599.083,401.948,590.887,400.011,1000.852,396.644,336.191,635.145,625.831,636.879,433.715,651.652,814.372,274.730,289.239,645.560,248.047,232.708,449.863,460.061,370.832,426.172,598.263,337.552,457.852,621.095,650.306,695.518,563.610,482.108,309.554,518.842,306.156,273.895,381.786,332.963,563.967,386.944,351.085,285.620,320.285,326.565,226.944,347.951,535.680,206.507,223.081,606.287,377.316,379.642,631.455,638.637,581.487,424.902,316.150,458.486,254.256,275.599,341.011,333.011,333.959,938.846,910.362,610.448,827.356,427.100,345.267,302.557,550.839,532.818,377.594,481.261,
21000,595.197,296.907,303.402,342.801,476.068,445.456,487.637,617.755,352.129,440.858,209.022,678.852,696.825,376.704,296.454,540.026,320.126,505.521,355.279,854.645,395.568,299.990,697.441,739.733,588.422,357.412,525.585,617.646,254.858,280.225,573.613,259.096,248.989,396.432,480.314,325.384,415.733,499.627,314.645,422.275,516.462,698.793,383.869,379.870,401.679,246.177,466.765,275.716,265.253,302.020,260.076,486.760,321.223,355.150,257.726,292.358,293.640,240.687,300.330,411.313,204.285,207.250,463.114,319.477,282.313,372.423,487.342,564.435,430.265,292.762,450.314,243.331,250.546,256.066,303.137,335.214,793.226,922.030,556.188,580.840,499.081,390.417,304.149,355.091,527.951,418.502,507.457,
