
Intensity Mean
 ==================== 
24000,496.810,285.628,283.918,342.366,476.455,427.072,354.029,537.711,374.229,373.332,220.087,631.988,549.992,348.769,287.332,560.034,343.982,587.595,326.811,789.102,392.475,298.920,697.963,641.061,513.716,345.471,516.050,529.845,256.254,273.063,549.567,267.877,254.543,390.641,438.014,272.762,485.021,495.863,315.509,408.135,518.424,657.263,320.569,270.330,372.754,240.154,400.453,261.428,248.115,262.104,245.289,386.159,317.457,361.282,222.245,283.778,288.642,243.198,258.053,306.125,221.757,213.065,296.667,284.904,251.514,315.277,435.557,569.343,405.370,277.185,406.490,249.152,264.863,251.215,268.616,340.001,523.899,747.467,544.080,529.524,542.488,394.921,305.878,266.635,378.364,416.310,549.646,
27000,431.497,295.681,264.498,317.370,511.281,394.009,286.668,519.088,329.631,349.981,198.872,552.442,472.293,340.555,261.135,569.013,313.001,595.871,313.677,648.080,398.450,298.230,588.705,580.887,554.951,355.667,471.537,391.483,258.634,242.981,532.723,289.002,236.960,405.362,410.504,245.670,432.167,499.529,320.333,421.240,519.529,573.697,260.396,265.164,358.366,233.966,410.270,266.416,240.058,251.245,261.005,380.766,288.165,340.788,225.358,279.865,292.804,244.958,246.732,276.188,203.379,221.439,307.878,275.246,254.992,342.301,406.423,503.149,348.742,273.417,368.036,256.845,271.951,244.103,330.398,364.999,546.321,670.913,553.448,373.600,554.965,408.032,326.396,273.791,441.374,411.877,505.389,
30000,469.300,272.113,273.091,301.217,533.372,427.013,281.493,522.514,362.146,339.776,208.912,473.936,468.780,358.883,281.255,544.287,316.446,543.506,342.570,733.535,389.666,292.092,544.748,554.728,528.635,413.669,448.033,371.671,234.339,271.679,480.908,295.074,219.453,409.535,404.623,254.381,391.422,571.632,678.090,383.779,536.907,544.628,257.874,269.310,380.072,228.335,404.247,259.552,229.939,264.703,246.079,383.264,330.225,312.939,226.867,267.680,299.712,231.979,244.239,264.797,214.433,223.592,354.775,277.259,257.916,349.035,408.229,495.419,362.359,271.293,378.061,242.128,310.119,249.088,286.169,352.740,679.847,743.014,518.381,444.061,478.514,393.714,274.769,262.952,493.368,376.226,507.960,
32000,420.604,292.447,269.624,331.301,1993.828,1021.215,263.862,485.910,848.735,353.496,269.446,432.373,465.393,336.012,271.716,478.230,373.325,583.322,342.093,556.708,462.556,425.338,524.406,531.646,474.131,1004.058,471.307,341.969,265.390,255.736,457.270,275.632,227.583,415.415,474.444,263.109,341.612,570.817,2218.938,397.177,507.300,560.500,259.216,261.442,394.947,234.836,404.112,261.689,232.410,253.956,248.327,506.647,569.831,293.179,243.414,272.077,296.134,212.879,257.963,278.004,214.260,401.479,280.004,275.518,268.027,478.985,384.204,517.999,377.162,281.206,316.352,241.415,661.657,238.934,296.303,350.765,506.427,554.250,551.411,469.739,478.943,412.300,273.563,265.616,556.548,407.796,496.223,
35000,475.169,371.889,281.584,353.851,2707.618,1798.031,267.213,492.162,1308.592,337.550,694.850,462.159,488.157,380.790,266.085,579.386,629.288,664.243,674.950,541.604,476.588,1142.172,593.291,503.551,489.918,1737.839,461.532,511.365,729.490,446.952,505.050,298.016,214.258,392.483,400.968,264.304,433.254,543.118,1451.393,429.190,478.381,633.642,240.979,248.919,557.645,252.071,620.750,405.808,223.248,266.581,265.695,1188.630,571.055,295.460,213.604,326.314,314.730,232.721,291.081,269.100,220.825,601.994,291.238,274.187,255.308,1315.113,412.186,520.158,380.465,255.470,373.981,255.424,722.630,247.072,280.247,350.181,579.721,590.263,554.014,462.665,446.049,408.978,269.977,260.122,977.185,432.352,541.397,
38000,500.069,347.153,412.780,722.139,1422.861,1394.464,264.148,533.987,964.454,347.264,436.273,443.741,500.668,380.669,274.219,569.636,1054.288,558.689,762.568,535.382,501.174,1093.004,602.735,501.453,446.545,915.039,479.968,560.729,772.277,1074.809,524.377,271.704,203.491,438.418,422.043,299.882,383.279,678.293,761.398,434.428,512.018,965.034,254.688,262.738,1265.331,468.668,1398.028,866.811,228.757,512.681,576.636,1496.174,596.797,292.625,222.484,656.271,717.655,228.104,290.553,292.006,208.064,473.526,519.416,376.362,309.601,1721.435,425.233,550.686,401.498,262.415,342.877,247.906,410.378,292.150,299.858,342.137,567.373,564.216,511.849,503.844,461.272,440.223,236.637,284.135,1800.098,370.720,616.335,
41000,507.793,319.935,741.337,932.523,720.530,826.794,306.477,599.088,598.809,344.125,456.575,439.968,488.602,353.266,300.133,544.737,815.015,647.799,590.461,605.861,491.773,908.038,619.636,510.179,465.448,540.768,548.867,371.335,463.671,789.190,584.447,254.291,224.715,411.064,603.466,275.135,477.347,805.672,476.414,545.100,645.460,710.187,276.179,368.730,1202.643,580.930,1298.371,648.190,226.717,976.856,622.202,674.696,564.482,299.842,245.346,881.943,842.249,218.233,449.346,388.518,210.320,318.459,799.503,559.411,706.172,769.666,434.090,610.884,366.653,298.571,392.960,257.814,364.763,429.464,299.413,372.118,614.085,676.613,586.262,780.040,474.858,476.832,223.408,411.697,1102.704,496.160,589.895,
44000,550.518,344.476,557.723,609.675,617.836,570.338,814.837,533.280,470.880,366.025,461.769,433.980,571.269,353.882,278.818,558.491,596.820,676.632,394.302,717.351,540.656,546.257,623.581,561.919,484.688,442.484,566.907,444.288,310.937,457.473,621.302,238.959,211.803,443.757,535.787,290.062,491.196,730.934,470.827,670.012,720.490,620.797,391.510,683.739,638.986,491.008,784.489,411.843,226.530,648.239,465.075,467.156,582.593,290.027,252.292,828.868,571.337,213.775,456.347,581.269,204.286,248.303,597.168,587.776,669.185,542.477,444.239,625.896,427.899,279.271,372.441,252.101,298.315,510.883,298.166,336.471,626.568,620.490,573.494,1215.855,463.682,493.863,223.663,614.233,761.282,514.282,630.978,
46000,697.963,183.054,365.530,442.827,544.071,477.821,1386.203,517.516,376.516,377.995,330.965,416.392,783.815,409.962,292.802,573.118,457.805,792.350,346.280,833.868,664.705,422.142,710.764,589.630,483.488,366.982,596.614,578.748,303.465,290.457,738.407,241.230,206.906,405.104,489.314,290.348,532.786,701.321,417.960,578.009,734.360,625.784,561.099,835.511,455.385,319.403,576.180,303.427,245.913,377.627,342.159,414.837,650.511,304.191,271.848,456.181,428.505,215.347,463.637,567.073,213.887,241.012,427.740,432.100,501.109,474.932,488.654,584.060,434.394,288.762,393.083,242.637,292.442,389.399,354.311,324.182,621.594,636.399,657.777,702.850,518.418,548.659,229.987,683.816,626.997,461.642,620.149,
49000,676.485,346.478,327.587,369.736,515.287,486.370,1125.317,514.147,380.941,384.996,240.126,487.302,858.563,467.408,318.406,538.635,375.617,741.179,316.438,938.037,634.773,493.676,674.030,636.279,529.736,396.884,534.817,584.201,300.772,262.237,898.143,227.393,230.970,414.530,522.571,310.942,486.161,626.990,415.711,482.660,652.394,676.053,673.313,427.151,439.526,267.710,507.790,316.695,240.550,350.201,277.741,503.675,597.361,303.758,275.704,336.271,367.437,228.144,386.382,632.645,209.281,233.605,372.773,385.036,352.446,390.219,482.371,604.844,472.197,292.948,389.340,248.435,277.347,305.237,357.305,363.399,688.042,801.393,630.494,571.990,627.559,590.938,247.175,530.066,546.595,469.340,526.111,
52000,562.300,351.325,312.714,341.100,530.837,465.259,620.011,506.516,382.528,366.867,212.808,494.954,772.882,493.654,354.856,546.037,352.827,674.999,325.112,771.722,589.890,397.367,719.775,669.163,634.693,366.276,495.089,526.445,320.119,286.940,956.359,253.382,231.029,408.298,496.019,335.146,438.572,635.076,424.381,460.969,630.468,618.047,386.482,338.911,413.167,247.488,439.071,285.239,286.043,292.822,268.633,412.187,620.752,303.266,256.046,318.621,348.326,213.259,306.328,381.513,210.638,230.875,355.557,331.164,302.138,403.881,508.464,618.099,507.733,282.365,374.055,248.322,284.140,260.899,385.716,396.328,583.606,774.143,707.898,456.812,702.955,547.820,271.455,379.849,564.711,422.169,590.068,
55000,594.672,358.662,262.809,317.626,510.210,440.403,377.063,513.731,368.088,327.322,220.671,492.423,754.975,468.853,331.623,558.076,370.797,643.967,312.765,641.500,606.102,267.240,666.468,511.970,745.602,400.308,464.180,490.151,296.488,275.228,756.283,239.405,216.268,396.274,412.726,305.476,407.084,686.440,1105.018,460.125,583.774,523.831,295.587,277.809,386.915,252.232,421.804,289.054,270.954,280.262,266.205,407.828,600.223,319.770,246.130,292.478,341.172,222.751,268.725,343.717,204.101,244.809,314.976,305.217,269.762,351.461,500.902,579.402,472.960,320.550,388.628,247.190,269.920,257.319,353.049,347.013,669.293,722.938,687.587,433.774,699.517,538.280,307.574,282.611,462.679,455.515,571.509,
57000,544.249,379.315,296.685,315.980,716.197,467.823,333.473,501.318,627.129,298.689,216.731,573.548,785.170,459.318,315.870,548.666,417.753,623.033,361.294,582.300,618.431,486.244,742.949,566.849,716.619,491.451,495.344,452.048,279.475,292.215,647.009,269.397,229.818,408.018,423.479,335.070,410.198,620.034,2083.543,428.148,558.948,604.137,296.907,282.009,406.307,254.113,436.436,276.516,271.930,277.159,254.512,595.191,678.383,377.081,258.765,318.384,342.347,223.825,280.568,299.344,207.803,432.137,365.336,316.795,305.908,565.136,501.962,588.267,520.401,360.648,425.864,273.158,286.205,253.684,294.909,335.975,495.498,702.883,692.736,437.697,802.200,510.816,280.904,286.295,457.767,448.599,612.231,
60000,563.617,377.323,268.060,319.006,2060.070,745.794,308.810,521.597,1154.650,302.528,216.475,564.529,667.369,392.577,310.312,560.421,427.378,650.903,543.198,580.841,763.791,958.059,838.764,651.173,655.956,1598.857,482.356,443.112,293.388,283.973,621.979,308.401,215.631,392.898,458.496,279.745,421.351,623.360,1064.550,445.120,590.439,655.302,262.338,282.189,398.075,245.069,454.415,287.827,244.068,268.454,299.199,1795.570,811.802,338.754,233.625,314.378,336.115,225.536,270.887,302.162,208.076,930.704,396.548,358.143,274.433,1363.843,527.541,595.347,419.873,361.105,366.008,248.235,726.307,262.595,316.082,364.105,561.911,636.098,632.127,482.503,807.384,522.116,269.222,264.913,761.359,442.867,638.832,
63000,549.363,384.625,330.318,360.568,2727.487,1541.117,284.801,487.726,1031.715,293.757,484.086,573.566,652.262,367.687,346.909,542.637,493.269,609.943,830.448,546.214,1287.127,666.984,719.680,556.004,616.149,1660.428,480.048,419.119,704.291,485.685,567.734,259.048,221.827,431.419,493.889,324.674,439.177,667.440,673.840,440.644,573.428,568.738,274.228,340.251,485.145,247.840,543.601,383.703,235.178,279.729,268.796,1664.319,643.834,320.617,277.340,323.157,357.796,235.122,292.801,310.170,230.157,518.834,332.883,328.116,271.773,1347.944,482.416,590.569,434.336,313.022,393.383,253.239,938.514,276.282,300.685,385.440,646.256,640.610,622.733,535.824,766.749,536.112,236.056,272.639,1462.368,478.281,629.308,
65000,505.605,383.341,530.217,795.542,1504.487,939.301,292.296,453.915,670.760,294.149,508.200,531.515,623.436,390.682,312.228,514.954,679.770,648.146,613.415,523.766,829.019,436.709,848.796,605.757,554.168,1094.128,549.245,404.121,880.347,1605.217,576.718,233.229,215.230,447.797,459.897,269.189,423.891,741.304,439.348,448.280,571.329,681.172,279.131,266.700,866.815,264.014,1653.754,785.709,237.216,294.883,298.265,1012.738,623.888,339.743,301.011,535.677,559.115,240.530,300.275,306.705,222.761,320.158,385.563,323.190,279.863,912.869,406.669,623.922,417.222,327.924,370.916,263.532,555.054,260.456,280.795,354.372,595.826,600.494,612.419,438.450,656.243,500.160,231.670,256.728,1287.229,461.892,612.784,
68000,508.984,380.156,718.176,1286.205,841.742,677.152,296.762,460.371,498.275,308.294,378.762,523.664,683.637,393.499,324.329,586.447,713.399,624.691,474.116,553.097,720.680,295.146,684.186,590.334,504.477,666.718,608.816,453.959,503.571,810.996,560.519,217.068,209.011,416.728,467.128,292.039,447.664,967.293,406.569,507.041,572.683,546.758,287.091,296.374,1100.786,384.182,1039.530,517.011,231.940,704.018,596.624,674.931,697.009,320.060,300.047,754.355,749.915,234.397,314.061,313.196,213.841,255.697,573.441,425.644,364.334,564.949,435.702,620.837,465.586,328.851,420.236,252.263,392.862,322.599,300.838,346.275,560.173,645.384,645.403,835.513,620.716,504.331,219.611,296.068,773.008,491.876,712.306,
71000,616.236,369.288,628.115,754.925,661.253,561.854,294.977,479.053,391.389,293.646,295.319,523.875,754.438,389.642,330.027,551.469,622.841,686.985,362.361,554.316,711.355,294.878,624.194,628.680,526.362,537.460,571.287,518.645,332.209,450.956,554.810,209.358,210.924,401.229,446.312,290.230,434.725,853.618,376.558,445.172,572.236,556.714,343.452,443.147,1013.564,514.669,645.379,379.198,244.410,713.005,789.538,486.256,739.472,326.595,322.324,761.930,711.044,223.404,316.102,395.453,226.156,237.299,658.565,513.124,592.913,527.397,415.366,632.586,403.999,308.250,392.443,273.831,295.849,523.061,289.311,406.928,662.200,686.715,600.142,881.890,590.150,544.715,244.470,511.603,504.452,530.171,817.384,
73000,606.015,378.437,379.834,559.219,644.743,503.783,885.917,544.660,379.300,333.407,284.155,543.415,872.227,388.007,346.954,513.894,467.146,789.559,336.542,579.283,746.171,288.111,832.268,578.563,525.333,520.336,607.517,567.420,339.429,375.157,689.262,220.587,217.388,395.999,457.694,295.717,483.469,764.138,376.142,517.404,616.501,568.446,553.148,614.945,552.862,400.528,516.346,312.253,251.702,710.558,457.827,519.111,892.863,331.851,301.694,561.624,449.544,258.755,487.975,556.872,218.904,260.176,461.820,483.001,674.924,463.001,442.037,532.429,427.127,325.899,460.766,286.123,310.645,480.283,287.563,414.992,576.315,699.055,669.062,832.777,661.101,602.385,235.305,704.741,464.056,499.083,793.582,
76000,652.796,369.447,306.575,428.945,558.383,432.255,1409.968,558.377,367.233,359.290,267.077,541.908,926.037,405.056,323.353,529.633,366.641,745.735,305.575,670.102,665.562,272.735,696.130,574.979,503.655,510.930,673.752,585.327,290.995,336.001,777.133,207.906,231.343,374.425,446.155,285.922,391.953,692.524,372.989,502.992,682.892,618.465,702.235,644.177,498.556,288.451,475.041,295.515,242.262,379.059,417.117,469.096,731.847,326.421,312.927,381.632,379.778,246.819,458.184,467.239,205.821,239.258,423.868,393.518,509.177,445.509,450.354,592.786,488.430,321.680,494.486,266.372,299.883,280.892,282.068,413.767,564.071,650.036,630.971,636.046,732.491,629.420,219.288,612.440,462.770,534.641,730.722,
79000,752.428,361.831,294.321,398.180,568.270,439.886,1136.973,514.226,404.181,335.640,219.255,605.461,973.790,435.196,328.551,539.145,358.453,640.294,338.082,769.714,641.003,273.979,791.512,547.019,520.508,526.835,629.945,631.842,286.032,312.406,881.595,240.913,218.985,435.706,440.622,267.480,411.624,641.483,701.902,450.326,705.534,634.385,478.318,507.344,521.635,283.813,467.308,286.857,245.201,305.546,261.525,512.575,710.795,323.544,353.472,326.828,357.036,244.968,347.510,492.077,206.429,253.186,325.788,345.960,403.382,508.795,446.157,636.633,489.863,346.776,485.225,273.454,271.398,274.991,297.592,412.179,625.048,687.079,620.489,604.300,750.518,621.424,231.783,351.870,447.771,505.043,699.020,
81000,763.762,371.492,302.390,345.399,567.237,488.639,508.443,525.617,515.600,355.486,207.259,566.998,925.575,515.858,363.220,533.961,357.348,633.822,333.927,836.047,622.994,372.088,750.496,607.694,572.517,617.157,568.063,574.337,251.371,364.402,880.797,203.839,201.452,369.295,473.320,255.366,416.270,658.360,2099.928,483.445,760.367,650.888,336.035,396.143,557.540,255.496,465.626,302.422,245.038,299.182,257.541,533.529,651.234,306.761,340.567,328.613,337.139,244.334,285.790,317.918,204.267,354.936,319.623,328.519,337.512,530.496,483.213,625.103,496.674,336.499,443.767,251.272,303.640,263.173,325.447,428.644,627.974,784.554,686.527,434.770,772.101,595.289,283.902,290.557,439.929,509.935,707.124,
84000,886.193,368.445,300.760,348.744,723.369,556.782,354.939,501.652,1568.529,350.056,196.847,632.074,907.745,524.454,382.025,517.784,366.419,722.430,554.291,934.614,643.980,781.067,712.667,595.379,631.674,1026.324,583.601,625.079,248.028,420.332,731.231,189.287,184.526,377.647,430.554,256.089,447.618,631.234,1531.757,482.596,688.100,675.232,273.238,321.350,444.561,247.211,423.692,256.731,245.300,298.181,292.794,775.233,597.496,361.636,289.259,299.697,337.685,240.298,299.216,341.512,212.944,544.943,357.823,292.009,288.163,633.157,516.518,610.057,480.749,347.163,450.328,252.274,316.104,281.137,363.296,435.480,723.537,786.273,719.819,467.691,779.060,599.660,379.525,269.939,883.958,494.256,640.003,
86000,879.229,374.021,317.411,380.293,1896.102,1172.099,311.782,524.086,1232.184,360.803,202.615,703.211,865.325,485.507,405.890,527.452,464.201,740.851,1111.683,908.318,1320.110,1015.646,682.214,602.822,622.202,2694.548,621.213,601.965,302.688,463.833,723.459,193.534,204.915,422.650,474.702,277.624,478.142,668.858,870.929,554.537,670.866,722.609,291.719,321.671,402.569,262.148,535.830,229.947,239.314,286.596,273.678,2100.895,631.243,399.065,316.042,340.212,359.509,295.190,322.082,329.155,211.313,609.417,335.369,300.463,299.254,1424.229,553.722,711.687,586.699,351.976,431.390,266.841,666.321,343.068,370.718,458.235,813.491,813.380,691.678,441.297,776.751,651.497,423.449,251.224,2098.163,505.002,714.434,
89000,841.989,405.323,358.386,566.680,2366.886,1503.586,311.221,637.060,833.919,358.837,329.364,694.212,893.682,485.250,401.219,578.006,828.234,749.723,879.651,886.942,1325.689,509.310,757.357,583.657,610.004,1698.782,532.444,602.423,627.841,1734.716,736.226,214.081,206.065,379.844,517.757,293.652,706.503,706.037,684.422,578.949,655.476,863.020,287.002,306.085,1123.108,267.850,1031.548,246.726,247.069,287.116,268.277,1799.531,619.010,528.825,339.891,379.409,482.118,257.188,317.358,322.650,232.910,458.064,338.138,305.214,301.441,1212.658,614.944,891.575,568.134,372.709,444.594,263.441,803.917,280.155,402.874,437.329,754.970,797.814,735.576,522.366,820.101,673.117,354.908,261.615,1228.256,522.112,727.866,
