Detailed,,,,,,,,
Position X,Position Y,Position Z,Unit,Category,Collection,Time,Parent,ID
34.57,274.50,24.07,um,Spot,Position,1,1000000000,0
51.56,266.40,17.41,um,Spot,Position,1,1000000001,1
52.68,327.52,27.26,um,Spot,Position,1,1000000002,2
59.84,216.85,17.35,um,Spot,Position,1,1000000003,3
76.72,185.55,23.67,um,Spot,Position,1,1000000004,4
92.08,190.61,19.80,um,Spot,Position,1,1000000005,5
116.10,151.37,22.57,um,Spot,Position,1,1000000006,6
132.63,231.38,12.86,um,Spot,Position,1,1000000007,7
133.51,104.19,12.75,um,Spot,Position,1,1000000008,8
188.89,288.85,33.52,um,Spot,Position,1,1000000009,9
194.83,183.51,23.48,um,Spot,Position,1,1000000010,10
197.45,282.83,19.94,um,Spot,Position,1,1000000011,11
202.88,108.14,34.95,um,Spot,Position,1,1000000012,12
207.60,253.03,19.42,um,Spot,Position,1,1000000013,13
222.27,177.02,16.57,um,Spot,Position,1,1000000014,14
229.74,283.82,13.04,um,Spot,Position,1,1000000015,15
236.46,254.38,11.07,um,Spot,Position,1,1000000016,16
249.58,106.35,27.88,um,Spot,Position,1,1000000017,17
251.20,193.32,28.34,um,Spot,Position,1,1000000018,18
255.13,237.59,10.57,um,Spot,Position,1,1000000019,19
263.19,204.26,14.18,um,Spot,Position,1,1000000020,20
264.00,118.73,23.86,um,Spot,Position,1,1000000021,21
267.12,260.73,9.56,um,Spot,Position,1,1000000022,22
267.80,146.59,20.91,um,Spot,Position,1,1000000023,23
285.02,233.69,10.20,um,Spot,Position,1,1000000024,24
287.60,177.49,23.27,um,Spot,Position,1,1000000025,25
292.35,164.98,26.41,um,Spot,Position,1,1000000026,26
296.03,220.09,13.11,um,Spot,Position,1,1000000027,27
299.91,178.22,36.66,um,Spot,Position,1,1000000028,28
300.87,186.94,25.77,um,Spot,Position,1,1000000029,29
317.76,209.46,20.00,um,Spot,Position,1,1000000030,30
321.36,227.79,18.80,um,Spot,Position,1,1000000031,31
339.65,246.16,14.41,um,Spot,Position,1,1000000032,32
161.08,162.39,3.81,um,Spot,Position,1,1000000033,3273
180.12,176.03,14.18,um,Spot,Position,1,1000000034,2455
196.94,201.41,0.35,um,Spot,Position,1,1000000035,3275
218.53,224.03,14.88,um,Spot,Position,1,1000000036,2815
304.15,259.59,7.96,um,Spot,Position,1,1000000037,1966
328.63,200.55,29.41,um,Spot,Position,1,1000000038,1605
237.52,151.59,29.41,um,Spot,Position,1,1000000039,2760
195.75,148.18,14.18,um,Spot,Position,1,1000000040,2331
266.68,213.65,28.71,um,Spot,Position,1,1000000041,2286
277.82,183.28,30.10,um,Spot,Position,1,1000000042,2763
340.64,209.61,34.25,um,Spot,Position,1,1000000043,3488
11.17,266.62,11.42,um,Spot,Position,1,1000000044,3545
136.29,216.80,10.72,um,Spot,Position,1,1000000045,3551
246.33,285.81,7.26,um,Spot,Position,1,1000000046,2051
254.53,183.40,14.88,um,Spot,Position,1,1000000047,1540
18.86,191.09,27.33,um,Spot,Position,1,1000000048,3557
270.22,103.05,32.17,um,Spot,Position,1,1000000049,2498
89.66,195.84,23.18,um,Spot,Position,1,1000000050,3333
45.07,246.28,23.18,um,Spot,Position,1,1000000051,3217
208.20,329.22,40.48,um,Spot,Position,1,1000000052,3564
265.37,116.09,41.86,um,Spot,Position,1,1000000053,3589
91.34,207.02,29.41,um,Spot,Position,1,1000000054,3400
272.13,244.36,19.03,um,Spot,Position,1,1000000055,2243
123.12,164.06,24.56,um,Spot,Position,1,1000000056,2877
154.99,124.19,26.02,um,Spot,Position,1,1000000057,2866
83.58,131.75,24.56,um,Spot,Position,1,1000000058,1826
125.48,130.74,19.03,um,Spot,Position,1,1000000059,3004
130.63,142.48,4.50,um,Spot,Position,1,1000000060,3002
201.44,139.89,24.56,um,Spot,Position,1,1000000061,2668
286.95,156.86,30.10,um,Spot,Position,1,1000000062,1622
140.84,146.09,23.87,um,Spot,Position,1,1000000063,2902
222.60,279.42,31.48,um,Spot,Position,1,1000000064,2921
