
Intensity Mean
 ==================== 
9000,216.485,159.348,232.285,196.483,326.511,263.869,196.113,196.068,423.488,207.390,200.714,174.494,345.926,252.682,325.574,220.738,252.707,184.501,169.180,144.412,189.053,203.724,178.510,173.612,153.196,170.263,173.604,267.908,209.030,208.299,294.035,199.081,407.560,203.398,252.891,174.084,198.470,181.021,176.188,157.031,170.366,146.385,130.050,142.637,159.055,141.088,152.491,148.381,351.548,169.212,257.977,128.536,245.240,250.910,279.534,250.411,352.391,374.936,240.707,150.928,249.243,254.543,149.058,207.033,190.070,181.520,148.161,147.963,180.906,230.666,148.753,164.932,136.330,165.373,133.769,129.857,182.912,348.350,233.935,142.294,152.314,153.389,413.735,126.651,126.860,
10000,202.161,156.791,283.626,187.586,285.582,252.732,227.130,220.790,435.908,210.855,224.941,180.670,321.095,237.496,307.153,216.017,514.351,211.084,168.685,144.480,180.470,223.283,195.594,177.688,157.510,190.491,247.731,298.309,193.100,219.247,276.479,217.469,432.081,200.308,245.495,166.074,213.280,187.279,184.765,157.620,185.767,147.850,135.858,144.660,161.685,142.531,266.812,158.383,407.882,168.379,237.375,130.051,246.794,293.983,351.425,391.152,352.742,530.849,246.052,142.861,301.629,278.334,159.944,197.589,210.300,195.600,161.589,160.942,175.824,194.422,152.723,156.248,135.737,174.723,128.135,132.939,174.619,349.269,286.818,371.664,156.268,145.568,504.155,123.747,127.107,
11000,275.546,192.442,714.459,196.865,307.019,273.045,410.949,444.914,918.593,355.543,449.966,298.256,283.505,510.551,767.061,224.781,961.458,197.647,196.083,158.502,299.062,264.746,711.641,582.765,163.527,202.096,651.602,252.963,236.846,828.315,283.402,344.098,590.706,301.577,355.524,271.611,214.451,326.964,242.879,313.681,324.661,163.912,484.417,189.787,193.372,150.977,620.394,397.212,392.929,227.111,264.318,142.782,322.301,324.281,1072.974,427.732,712.653,880.320,237.962,160.583,272.195,608.647,344.850,377.267,210.712,179.472,165.317,264.847,200.185,282.522,141.545,165.212,153.299,245.455,138.430,141.379,167.318,414.398,274.289,156.909,276.687,157.932,1067.895,207.691,215.373,
12000,682.637,437.425,878.084,305.469,701.139,638.428,1149.845,910.755,1123.122,1191.815,698.953,613.912,829.126,1567.382,2588.656,630.668,789.983,220.728,512.086,254.828,1000.542,760.604,751.467,866.894,315.710,804.842,501.410,351.930,521.197,1440.604,296.954,1260.128,1589.634,1213.720,1033.141,904.978,898.351,836.289,884.606,585.985,1008.205,264.210,364.879,290.693,277.571,257.204,684.934,407.444,702.697,874.200,1018.634,189.989,643.529,1038.427,979.380,1016.453,855.288,795.878,256.569,295.871,977.089,1648.386,515.224,1304.921,578.197,342.334,356.041,285.233,474.701,676.023,430.249,172.916,295.542,655.339,162.682,270.891,199.139,881.877,578.770,230.864,660.327,180.700,1378.237,235.463,286.692,
13000,577.867,485.709,590.457,544.253,1202.112,1017.258,764.069,622.738,512.407,1175.004,361.420,444.341,1029.755,943.629,1938.165,1261.526,469.366,424.358,727.671,316.362,906.456,848.955,465.903,596.398,308.520,377.949,281.364,1267.054,307.232,1208.336,882.789,1168.649,1317.755,1184.484,915.376,763.835,899.882,549.793,920.706,389.722,1195.951,340.699,133.177,296.559,486.364,192.827,377.874,321.453,1139.563,757.706,1157.783,183.509,1361.404,1117.385,561.018,1225.177,531.019,621.273,792.040,350.377,1316.071,935.184,383.248,913.025,597.309,312.517,285.105,217.600,383.223,463.087,303.876,205.974,286.481,700.540,161.812,285.221,273.358,858.898,476.880,251.180,583.260,325.357,1107.979,191.532,227.004,
14000,312.599,325.015,362.000,396.269,778.291,531.104,493.086,326.728,317.308,432.311,244.826,297.903,896.976,395.326,1326.219,467.458,290.310,528.158,429.330,248.895,662.125,456.330,260.900,353.357,199.487,385.964,193.313,854.664,264.316,567.565,883.966,737.690,856.823,759.537,484.031,329.170,530.284,308.696,469.587,253.016,695.623,230.596,503.975,160.841,372.024,174.508,276.888,167.895,1023.867,869.322,678.889,168.829,752.551,675.791,426.637,802.786,574.670,365.757,825.570,293.115,885.557,459.249,211.352,445.222,449.059,268.826,258.358,165.673,280.810,359.598,196.664,180.482,169.844,376.139,140.970,180.637,238.906,699.761,419.494,176.190,310.083,232.463,663.829,144.202,167.400,
15000,231.346,201.054,271.504,260.319,428.350,335.640,293.533,244.334,270.020,356.307,238.664,201.015,938.045,280.086,602.680,314.664,238.700,314.937,280.447,203.117,356.210,321.130,204.636,215.280,165.610,245.436,183.213,592.584,251.618,339.204,589.461,391.868,573.122,422.963,312.073,229.468,299.736,204.906,282.318,171.665,351.443,165.392,216.814,150.487,222.577,152.765,191.369,140.211,618.990,502.499,323.661,131.215,390.862,408.733,344.171,532.878,379.796,333.904,588.647,174.511,524.474,346.210,164.594,310.878,281.247,242.518,185.578,150.840,190.593,315.759,152.794,168.744,145.665,214.179,126.974,158.051,205.415,437.686,224.992,148.234,194.756,165.490,789.770,128.857,129.636,
16000,214.964,172.085,254.242,229.273,331.580,281.630,238.775,221.546,221.765,284.683,190.489,181.274,261.679,243.812,444.072,605.255,256.652,223.644,178.032,167.754,217.591,277.684,183.545,191.636,150.760,195.382,183.068,327.635,185.708,244.634,378.183,278.302,457.785,246.324,218.023,194.357,250.524,197.189,209.411,171.343,241.272,145.422,229.090,144.253,170.906,145.171,179.405,131.117,455.277,278.900,306.311,130.865,271.119,324.136,286.521,504.326,221.260,288.744,335.436,155.680,337.594,328.601,149.831,255.158,419.970,209.586,159.100,147.421,162.568,329.244,158.841,160.407,144.167,199.364,125.987,138.779,172.881,368.700,195.117,149.451,155.375,159.102,493.421,130.444,131.216,
17000,205.010,163.398,251.684,203.665,291.829,295.579,220.628,215.436,209.487,231.413,168.663,172.938,463.247,259.630,422.805,181.329,219.965,201.585,167.392,170.102,187.559,221.328,184.021,173.287,154.346,248.524,173.456,274.229,222.175,193.140,278.752,248.726,413.247,191.346,168.010,194.526,229.459,179.296,196.590,163.088,251.472,140.328,237.553,139.415,153.817,142.149,169.804,142.183,411.059,252.567,227.898,128.193,280.134,344.367,292.733,497.966,211.421,282.569,257.954,140.147,292.781,296.158,149.256,279.124,222.629,186.877,169.213,149.685,161.078,285.435,147.759,161.829,133.610,170.109,127.009,138.228,172.595,329.265,185.326,147.472,187.830,151.674,493.483,124.231,125.328,
18000,201.705,162.027,239.164,215.561,286.647,279.152,236.886,218.294,193.834,227.472,169.390,177.526,495.483,242.782,408.546,219.770,281.661,198.675,170.844,164.875,183.576,226.934,183.910,179.491,160.687,180.932,187.783,261.948,190.919,196.692,265.326,266.516,422.930,201.375,172.997,202.855,232.229,175.854,200.085,171.318,188.856,143.432,226.514,140.874,149.231,139.770,154.913,137.142,387.919,230.528,244.738,134.757,456.250,248.330,269.829,344.953,159.477,245.364,232.777,144.963,276.952,294.189,151.167,264.720,395.942,168.230,174.907,143.237,158.436,284.305,152.308,159.329,141.471,164.974,127.346,144.246,184.110,316.054,169.537,150.808,165.878,152.827,387.552,132.940,128.598,
19000,190.771,153.585,236.315,188.417,244.608,281.009,220.006,224.311,194.425,202.967,167.081,181.653,431.418,247.019,354.519,167.217,241.772,188.711,175.162,155.968,209.620,210.041,203.942,186.045,155.535,161.157,179.674,248.176,180.951,202.681,279.508,244.590,388.014,183.095,179.823,196.649,217.063,281.116,189.872,166.191,262.508,139.749,184.479,149.920,151.120,154.996,158.088,147.346,393.757,215.849,231.166,130.677,499.781,233.196,262.721,437.298,242.895,274.134,248.467,147.328,295.586,281.337,158.239,227.130,415.737,171.554,158.128,152.149,164.141,251.171,148.638,150.973,140.929,169.414,132.013,140.647,161.867,268.007,171.957,146.845,169.476,157.495,402.087,137.029,129.985,
20000,233.622,165.264,253.221,194.612,301.422,274.286,368.093,235.164,243.660,239.634,182.798,249.339,533.467,242.476,374.662,169.503,753.157,191.822,170.697,157.477,353.798,227.528,453.527,327.106,146.460,177.309,515.654,241.056,207.942,504.382,269.153,301.702,442.254,265.441,262.053,210.780,216.632,417.549,247.035,214.267,185.635,144.779,226.582,215.471,161.572,154.407,506.888,276.429,362.798,259.135,259.530,129.617,399.491,226.596,328.984,389.175,186.738,243.427,217.894,155.098,270.286,273.708,227.051,422.917,275.179,191.569,162.762,220.410,160.917,449.335,223.069,155.565,160.928,199.882,136.333,147.289,162.228,276.306,164.660,154.569,150.307,151.972,547.252,205.305,143.424,
21000,645.037,409.496,662.255,202.238,348.318,346.218,1041.126,413.219,474.748,980.268,275.649,542.096,497.656,436.911,908.245,171.829,1537.146,216.526,352.512,237.612,744.627,532.139,693.514,1082.929,197.249,259.768,626.782,270.627,277.720,1382.153,260.911,931.399,1087.465,611.261,750.143,332.916,435.035,495.121,824.498,757.959,281.049,246.262,619.445,357.118,446.824,163.624,668.673,574.042,472.982,486.862,505.242,144.020,285.862,531.035,1066.393,560.838,399.247,652.994,257.536,308.384,371.524,377.147,490.050,866.124,558.354,208.654,165.580,293.665,176.350,1080.875,343.695,151.944,283.088,588.463,176.066,261.875,184.645,297.506,182.615,248.911,704.588,162.279,1241.998,264.847,277.391,
22000,804.711,623.109,1173.486,217.284,684.418,887.560,775.321,1016.116,800.149,1096.930,676.190,424.668,798.005,1096.241,2009.627,244.959,1239.208,485.898,825.965,550.930,867.592,1050.539,548.310,787.005,329.041,704.956,439.226,322.980,317.376,1087.651,294.444,1399.335,1316.832,1068.958,736.617,984.856,966.934,322.110,878.849,592.016,591.495,318.143,567.409,272.882,515.829,648.309,459.885,479.750,1259.090,1334.108,1248.411,210.988,548.414,1303.450,667.304,1192.479,316.582,940.004,400.918,347.195,1149.266,1170.966,413.141,1160.499,1187.827,238.784,211.651,253.032,281.133,782.957,369.533,207.966,265.034,776.909,165.902,302.745,237.336,681.888,227.731,290.394,865.715,181.714,1432.277,258.331,276.892,
23000,468.498,304.406,502.523,432.589,1647.629,972.075,504.432,692.035,452.027,910.929,529.770,268.698,1330.781,886.174,1739.287,435.389,469.696,555.127,677.674,543.068,677.366,534.549,274.889,401.741,202.808,301.837,238.692,956.986,259.036,466.258,856.600,781.468,189.455,826.984,346.135,1105.988,696.034,144.239,437.415,433.318,569.218,238.218,1004.172,221.565,321.303,379.556,228.462,250.053,995.879,1173.397,979.037,173.015,1166.761,1290.722,333.065,1532.712,357.637,493.916,949.297,225.333,1126.494,1176.901,275.053,886.285,866.097,307.914,327.864,174.789,329.997,441.701,214.217,168.961,199.895,541.672,135.191,194.750,256.943,532.911,310.187,230.928,718.068,274.479,923.991,182.486,190.734,
24000,274.137,231.839,302.665,480.735,982.704,725.003,337.149,389.893,260.160,450.008,291.592,194.265,1075.674,447.986,1021.721,301.419,255.747,387.089,376.711,351.659,337.742,297.503,211.619,222.773,171.771,268.351,191.339,934.490,269.656,276.600,928.349,397.766,179.975,402.290,228.034,383.233,334.872,191.871,269.449,245.056,489.268,162.424,284.571,154.951,223.414,202.559,193.477,151.914,907.770,779.116,554.498,152.736,678.012,789.468,244.450,1067.002,170.273,344.226,677.170,152.174,492.618,621.942,187.129,540.463,364.568,260.469,288.197,165.698,214.704,267.340,161.719,171.285,151.724,275.997,131.426,151.907,228.166,422.757,273.202,171.052,213.306,288.417,578.750,136.003,142.626,
25000,237.386,171.679,296.407,279.535,498.195,411.640,237.888,249.287,211.848,237.825,194.147,181.276,602.271,303.140,603.443,193.600,283.871,236.160,216.947,229.480,229.016,227.482,185.505,223.223,159.337,172.968,195.706,505.638,283.610,210.813,614.130,277.822,521.393,272.568,188.202,270.836,258.265,165.184,221.964,202.305,271.030,147.452,208.644,148.604,171.900,185.675,174.209,140.929,555.333,387.902,324.949,134.616,404.176,502.356,226.989,729.884,197.282,287.771,368.861,157.068,364.781,378.236,163.313,369.503,381.626,228.278,209.687,152.821,171.668,193.475,153.009,152.958,143.040,201.570,132.331,145.423,189.247,349.363,198.790,154.504,191.308,164.884,532.077,201.545,135.337,
26000,219.257,164.693,247.555,223.092,362.610,327.714,241.861,222.380,204.027,223.706,180.041,179.843,559.826,279.323,422.500,168.503,297.441,216.667,185.458,204.593,178.097,218.295,189.276,189.237,165.451,180.669,181.953,339.490,242.335,201.499,296.773,252.985,363.519,205.542,185.476,233.460,251.545,178.100,196.965,166.990,221.270,139.374,179.739,148.949,152.732,173.513,145.496,143.461,452.742,294.078,299.927,133.157,295.982,432.514,211.062,529.253,184.098,320.960,251.759,138.075,284.952,317.115,155.775,313.130,407.829,221.376,166.626,161.721,162.365,251.849,149.528,156.448,143.575,167.371,137.044,142.612,179.653,300.591,167.089,148.964,184.398,174.634,440.606,182.465,129.137,
27000,206.737,159.082,227.989,191.376,234.068,266.601,196.141,220.876,210.134,170.080,184.074,164.798,193.210,268.967,387.029,191.902,198.679,214.878,171.594,200.651,185.948,206.001,175.666,225.053,136.035,205.501,173.901,269.757,197.597,216.245,294.612,215.523,453.043,207.547,150.850,236.224,217.154,148.075,187.682,171.568,129.889,137.062,282.058,141.674,142.508,152.399,155.520,144.216,416.594,238.826,258.008,139.462,244.774,424.025,228.855,359.249,366.293,278.402,244.115,146.051,277.132,305.445,143.826,279.401,413.512,189.772,173.771,154.007,150.729,254.989,138.956,154.005,134.548,149.071,126.316,129.967,164.397,312.657,158.643,143.007,149.242,158.899,474.554,136.306,129.946,
28000,217.685,163.773,316.550,179.687,292.273,264.652,212.193,215.110,178.806,397.815,277.921,160.313,393.418,267.070,352.481,230.106,322.823,172.270,165.363,184.008,183.115,191.779,186.991,200.075,148.395,183.753,180.658,254.264,190.015,292.665,269.630,231.164,385.763,243.418,148.262,202.356,211.136,347.519,201.092,155.756,141.405,136.950,276.228,152.311,141.171,145.975,188.577,173.001,392.468,224.073,238.008,146.280,232.317,372.898,211.067,225.442,268.804,264.033,243.258,134.693,300.761,293.703,157.858,236.949,367.805,175.073,152.247,147.523,155.587,211.978,147.602,157.656,171.656,166.198,128.229,126.567,180.538,309.062,150.062,147.938,162.653,148.206,207.197,131.597,128.887,
29000,202.728,197.558,302.004,194.366,294.180,291.678,261.240,207.662,190.615,414.795,240.162,203.231,335.213,236.410,392.666,230.303,182.363,174.846,175.210,194.003,203.775,206.187,220.539,347.797,155.270,166.312,190.785,238.743,186.447,599.868,276.555,229.713,392.539,276.054,284.729,203.250,237.278,685.868,341.717,186.654,141.320,139.127,223.321,176.939,151.210,144.128,239.235,189.322,364.901,231.711,234.013,165.020,237.460,304.754,195.916,230.593,293.114,294.808,230.236,147.070,236.704,281.307,163.546,209.018,364.646,181.336,152.016,170.342,149.354,223.405,192.056,157.572,152.033,126.219,135.072,130.205,147.891,235.131,148.260,145.148,156.056,157.922,210.388,167.884,138.734,
30000,203.964,408.304,346.113,208.266,295.886,250.656,605.737,212.160,270.782,948.462,330.487,488.903,274.350,279.101,376.169,277.317,414.146,200.359,249.061,214.727,619.354,217.754,444.774,976.357,176.131,169.260,394.090,231.310,191.190,1406.043,239.070,642.861,402.175,623.687,1218.134,218.715,258.595,281.307,1091.771,332.396,155.953,200.375,561.167,483.826,311.188,171.040,656.549,534.844,342.693,406.096,243.973,188.895,243.676,406.741,273.114,270.348,364.480,455.709,266.019,287.228,296.476,303.144,324.896,227.373,375.013,171.388,158.391,340.177,147.982,523.815,320.581,154.913,207.592,167.469,147.436,197.414,153.933,280.314,152.334,197.532,244.582,146.083,352.573,473.827,132.833,
31000,255.101,481.326,503.619,191.937,740.153,334.640,1090.774,241.155,962.211,1137.929,915.541,620.781,343.472,874.282,291.405,779.306,869.693,263.377,785.137,447.016,1095.660,469.965,809.316,841.816,304.647,250.486,764.328,234.054,182.181,940.543,228.131,1652.621,1153.718,1273.955,1570.258,238.545,820.570,275.241,1041.771,588.129,303.176,267.817,1171.260,232.241,532.288,215.350,634.817,623.108,361.402,1054.728,771.313,427.734,280.113,486.315,911.651,262.012,751.643,751.871,369.923,339.854,412.808,387.226,529.571,670.252,791.527,171.746,148.621,288.952,172.235,957.923,311.634,186.229,413.905,181.082,146.890,254.960,214.699,345.042,153.316,295.112,874.817,158.655,950.209,1001.113,135.961,
32000,860.041,253.575,1069.833,288.850,1269.602,1072.129,962.221,613.097,832.936,851.267,842.067,379.587,1018.555,1505.778,369.968,888.729,649.825,438.297,705.407,635.887,964.676,849.437,551.496,553.875,237.731,304.761,515.465,449.358,207.156,783.125,269.228,1352.235,1405.595,1032.622,959.396,588.019,622.794,1030.711,553.995,464.192,494.274,239.967,814.001,171.531,421.815,209.861,449.916,356.478,1126.935,1209.531,1077.416,594.674,802.650,1320.164,958.949,670.062,779.919,606.561,1164.147,227.205,1038.699,921.473,418.441,1102.110,1345.875,192.997,192.459,197.614,402.631,696.879,260.884,166.925,220.565,157.373,145.067,248.143,236.991,863.455,200.148,244.669,593.691,162.403,512.794,566.952,142.371,
33000,947.332,208.782,1065.113,610.781,939.231,1013.810,595.557,832.144,590.167,574.370,506.721,211.109,1972.279,965.123,331.102,672.719,583.842,693.371,462.417,641.070,613.910,646.298,367.860,299.543,142.692,211.561,304.146,1288.398,233.629,415.083,668.353,1150.075,1165.460,606.277,601.920,801.095,402.231,183.904,280.876,335.945,507.386,165.159,423.938,155.184,305.511,154.285,251.020,185.902,1456.403,976.516,883.185,565.446,1324.480,1220.668,513.962,1166.161,618.753,357.813,1030.869,157.025,1247.310,1299.041,237.986,859.793,945.678,354.288,412.688,165.333,316.573,445.309,182.099,156.499,300.131,149.356,135.952,163.337,175.113,894.870,366.539,181.634,246.093,411.842,352.879,185.280,137.070,
