
Intensity Mean
 ==================== 
Time [ms],1000000000,1000000001,1000000002,1000000003,1000000004,1000000005,1000000006,1000000007,1000000008,1000000009,1000000010,1000000011,1000000012,1000000013,1000000014,1000000015,1000000016,1000000017,1000000018,1000000019,1000000020,1000000021,1000000022,1000000023,1000000024,1000000025,1000000026,1000000027,1000000028,1000000029,1000000030,1000000031,1000000032,1000000033,1000000034,1000000035,1000000036,1000000037,1000000038,1000000039,1000000040,1000000041,1000000042,1000000043,1000000044,1000000045,1000000046,1000000047,1000000048,1000000049,1000000050,1000000051,1000000052,1000000053,1000000054,1000000055,1000000056,1000000057,1000000058,1000000059,1000000060,1000000061,1000000062,1000000063,1000000064,1000000065,1000000066,1000000067,1000000068,1000000069,1000000070,1000000071,1000000072,1000000073,1000000074,1000000075,1000000076,1000000077,1000000078,1000000079,1000000080,1000000081,1000000082,1000000083,1000000084,
0,189.845,157.258,234.519,192.586,256.323,252.183,201.025,201.899,202.616,183.514,196.825,162.233,348.961,334.728,243.774,215.900,283.705,165.909,181.389,151.257,189.586,207.817,176.044,189.276,172.428,170.507,231.532,287.675,205.009,212.348,268.764,207.933,219.488,193.863,193.767,173.494,224.304,169.416,171.566,159.248,192.261,374.375,128.854,149.265,153.330,144.916,149.915,127.012,390.281,139.093,305.327,134.202,231.087,263.263,255.204,395.037,430.726,213.641,237.476,142.033,221.730,350.720,155.065,212.684,215.522,188.562,172.531,147.815,167.975,226.653,252.720,161.365,140.933,163.251,134.695,137.224,185.398,218.396,163.129,156.184,162.085,156.291,464.789,132.975,126.004,
1000,197.982,165.224,466.571,202.163,336.352,307.534,284.861,243.694,362.086,324.978,275.529,192.064,462.720,695.763,242.422,216.338,980.693,170.822,220.249,153.518,225.208,218.673,244.489,185.470,191.019,211.352,735.294,286.172,228.104,290.904,497.995,218.102,445.881,144.370,237.919,171.566,279.920,194.858,176.897,166.137,179.525,175.930,127.696,174.432,154.023,141.872,308.021,164.952,322.254,163.511,296.201,157.595,483.189,342.077,678.230,448.200,643.096,526.910,243.183,148.747,263.685,478.108,151.650,256.904,214.245,182.812,186.735,157.860,187.131,319.818,701.302,159.740,149.172,245.395,130.690,139.504,177.855,235.447,183.097,157.720,210.256,152.025,925.808,167.458,192.943,
2000,500.064,303.874,1151.360,299.336,1103.537,1111.820,953.245,656.196,581.367,1134.778,793.942,446.800,1600.456,2541.164,985.452,581.411,1448.359,304.144,646.177,248.372,917.497,767.567,803.846,588.658,488.892,314.006,1066.266,527.768,326.675,1201.241,766.727,548.806,1375.878,142.664,728.342,494.698,740.445,640.790,464.652,345.683,479.922,288.262,135.405,265.851,305.832,173.089,783.168,368.599,815.116,566.803,611.639,210.276,1336.285,1425.538,1259.005,1061.828,663.993,736.981,327.643,254.532,788.034,2138.525,258.617,833.543,742.264,307.058,361.343,327.389,353.583,946.403,1469.213,236.581,235.032,616.495,150.642,427.184,377.879,777.211,403.673,213.495,666.613,247.859,2356.355,304.077,164.373,
3000,870.336,503.773,678.427,674.485,1642.804,841.922,961.972,652.371,458.312,1324.148,554.802,644.544,1166.813,1740.525,1504.169,807.404,872.263,538.482,756.879,365.772,1535.357,1081.645,681.521,971.554,272.427,428.057,931.681,1097.717,325.371,1204.686,1282.552,1255.323,1331.899,133.939,678.697,903.428,950.626,567.024,817.614,481.183,918.900,256.120,369.430,274.481,532.066,184.954,528.010,293.447,1238.760,714.773,1520.894,230.683,1275.837,1622.509,807.633,1408.698,651.650,669.885,1097.700,344.672,1031.697,693.339,574.509,670.220,709.917,257.869,312.946,429.177,353.119,939.546,886.513,165.114,271.091,914.774,161.913,348.355,329.141,1052.499,448.091,251.438,774.632,414.841,1772.213,290.358,267.962,
4000,516.166,503.351,356.096,333.593,893.198,468.499,516.138,299.095,369.885,884.607,364.842,380.275,1215.233,464.983,736.898,555.747,410.769,403.342,686.586,283.770,995.293,713.170,348.178,540.463,224.382,248.770,589.680,843.099,272.316,902.004,625.533,857.335,935.092,1415.224,374.663,681.732,409.678,402.441,606.101,343.111,567.130,219.581,185.085,182.002,493.506,172.349,349.692,172.229,1283.767,533.564,1183.050,161.004,631.788,714.087,381.430,662.239,463.462,343.333,748.949,351.289,781.978,448.930,256.163,359.626,406.174,241.914,211.713,213.543,198.898,416.082,444.876,189.299,186.422,548.989,156.428,182.973,227.760,600.531,363.731,197.206,472.360,373.067,876.806,168.934,170.956,
5000,267.503,271.294,273.642,240.751,428.759,345.371,313.278,223.963,212.310,334.574,207.601,221.167,545.959,274.712,390.070,321.788,309.810,240.636,339.079,190.088,489.016,459.959,222.584,237.056,180.651,319.809,264.614,428.441,248.442,423.680,425.467,414.257,700.176,687.408,246.334,250.982,240.384,250.609,358.139,252.881,352.950,267.540,155.257,152.320,257.822,174.185,177.203,137.225,648.035,252.982,623.849,149.234,343.059,394.933,287.111,351.552,313.586,262.857,515.820,215.365,379.186,347.728,175.586,244.892,253.562,222.835,178.755,174.358,171.792,279.434,280.160,162.940,147.140,316.888,134.123,134.725,201.768,508.563,304.810,163.621,156.490,163.543,659.673,132.875,150.164,
6000,229.932,195.086,263.907,205.259,350.337,306.468,242.203,201.516,222.651,238.772,184.235,188.619,425.460,278.072,285.599,231.536,270.977,197.007,214.254,160.537,295.702,291.158,178.962,210.003,160.257,189.928,193.563,383.926,210.187,308.740,289.151,235.290,487.748,312.419,256.722,193.127,255.558,200.030,211.484,187.814,226.686,136.635,138.057,146.968,192.034,144.410,159.260,141.225,427.945,180.933,313.643,137.153,264.961,284.947,298.217,257.289,245.092,373.923,336.151,176.660,276.496,272.331,149.892,209.041,233.266,190.489,188.372,180.435,171.419,245.258,247.433,160.948,138.239,227.306,137.494,137.117,183.829,420.241,291.848,159.477,148.495,171.286,465.696,125.135,141.318,
7000,211.199,169.190,265.361,193.133,291.966,268.949,233.140,218.076,214.959,215.200,195.425,176.701,278.691,228.903,292.166,233.105,239.211,190.236,196.166,149.133,211.373,205.213,182.120,181.099,160.872,250.649,175.871,316.740,207.774,255.279,301.548,223.691,471.424,232.295,231.528,191.637,216.088,177.375,182.795,174.536,184.916,140.881,134.094,147.600,174.904,142.883,166.365,129.076,317.839,145.749,255.004,131.404,242.356,274.052,277.560,295.450,316.850,427.047,260.493,158.657,256.505,262.174,160.908,221.642,186.386,179.575,164.401,151.945,171.808,221.246,252.338,159.875,143.652,181.156,132.329,136.804,158.962,324.898,281.498,154.154,146.334,164.839,637.513,129.583,134.416,
8000,207.355,156.422,245.269,194.147,315.103,277.850,209.304,206.090,450.638,214.180,180.635,188.570,294.819,244.024,280.713,214.550,265.710,201.097,191.114,152.918,185.550,205.717,176.268,195.697,152.512,201.320,189.391,287.566,200.873,218.265,261.688,217.449,419.646,213.791,248.228,181.701,211.901,166.922,194.364,162.040,159.389,144.362,135.406,152.597,151.813,141.776,160.284,149.711,328.338,143.116,289.858,130.717,236.528,237.493,263.189,233.207,348.345,459.164,255.622,145.714,285.799,283.765,158.750,206.109,194.372,170.568,165.381,142.353,172.587,197.203,196.426,162.425,142.639,166.004,128.100,135.103,160.111,338.063,245.109,144.327,156.102,159.066,522.858,120.311,138.208,
