
Intensity Mean
 ==================== 
Time [ms],1000000000,1000000001,1000000002,1000000003,1000000004,1000000005,1000000006,1000000007,1000000008,1000000009,1000000010,1000000011,1000000012,1000000013,1000000014,1000000015,1000000016,1000000017,1000000018,1000000019,1000000020,1000000021,1000000022,1000000023,1000000024,1000000025,1000000026,1000000027,1000000028,1000000029,1000000030,1000000031,1000000032,1000000033,1000000034,1000000035,1000000036,1000000037,1000000038,1000000039,1000000040,1000000041,1000000042,1000000043,1000000044,1000000045,1000000046,1000000047,1000000048,1000000049,1000000050,1000000051,1000000052,1000000053,1000000054,1000000055,1000000056,1000000057,1000000058,1000000059,1000000060,
0,110.071,74.764,58.455,135.039,63.993,19.282,78.677,105.266,78.999,55.221,107.814,44.750,114.369,56.670,31.697,33.687,102.965,14.858,8.846,50.870,72.769,113.745,72.727,96.590,72.549,71.239,71.849,21.217,41.523,43.125,99.551,42.509,63.332,23.888,38.640,16.579,31.194,113.622,23.574,37.388,106.828,27.122,14.282,10.050,24.334,14.130,56.225,20.082,16.317,12.125,62.836,13.998,66.441,14.209,15.761,37.235,59.676,10.479,25.414,10.233,12.644,
1000,117.457,77.109,59.018,143.544,72.404,19.843,86.971,118.036,85.408,60.951,104.805,52.095,117.164,59.064,31.280,34.361,106.371,17.462,8.025,45.912,74.261,117.073,72.541,89.231,83.226,70.535,63.930,22.721,32.215,46.932,100.423,56.642,59.225,22.641,22.100,17.227,29.218,114.755,34.431,43.048,96.381,28.819,72.605,9.424,25.019,16.509,35.022,18.266,15.796,13.075,74.642,11.604,60.893,12.874,17.090,8.090,61.920,12.736,54.689,10.570,11.199,
2000,121.747,75.974,62.005,141.197,65.372,18.833,86.409,101.133,97.062,60.704,108.033,62.612,118.179,81.755,32.353,37.122,109.482,16.051,8.027,45.734,69.867,113.291,73.814,101.318,73.984,93.558,66.483,23.169,33.903,45.510,106.623,42.225,60.217,23.173,19.422,20.453,25.783,112.395,24.437,41.769,105.575,31.613,71.004,9.696,27.676,12.136,61.711,19.107,15.636,13.764,70.369,11.756,65.834,13.843,20.467,8.078,67.190,24.832,44.545,9.439,11.713,
3000,122.351,82.122,58.202,138.923,59.648,19.448,84.677,97.745,91.293,5.081,107.602,60.498,120.937,84.408,32.452,34.292,112.993,15.402,10.436,42.794,64.989,118.391,73.512,106.111,81.290,74.229,66.252,24.649,38.848,46.873,113.097,48.072,62.215,24.207,31.294,14.236,18.056,119.813,24.492,37.442,102.149,31.262,35.466,8.845,35.773,8.574,57.346,19.529,16.569,14.698,72.072,16.372,63.750,12.083,16.222,10.121,63.730,13.694,28.166,12.412,12.834,
4000,117.701,75.544,60.705,149.996,63.369,20.776,85.708,105.565,101.281,64.803,108.043,65.528,119.638,76.937,31.401,33.422,110.807,16.125,9.473,42.871,64.560,116.134,73.720,101.463,81.325,76.384,71.520,25.215,42.870,47.199,112.624,50.996,61.792,23.399,36.124,14.125,32.538,114.020,26.004,41.460,98.481,31.189,76.551,11.907,25.119,9.089,44.046,18.615,17.021,14.582,80.500,14.389,67.318,12.605,14.427,9.917,56.174,12.677,59.082,10.016,12.540,
5000,118.392,105.013,60.518,142.430,60.911,20.893,104.101,119.371,92.833,65.648,103.719,53.001,121.916,77.503,32.595,34.346,112.749,14.766,7.994,44.723,73.798,117.710,74.079,95.008,89.912,74.289,68.010,27.088,43.706,46.759,109.397,56.177,66.206,23.470,40.805,18.997,31.293,127.655,26.242,59.232,102.842,32.476,78.567,12.436,29.550,7.491,43.569,20.181,18.254,15.806,71.135,19.231,38.475,16.402,18.065,8.671,52.399,14.334,56.543,11.323,12.758,
6000,120.681,86.710,59.275,148.627,74.846,21.248,89.257,106.731,83.109,67.562,116.613,65.797,128.482,61.248,33.297,36.142,122.549,16.939,9.614,43.754,77.893,120.052,76.985,104.727,80.200,71.824,65.452,28.455,32.850,46.920,109.136,49.777,66.383,25.287,21.964,17.721,27.219,114.220,26.532,56.287,94.886,32.132,73.346,11.161,29.903,7.400,61.778,20.006,18.132,16.238,64.860,20.817,42.532,14.396,13.831,10.792,74.068,12.319,28.855,14.373,11.062,
7000,120.359,84.408,62.513,146.439,69.511,22.165,88.021,105.264,85.932,66.500,111.513,64.983,117.517,70.421,33.460,34.043,119.498,15.863,10.121,43.856,66.083,117.478,67.354,93.307,95.378,72.524,65.332,28.842,52.159,48.095,114.980,56.318,65.768,26.621,44.376,18.455,31.516,112.980,33.345,43.392,97.354,32.351,90.008,12.572,31.026,11.291,60.855,19.089,17.975,16.893,77.663,20.393,39.538,14.959,19.600,8.827,64.945,11.088,31.468,11.799,14.430,
8000,122.802,70.275,60.548,160.425,66.326,21.342,87.277,94.822,81.205,62.670,113.083,60.761,123.835,86.689,36.858,34.600,104.510,15.887,13.919,44.415,64.194,118.472,69.365,102.605,82.500,85.672,78.376,27.684,35.482,48.773,119.581,54.243,84.941,28.036,30.260,21.929,31.973,113.026,52.420,43.088,104.982,29.923,60.826,10.362,27.409,7.348,63.659,19.221,17.492,15.441,83.863,19.664,53.894,14.192,17.669,10.035,64.173,12.005,32.500,10.191,12.232,
