
Intensity Mean
 ==================== 
9000,118.574,83.604,62.348,148.073,64.209,21.538,113.779,112.736,90.323,66.678,116.451,61.786,120.340,75.156,36.468,35.959,100.250,17.912,12.378,47.315,74.080,117.544,76.359,104.012,79.285,81.798,82.290,27.629,35.042,49.401,113.704,59.355,91.160,25.746,24.240,25.539,29.639,103.711,28.617,82.495,84.802,34.310,75.846,10.759,27.905,9.081,81.842,18.427,17.489,15.727,68.054,10.458,34.134,18.295,20.023,8.509,57.145,14.900,77.692,10.301,13.176,
10000,120.244,84.037,62.121,149.996,63.197,21.154,104.665,105.952,82.410,62.823,105.927,63.870,117.796,87.443,31.600,34.999,123.143,20.769,8.581,53.703,69.975,121.229,76.413,110.751,82.387,84.617,72.030,28.847,35.046,48.977,107.322,55.273,81.661,25.725,25.004,16.794,27.532,131.121,26.832,71.171,102.779,32.871,71.679,13.706,31.960,7.312,70.331,18.587,16.428,16.652,70.564,18.794,35.240,13.848,20.843,10.849,67.609,11.590,73.214,15.350,13.968,
11000,121.230,73.151,61.035,148.385,60.526,21.069,89.630,104.793,99.611,27.211,102.097,61.514,128.356,72.518,37.786,34.258,118.458,18.246,13.361,53.604,68.272,122.599,72.276,102.832,91.450,74.726,64.233,28.804,46.014,50.853,119.052,56.256,64.908,24.362,34.675,22.373,28.280,124.957,29.852,48.780,111.434,31.447,109.145,9.286,29.133,8.672,62.231,18.977,16.785,16.248,86.005,16.884,46.583,17.194,12.777,9.202,63.231,15.222,70.739,13.693,12.478,
12000,121.525,78.687,60.184,148.600,62.832,20.645,85.740,109.868,104.705,69.375,106.038,58.438,115.637,67.542,30.325,34.737,110.598,17.167,11.015,42.165,66.818,122.679,72.535,109.357,97.771,75.216,67.950,36.661,35.176,51.066,111.552,67.222,79.910,26.152,25.137,20.654,29.775,122.226,28.857,48.006,108.673,32.307,87.324,9.270,28.317,8.862,59.806,19.335,16.948,17.372,73.860,13.283,39.027,16.260,17.092,9.976,60.563,14.957,68.850,11.082,11.609,
13000,119.347,121.998,59.981,146.090,63.282,21.644,86.022,97.018,86.503,63.654,104.624,59.984,118.747,71.425,36.012,35.618,115.476,22.145,11.274,41.402,62.044,114.681,74.599,96.772,97.381,73.148,71.378,30.272,52.742,48.990,124.543,61.797,73.055,29.085,50.380,22.212,30.947,113.625,29.393,41.912,95.692,32.321,90.724,9.900,30.112,9.001,63.815,19.576,17.158,15.484,88.562,13.028,72.705,18.520,23.690,9.831,73.211,12.803,68.655,11.433,11.775,
14000,116.247,98.455,60.842,145.745,56.570,21.282,85.921,93.457,81.125,69.198,108.710,59.374,119.268,71.542,32.935,36.646,113.919,21.778,10.175,44.237,85.923,114.041,76.411,102.764,80.290,70.508,93.613,30.379,45.511,47.991,109.794,65.224,86.897,26.391,40.267,17.991,30.728,118.336,29.441,39.943,108.112,33.963,90.962,8.573,31.350,9.936,56.718,19.262,17.254,17.767,72.368,11.793,71.415,15.276,22.234,9.627,64.633,14.443,34.850,10.308,11.248,
15000,116.457,70.887,60.077,132.667,59.476,20.891,86.041,91.916,76.186,68.566,111.225,60.320,111.310,70.917,33.336,35.211,106.353,20.675,11.769,46.883,62.133,115.891,73.097,102.873,76.813,72.295,69.886,32.826,34.436,49.016,97.553,60.016,66.975,24.170,23.647,19.096,29.668,116.180,31.053,45.127,101.184,29.850,114.795,12.308,30.831,10.421,64.724,21.058,17.331,17.435,78.526,18.512,69.578,16.628,18.424,10.413,59.788,14.767,71.386,10.819,11.681,
16000,119.359,79.146,59.925,141.519,58.004,21.817,115.545,93.428,94.423,69.339,121.780,59.814,116.390,75.232,35.282,36.021,111.604,18.903,11.953,52.002,68.954,123.172,74.652,101.784,78.413,72.860,69.633,31.412,34.875,82.724,113.225,54.634,92.912,33.830,24.141,23.523,31.070,122.375,40.214,70.226,96.322,41.014,79.946,9.849,28.362,10.347,61.611,19.040,17.956,17.609,81.507,16.356,59.284,20.895,20.795,11.873,91.665,14.575,71.361,10.521,12.112,
17000,117.075,83.216,57.622,140.014,58.055,20.490,95.162,92.319,85.611,69.949,124.665,53.034,122.805,83.360,31.840,35.314,107.470,15.861,10.747,42.455,66.610,118.247,72.738,94.288,73.397,74.102,106.971,31.510,38.498,51.674,109.311,75.778,82.319,27.843,28.264,16.474,31.689,123.698,41.214,62.646,102.603,31.666,93.161,9.819,28.925,10.447,28.738,20.792,16.188,17.437,92.691,16.721,62.231,15.621,14.516,10.989,65.985,14.201,66.207,17.133,11.936,
18000,119.146,103.605,60.318,151.324,61.138,20.764,97.874,98.511,77.303,72.968,122.652,58.647,116.267,76.397,33.434,26.274,108.956,17.285,12.286,43.579,63.859,111.500,72.020,101.192,81.295,74.380,65.385,32.139,34.064,50.697,88.449,62.484,114.135,27.486,23.978,20.294,31.238,116.618,32.798,66.983,114.487,33.010,79.961,11.158,29.523,11.368,60.884,19.169,15.891,16.721,86.971,16.530,61.647,16.983,16.978,11.457,67.407,16.174,70.163,16.586,12.563,
19000,121.540,109.516,58.134,169.932,58.475,21.284,106.179,101.871,108.361,60.996,112.819,58.077,128.862,78.280,40.151,35.251,114.599,16.472,15.237,43.261,65.182,122.131,75.883,96.624,79.139,71.640,65.689,31.080,36.123,49.973,73.293,55.931,115.056,26.007,26.239,21.830,31.015,126.898,29.814,70.676,108.378,31.565,108.901,10.050,29.409,10.193,62.900,18.294,15.471,18.161,84.804,15.557,57.585,16.388,22.910,9.384,61.939,16.079,73.343,10.982,12.493,
20000,122.350,100.791,56.985,146.296,53.732,20.295,112.977,102.616,97.298,67.676,123.620,55.225,118.027,71.423,36.367,35.463,100.603,15.768,11.970,42.212,63.963,120.505,71.921,90.183,78.645,73.189,69.025,31.170,40.542,51.004,69.444,54.564,117.324,25.842,32.900,17.620,29.184,111.818,30.275,84.158,100.004,30.509,78.848,9.893,31.711,11.067,84.211,18.234,16.027,17.692,86.811,15.836,57.519,16.198,17.273,10.629,61.458,14.403,66.582,14.381,11.258,
21000,119.793,84.123,61.085,142.732,56.908,20.553,92.760,95.928,101.006,70.572,112.550,57.129,120.246,80.749,40.753,35.693,114.999,16.644,11.486,44.310,64.196,120.110,74.703,94.231,78.394,71.111,68.066,33.646,40.274,50.338,71.351,59.020,111.056,26.103,32.693,24.571,28.563,123.878,57.039,54.269,106.039,35.200,78.383,14.424,29.390,11.231,63.564,20.030,16.822,18.447,80.791,16.917,61.281,21.407,31.278,11.581,62.898,15.076,76.339,10.777,12.476,
22000,117.795,89.628,56.853,169.041,68.334,21.359,106.240,97.552,90.783,73.235,116.415,58.381,111.834,87.733,41.201,36.251,113.335,16.088,13.146,44.193,69.803,121.659,68.799,105.618,84.518,71.563,66.227,32.290,50.778,50.127,72.044,77.445,115.546,26.673,45.182,22.791,29.926,104.937,50.123,80.186,107.998,32.064,70.323,14.008,31.053,18.982,62.246,18.107,16.712,19.484,55.184,16.397,59.756,16.253,14.800,13.419,68.830,14.329,75.684,15.502,10.798,
23000,118.156,83.067,57.052,148.677,56.951,20.974,71.876,112.408,80.646,73.869,111.777,60.449,112.554,75.314,39.457,37.734,114.582,17.354,12.609,45.391,68.743,119.701,77.119,100.597,75.620,69.700,65.510,31.572,46.163,48.570,77.432,48.606,120.188,25.456,42.210,23.158,30.241,117.335,31.499,47.540,95.573,34.771,78.020,13.648,30.630,20.494,60.802,22.365,16.743,19.400,78.267,14.889,35.546,22.768,17.260,12.959,62.404,14.435,70.389,16.275,11.615,
24000,115.533,75.957,57.741,150.702,54.630,20.211,87.387,102.507,87.456,69.549,115.775,62.960,121.505,79.469,41.992,36.110,110.384,15.612,10.591,42.615,79.148,121.482,87.041,95.692,80.816,77.470,90.912,34.750,45.898,50.349,104.944,50.675,114.115,26.389,38.475,18.052,31.139,128.522,31.652,45.369,98.777,32.786,82.449,10.228,29.736,23.058,62.294,18.908,17.485,20.060,94.978,17.442,36.259,15.975,16.592,10.914,62.679,16.022,72.880,17.166,11.326,
25000,115.158,87.235,56.619,147.949,59.023,19.364,84.813,93.794,99.682,71.568,110.017,53.744,112.595,71.394,41.083,27.383,111.687,18.853,11.177,42.673,75.840,115.572,71.585,103.918,81.836,72.118,64.582,35.547,35.748,48.956,68.761,59.078,105.349,32.244,30.311,15.636,30.686,108.908,38.634,45.725,91.921,72.500,67.304,11.429,30.659,25.826,63.316,21.896,15.954,19.036,64.935,18.464,33.025,17.032,18.287,12.334,62.201,14.949,60.688,13.434,10.372,
26000,114.531,87.267,57.459,138.216,57.456,20.242,88.694,93.327,98.087,70.482,108.409,57.028,124.113,75.646,41.030,26.126,104.991,22.745,11.502,45.180,77.559,116.182,72.919,91.074,78.064,74.017,82.498,34.937,33.563,50.261,86.122,50.081,109.128,26.344,28.301,18.597,29.695,110.736,30.133,56.364,104.929,70.593,77.288,15.576,30.255,1.000,63.148,18.743,16.435,19.270,82.484,15.947,35.385,18.497,18.771,11.183,64.726,13.927,68.997,17.789,10.333,
27000,116.306,85.286,56.514,139.517,60.027,20.875,112.925,89.903,87.231,67.339,108.199,55.832,125.294,77.424,39.004,25.470,111.027,22.123,11.145,46.358,78.829,118.280,72.147,101.433,81.883,68.669,70.793,33.644,39.228,50.779,65.993,57.125,112.233,26.615,36.304,17.337,29.618,124.571,33.909,86.269,95.783,68.407,79.121,14.684,31.074,1.000,61.818,19.217,15.543,18.597,73.956,15.097,37.116,17.203,19.191,7.641,70.469,16.075,70.432,18.719,11.323,
28000,119.230,117.808,57.167,143.716,57.715,19.964,113.472,94.214,92.671,70.945,118.060,56.564,124.034,71.445,39.630,26.507,104.030,20.060,10.693,44.611,72.075,112.314,73.494,103.162,80.531,73.421,97.009,36.586,55.295,50.127,78.338,65.531,113.913,26.621,53.920,24.441,29.834,115.968,31.400,84.951,92.392,46.126,80.718,16.199,30.528,21.234,61.553,20.500,16.700,19.921,73.715,18.772,35.278,18.578,17.548,16.895,65.488,12.660,71.858,15.825,11.264,
29000,117.404,85.516,53.940,138.809,57.178,19.018,108.620,88.158,95.913,72.323,122.376,55.000,121.938,81.162,39.958,26.818,112.186,16.409,15.654,43.752,76.495,116.730,70.961,101.921,85.899,76.041,64.611,35.283,45.891,50.186,68.952,62.500,107.101,25.249,50.275,26.366,28.638,120.566,30.218,74.653,105.196,68.875,72.421,10.590,29.980,17.817,57.278,19.312,16.316,20.565,9.735,16.707,34.500,17.416,18.017,13.981,63.259,13.626,68.979,13.491,10.004,
30000,120.515,80.909,55.889,140.508,55.052,19.946,81.785,98.928,84.076,63.650,116.884,55.970,120.597,76.646,40.331,27.120,105.671,15.992,11.704,39.826,77.050,113.471,70.654,103.262,78.820,76.733,65.075,34.769,52.397,49.350,73.365,57.119,107.962,26.227,46.360,18.123,27.271,116.353,39.439,42.425,100.793,67.973,73.598,9.904,27.547,21.099,58.318,18.948,16.530,19.681,82.223,16.995,30.718,18.522,17.396,51.229,69.055,14.484,64.946,15.574,10.980,
