
Intensity Mean
 ==================== 
Time [ms],1000000000,1000000001,1000000002,1000000003,1000000004,1000000005,1000000006,1000000007,1000000008,1000000009,1000000010,1000000011,1000000012,1000000013,1000000014,1000000015,1000000016,1000000017,1000000018,1000000019,1000000020,1000000021,1000000022,1000000023,1000000024,1000000025,1000000026,1000000027,1000000028,1000000029,1000000030,1000000031,1000000032,1000000033,1000000034,1000000035,1000000036,1000000037,1000000038,1000000039,1000000040,1000000041,1000000042,1000000043,1000000044,1000000045,1000000046,1000000047,1000000048,1000000049,1000000050,1000000051,1000000052,1000000053,1000000054,1000000055,1000000056,1000000057,1000000058,1000000059,1000000060,1000000061,1000000062,1000000063,1000000064,1000000065,1000000066,1000000067,1000000068,1000000069,1000000070,1000000071,1000000072,1000000073,1000000074,1000000075,1000000076,1000000077,1000000078,1000000079,1000000080,1000000081,1000000082,1000000083,1000000084,1000000085,1000000086,1000000087,1000000088,1000000089,1000000090,1000000091,1000000092,1000000093,1000000094,1000000095,1000000096,1000000097,1000000098,1000000099,1000000100,1000000101,1000000102,1000000103,1000000104,1000000105,1000000106,1000000107,1000000108,1000000109,1000000110,1000000111,1000000112,1000000113,1000000114,1000000115,
0,358.891,565.921,515.358,429.309,361.115,838.664,212.062,538.622,334.972,391.677,271.840,453.592,600.983,502.952,659.698,171.369,533.087,826.659,365.653,511.881,532.306,1162.886,288.158,316.120,406.344,472.027,355.434,159.314,414.996,370.910,483.835,385.032,293.860,504.823,407.013,396.030,847.677,201.699,308.565,434.224,301.769,1312.588,455.475,509.179,462.396,264.977,237.180,429.963,364.464,472.908,964.520,516.224,290.626,405.074,298.615,344.039,527.255,346.386,1293.784,492.645,263.538,480.073,450.961,327.636,322.008,258.996,332.323,398.520,312.600,397.688,709.994,382.174,981.923,384.082,593.348,584.049,235.062,255.567,826.513,631.122,637.782,564.568,286.116,482.192,358.243,305.143,479.217,409.672,494.542,561.706,527.267,442.298,331.412,359.790,334.015,321.308,459.169,378.567,333.383,373.538,432.845,626.875,458.986,249.277,282.877,472.904,487.007,359.014,399.878,317.078,623.006,446.274,404.457,496.429,472.970,726.839,
1000,666.351,803.263,542.886,778.806,525.474,786.499,280.460,618.961,360.136,971.603,268.333,1023.951,667.695,428.199,722.662,174.189,1032.037,873.013,645.631,584.929,964.544,1065.893,342.097,338.456,461.321,781.677,604.212,166.128,418.072,363.278,1008.325,772.925,299.233,639.499,423.633,505.202,937.877,323.672,377.860,621.545,467.222,1184.795,652.022,688.868,594.910,639.760,376.960,660.073,522.451,632.874,916.271,766.406,348.087,535.125,416.641,378.894,1087.502,436.295,1140.006,822.141,489.615,681.678,781.684,567.490,321.942,456.544,664.894,584.023,477.916,557.569,1783.932,398.389,930.633,490.023,772.410,761.250,315.421,378.233,1615.090,1847.530,934.931,902.066,309.805,543.377,556.006,328.949,487.019,513.236,505.505,1293.332,625.187,523.575,365.454,643.521,413.286,446.497,552.780,420.195,377.171,483.228,451.581,722.499,594.677,267.582,281.669,454.943,479.926,432.243,547.226,449.246,724.762,477.822,421.641,518.479,494.399,1922.888,
2000,595.836,1019.855,558.549,503.376,315.676,859.437,475.944,905.692,547.175,1167.413,311.636,1244.068,611.069,865.642,540.999,227.218,1109.450,789.398,439.304,817.802,944.595,1064.836,369.389,430.508,763.328,1224.329,472.546,262.505,473.278,471.644,1520.720,708.824,452.955,914.374,527.173,816.286,948.225,524.690,499.421,846.759,689.861,1089.749,793.209,630.529,1112.862,606.745,396.107,737.552,338.553,747.972,930.629,1379.013,414.874,693.164,415.903,595.896,1284.755,560.357,1114.634,1103.077,501.457,756.443,683.277,629.115,370.950,512.739,544.059,614.959,397.381,459.373,228.185,360.101,1063.128,824.062,557.039,953.047,358.933,345.960,1436.127,1728.215,1181.826,1052.580,416.029,732.501,683.448,457.878,499.173,851.525,496.299,1067.067,683.618,691.586,502.115,395.384,539.627,350.432,855.548,466.202,533.863,960.623,459.736,562.383,312.680,315.589,344.431,433.532,522.511,473.070,613.301,497.354,701.090,636.570,516.008,620.007,653.401,1523.409,
3000,598.313,929.901,550.346,406.543,236.902,831.350,449.092,884.572,567.771,933.327,340.449,847.418,503.126,986.721,483.110,234.791,888.420,760.145,276.735,935.846,907.394,1013.392,305.614,611.028,766.721,1123.703,294.579,280.585,540.751,494.211,961.613,518.130,536.040,981.829,592.870,673.484,899.510,337.902,519.094,698.268,684.215,944.409,788.356,564.079,926.131,496.350,305.043,484.260,251.568,801.825,933.399,1552.986,359.517,753.783,386.944,732.924,918.957,589.143,1010.265,991.868,340.563,837.331,746.850,521.820,456.266,408.678,534.335,412.728,265.187,480.157,218.973,444.376,765.739,704.911,459.401,919.737,317.147,279.380,832.836,1112.486,1021.066,892.406,477.170,700.195,669.291,451.445,516.961,779.195,470.985,999.681,748.207,696.641,677.487,283.185,460.445,299.638,614.781,668.916,526.570,931.556,425.664,533.139,260.918,471.333,501.486,491.618,653.248,450.215,537.485,416.137,697.164,762.768,485.451,750.469,678.134,1168.262,
4000,350.351,882.035,749.618,358.803,245.312,827.982,268.899,719.173,548.033,542.139,276.178,554.180,480.014,680.035,404.391,212.984,641.267,703.896,240.966,748.895,669.883,990.602,250.153,510.818,580.452,777.968,271.416,181.136,452.333,436.543,652.455,388.673,514.065,846.543,651.246,595.883,801.501,226.983,390.176,619.870,532.972,1013.113,604.647,444.183,620.249,354.859,247.460,415.032,222.600,820.087,862.616,1393.130,303.247,609.058,376.921,610.093,558.392,481.051,956.529,633.680,246.615,710.922,478.599,396.323,434.150,301.437,618.302,345.738,250.665,552.923,187.189,421.651,668.181,611.989,435.547,696.282,232.021,250.739,632.123,790.336,724.279,708.029,376.077,540.340,551.342,459.730,591.505,715.878,459.673,722.937,889.543,625.087,621.330,258.035,382.315,284.416,373.216,739.369,425.330,708.962,447.668,390.732,222.216,639.205,613.854,693.662,674.460,400.678,484.456,372.512,643.094,661.247,588.208,574.463,574.011,719.573,
5000,276.097,611.302,892.812,368.014,235.300,736.628,216.673,590.011,425.367,421.206,231.358,446.474,452.508,479.652,400.068,165.171,526.333,623.602,207.510,591.957,531.731,885.867,263.196,379.022,435.380,504.853,247.379,152.620,389.909,339.343,475.570,372.033,399.399,645.047,563.605,417.595,741.071,189.849,291.580,492.771,334.294,860.696,492.313,356.062,460.985,251.798,245.427,375.062,224.226,568.804,768.922,917.212,265.643,467.673,295.553,391.037,473.761,324.420,871.973,477.592,223.361,561.189,381.719,359.061,353.437,281.312,521.099,329.887,237.507,470.257,150.266,314.263,514.951,372.536,405.006,575.149,214.749,233.371,617.761,617.984,579.377,561.030,307.526,477.519,386.444,333.647,553.010,550.143,448.160,613.078,712.539,457.018,432.995,248.438,296.378,291.999,287.830,520.446,313.954,408.802,502.283,444.279,229.157,415.303,432.035,712.898,537.510,359.463,381.664,275.286,558.669,462.704,548.169,458.192,465.033,606.833,
6000,291.965,549.915,880.560,358.219,267.231,702.008,202.676,520.892,356.777,355.902,205.435,436.012,454.241,452.841,399.151,154.857,510.661,596.524,246.288,550.883,448.725,860.225,252.113,357.412,400.979,403.274,245.957,142.175,356.199,303.193,467.501,365.119,327.603,546.350,452.481,362.937,700.262,166.830,270.196,477.541,275.232,908.774,448.789,401.801,437.672,244.414,249.156,422.005,241.542,508.078,710.258,590.915,266.572,402.411,294.202,306.936,485.535,264.516,877.457,449.009,237.753,576.976,402.266,351.085,340.934,261.779,462.916,338.471,240.929,427.345,138.670,313.776,519.352,340.383,389.204,546.140,219.390,239.940,570.817,603.819,552.946,543.664,277.611,435.562,327.265,314.997,492.119,488.361,583.884,574.342,639.265,436.077,354.009,224.276,318.618,280.945,301.688,484.736,308.017,341.401,543.239,402.899,233.948,314.943,341.480,532.734,476.361,329.019,374.193,246.724,475.275,434.819,425.137,443.030,454.178,623.591,
7000,283.648,522.584,739.152,365.818,247.805,696.734,193.631,513.397,333.791,392.429,217.442,435.008,451.120,429.215,381.136,151.503,499.143,632.490,247.475,524.473,452.524,801.495,258.765,313.853,360.058,387.434,250.821,148.784,324.270,290.526,434.390,365.178,319.969,461.137,389.989,319.565,667.579,171.766,272.792,457.085,248.389,883.206,421.535,393.571,435.240,247.152,250.665,395.724,217.932,484.749,726.041,527.460,270.654,383.488,285.477,298.204,475.715,289.037,801.272,440.518,243.540,581.003,379.293,354.353,321.573,262.637,376.972,331.993,246.915,441.530,133.607,297.796,522.639,328.134,434.601,560.139,232.744,221.394,574.244,623.521,538.280,497.406,259.302,416.736,401.023,350.819,468.354,453.650,781.683,496.146,561.464,418.246,336.505,256.113,276.141,310.368,336.026,412.235,285.614,303.795,563.157,367.700,258.635,281.524,305.094,452.704,462.612,300.697,350.790,219.071,494.433,398.126,346.834,419.595,432.797,629.429,
8000,333.001,519.040,586.401,407.062,458.672,688.324,212.764,529.354,335.452,341.739,203.773,482.660,451.348,436.559,504.997,158.572,496.225,617.238,659.834,537.604,457.125,793.873,357.622,349.186,390.306,377.847,364.884,145.300,348.930,317.817,448.672,392.468,321.035,477.476,402.970,319.321,694.660,156.628,240.908,492.414,257.995,857.197,410.498,418.145,422.559,328.094,264.605,410.306,378.908,498.474,688.993,519.958,285.248,355.802,309.762,292.945,468.636,283.025,807.618,485.650,305.103,595.609,445.758,413.693,327.591,338.991,464.519,397.462,480.168,424.134,138.318,320.297,551.095,354.239,736.131,560.805,272.904,242.070,628.855,711.756,548.475,511.584,245.336,438.700,370.804,307.778,489.042,434.657,734.216,454.356,496.036,410.072,297.449,383.179,282.909,439.664,338.875,399.794,287.012,391.631,494.602,472.065,588.694,273.428,285.429,423.046,465.230,342.187,366.781,236.216,462.417,383.443,364.818,429.082,429.717,677.749,
