
Intensity Mean
 ==================== 
Time [ms],1000000000,1000000001,1000000002,1000000003,1000000004,1000000005,1000000006,1000000007,1000000008,1000000009,1000000010,1000000011,1000000012,1000000013,1000000014,1000000015,1000000016,1000000017,1000000018,1000000019,1000000020,1000000021,1000000022,1000000023,1000000024,1000000025,1000000026,1000000027,1000000028,1000000029,1000000030,1000000031,1000000032,1000000033,1000000034,1000000035,1000000036,1000000037,1000000038,1000000039,1000000040,1000000041,1000000042,1000000043,1000000044,1000000045,1000000046,1000000047,1000000048,1000000049,1000000050,1000000051,1000000052,1000000053,1000000054,1000000055,1000000056,1000000057,1000000058,1000000059,
0,629.011,552.040,264.744,265.997,250.355,593.841,266.846,250.564,502.613,455.892,238.044,348.269,254.378,292.929,672.099,453.217,474.368,642.810,338.768,308.856,243.389,750.412,648.758,347.463,415.868,387.145,530.105,308.921,246.262,318.531,238.346,265.770,614.754,638.016,240.189,254.562,242.126,541.927,316.717,245.996,233.942,409.056,326.013,317.225,299.112,908.157,867.240,350.098,239.692,272.979,251.656,266.436,256.616,286.233,529.823,329.632,280.195,655.204,452.248,639.057,
1000,503.380,492.762,261.394,269.934,260.059,655.173,273.747,249.706,481.532,437.563,239.638,717.847,248.633,448.967,571.029,475.037,479.726,616.350,731.652,299.013,270.203,737.569,572.658,346.180,343.262,920.977,646.196,311.732,354.793,517.491,257.236,270.541,647.904,1501.408,242.216,253.626,250.224,569.605,692.963,269.401,240.829,623.914,362.191,295.568,548.208,793.724,990.533,437.871,259.561,319.240,247.712,267.995,259.911,286.328,534.525,272.196,412.743,422.246,583.311,538.251,
2000,587.854,590.540,270.687,268.296,268.177,589.921,282.164,241.067,483.217,514.040,234.247,962.059,258.971,754.179,714.514,476.326,604.305,500.389,1135.469,296.864,295.259,729.134,649.884,435.047,349.598,1226.362,600.781,314.795,435.284,497.001,266.967,283.674,631.416,1132.834,259.523,256.588,258.137,554.915,644.789,399.638,298.205,1116.410,551.516,454.464,488.151,735.544,788.385,474.114,246.380,579.190,256.133,257.498,257.090,301.638,537.183,266.200,279.853,396.741,630.117,443.010,
3000,430.697,570.185,268.481,283.857,271.668,631.278,268.136,254.045,461.191,636.622,242.772,664.503,261.654,673.645,645.867,484.011,481.066,466.699,753.916,294.372,359.344,584.499,593.642,517.914,378.653,687.543,563.381,327.801,341.542,333.915,316.980,383.398,623.396,803.764,243.465,254.445,258.342,587.118,422.234,387.151,270.056,839.518,1011.802,747.226,380.214,814.932,858.032,385.731,275.596,326.395,263.667,264.732,270.593,298.866,540.927,318.527,282.011,708.657,598.881,568.098,
5000,590.418,593.487,278.462,372.323,408.856,588.611,383.495,271.843,555.781,669.799,282.087,411.223,324.625,447.513,602.476,488.458,610.590,509.853,495.284,434.553,590.357,696.108,716.176,638.422,431.495,511.977,508.790,447.576,274.516,286.836,274.105,582.888,861.380,524.051,270.852,294.860,275.451,597.258,303.088,279.073,258.618,495.320,1244.001,1109.315,315.272,757.809,628.161,391.901,385.874,270.578,320.381,324.430,317.921,292.084,696.626,263.109,287.017,715.555,613.572,625.312,
6000,477.100,578.693,358.484,465.101,458.713,594.317,608.307,391.687,509.137,696.032,352.758,335.211,539.459,336.604,609.326,533.378,658.507,689.026,393.422,625.532,356.761,623.302,713.878,658.731,414.719,445.385,540.393,653.241,261.541,289.943,435.021,691.298,818.074,518.100,329.156,346.992,277.326,578.570,294.219,256.669,344.750,450.651,621.869,936.045,284.922,843.926,836.021,416.340,419.878,250.093,386.004,474.827,364.774,307.656,712.094,286.897,285.812,693.733,633.242,675.077,
7000,542.180,539.530,429.291,330.635,417.197,739.007,486.598,397.180,663.730,446.796,323.951,315.025,597.661,316.827,694.922,633.320,453.602,675.806,356.291,531.869,290.210,660.292,773.896,702.795,370.642,547.743,503.185,587.820,259.310,273.154,686.012,431.565,809.717,449.911,361.867,369.555,314.633,548.686,285.678,255.328,413.852,406.179,569.894,703.521,290.580,872.680,899.312,359.944,340.798,239.724,344.172,315.567,381.516,331.631,549.453,315.520,401.739,663.622,564.118,644.008,
8000,444.507,585.044,372.153,286.698,286.596,720.408,370.058,356.534,687.567,736.154,271.741,325.370,406.751,315.928,697.589,640.970,498.429,505.309,350.175,406.995,311.625,703.564,712.900,560.513,369.721,521.625,651.430,414.782,258.706,276.636,319.535,330.111,909.998,488.082,306.942,286.620,430.496,577.059,273.640,247.203,283.540,373.531,418.827,402.301,268.935,534.283,778.206,383.540,259.685,244.176,300.889,287.422,339.245,365.310,784.335,338.660,577.976,421.182,630.049,650.315,
9000,478.031,651.107,299.324,262.456,271.998,702.798,294.395,280.933,559.538,608.637,239.961,315.379,295.734,298.107,724.183,574.030,508.876,454.784,320.577,334.528,285.054,749.393,674.515,829.279,392.832,554.442,551.907,353.008,246.064,267.428,268.460,295.984,783.360,579.860,248.902,258.314,259.034,614.206,279.434,245.631,243.128,364.425,330.222,339.090,293.040,853.202,873.522,371.638,245.428,236.012,255.597,264.432,271.840,328.889,736.611,350.521,299.447,582.868,460.051,498.477,
11000,448.354,614.800,281.566,257.269,271.591,733.702,277.410,255.497,490.742,518.995,240.004,354.290,261.195,331.479,740.795,494.225,507.578,464.681,481.336,300.848,275.042,661.014,643.409,780.927,326.220,665.577,511.578,305.679,271.915,346.095,250.134,287.930,661.720,1432.821,248.208,251.978,239.305,615.137,376.359,251.044,250.724,402.421,320.909,376.052,395.195,823.425,850.005,373.345,258.562,273.840,270.967,269.522,259.809,371.297,739.191,286.779,365.081,783.854,600.602,451.786,
12000,691.287,574.782,261.149,259.080,266.724,757.153,267.566,248.148,589.566,510.073,244.691,869.864,260.341,698.433,739.549,482.975,489.030,688.312,1146.722,306.209,286.169,757.779,616.586,723.243,352.703,1286.529,593.460,316.946,378.117,534.338,247.591,271.491,845.263,1747.809,234.271,250.372,250.032,593.279,609.595,308.327,261.096,707.785,378.941,481.210,467.447,817.740,730.564,338.470,258.654,365.697,255.006,240.210,266.950,596.595,841.812,277.262,282.165,834.031,491.170,700.857,
13000,489.748,579.202,269.598,263.262,259.877,752.786,275.790,265.877,536.298,566.902,245.592,1081.023,256.945,923.919,730.324,475.523,509.120,474.773,912.011,284.743,280.075,773.991,624.282,427.590,373.573,1466.243,574.953,301.477,404.582,463.467,251.168,279.687,776.578,1220.109,243.471,265.001,248.170,581.597,466.406,467.476,246.229,1208.444,561.613,665.865,395.197,1022.063,1032.464,392.834,243.123,328.990,267.673,238.118,264.082,475.494,643.391,271.942,524.059,504.560,412.647,711.075,
14000,428.606,531.908,265.966,264.812,271.297,618.688,274.619,254.465,520.023,518.166,246.727,579.453,262.975,591.891,768.466,470.781,528.941,782.292,545.783,346.756,319.334,873.139,669.978,470.696,367.282,908.283,534.683,321.128,315.398,338.107,289.338,287.038,768.550,668.892,243.724,254.027,237.234,564.729,375.229,389.094,247.849,754.306,971.123,309.341,328.989,1023.798,1008.619,394.417,270.800,262.973,262.741,249.075,268.674,325.295,815.927,338.445,291.972,715.381,553.422,445.820,
16000,575.905,563.733,269.239,279.006,330.317,649.391,344.655,263.416,514.271,560.793,264.015,414.237,257.179,416.913,693.201,497.210,545.665,748.876,403.002,441.415,501.969,879.560,669.164,461.796,376.906,560.944,720.170,341.810,275.488,305.133,367.571,476.862,800.056,522.050,252.431,262.973,239.016,568.881,328.674,319.198,269.385,547.639,1221.015,675.014,307.123,743.748,714.780,332.177,366.554,261.904,272.975,279.928,299.706,280.952,598.944,338.258,376.039,530.193,625.221,423.183,
17000,537.037,493.712,316.875,421.527,447.844,664.790,502.853,312.148,656.551,478.494,331.243,354.568,320.606,327.291,783.592,767.570,570.716,516.193,353.379,750.548,589.644,864.362,669.948,414.217,361.714,544.024,682.940,556.177,267.526,305.947,356.262,691.600,812.233,500.450,313.250,289.259,267.697,576.932,282.349,260.676,330.417,459.827,808.499,647.720,297.675,909.316,668.418,410.022,426.749,251.848,319.968,271.893,367.133,282.495,546.886,282.548,369.101,434.898,616.343,430.474,
18000,424.485,504.678,413.772,432.608,374.730,641.949,572.085,354.774,530.507,504.431,390.264,338.440,476.253,306.971,817.657,468.508,566.393,503.298,336.644,508.579,483.728,827.178,615.663,363.863,357.065,506.214,830.061,685.404,258.572,295.234,322.174,627.580,678.846,470.905,351.544,420.325,278.270,578.744,316.847,254.146,404.946,398.735,469.925,724.283,298.586,643.936,918.977,311.282,403.783,337.310,319.291,424.051,459.622,357.135,620.612,274.166,330.528,466.345,640.737,478.125,
19000,493.644,358.554,373.866,333.345,329.875,648.586,392.006,321.118,796.069,626.122,295.961,331.363,552.622,304.486,754.285,494.105,549.861,556.688,348.521,379.660,328.177,823.781,615.549,381.876,366.545,510.548,696.039,561.112,259.976,292.105,276.734,422.774,678.930,443.483,360.000,376.103,288.609,587.780,310.287,245.141,334.552,416.652,557.626,513.529,289.631,724.930,1123.946,332.388,297.790,279.260,293.008,324.471,308.595,309.824,554.622,277.269,271.967,452.491,592.691,569.946,
21000,469.949,359.549,333.319,274.998,310.236,667.760,312.214,312.501,862.062,787.443,264.389,331.820,388.565,298.209,710.686,530.840,510.792,756.097,356.793,346.339,306.481,864.905,672.322,513.216,365.501,510.148,727.238,374.890,253.329,329.658,749.634,339.284,677.477,571.792,333.776,283.682,275.105,588.870,367.582,251.809,275.743,390.311,424.051,411.743,329.536,918.034,1039.384,279.396,276.859,277.611,287.247,305.434,287.003,327.647,550.700,278.631,284.359,478.059,490.817,580.925,
22000,436.083,509.779,285.466,279.600,290.921,726.242,299.626,285.202,755.303,718.194,244.595,451.579,290.623,398.068,782.327,573.331,524.182,517.756,520.415,343.437,304.481,974.012,698.428,373.997,407.675,761.119,681.550,342.166,293.603,498.112,280.941,307.536,701.958,1470.578,270.184,595.515,258.063,607.600,739.398,246.741,258.447,451.127,418.084,351.700,497.782,851.713,1078.953,339.343,296.095,330.538,265.976,278.620,277.254,556.861,615.784,286.395,282.435,425.754,518.348,603.766,
23000,532.968,556.873,273.037,257.234,260.505,688.551,286.550,276.267,712.216,741.261,237.275,817.139,266.290,809.773,853.182,562.459,535.685,475.092,1165.964,305.360,278.178,845.686,1039.457,388.483,379.146,1395.261,704.395,320.106,452.257,431.623,269.291,297.964,926.784,1675.635,264.566,581.742,244.480,690.605,682.091,263.312,249.258,874.155,420.351,324.299,521.332,909.357,1177.803,387.838,410.581,455.439,264.633,296.087,262.396,527.003,586.814,273.628,305.840,492.255,497.263,503.583,
24000,508.798,389.122,274.939,268.472,276.704,692.553,270.109,253.398,526.285,493.086,248.387,853.334,263.567,690.850,688.975,539.571,531.498,504.758,753.904,306.544,277.989,895.591,1075.620,402.937,355.759,1058.601,743.851,308.533,371.774,323.328,741.920,279.785,830.013,801.683,259.936,502.251,263.044,691.973,455.901,388.286,281.254,938.180,482.145,326.843,372.705,911.366,916.402,405.049,294.350,328.798,263.618,264.329,285.689,329.467,612.328,294.260,474.981,551.475,499.694,449.925,
25000,531.293,360.206,269.004,266.405,266.244,730.116,276.193,260.478,725.453,657.433,247.251,595.770,259.147,453.135,620.888,519.829,546.392,490.140,541.366,312.961,275.355,1006.221,848.264,613.676,360.230,815.594,865.708,318.664,297.715,309.006,789.340,300.294,664.220,662.457,250.814,487.600,252.600,693.917,293.903,391.551,278.767,647.242,707.882,331.192,316.050,1004.670,778.601,294.118,282.722,284.186,265.367,281.038,274.679,292.671,633.736,280.492,294.142,469.139,693.681,470.925,
26000,470.703,323.458,267.161,272.079,327.008,709.193,277.177,260.820,502.242,592.639,255.127,456.269,242.446,382.999,838.423,517.213,544.887,680.459,420.639,358.984,336.098,890.781,772.129,548.972,379.365,746.917,1049.162,323.672,250.196,295.539,797.069,384.384,624.547,567.001,252.167,508.043,546.933,697.704,318.874,295.616,265.102,493.176,952.890,366.722,299.056,964.671,860.547,292.795,303.502,294.421,293.290,330.807,320.642,317.251,628.331,325.974,304.453,522.388,760.747,454.484,
28000,394.553,428.485,288.206,391.345,386.396,752.906,339.887,277.984,512.234,740.919,286.494,387.302,261.453,315.008,837.159,512.778,535.111,536.082,359.194,678.186,571.507,1112.383,669.849,715.732,384.933,604.366,861.398,360.425,251.792,300.510,357.739,604.427,880.405,488.653,245.429,236.990,535.747,624.897,308.930,269.295,366.262,434.709,963.720,604.559,279.966,952.628,966.688,417.931,423.617,272.280,441.010,423.478,365.423,302.001,542.892,284.460,303.899,471.552,613.633,499.880,
