
Intensity Mean
 ==================== 
Time [ms],1000000000,1000000001,1000000002,1000000003,1000000004,1000000005,1000000006,1000000007,1000000008,1000000009,1000000010,1000000011,1000000012,1000000013,1000000014,1000000015,1000000016,1000000017,1000000018,1000000019,1000000020,1000000021,1000000022,1000000023,1000000024,1000000025,1000000026,1000000027,1000000028,1000000029,1000000030,1000000031,1000000032,1000000033,1000000034,1000000035,1000000036,1000000037,1000000038,1000000039,1000000040,1000000041,1000000042,1000000043,1000000044,1000000045,1000000046,1000000047,1000000048,1000000049,1000000050,1000000051,1000000052,1000000053,
0,647.891,338.502,622.769,269.030,469.570,262.294,329.447,560.556,304.150,297.108,352.946,310.911,281.556,299.396,649.132,409.893,616.810,292.223,335.857,399.256,611.793,647.971,465.647,269.110,559.615,306.920,579.846,404.213,355.839,612.005,459.350,625.640,500.619,414.847,431.394,255.860,629.760,265.147,622.640,496.312,565.434,254.169,263.503,413.824,248.118,267.137,289.688,266.656,257.602,257.905,653.990,249.871,252.630,488.123,
2000,646.632,384.102,655.451,266.239,463.759,277.457,383.784,587.369,291.001,333.667,336.409,557.746,285.038,293.156,616.244,412.845,635.688,273.412,437.046,426.015,620.096,455.378,717.997,429.791,575.236,296.806,611.913,488.416,301.955,636.471,459.071,711.465,471.762,507.189,526.413,263.775,617.811,279.730,571.057,619.572,582.353,246.842,275.592,443.956,249.453,293.435,271.074,270.757,272.248,297.518,674.225,252.113,249.873,497.206,
3000,629.123,657.030,701.094,376.172,478.365,255.693,790.542,591.906,286.982,313.952,334.759,291.248,457.915,308.008,713.001,409.525,559.286,429.087,1071.428,399.257,519.297,444.864,719.598,620.633,548.980,488.085,610.227,421.449,455.070,730.373,364.845,576.274,541.245,904.866,1220.610,470.504,620.566,268.863,675.643,623.293,470.886,254.715,278.886,459.362,265.907,254.742,273.148,263.096,385.855,260.529,698.045,245.055,249.597,495.617,
4000,628.015,1061.120,571.152,719.289,468.865,262.758,821.326,567.841,287.622,314.626,353.489,330.370,710.627,305.173,659.856,400.585,581.424,274.424,1129.124,422.529,627.088,454.564,625.223,433.258,678.384,308.809,619.289,446.476,421.989,674.035,395.757,675.569,466.358,1375.279,1469.028,410.935,662.925,270.102,380.374,642.736,675.723,257.528,289.513,458.279,244.424,283.008,282.048,267.830,320.340,260.902,695.977,242.561,246.200,524.741,
5000,656.593,690.760,613.483,488.629,553.971,271.781,520.199,622.321,358.457,344.254,582.583,326.830,483.396,379.117,803.161,407.484,543.537,279.797,600.568,408.198,672.830,643.785,777.783,326.354,895.831,320.149,634.993,438.505,525.501,604.204,404.520,407.670,449.315,890.545,871.073,305.112,628.651,296.612,521.931,583.887,651.038,249.741,299.150,484.793,263.846,255.824,281.422,274.893,258.342,274.258,690.213,275.613,255.841,523.744,
7000,667.598,438.458,639.074,330.593,603.825,301.244,367.716,606.390,530.549,542.912,887.485,518.613,361.349,873.711,1120.032,450.942,583.048,397.686,433.139,471.579,782.689,434.307,729.880,279.821,716.563,452.053,616.127,514.283,300.268,646.043,411.186,410.600,467.079,526.513,654.126,432.289,619.371,303.371,551.354,401.232,497.922,333.820,449.143,505.124,276.222,397.479,373.515,312.985,255.401,291.216,690.965,281.069,329.363,537.263,
8000,536.034,413.287,675.577,297.438,685.649,341.111,375.831,616.665,590.094,683.261,984.833,723.016,338.763,773.655,1020.025,473.767,532.402,701.730,396.410,498.985,809.339,597.067,810.774,276.416,609.887,718.205,666.139,545.046,541.542,722.214,420.469,415.709,556.791,417.282,520.651,315.453,665.099,321.496,518.293,598.757,543.396,389.756,449.826,542.205,395.764,504.234,298.364,342.468,267.094,321.162,696.430,247.917,351.210,530.308,
9000,681.146,395.460,736.216,285.774,636.110,341.834,351.392,700.036,467.122,577.443,674.184,549.142,333.121,544.851,1036.497,464.191,605.306,797.063,452.446,522.686,588.774,632.726,751.183,284.557,595.100,668.965,690.485,542.427,572.905,719.675,379.670,440.505,512.792,404.121,493.876,267.598,817.179,307.134,532.277,517.784,471.971,380.490,362.808,556.808,405.593,431.181,457.276,411.274,251.886,340.229,743.378,304.021,332.855,507.429,
10000,499.963,375.668,725.158,275.711,538.832,396.294,345.308,698.474,342.799,381.041,441.350,328.521,277.204,373.203,733.418,435.531,528.421,481.165,363.099,477.598,664.975,480.794,657.262,260.751,546.368,383.666,678.515,520.784,585.926,649.806,434.580,577.363,554.173,401.209,434.705,234.622,856.892,321.863,444.467,476.756,715.864,279.139,288.905,580.837,302.705,296.004,361.866,362.285,250.263,333.017,722.065,285.851,323.066,532.046,
