
Intensity Mean
 ==================== 
11000,538.959,370.498,685.714,275.332,532.631,262.042,418.085,639.247,321.877,348.495,381.754,296.826,266.732,334.583,612.118,471.608,715.301,354.851,344.571,793.224,628.925,488.133,751.018,287.593,551.427,368.934,920.497,500.247,316.967,657.800,539.086,549.343,540.258,384.626,453.648,246.555,788.825,352.492,501.800,446.425,544.564,261.221,276.699,583.263,261.497,323.566,317.274,301.886,268.972,298.865,720.515,280.538,259.360,608.324,
13000,819.669,434.704,679.771,305.064,583.011,332.748,796.791,664.760,310.168,324.202,375.484,277.826,281.884,328.093,650.669,516.074,646.053,379.843,964.472,444.130,707.268,498.763,684.603,521.087,707.484,553.951,681.470,524.564,550.624,701.439,509.643,411.641,556.939,408.737,589.868,274.777,614.730,296.660,566.287,394.854,693.564,258.933,288.806,482.758,261.973,269.614,290.501,288.290,378.499,292.482,749.882,252.696,242.558,547.229,
14000,650.620,893.541,625.547,548.096,721.156,506.182,886.082,686.187,295.479,330.064,393.171,305.329,416.091,312.595,727.388,535.289,767.430,302.099,1362.679,449.395,713.111,516.423,787.467,459.369,731.638,444.951,703.558,543.498,438.599,700.421,451.892,446.067,539.754,736.100,1504.466,374.006,590.472,291.206,675.084,407.774,519.857,259.485,296.870,607.561,275.719,268.224,294.575,283.916,347.452,267.192,758.296,261.880,250.632,569.524,
15000,742.478,973.003,643.494,598.596,717.748,429.276,580.667,668.366,296.388,334.076,363.777,301.480,666.014,311.238,669.951,612.387,463.833,298.094,700.316,762.765,769.205,479.818,612.494,344.808,651.352,313.295,718.180,553.915,526.200,686.387,432.095,719.830,514.718,1112.971,1528.285,370.529,604.006,313.394,556.714,390.589,553.030,247.312,278.656,434.643,252.758,273.428,283.612,268.936,260.881,248.911,745.980,250.615,248.497,537.687,
16000,764.900,554.352,640.644,441.176,583.538,325.912,460.348,556.115,311.740,320.977,413.609,302.305,484.179,314.472,747.905,645.643,829.122,288.732,454.590,360.776,657.503,471.133,747.132,291.464,725.173,341.205,715.463,534.377,474.776,635.086,539.523,643.839,419.101,911.774,915.743,314.493,554.875,304.498,568.409,388.582,527.925,263.331,301.134,502.523,266.205,265.767,291.307,263.738,268.437,267.805,759.033,250.055,261.143,575.770,
17000,808.985,409.549,657.131,324.909,542.560,300.120,433.464,579.378,395.057,415.920,659.698,327.258,352.077,511.852,792.464,543.985,510.699,329.343,412.573,594.491,656.466,481.427,504.563,290.535,713.068,467.572,683.728,520.178,434.158,769.087,528.924,393.114,396.854,599.189,651.150,367.541,590.699,303.670,627.309,380.173,606.967,275.793,366.882,514.562,258.561,288.099,304.802,255.370,249.258,288.803,784.794,336.041,267.740,542.421,
19000,902.077,366.087,657.406,297.954,535.351,292.703,370.368,558.784,597.164,569.225,891.191,563.427,304.204,851.587,941.979,531.013,886.105,483.871,359.030,396.378,712.406,466.875,659.479,295.263,752.868,659.734,708.648,481.915,447.790,754.688,451.060,488.407,426.298,432.468,527.209,423.886,566.301,309.836,605.347,429.121,553.232,454.697,539.074,479.328,275.913,271.587,367.691,274.847,256.669,349.883,743.827,302.146,324.145,576.554,
20000,564.386,363.300,683.656,282.527,554.441,312.293,376.011,588.436,584.858,849.994,702.189,682.407,310.810,750.685,772.401,550.379,816.105,701.359,393.069,562.619,845.140,735.710,502.742,297.075,828.877,694.919,720.879,511.788,425.809,714.887,436.879,695.814,584.104,420.550,478.101,323.856,594.124,290.575,692.554,445.315,753.656,530.438,464.528,471.545,342.196,324.869,474.483,303.527,264.584,403.572,813.436,275.516,340.659,551.226,
21000,811.954,367.971,737.120,276.271,663.883,327.187,366.669,662.783,433.158,505.070,525.493,565.345,286.665,486.279,846.462,493.320,613.254,677.700,365.477,318.835,691.130,453.025,756.368,275.062,713.376,528.239,687.733,529.389,414.748,824.908,410.247,727.518,405.054,393.942,484.017,326.646,706.164,291.466,598.560,371.451,580.822,356.847,345.018,512.016,442.491,393.768,268.707,371.485,261.274,352.461,783.968,269.960,346.217,573.300,
22000,645.005,346.040,705.992,288.446,586.307,430.003,436.807,607.944,351.327,421.107,436.817,386.234,269.727,376.105,920.044,680.144,565.077,485.088,764.548,334.120,756.228,505.447,574.300,331.377,613.269,359.149,680.337,500.301,970.617,795.500,421.357,527.830,553.322,407.174,467.901,276.831,814.547,297.755,608.081,386.687,569.855,303.316,314.784,504.226,376.194,377.508,399.462,461.232,280.694,292.750,791.646,296.747,267.570,567.388,
23000,682.672,386.445,722.439,298.206,604.882,730.249,841.428,727.408,332.559,372.917,421.070,324.490,289.466,342.293,988.980,648.705,533.588,380.815,1366.149,405.750,792.090,489.282,571.757,324.657,896.084,460.718,743.782,496.374,657.025,796.165,418.729,495.297,446.776,401.982,471.349,304.084,836.521,311.840,631.234,399.388,621.087,293.712,300.678,520.772,290.763,332.836,318.340,353.596,388.715,275.236,801.897,287.552,264.851,588.589,
25000,593.798,655.156,681.894,426.242,538.324,626.761,867.495,738.947,313.973,380.603,405.100,327.947,352.762,325.689,896.494,600.098,517.167,348.966,710.460,604.061,676.427,627.194,575.733,343.457,686.244,313.113,727.953,490.674,741.660,790.579,482.038,417.528,447.954,560.248,814.547,356.594,675.335,324.092,592.072,398.681,552.233,276.219,306.530,532.402,253.829,307.481,298.891,301.448,325.192,257.878,831.280,272.955,251.676,641.750,
26000,675.565,908.350,710.194,527.863,601.049,391.913,670.171,756.646,328.026,400.706,383.614,322.995,589.521,337.018,772.899,670.073,487.691,317.913,479.780,341.479,879.661,486.979,587.020,341.161,754.812,308.579,752.624,503.975,735.759,756.618,543.025,415.627,424.553,905.242,1025.544,278.398,659.614,327.781,643.176,400.954,582.681,260.380,298.607,527.882,263.812,287.071,313.371,291.517,284.437,270.494,822.515,262.854,243.316,613.427,
27000,746.437,762.464,683.350,386.188,610.796,332.185,647.929,612.903,329.734,396.859,387.099,302.811,507.702,340.561,741.103,626.590,496.673,316.037,431.365,334.860,644.291,500.266,571.057,502.829,752.240,301.374,771.685,531.436,859.361,733.033,421.716,455.961,465.290,766.843,750.147,282.089,658.604,323.838,635.177,465.898,566.729,270.240,301.853,544.315,269.427,275.624,308.251,280.815,272.290,271.818,824.792,268.010,250.758,667.196,
28000,671.956,500.884,705.781,322.566,624.353,377.914,566.031,630.212,377.836,424.209,442.371,310.011,337.684,472.252,845.060,615.969,497.138,322.324,423.230,359.932,785.617,490.814,595.330,341.739,665.410,394.792,768.753,527.408,657.325,837.727,467.227,424.989,449.846,534.084,594.862,298.805,581.685,332.540,648.760,417.234,608.424,261.691,382.136,560.480,265.738,319.546,299.892,305.640,261.837,329.916,861.106,269.714,255.040,621.480,
29000,726.309,419.164,770.594,304.438,796.860,353.367,510.604,612.275,613.424,762.020,630.985,374.747,307.830,555.499,761.678,475.642,633.318,313.327,416.519,340.137,749.754,477.419,566.293,337.953,726.499,590.888,766.871,532.986,658.044,863.634,417.349,444.812,521.796,448.584,485.512,254.081,573.290,327.207,608.383,411.661,582.612,292.253,635.051,571.629,287.068,419.803,324.371,274.380,257.999,334.916,854.343,294.002,247.602,608.183,
31000,718.446,376.161,715.110,298.131,618.388,331.666,464.565,578.940,699.861,991.004,984.153,641.137,286.837,748.041,706.307,641.750,481.418,374.471,394.725,317.820,785.311,492.931,569.626,318.473,705.922,764.625,758.876,521.766,627.058,826.489,428.469,423.280,476.294,411.604,501.704,286.532,566.211,289.537,649.042,410.025,651.231,406.579,625.095,544.193,262.155,402.594,339.062,271.257,250.860,298.414,877.180,272.662,268.358,601.007,
32000,751.549,348.298,721.505,284.062,574.234,498.843,467.768,702.433,460.797,1181.851,901.355,605.324,276.926,767.246,708.402,626.275,460.921,571.115,553.148,311.885,769.439,487.854,589.912,311.513,658.771,658.829,760.169,542.268,519.872,846.223,467.640,449.031,517.217,386.673,500.217,344.736,605.001,301.565,629.167,420.182,789.056,463.884,403.173,523.356,306.647,330.348,429.987,275.422,255.768,348.245,836.547,321.806,336.149,625.531,
33000,705.384,347.470,712.802,279.865,624.590,792.207,559.250,720.011,377.685,878.253,554.320,465.006,285.867,554.792,720.804,654.255,491.217,664.899,1184.188,369.866,762.336,494.822,597.112,305.822,800.863,505.201,778.353,526.127,498.315,824.003,415.464,452.394,537.115,399.402,488.794,303.466,584.804,311.653,654.517,405.608,646.954,465.354,344.723,515.934,420.516,406.434,502.163,316.442,307.467,288.731,840.785,340.227,371.525,621.511,
34000,702.020,361.419,767.594,316.613,537.437,613.441,938.911,786.630,341.426,530.793,440.464,364.662,279.551,413.795,830.276,629.196,514.318,513.841,1223.921,355.865,668.968,581.542,564.481,321.170,832.652,358.285,823.731,526.596,915.828,765.420,446.447,437.348,479.596,433.948,531.947,329.279,583.728,304.384,665.564,403.050,842.947,324.123,312.301,539.812,404.100,397.376,410.839,370.667,342.103,270.041,883.391,298.837,296.930,640.834,
35000,714.069,381.515,720.210,406.624,551.507,495.731,1321.405,756.249,328.632,443.183,409.862,306.228,282.973,351.085,839.625,655.569,508.648,370.122,695.826,717.709,721.607,550.792,574.237,330.727,677.785,326.565,803.268,555.562,451.671,779.784,465.920,484.606,475.065,658.208,794.465,290.739,601.035,301.673,657.361,435.221,740.520,275.771,290.806,514.693,304.400,382.132,345.454,349.132,304.732,257.235,890.467,283.977,270.584,649.891,
36000,748.863,804.417,699.566,407.290,539.008,442.093,971.760,755.088,328.788,411.845,419.183,325.506,444.223,350.217,799.493,635.017,480.914,331.810,522.799,751.244,828.961,547.960,612.189,354.363,844.641,317.797,812.805,562.587,469.060,869.173,486.795,570.395,466.591,822.697,921.840,261.510,602.124,320.569,673.971,421.200,866.311,277.402,292.322,572.317,279.742,332.649,327.113,328.462,263.096,289.168,893.014,266.731,262.269,621.237,
