
Intensity Mean
 ==================== 
Time [ms],1000000000,1000000001,1000000002,1000000003,1000000004,1000000005,1000000006,1000000007,1000000008,1000000009,1000000010,1000000011,1000000012,1000000013,1000000014,1000000015,1000000016,1000000017,1000000018,1000000019,1000000020,1000000021,1000000022,1000000023,1000000024,1000000025,1000000026,1000000027,1000000028,1000000029,1000000030,1000000031,
0,18.067,58.783,11.672,56.584,20.809,31.256,12.824,59.194,30.627,41.797,29.420,87.082,40.283,26.113,10.033,114.608,73.946,40.754,22.475,8.486,52.603,24.503,11.871,77.119,49.698,30.629,86.045,78.246,17.833,70.948,105.929,18.723,
1000,16.322,28.738,11.808,66.584,19.411,30.933,11.433,63.432,26.735,46.995,27.580,85.073,35.489,22.415,11.771,121.922,76.018,42.345,20.142,8.544,70.281,28.400,10.628,66.443,49.815,27.333,88.608,77.438,19.683,67.517,89.941,20.170,
2000,15.746,39.125,11.810,73.501,18.114,32.248,9.725,65.448,26.278,44.895,23.417,86.091,33.543,20.262,12.197,120.710,85.163,39.816,18.576,9.790,62.783,28.981,9.834,77.485,52.389,23.523,75.938,88.961,21.543,73.758,99.757,20.493,
3000,14.766,50.634,12.260,69.599,17.401,32.356,10.380,64.273,23.641,46.958,23.359,87.870,31.289,18.526,13.494,133.044,88.729,40.442,16.951,7.884,65.649,28.042,8.942,52.129,30.364,27.177,127.820,87.588,26.637,74.041,75.938,19.548,
4000,14.359,32.280,11.667,64.787,16.184,31.397,9.239,65.394,23.418,43.786,20.509,87.373,30.304,17.953,14.855,133.831,87.242,38.491,16.130,6.872,58.899,27.772,8.648,42.376,37.518,28.338,139.100,82.028,22.446,69.629,43.214,16.826,
5000,13.593,41.497,11.599,67.212,14.970,32.110,9.585,65.106,21.937,37.351,19.009,91.203,27.725,15.552,14.274,139.159,88.395,39.141,14.119,6.809,58.483,30.541,8.110,38.532,19.042,26.340,137.601,88.017,21.522,72.907,54.383,16.290,
6000,13.363,58.204,11.581,67.394,14.183,31.902,10.556,65.447,21.060,36.255,18.325,92.752,26.711,15.330,13.722,158.994,92.267,37.703,14.251,6.406,63.293,32.075,7.944,40.789,38.519,28.737,143.285,88.542,20.270,72.516,76.312,16.827,
7000,12.708,65.673,10.816,68.844,13.690,31.953,9.662,65.454,19.594,35.962,16.579,89.645,26.010,13.513,13.048,143.605,81.781,38.194,13.414,6.638,64.466,31.428,7.833,38.753,26.999,29.070,141.648,90.070,21.651,76.091,72.888,15.512,
8000,12.112,32.294,10.920,68.132,12.836,30.256,13.696,65.036,18.714,34.974,15.623,90.296,23.949,13.751,13.344,163.206,76.703,39.232,13.618,8.803,59.225,38.629,7.372,44.512,24.131,26.685,142.548,88.489,69.731,75.269,82.158,15.155,
9000,11.387,47.969,10.437,62.340,12.446,31.763,15.210,65.554,17.202,35.293,15.417,89.030,23.312,13.259,11.960,119.535,83.205,39.094,12.106,10.867,62.225,37.275,6.825,41.205,26.485,30.786,144.725,90.270,28.841,75.303,42.575,13.791,
10000,10.824,35.598,10.639,64.642,12.118,31.977,18.588,65.925,17.697,35.707,15.442,95.043,22.471,12.472,12.629,127.533,104.000,38.425,12.610,9.631,65.762,39.549,6.840,58.791,27.910,30.735,143.889,90.783,35.769,82.481,77.768,13.629,
11000,10.185,40.904,11.155,67.513,11.116,31.716,16.843,65.772,16.188,34.339,14.112,91.648,22.361,11.061,10.964,125.767,122.629,37.518,10.780,9.043,61.572,38.929,6.689,45.970,26.455,26.645,144.385,89.160,30.330,89.799,47.046,12.217,
12000,9.942,60.171,11.733,63.321,10.789,29.787,11.932,65.613,16.146,35.555,13.423,91.771,21.073,11.529,10.535,140.885,121.182,36.943,10.672,8.248,64.632,37.641,6.593,78.566,27.435,28.724,144.304,91.149,27.658,88.796,47.924,11.810,
