
Intensity Mean
 ==================== 
13000,313.655,411.177,440.475,677.473,360.110,370.028,449.460,419.540,478.017,324.630,481.275,335.503,740.689,569.204,362.328,558.231,792.932,351.274,517.837,299.657,632.636,855.042,791.662,677.658,349.708,716.935,444.828,355.096,661.064,318.787,631.469,571.582,495.931,
14000,304.008,366.886,404.717,697.432,331.871,323.352,419.537,283.487,366.614,305.926,479.355,319.467,798.125,503.521,329.227,532.221,696.121,319.339,514.472,260.585,546.503,775.713,662.567,617.186,270.681,673.177,450.866,351.929,546.890,306.617,631.346,550.006,480.033,
15000,498.486,391.408,433.699,617.292,302.446,316.838,475.825,295.862,486.449,319.240,458.223,324.657,646.974,556.497,290.618,539.154,684.513,313.023,523.398,262.278,707.570,812.182,661.470,632.792,370.780,652.095,419.334,322.016,587.371,319.084,613.032,571.113,513.498,
16000,731.139,475.073,538.148,662.991,333.065,359.739,505.810,369.813,443.912,417.833,495.447,339.725,748.637,551.303,330.011,836.775,703.418,495.628,514.001,376.077,667.935,526.981,653.321,669.277,450.671,724.120,547.137,362.319,880.378,525.986,624.758,551.445,603.003,
17000,825.115,600.230,827.378,1094.133,632.905,779.349,680.926,494.887,617.655,699.168,675.211,501.469,1066.554,853.708,581.323,1210.165,1129.196,667.708,892.921,614.961,982.656,433.863,626.427,741.068,555.096,1382.465,831.093,507.533,1426.466,683.354,584.315,557.863,1110.963,
18000,506.511,673.665,911.090,1557.454,789.102,935.511,1246.078,759.652,1185.594,597.935,1115.842,646.382,1721.481,1125.992,926.651,1251.469,1668.101,746.483,1263.223,531.839,1524.922,1501.123,955.198,1026.875,493.252,1504.020,984.341,644.274,1509.899,521.964,581.533,568.286,1249.354,
19000,468.399,514.791,874.128,1388.802,726.768,877.454,903.737,671.228,1327.729,620.960,999.917,596.201,1516.007,1005.393,682.465,960.770,1447.734,620.013,1139.989,378.319,1126.758,552.064,1456.778,1230.870,448.701,1161.431,796.075,551.290,965.598,573.290,583.650,540.232,942.619,
20000,323.987,445.854,661.201,881.761,513.121,599.317,691.338,509.412,824.478,373.619,719.440,463.664,1095.221,675.845,402.611,623.616,978.809,411.687,721.094,251.526,926.149,1410.448,1257.579,798.740,318.178,879.556,508.548,534.743,698.638,417.108,604.516,547.478,606.079,
21000,244.257,364.813,476.180,729.759,375.712,374.633,486.276,360.521,733.683,308.925,516.145,362.621,554.665,487.006,320.641,548.510,658.878,328.803,537.081,250.192,706.643,311.157,927.394,622.389,317.029,706.401,464.077,458.005,572.899,353.727,551.833,557.228,543.515,
22000,317.094,357.887,386.862,637.613,334.380,338.896,490.036,298.380,631.056,268.400,507.602,340.975,432.147,594.053,296.411,515.549,614.818,298.583,557.450,223.896,693.033,323.017,700.971,557.777,287.040,614.462,370.692,395.360,581.662,315.600,568.489,571.423,515.711,
23000,513.552,335.438,458.412,660.408,334.880,311.368,410.622,285.773,604.580,288.364,344.621,288.523,434.280,595.274,276.343,514.687,596.252,300.426,497.655,263.513,657.420,532.218,669.582,537.144,266.131,593.168,388.932,330.004,515.031,309.298,528.373,567.670,487.151,
24000,964.467,370.844,433.084,615.951,386.706,325.839,445.307,301.065,571.869,482.045,520.743,311.839,367.980,560.628,275.905,518.370,682.225,408.359,456.248,352.085,633.682,902.108,607.420,569.097,292.956,603.408,302.341,345.415,637.107,413.167,551.510,555.899,460.652,
25000,797.112,459.176,528.216,725.489,627.793,509.735,475.994,556.624,662.059,721.919,705.584,805.785,449.725,699.554,640.391,925.269,646.618,509.632,493.432,513.384,611.213,458.724,544.994,610.378,659.943,950.954,410.360,368.976,1350.065,631.072,532.615,590.411,563.549,
26000,722.033,444.570,960.022,1468.132,743.962,993.525,1331.230,1162.559,1313.439,747.280,1180.992,1136.816,1012.592,1185.315,652.849,1609.706,1062.835,697.961,783.459,516.601,948.447,2883.898,652.054,677.563,1012.055,1875.591,669.347,549.159,1513.282,770.242,527.321,616.426,1014.327,
27000,481.730,543.356,656.213,1670.744,767.276,1055.863,1547.609,1231.973,1505.798,637.127,1073.297,633.955,1510.796,1148.635,624.293,1418.196,1594.589,513.625,1095.288,351.693,1441.293,1554.798,1436.475,1211.823,352.583,1633.306,574.019,620.851,1296.082,668.709,519.219,599.669,1315.545,
28000,360.176,379.589,1040.151,1498.967,539.986,865.048,1114.692,898.160,1273.443,561.788,838.520,342.858,933.085,543.756,449.294,1041.994,1305.864,447.782,974.917,344.421,955.910,490.930,1608.370,991.694,318.772,1140.744,400.751,870.245,804.185,490.708,502.350,691.662,1102.346,
29000,306.117,421.078,376.278,923.291,388.994,615.564,690.119,600.815,902.311,331.861,524.843,290.313,594.047,637.023,370.152,727.429,919.007,335.046,801.186,274.091,635.996,379.132,1258.585,771.708,281.878,746.784,327.529,546.744,642.146,341.810,507.298,643.663,728.604,
