
Intensity Mean
 ==================== 
Time [ms],1000000000,1000000001,1000000002,1000000003,1000000004,1000000005,1000000006,1000000007,1000000008,1000000009,1000000010,1000000011,1000000012,1000000013,1000000014,1000000015,1000000016,1000000017,1000000018,1000000019,1000000020,1000000021,1000000022,1000000023,1000000024,1000000025,1000000026,1000000027,1000000028,1000000029,1000000030,1000000031,1000000032,
0,453.289,641.441,890.863,1343.635,663.377,698.217,849.269,762.874,565.525,746.164,1059.389,661.202,1899.956,1231.778,564.013,1455.614,1040.152,751.814,1037.615,748.352,1288.036,2703.193,751.326,820.853,1169.921,1253.792,1393.817,498.187,1292.488,448.091,872.035,667.453,1168.961,
1000,460.137,659.956,1102.916,1724.711,915.337,1026.081,1246.742,1118.797,1452.306,844.796,1201.875,780.015,1945.493,1213.213,824.698,1307.256,1265.651,1069.875,962.166,644.963,1584.460,2849.015,1368.064,1541.227,1024.864,1834.680,1381.574,782.591,1387.672,814.610,854.918,666.881,1221.469,
2000,289.137,625.396,845.821,1328.275,699.990,876.797,777.824,913.725,1191.692,579.472,924.402,650.540,1592.014,969.024,769.387,1171.601,1116.295,605.656,882.478,512.378,1308.570,1812.527,1307.801,1159.467,713.699,1664.246,1036.502,740.760,1019.118,707.398,891.673,674.480,1022.524,
3000,348.117,465.069,597.141,986.155,456.896,500.214,566.876,575.092,928.516,424.313,788.726,413.203,1191.026,755.860,409.072,752.845,781.340,418.498,684.004,309.448,1069.528,1226.587,1017.946,873.789,514.632,1184.935,815.692,533.962,738.760,510.145,799.767,666.671,704.325,
4000,355.862,378.458,471.788,831.205,352.359,368.953,478.763,439.574,753.443,321.178,575.158,353.713,754.061,612.262,316.180,569.917,568.006,340.445,623.948,291.694,835.133,1048.364,757.883,862.798,392.389,814.239,741.176,518.004,651.150,344.811,834.304,628.122,420.582,
5000,345.854,366.590,431.291,707.901,338.242,330.880,465.888,336.841,636.630,279.615,551.096,338.145,753.728,647.864,328.318,545.961,517.474,329.464,530.329,249.543,677.825,963.214,693.043,687.867,393.386,730.822,679.797,339.571,556.706,289.878,775.898,643.994,544.421,
6000,299.652,376.270,415.953,717.343,312.960,303.999,413.733,327.885,633.736,261.826,587.007,309.256,750.220,612.824,284.042,515.478,581.184,312.350,547.544,232.262,486.662,832.188,656.789,739.585,362.523,687.175,625.078,337.536,555.666,281.345,765.566,638.603,521.461,
7000,359.703,384.096,452.359,701.389,342.672,299.404,433.436,336.365,510.690,303.499,583.379,300.041,806.577,592.589,311.803,651.061,588.961,317.860,600.873,239.324,571.035,816.135,635.226,725.282,540.340,673.940,575.325,342.969,553.530,282.051,728.123,625.876,544.108,
8000,780.588,705.232,714.984,893.664,530.016,476.822,536.478,389.976,586.701,471.363,709.168,454.311,1183.881,640.209,452.116,1266.229,973.765,573.801,947.654,340.841,667.838,1098.934,614.759,761.678,1092.792,875.647,980.485,539.229,1117.960,516.033,731.040,574.054,912.228,
9000,784.936,906.039,882.238,1337.179,828.312,838.326,1020.110,731.779,996.705,754.867,1144.077,658.118,1773.448,1098.841,831.106,1329.725,1448.767,797.860,1203.953,505.252,1225.033,2142.153,893.445,1274.053,1366.137,1498.103,1183.208,538.175,1321.689,681.926,713.822,624.388,1128.951,
10000,517.309,842.954,784.536,1312.403,717.327,947.766,870.438,1024.951,1165.568,748.728,880.938,622.964,1455.225,1086.518,793.132,1109.965,1266.390,804.637,981.071,509.291,1201.984,2354.777,1378.852,1150.662,522.113,1601.856,988.269,524.651,1089.077,594.977,683.088,583.721,1022.707,
11000,377.238,539.998,585.355,1018.209,606.824,724.706,772.376,779.070,735.883,532.577,647.520,527.123,1481.038,893.222,495.181,749.295,1219.607,530.986,800.653,393.131,927.613,1514.643,1317.711,924.101,438.943,1144.488,766.389,431.397,801.510,425.619,670.747,597.137,815.352,
12000,359.592,449.551,466.873,771.125,511.350,542.921,566.120,565.951,692.843,372.808,547.688,429.999,930.815,638.681,448.249,642.385,902.097,425.142,615.636,383.704,750.501,1267.561,916.582,796.550,356.051,849.345,607.724,377.699,735.906,349.897,643.901,576.864,642.682,
