
Intensity Mean
 ==================== 
Time [ms],1000000000,1000000001,1000000002,1000000003,1000000004,1000000005,1000000006,1000000007,1000000008,1000000009,1000000010,1000000011,1000000012,1000000013,1000000014,1000000015,1000000016,1000000017,1000000018,1000000019,1000000020,1000000021,1000000022,1000000023,1000000024,1000000025,1000000026,1000000027,1000000028,1000000029,1000000030,1000000031,
0,1191.134,1613.576,910.738,1095.062,1500.625,1245.516,1356.660,1121.760,2041.315,1163.053,2055.336,2336.169,2520.426,1685.786,770.504,3077.929,1706.545,1837.405,1593.192,1495.709,1887.134,1578.910,907.136,1571.875,1833.664,1027.191,2275.808,1924.429,597.695,1469.669,1708.186,1251.579,
1000,1094.193,719.838,853.565,1403.825,1347.410,977.463,1071.896,1066.319,1805.571,933.975,1804.832,1744.230,2266.475,1441.069,856.365,2687.766,1077.684,1895.862,1400.960,1365.865,1910.482,1686.443,818.930,1731.313,2131.515,1169.631,2316.796,1452.745,896.017,1426.568,2023.013,1329.975,
2000,1055.446,519.532,871.284,1062.413,1242.317,704.144,576.051,1076.850,1676.936,603.975,1581.702,1317.262,2134.470,1290.174,923.471,1854.026,845.661,1204.992,1274.474,1128.105,1195.601,1130.885,770.391,1780.071,1841.630,738.757,1153.571,998.101,786.828,1109.571,1799.780,1304.470,
3000,981.905,413.095,1032.500,552.937,1195.117,604.312,364.969,1027.592,1554.425,487.720,1537.364,899.841,1925.859,1181.474,986.535,1335.111,560.454,756.615,1157.944,563.814,784.396,619.957,714.653,691.878,531.197,388.607,1352.021,713.166,586.130,843.657,532.417,1217.848,
4000,948.902,244.606,955.021,410.253,1140.819,530.405,248.489,1094.462,1467.351,407.371,1401.863,743.663,1816.063,1097.951,1008.687,1052.737,431.760,594.264,1126.723,406.061,622.229,503.016,690.453,371.586,346.860,238.695,964.217,676.163,277.743,537.138,272.573,1126.025,
5000,902.214,254.734,903.219,497.954,1036.907,472.766,198.566,929.535,1421.331,361.932,1307.852,688.408,1691.552,1050.943,1030.109,974.136,404.027,551.749,1028.045,360.327,529.419,442.118,629.515,294.699,164.110,201.309,848.185,547.227,209.527,392.221,298.139,1058.204,
6000,840.386,275.687,826.232,407.212,979.592,460.108,206.093,822.103,1359.090,384.509,1222.054,673.935,1582.914,1025.155,1051.092,1119.278,417.478,508.492,990.851,327.201,530.886,430.588,625.672,275.799,204.020,193.471,903.040,527.328,180.703,514.979,280.810,1045.403,
7000,809.935,315.404,795.800,372.224,990.621,466.174,239.330,789.556,1263.248,384.576,1163.304,669.912,1534.510,916.621,934.095,988.521,849.458,521.518,915.034,361.670,738.164,482.226,602.068,279.330,180.956,208.446,813.304,572.608,176.433,390.958,318.342,1024.882,
8000,775.550,473.802,739.559,508.553,894.804,618.160,911.719,829.487,1223.737,401.579,1087.205,844.862,1493.433,893.071,933.196,1272.365,1822.414,1090.481,918.366,1051.031,1544.103,1133.135,589.726,399.592,472.739,558.294,1652.816,1254.042,673.896,642.984,884.986,960.569,
