
Intensity Mean
 ==================== 
9000,756.068,1004.087,732.555,889.503,854.694,825.685,1418.593,1038.517,1178.115,520.533,1039.203,1570.754,1442.874,856.615,881.272,2222.108,1950.489,1565.366,836.791,1567.616,1787.893,1511.941,573.315,716.952,844.143,953.025,2711.420,1618.611,763.561,1301.056,680.037,907.563,
10000,735.779,576.632,713.140,1045.944,830.312,897.655,1372.508,985.471,1126.138,833.937,1076.689,1604.476,1540.697,803.427,851.146,2517.210,1752.158,1279.960,842.275,1332.567,1590.117,1623.993,567.734,1236.796,846.472,909.625,2434.634,1499.097,1000.051,1471.683,1124.565,896.515,
11000,685.472,494.190,868.900,988.475,788.962,642.948,1001.093,1063.317,1019.298,662.565,929.888,1219.122,1492.922,811.356,829.254,1879.814,1470.052,984.662,761.053,1034.046,1133.026,1094.330,553.826,650.867,659.422,641.628,1977.511,1079.533,810.048,1496.924,545.078,815.092,
12000,675.972,533.358,1064.948,640.164,780.105,520.275,504.127,1075.276,1086.566,493.485,932.995,996.072,1325.302,764.990,799.257,1849.616,1068.573,749.641,774.722,707.586,758.658,730.843,529.849,518.788,444.209,471.896,1471.114,757.416,564.062,1091.045,377.742,766.511,
13000,654.629,306.562,1063.054,452.576,747.321,441.287,389.087,830.729,1063.109,410.455,1008.709,796.638,1247.570,785.716,716.773,1027.666,946.964,526.560,737.687,423.614,522.246,526.156,519.615,334.069,263.081,284.106,1070.224,604.604,285.648,702.992,235.081,763.259,
14000,602.543,283.961,851.985,447.462,690.915,440.884,353.675,725.457,913.219,370.039,943.958,645.281,1189.443,755.097,681.846,1019.719,784.717,492.688,684.648,359.885,442.426,438.212,490.270,280.625,173.108,224.617,908.094,515.148,208.838,646.273,217.760,499.796,
15000,592.906,265.365,731.056,413.207,694.114,400.620,422.518,681.428,924.102,363.120,884.471,622.605,1157.275,666.158,674.820,834.364,801.259,409.099,696.366,365.578,530.099,410.237,466.442,273.597,160.907,205.992,827.077,475.273,212.417,592.083,210.916,739.803,
16000,586.052,301.620,688.346,317.115,675.387,383.997,402.555,706.391,870.194,348.315,833.911,568.474,1229.281,219.296,607.174,909.833,965.896,460.138,678.582,357.844,584.285,442.592,483.341,253.932,173.483,289.817,741.372,495.902,205.731,569.527,303.162,681.760,
17000,565.029,329.073,705.838,397.970,804.484,597.112,962.410,851.844,845.698,366.911,744.764,628.454,1276.913,719.153,596.117,1256.830,2012.070,1061.940,658.482,736.088,1431.879,870.100,490.011,560.816,328.627,709.819,1290.018,949.097,454.878,919.935,497.861,1141.498,
18000,571.385,1080.332,714.962,667.099,805.777,698.743,1212.880,898.549,823.386,654.982,734.861,1417.008,1195.609,767.342,577.990,2810.381,2524.694,1471.372,644.202,1415.642,1842.984,1451.911,461.531,1472.512,647.503,1049.510,2326.308,1419.254,875.054,1589.303,757.466,1432.755,
19000,542.719,543.994,698.470,714.638,598.475,851.401,1014.692,946.759,759.333,677.417,656.404,1423.515,1055.080,420.040,527.716,2922.068,1696.692,1334.276,614.024,1192.721,1688.480,1333.609,445.362,1076.517,654.811,732.670,2192.672,1376.236,860.212,1465.775,764.470,1128.211,
20000,525.633,469.866,790.287,495.224,604.880,657.503,742.597,976.105,703.961,512.972,659.151,1200.287,1039.506,387.912,533.613,2162.402,641.705,852.794,589.136,892.197,1146.046,1109.203,452.957,873.046,360.382,478.735,1553.285,905.567,642.431,1182.036,508.971,1116.323,
21000,508.654,366.711,910.446,304.891,585.164,562.828,462.506,825.198,677.490,386.525,617.405,816.674,1110.078,276.150,484.766,1460.205,963.706,595.855,561.690,581.401,858.012,793.070,432.496,439.665,222.116,310.736,840.483,595.736,380.979,866.115,445.858,712.145,
22000,516.181,278.034,887.525,261.402,557.677,510.840,350.059,725.713,658.053,443.329,580.343,676.733,973.197,230.295,462.443,1078.104,715.692,426.658,598.806,410.689,602.193,552.016,402.533,295.423,187.915,219.917,637.908,518.579,244.501,622.920,311.691,479.921,
23000,500.146,263.565,792.588,228.247,590.570,383.418,306.925,671.819,627.720,457.999,576.046,543.703,1015.852,152.312,467.393,827.456,676.809,386.911,525.264,371.338,540.048,446.787,401.303,262.819,167.770,222.609,593.167,531.724,212.431,505.901,272.262,590.137,
24000,477.854,264.274,732.002,211.860,510.668,458.806,215.781,660.557,620.273,440.929,470.272,501.561,972.927,170.076,461.489,490.413,532.982,376.134,538.515,323.989,387.895,354.684,392.509,251.344,179.034,292.770,535.472,534.079,195.795,296.579,211.327,350.376,
25000,466.927,343.085,714.980,208.844,524.530,467.283,595.971,666.218,604.780,430.994,607.204,475.720,988.843,201.085,465.779,560.405,652.373,453.118,488.260,409.195,593.908,321.130,358.760,588.484,352.262,791.109,705.767,533.967,250.790,303.750,366.423,546.228,
26000,478.364,596.890,707.364,285.256,520.278,479.976,1570.301,704.076,622.166,564.681,622.904,780.308,1026.902,846.718,453.249,1853.843,1420.354,1138.377,502.128,1136.743,1353.860,735.951,362.324,1560.677,680.399,1160.838,2331.849,1161.042,599.330,584.554,933.358,1087.261,
27000,446.497,1166.422,694.591,354.315,516.010,699.984,1254.859,783.802,605.031,742.079,570.950,1213.151,915.926,259.537,467.352,2428.686,2495.499,1434.929,493.888,1459.826,1691.434,1546.453,373.760,1821.874,788.444,1092.217,1772.321,1620.781,1097.825,1102.955,946.512,1278.742,
28000,458.866,1068.419,694.949,286.039,536.896,866.208,861.552,927.672,568.266,622.559,597.463,1275.898,911.721,466.596,469.471,1816.693,1771.994,1070.518,515.721,1295.520,1602.908,1465.718,342.122,1290.677,685.292,720.297,1196.442,1572.635,752.058,1291.130,705.156,1112.792,
29000,464.514,727.580,732.887,181.124,544.253,550.951,563.114,731.203,547.170,475.921,575.389,965.856,894.041,241.321,445.300,2045.772,956.972,764.773,506.171,691.578,716.512,1076.721,342.161,778.698,393.182,370.500,960.442,1093.908,525.640,1015.842,383.321,1000.511,
