
Detailed
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,Parent,ID,
103.579,246.062,34.7168,um,Spot,Position,1,1000000000,0,
126.178,197.397,22.9812,um,Spot,Position,1,1000000001,1,
129.793,279.233,23.4796,um,Spot,Position,1,1000000002,2,
136.609,247.275,12.07,um,Spot,Position,1,1000000003,3,
147.736,155.767,29.5307,um,Spot,Position,1,1000000004,4,
147.782,231.763,20.5052,um,Spot,Position,1,1000000005,5,
149.96,43.6236,25.3786,um,Spot,Position,1,1000000006,6,
159.674,185.169,20.6882,um,Spot,Position,1,1000000007,7,
161.842,269.024,17.0149,um,Spot,Position,1,1000000008,8,
169.837,32.0396,10.0099,um,Spot,Position,1,1000000009,9,
171.981,204.504,8.95054,um,Spot,Position,1,1000000010,10,
181.832,294.456,21.1658,um,Spot,Position,1,1000000011,11,
199.777,55.2076,21.7553,um,Spot,Position,1,1000000012,12,
200.482,114.9,18.4583,um,Spot,Position,1,1000000013,13,
212.339,54.5914,18.1902,um,Spot,Position,1,1000000014,14,
218.082,56.4155,31.7396,um,Spot,Position,1,1000000015,15,
221.622,78.5204,18.8328,um,Spot,Position,1,1000000016,16,
236.552,10.9596,33.3361,um,Spot,Position,1,1000000017,17,
238.476,74.9691,37.4284,um,Spot,Position,1,1000000018,18,
252.709,82.0297,25.1363,um,Spot,Position,1,1000000019,19,
277.577,35.6279,21.0735,um,Spot,Position,1,1000000020,20,
281.668,40.8244,34.0959,um,Spot,Position,1,1000000021,21,
290.713,47.5384,48.0862,um,Spot,Position,1,1000000022,22,
124.401,266.865,27.3296,um,Spot,Position,1,1000000023,987,
141.437,194.779,15.5675,um,Spot,Position,1,1000000024,787,
186.991,209.152,19.7188,um,Spot,Position,1,1000000025,780,
213.156,214.878,14.8756,um,Spot,Position,1,1000000026,784,
167.454,253.416,22.4864,um,Spot,Position,1,1000000027,885,
154.049,190.303,21.7945,um,Spot,Position,1,1000000028,1065,
170.551,52.7466,25.5533,um,Spot,Position,1,1000000029,1103,
205.259,161.437,30.789,um,Spot,Position,1,1000000030,793,
216.78,254.372,16.9513,um,Spot,Position,1,1000000031,781,
196.924,78.864,27.3296,um,Spot,Position,1,1000000032,1118,
221.423,96.1678,23.8702,um,Spot,Position,1,1000000033,809,
243.019,81.8714,48.0863,um,Spot,Position,1,1000000034,840,
175.496,257.51,17.6432,um,Spot,Position,1,1000000035,922,
151.133,264.087,21.1026,um,Spot,Position,1,1000000036,957,
195.494,251.194,34.9404,um,Spot,Position,1,1000000037,1027,
200.633,73.6804,28.7134,um,Spot,Position,1,1000000038,1135,
253.905,111.924,32.1728,um,Spot,Position,1,1000000039,1170,
259.361,121.254,40.4755,um,Spot,Position,1,1000000040,1200,
241.79,147.158,33.5566,um,Spot,Position,1,1000000041,1230,
263.607,31.1924,17.6432,um,Spot,Position,1,1000000042,1260,
231.08,143.29,36.3242,um,Spot,Position,1,1000000043,1290,
208.387,168.371,25.2539,um,Spot,Position,1,1000000044,1320,
206.101,191.677,27.3296,um,Spot,Position,1,1000000045,1347,
200.136,182.516,16.2594,um,Spot,Position,1,1000000046,1380,
171.756,158.527,28.0215,um,Spot,Position,1,1000000047,1410,
174.021,99.7087,30.789,um,Spot,Position,1,1000000048,1440,
167.783,84.5889,32.6849,um,Spot,Position,1,1000000049,1470,
163.632,127.476,19.5137,um,Spot,Position,1,1000000050,1500,
182.95,111.074,18.335,um,Spot,Position,1,1000000051,1530,
210.735,118.523,15.5675,um,Spot,Position,1,1000000052,1560,
133.523,81.7298,27.3296,um,Spot,Position,1,1000000053,1590,
239.493,220.906,29.4053,um,Spot,Position,1,1000000054,1620,
226.017,72.2137,30.789,um,Spot,Position,1,1000000055,1650,
307.689,61.1056,34.9404,um,Spot,Position,1,1000000056,1680,
183.387,13.8875,34.9404,um,Spot,Position,1,1000000057,1710,
202.654,5.54235,31.4809,um,Spot,Position,1,1000000058,1740,
192.376,0.347702,12.1081,um,Spot,Position,1,1000000059,1770,
209.739,0.468507,13.4918,um,Spot,Position,1,1000000060,1800,
290.073,4.56819,24.562,um,Spot,Position,1,1000000061,1830,
322.398,0.575664,30.789,um,Spot,Position,1,1000000062,1860,
125.387,5.45402,33.5566,um,Spot,Position,1,1000000063,1890,
145.055,289.601,6.57294,um,Spot,Position,1,1000000064,1920,
131.996,315.569,12.7999,um,Spot,Position,1,1000000065,1950,
225.146,260.823,39.7836,um,Spot,Position,1,1000000066,1980,
123.008,174.214,17.6432,um,Spot,Position,1,1000000067,2010,
107.246,264.386,32.3006,um,Spot,Position,2,1000000000,23,
124.964,204.541,21.5835,um,Spot,Position,2,1000000001,24,
128.468,281.681,23.0373,um,Spot,Position,2,1000000002,26,
139.741,241.301,11.6186,um,Spot,Position,2,1000000003,28,
147.467,162.765,29.0292,um,Spot,Position,2,1000000004,30,
146.361,235.636,19.2504,um,Spot,Position,2,1000000005,29,
152.389,49.2655,23.8312,um,Spot,Position,2,1000000006,31,
159.684,187.985,19.5195,um,Spot,Position,2,1000000007,32,
160.653,276.19,15.6219,um,Spot,Position,2,1000000008,33,
169.605,42.2641,9.68564,um,Spot,Position,2,1000000009,34,
170.708,218.61,7.05107,um,Spot,Position,2,1000000010,35,
181.7,297.426,20.1787,um,Spot,Position,2,1000000011,36,
198.866,59.7069,20.6738,um,Spot,Position,2,1000000012,38,
199.906,115.338,17.9623,um,Spot,Position,2,1000000013,39,
210.851,61.2162,16.8707,um,Spot,Position,2,1000000014,40,
217.604,61.5285,30.5834,um,Spot,Position,2,1000000015,41,
222.553,83.6455,17.8431,um,Spot,Position,2,1000000016,43,
236.505,15.9997,31.9928,um,Spot,Position,2,1000000017,44,
236.918,83.7871,36.1245,um,Spot,Position,2,1000000018,45,
245.916,92.261,22.8562,um,Spot,Position,2,1000000019,46,
273.517,45.9239,20.1405,um,Spot,Position,2,1000000020,47,
278.462,42.8224,34.0837,um,Spot,Position,2,1000000021,48,
286.952,56.1201,48.0862,um,Spot,Position,2,1000000022,49,
126.622,258.385,27.1852,um,Spot,Position,2,1000000023,25,
129.062,209.555,12.0266,um,Spot,Position,2,1000000024,27,
184.583,222.113,18.6099,um,Spot,Position,2,1000000025,37,
221.371,206.827,15.5078,um,Spot,Position,2,1000000026,42,
166.037,263.121,21.1026,um,Spot,Position,2,1000000027,886,
152.915,200.521,20.4107,um,Spot,Position,2,1000000028,1066,
167.164,60.9206,23.1783,um,Spot,Position,2,1000000029,1104,
203.311,167.031,30.0972,um,Spot,Position,2,1000000030,794,
218.281,235.843,16.9513,um,Spot,Position,2,1000000031,904,
195.82,85.2327,26.6377,um,Spot,Position,2,1000000032,1119,
221.482,103.5,22.4864,um,Spot,Position,2,1000000033,810,
242.692,90.1333,48.0863,um,Spot,Position,2,1000000034,841,
175.064,264.007,16.9513,um,Spot,Position,2,1000000035,923,
151.81,264.464,20.4107,um,Spot,Position,2,1000000036,958,
197.747,260.237,34.2485,um,Spot,Position,2,1000000037,1028,
199.414,77.3341,28.0215,um,Spot,Position,2,1000000038,1136,
250.589,125.576,30.0972,um,Spot,Position,2,1000000039,1171,
260.296,126.422,38.3998,um,Spot,Position,2,1000000040,1201,
245.376,145.708,30.789,um,Spot,Position,2,1000000041,1231,
263.896,35.9977,16.2594,um,Spot,Position,2,1000000042,1261,
232.555,152.389,34.2485,um,Spot,Position,2,1000000043,1291,
209.007,169.428,24.562,um,Spot,Position,2,1000000044,1321,
208.694,190.521,26.6377,um,Spot,Position,2,1000000045,1348,
202.499,188.272,16.2594,um,Spot,Position,2,1000000046,1381,
171.248,165.657,26.6377,um,Spot,Position,2,1000000047,1411,
174.728,101.587,30.0972,um,Spot,Position,2,1000000048,1441,
167.091,96.7255,30.3141,um,Spot,Position,2,1000000049,1471,
162.248,135.102,18.2731,um,Spot,Position,2,1000000050,1501,
182.084,127.522,15.5675,um,Spot,Position,2,1000000051,1531,
206.922,121.972,14.8756,um,Spot,Position,2,1000000052,1561,
132.898,90.8813,25.9458,um,Spot,Position,2,1000000053,1591,
241.089,216.81,28.7134,um,Spot,Position,2,1000000054,1621,
