
Detailed
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,Parent,ID,
19.8141,319.366,3.38079,um,Spot,Position,1,1000000000,0,
40.7319,265.112,16.3078,um,Spot,Position,1,1000000001,1,
63.4825,174.988,9.31575,um,Spot,Position,1,1000000002,2,
66.5117,100.687,39.971,um,Spot,Position,1,1000000003,3,
66.6972,239.476,8.42347,um,Spot,Position,1,1000000004,4,
68.4524,140.617,17.2407,um,Spot,Position,1,1000000005,5,
72.4515,320.138,12.9038,um,Spot,Position,1,1000000006,6,
83.6417,114.437,18.428,um,Spot,Position,1,1000000007,7,
110.826,166.989,0.345944,um,Spot,Position,1,1000000008,8,
112.751,90.6785,20.3931,um,Spot,Position,1,1000000009,9,
113.353,293.867,0.345944,um,Spot,Position,1,1000000010,10,
120.427,128.87,11.9397,um,Spot,Position,1,1000000011,11,
125.699,61.1892,17.8497,um,Spot,Position,1,1000000012,12,
127.471,265.661,0.345944,um,Spot,Position,1,1000000013,13,
142.401,316.313,0.345944,um,Spot,Position,1,1000000014,14,
149.086,141.751,3.01305,um,Spot,Position,1,1000000015,15,
166.589,347.19,6.37177,um,Spot,Position,1,1000000016,16,
218.289,123.728,4.79351,um,Spot,Position,1,1000000017,17,
233.579,200.433,0.345944,um,Spot,Position,1,1000000018,18,
239.402,93.6823,16.1649,um,Spot,Position,1,1000000019,19,
275.574,173.85,20.8406,um,Spot,Position,1,1000000020,20,
296.495,71.0501,27.3682,um,Spot,Position,1,1000000021,21,
297.048,184.843,18.6334,um,Spot,Position,1,1000000022,22,
315.698,41.3,35.3419,um,Spot,Position,1,1000000023,23,
119.083,130.101,21.1026,um,Spot,Position,1,1000000024,783,
171.546,228.716,22.4864,um,Spot,Position,1,1000000025,845,
168.871,285.478,3.1135,um,Spot,Position,1,1000000026,840,
227.882,302.418,14.8756,um,Spot,Position,1,1000000027,837,
264.318,81.4452,32.1728,um,Spot,Position,1,1000000028,791,
294.132,227.424,30.0972,um,Spot,Position,1,1000000029,880,
50.0023,284.741,17.6432,um,Spot,Position,1,1000000030,848,
44.8773,282.018,7.95672,um,Spot,Position,1,1000000031,957,
20.4877,317.419,3.37022,um,Spot,Position,2,1000000000,24,
39.195,283.812,19.4298,um,Spot,Position,2,1000000001,25,
65.1229,172.271,9.20762,um,Spot,Position,2,1000000002,27,
60.6356,106.317,38.1752,um,Spot,Position,2,1000000003,26,
68.1624,237.432,8.26138,um,Spot,Position,2,1000000004,28,
69.0845,138.047,16.4787,um,Spot,Position,2,1000000005,29,
74.3892,314.659,13.2736,um,Spot,Position,2,1000000006,30,
85.3617,111.796,18.4271,um,Spot,Position,2,1000000007,31,
112.519,164.576,0.345944,um,Spot,Position,2,1000000008,32,
114.81,86.3478,20.6152,um,Spot,Position,2,1000000009,35,
113.835,291.683,0.345944,um,Spot,Position,2,1000000010,34,
121.601,127.399,11.3489,um,Spot,Position,2,1000000011,36,
128.09,57.8051,17.88,um,Spot,Position,2,1000000012,37,
128.748,263.541,0.345944,um,Spot,Position,2,1000000013,38,
144.737,314.129,0.345944,um,Spot,Position,2,1000000014,40,
151.118,139.54,2.74825,um,Spot,Position,2,1000000015,41,
169.693,341.957,6.53862,um,Spot,Position,2,1000000016,42,
220.926,128.253,5.97015,um,Spot,Position,2,1000000017,43,
235.446,197.826,0.345944,um,Spot,Position,2,1000000018,44,
243.109,88.6374,16.6034,um,Spot,Position,2,1000000019,45,
284.063,171.139,20.6931,um,Spot,Position,2,1000000020,46,
297.338,67.0739,27.088,um,Spot,Position,2,1000000021,47,
300.049,182.852,18.8242,um,Spot,Position,2,1000000022,48,
317.753,42.343,35.2491,um,Spot,Position,2,1000000023,49,
114.004,144.617,17.007,um,Spot,Position,2,1000000024,33,
143.816,252.216,22.7677,um,Spot,Position,2,1000000025,39,
178.686,273.91,3.1135,um,Spot,Position,2,1000000026,841,
224.397,344.83,12.7999,um,Spot,Position,2,1000000027,838,
245.929,100.6,31.4809,um,Spot,Position,2,1000000028,792,
300.495,213.613,31.4809,um,Spot,Position,2,1000000029,881,
49.4134,310.427,12.1081,um,Spot,Position,2,1000000030,849,
47.3591,281.003,7.26483,um,Spot,Position,2,1000000031,916,
21.3067,316.695,3.33431,um,Spot,Position,3,1000000000,50,
41.2886,279.616,18.6471,um,Spot,Position,3,1000000001,51,
66.466,170.887,9.15776,um,Spot,Position,3,1000000002,53,
60.942,109.722,37.0665,um,Spot,Position,3,1000000003,52,
69.4184,236.04,8.22882,um,Spot,Position,3,1000000004,54,
71.8867,134.824,16.7913,um,Spot,Position,3,1000000005,55,
73.0012,304.751,13.3376,um,Spot,Position,3,1000000006,56,
87.3397,110.003,18.4325,um,Spot,Position,3,1000000007,57,
114.435,162.587,0.345944,um,Spot,Position,3,1000000008,58,
116.597,86.4509,20.3581,um,Spot,Position,3,1000000009,61,
114.948,291.003,0.345944,um,Spot,Position,3,1000000010,60,
121.085,128.03,10.997,um,Spot,Position,3,1000000011,62,
129.685,56.483,17.9,um,Spot,Position,3,1000000012,63,
129.853,262.244,0.345944,um,Spot,Position,3,1000000013,64,
145.637,313.416,0.345944,um,Spot,Position,3,1000000014,66,
154.187,136.504,2.78914,um,Spot,Position,3,1000000015,67,
174.382,335.954,7.36126,um,Spot,Position,3,1000000016,68,
222.054,128.608,6.12723,um,Spot,Position,3,1000000017,70,
237.199,196.761,0.345944,um,Spot,Position,3,1000000018,72,
263.956,65.6429,18.0337,um,Spot,Position,3,1000000019,806,
294.955,160.972,20.8927,um,Spot,Position,3,1000000020,74,
299.242,53.5725,26.1662,um,Spot,Position,3,1000000021,818,
300.803,181.414,18.4344,um,Spot,Position,3,1000000022,75,
319.625,37.7369,35.4504,um,Spot,Position,3,1000000023,77,
114.938,143.72,17.4622,um,Spot,Position,3,1000000024,59,
138.838,244.489,22.4826,um,Spot,Position,3,1000000025,65,
181.701,252.251,0.345944,um,Spot,Position,3,1000000026,69,
227.596,324.391,13.0877,um,Spot,Position,3,1000000027,71,
267.625,79.9062,33.9136,um,Spot,Position,3,1000000028,73,
310.791,185.125,35.0706,um,Spot,Position,3,1000000029,76,
44.0795,293.242,16.2594,um,Spot,Position,3,1000000030,850,
49.5711,280.386,6.57294,um,Spot,Position,3,1000000031,917,
21.2423,315.249,3.54299,um,Spot,Position,4,1000000000,78,
38.8666,281.892,19.0269,um,Spot,Position,4,1000000001,862,
68.2792,169.428,9.32681,um,Spot,Position,4,1000000002,80,
62.8534,103.684,38.0736,um,Spot,Position,4,1000000003,79,
70.3637,235.088,8.26919,um,Spot,Position,4,1000000004,81,
71.7532,134.893,16.342,um,Spot,Position,4,1000000005,82,
76.5235,306.858,13.7492,um,Spot,Position,4,1000000006,83,
88.427,108.28,18.5254,um,Spot,Position,4,1000000007,84,
115.495,161.579,0.345944,um,Spot,Position,4,1000000008,86,
118.527,83.2008,20.6055,um,Spot,Position,4,1000000009,88,
115.855,289.78,0.345944,um,Spot,Position,4,1000000010,87,
122.599,128.087,11.406,um,Spot,Position,4,1000000011,89,
131.301,54.3699,18.0422,um,Spot,Position,4,1000000012,91,
130.479,261.611,0.345944,um,Spot,Position,4,1000000013,90,
146.282,312.6,0.345944,um,Spot,Position,4,1000000014,92,
156.337,138.211,1.86738,um,Spot,Position,4,1000000015,94,
177.688,328.659,8.21431,um,Spot,Position,4,1000000016,95,
225.178,126.288,6.98459,um,Spot,Position,4,1000000017,97,
238.267,195.528,0.345944,um,Spot,Position,4,1000000018,99,
273.655,55.6477,19.7188,um,Spot,Position,4,1000000019,807,
296.927,158.314,20.9094,um,Spot,Position,4,1000000020,101,
324.607,17.4038,29.6476,um,Spot,Position,4,1000000021,104,
302.645,180.106,18.335,um,Spot,Position,4,1000000022,931,
322.768,38.4263,36.4518,um,Spot,Position,4,1000000023,103,
108.771,153.001,19.8629,um,Spot,Position,4,1000000024,85,
155.558,238.046,22.7058,um,Spot,Position,4,1000000025,93,
181.638,259.541,0.345944,um,Spot,Position,4,1000000026,96,
228.181,329.327,12.9764,um,Spot,Position,4,1000000027,98,
266.062,79.5177,30.0626,um,Spot,Position,4,1000000028,100,
315.052,183.471,33.9747,um,Spot,Position,4,1000000029,102,
41.0281,284.02,22.0567,um,Spot,Position,4,1000000030,851,
49.766,278.203,7.26483,um,Spot,Position,4,1000000031,918,
21.8804,314.576,3.50459,um,Spot,Position,5,1000000000,105,
38.4866,284.298,19.7188,um,Spot,Position,5,1000000001,863,
69.5737,168.379,9.2461,um,Spot,Position,5,1000000002,108,
67.8483,88.1457,40.0783,um,Spot,Position,5,1000000003,107,
71.4992,233.636,8.18137,um,Spot,Position,5,1000000004,109,
73.2982,133.063,16.1802,um,Spot,Position,5,1000000005,110,
73.5603,308.811,13.1395,um,Spot,Position,5,1000000006,111,
90.0252,106.821,18.5198,um,Spot,Position,5,1000000007,112,
116.965,159.946,0.345944,um,Spot,Position,5,1000000008,115,
121.273,80.714,20.509,um,Spot,Position,5,1000000009,116,
116.516,288.882,0.345944,um,Spot,Position,5,1000000010,114,
122.556,128.27,11.1051,um,Spot,Position,5,1000000011,117,
132.453,52.949,18.0513,um,Spot,Position,5,1000000012,119,
131.634,260.298,0.345944,um,Spot,Position,5,1000000013,118,
147.452,311.973,0.345944,um,Spot,Position,5,1000000014,120,
158.301,135.671,1.84001,um,Spot,Position,5,1000000015,122,
181.783,322.311,8.56359,um,Spot,Position,5,1000000016,124,
226.752,124.37,6.65252,um,Spot,Position,5,1000000017,125,
239.7,194.296,0.345944,um,Spot,Position,5,1000000018,126,
273.015,53.3835,19.7188,um,Spot,Position,5,1000000019,808,
303.954,147.318,23.4831,um,Spot,Position,5,1000000020,129,
326.414,16.703,29.6064,um,Spot,Position,5,1000000021,131,
303.605,178.814,18.5091,um,Spot,Position,5,1000000022,128,
326.718,37.88,38.9867,um,Spot,Position,5,1000000023,132,
111.671,147.93,20.2469,um,Spot,Position,5,1000000024,113,
152.413,253.144,22.8536,um,Spot,Position,5,1000000025,121,
171.516,266.789,0.345944,um,Spot,Position,5,1000000026,123,
234.355,342.447,14.8756,um,Spot,Position,5,1000000027,839,
261.909,84.8371,28.3052,um,Spot,Position,5,1000000028,127,
316.373,180.06,35.0491,um,Spot,Position,5,1000000029,130,
37.4896,292.487,19.5065,um,Spot,Position,5,1000000030,106,
49.7033,278.018,7.26483,um,Spot,Position,5,1000000031,919,
21.9578,314.579,3.35804,um,Spot,Position,6,1000000000,133,
44.0296,275.301,18.5879,um,Spot,Position,6,1000000001,135,
69.8576,167.037,9.23553,um,Spot,Position,6,1000000002,137,
69.0831,80.6626,40.3112,um,Spot,Position,6,1000000003,136,
72.0018,232.846,8.14175,um,Spot,Position,6,1000000004,138,
74.3627,135.404,17.1868,um,Spot,Position,6,1000000005,140,
73.4107,310.296,12.9103,um,Spot,Position,6,1000000006,139,
91.0686,105.373,18.4952,um,Spot,Position,6,1000000007,141,
118.01,158.845,0.345944,um,Spot,Position,6,1000000008,143,
124.187,77.8796,20.2211,um,Spot,Position,6,1000000009,145,
117.03,288.249,0.345944,um,Spot,Position,6,1000000010,142,
