0,584.82,498.53,444.79,822.67,1063.6,282.17,952.02,791.32,615.12,402.39,658.38,416.27,730.98,624.14,320.9,403.66,726.01,259.9,255.71,421.24,587.76,823.84,684.9,679.93,2010.6,631.31,563.7,343.88,395.91,580.6,622.98,459.07,551.14,336.95,374.72,376.65,320.14,686.03,530.11,514.48,663.64,321.46,376.25,272.23,256.53,255.7,525.83,284.15,272.32,326.15,473.16,289.75,621.67,295.36,273.78,293.31,587.24,263.45,370.84,297.04,270.49
1,667.85,505.45,583.19,1089,1136.8,281.39,1104.9,1024,771,410.45,649.52,459.95,747.76,916.28,316.92,401.76,723.03,255.97,265.1,561.7,600.87,862.49,688.55,664.1,1893.3,884.24,556.17,339.14,388.96,583.67,653.88,545.15,562.75,329.3,350.39,359.54,315.44,707.46,546.37,528.12,633.78,316.82,409.89,277.93,256.49,255.27,501.76,281.61,268.09,312.09,526.9,281.93,610.02,291.61,270.49,365.28,597.55,264.86,414.11,299.74,289.82
2,750.88,512.36,721.59,1355.3,1210.1,280.61,1257.7,1256.6,926.89,418.52,640.67,503.64,764.54,1208.4,312.94,399.87,720.06,252.05,274.5,702.17,613.97,901.14,692.2,648.27,1775.9,1137.2,548.65,334.39,382.01,586.73,684.77,631.22,574.37,321.65,326.07,342.43,310.75,728.9,562.64,541.77,603.92,312.18,443.53,283.63,256.45,254.85,477.69,279.06,263.86,298.02,580.63,274.11,598.36,287.87,267.19,437.24,607.87,266.27,457.38,302.44,309.15
3,842.04,519.27,855.9,1613.7,1274.3,280.01,1399.7,1479.1,1077.4,426.31,632.47,548.51,781.51,1487.7,309.05,398.15,717.97,248.39,283.49,837.4,626.81,938.1,695.71,633.55,1655.4,1381,541.28,330.09,375.59,589.71,714.31,710.85,584.99,314.66,302.61,325.87,306.15,751.1,577.78,554.56,576.28,307.71,475.78,289.11,257.72,254.41,455.19,276.63,259.76,284.52,631.74,266.78,587.1,284.44,264.08,506.54,617.23,268.38,498.34,305.02,327.79
4,1169.1,526.18,871.63,1640.7,1078.7,284.51,1226.3,1406.6,1072.1,426.36,643.07,627.77,804.02,1395.1,308.04,401.51,741.6,252.75,280.7,820.99,631.86,926.16,694.81,651.01,1445.9,1361,538.59,338.7,384.63,589.88,704.69,603.6,566.78,326.87,304.39,325.17,304.31,795.29,560.21,542.58,613.11,308.13,467.72,288.31,296.93,253.46,478.18,277.33,259.4,287.47,606.68,273.5,587.59,290.3,266.28,498.44,598.96,290.81,472.38,303.98,326.41
5,1496.2,533.08,887.37,1667.7,883.12,289.01,1053,1334,1066.9,426.41,653.67,707.04,826.54,1302.5,307.03,404.88,765.23,257.11,277.9,804.58,636.91,914.23,693.91,668.47,1236.3,1341.1,535.9,347.31,393.66,590.05,695.08,496.34,548.58,339.08,306.17,324.47,302.47,839.47,542.64,530.61,649.93,308.55,459.66,287.5,336.14,252.51,501.18,278.03,259.03,290.43,581.63,280.23,588.08,296.17,268.47,490.33,580.7,313.24,446.41,302.94,325.04
6,1823.3,539.98,903.1,1694.7,687.52,293.51,879.61,1261.5,1061.6,426.45,664.27,786.3,849.05,1209.8,306.01,408.24,788.86,261.47,275.11,788.17,641.96,902.29,693.02,685.94,1026.8,1321.1,533.21,355.92,402.7,590.21,685.46,389.08,530.38,351.29,307.95,323.77,300.63,883.66,525.07,518.63,686.76,308.97,451.6,286.69,375.36,251.56,524.17,278.73,258.66,293.38,556.57,286.95,588.57,302.03,270.67,482.22,562.43,335.66,420.45,301.9,323.67
7,1847.2,548.16,794.04,1585,605.58,302.91,804.41,1148.7,952.11,422.09,653.12,807.29,905.48,1073.1,312.33,440.53,824.59,260.18,276.33,702.43,603.71,903.62,701.09,751.69,909.89,1136.1,529,367.39,478.77,579.24,714.88,385.55,521.95,377.16,342.46,313.06,295.97,860.49,512.78,514.64,692.85,309.81,408.65,286.58,443.93,246.24,523.98,298.87,261.25,320.65,587.27,285.3,578.6,299.12,265.49,514.12,553.84,320.4,417.01,300.79,313.42
8,1849.5,556.44,676.06,1465.6,531.77,312.67,736.22,1033.1,835.16,417.42,640.42,824.12,964.34,933.12,319.17,474.88,861.19,258.5,277.83,611.74,562.38,905.89,709.8,820.89,799.59,939.3,524.68,379.06,559.62,567.48,747.1,389.43,514.23,404,379.31,301.63,291.1,832.51,500.88,511.21,696.75,310.69,363.22,286.51,514.59,240.62,522.12,320.39,264.05,349.65,621.94,283.05,567.89,295.59,259.78,548.88,545.95,302.44,415.18,299.68,302.55
9,1851.8,564.71,558.09,1346.2,457.96,322.42,668.04,917.39,718.2,412.74,627.73,840.95,1023.2,793.18,326.01,509.24,897.78,256.81,279.33,521.05,521.05,908.17,718.52,890.1,689.29,742.51,520.37,390.74,640.47,555.71,779.31,393.31,506.51,430.84,416.17,290.2,286.23,804.53,488.97,507.78,700.65,311.57,317.78,286.44,585.26,234.99,520.27,341.92,266.85,378.65,656.62,280.8,557.18,292.05,254.08,583.64,538.05,284.47,413.35,298.56,291.67
