0,395.96,445.24,232.68,491.69,296.26,239.18,597.45,411.09,279.71,718.91,528.06,283.38,598.89,758.44,573.83,262.89,571.27,240.93,255,918.15,624.2,388.21,320.06,249.75,660.84,320.12,582.37,238.95,303.58,441.86,242.24,606.55,322.46,513.42,221.62,295.57,229.62,215.89,310.64,484.68,367.49,325.1,762.58,260.71,311.49,303.38,580.56,268.3,248.96,420.24,564.51,592.93,683.38,921.63,626.68,271.4,859.17,248.11,228.25,448.32,820.35,975.12,618.12,609.17,546.79,296.62,417.08,657.94
1,368.91,449.85,231.51,482.31,327.73,242.63,596.44,452.81,367.27,752.17,524.56,305.62,577.77,736.88,602.51,312.86,587.49,242.18,313.64,876.25,636.2,363.08,314.24,287.51,687.07,336.19,573.21,242,360.8,492.64,267.5,626.78,364.6,523.64,262.38,341.64,234.28,226.23,357.55,483.5,379.77,357.8,773.56,283.2,322.35,351.7,559.17,344.38,280.25,501.74,553.5,620.76,697.83,893.12,658.92,294.23,833.19,258.51,234.17,524.34,802.79,920.77,592.48,618.55,542.11,407.13,378.59,635.17
2,341.86,454.46,230.35,472.93,359.21,246.08,595.43,494.52,454.83,785.43,521.05,327.86,556.65,715.33,631.2,362.82,603.72,243.44,372.27,834.35,648.21,337.96,308.41,325.27,713.3,352.26,564.05,245.05,418.02,543.43,292.77,647,406.74,533.85,303.14,387.71,238.94,236.57,404.45,482.32,392.06,390.49,784.54,305.7,333.22,400.03,537.77,420.47,311.53,583.23,542.48,648.58,712.29,864.62,691.15,317.06,807.2,268.91,240.1,600.36,785.23,866.42,566.85,627.92,537.43,517.63,340.09,612.4
3,316.42,458.55,229.15,464.3,389.43,250.4,594.67,539.23,541.72,817.55,518.19,353.06,536.13,694.66,658.05,413.42,619.27,246.14,429.63,793.22,660.35,315.17,302.7,361.77,738.61,370.82,556.04,247.89,474.28,593.37,318.84,666.1,450.3,543.3,343.57,434.87,243.4,247.13,451.24,480.63,403.73,425.31,794.81,328.64,346.87,446.03,518.05,496.27,343.4,659.7,531.97,675.71,725.72,836.41,721.44,342.17,782.99,280.85,245.75,672.32,768.74,813.47,541.96,636.56,535.05,624.12,302.76,589.95
4,337.65,447.62,227,477.46,383.41,279.87,600.95,670.71,609.32,816.57,533.96,463.76,532.69,699.76,631.8,482.59,615.18,290.36,450.1,774.74,676.71,360.35,300.06,361.47,737.39,461.6,581.04,244.5,502.95,618.75,368.35,652.38,534.85,530.52,374.24,513.69,241.91,264.15,494.54,464.17,397.66,521.62,784.14,364.73,441.54,424.49,546.75,564.01,392.2,590.61,535.84,682.54,709.64,816.84,695.08,433.35,810.21,337.62,243.48,626.43,783.36,801.23,538.98,623.96,599.63,614.17,299.02,576.75
5,358.88,436.69,224.85,490.62,377.39,309.35,607.23,802.18,676.93,815.59,549.72,574.46,529.26,704.85,605.54,551.75,611.09,334.58,470.57,756.27,693.08,405.52,297.43,361.17,736.18,552.38,606.04,241.11,531.61,644.13,417.87,638.66,619.41,517.74,404.91,592.51,240.42,281.18,537.84,447.71,391.59,617.93,773.46,400.81,536.21,402.95,575.44,631.74,441.01,521.52,539.7,689.38,693.56,797.27,668.73,524.53,837.43,394.39,241.21,580.54,797.99,788.99,535.99,611.35,664.21,604.22,295.29,563.55
6,380.1,425.75,222.7,503.79,371.38,338.83,613.5,933.65,744.54,814.61,565.49,685.16,525.82,709.95,579.29,620.92,607.01,378.8,491.04,737.79,709.44,450.69,294.8,360.88,734.96,643.16,631.04,237.72,560.27,669.51,467.38,624.95,703.96,504.95,435.58,671.33,238.93,298.21,581.14,431.24,385.52,714.25,762.79,436.89,630.88,381.41,604.14,699.48,489.81,452.42,543.57,696.22,677.48,777.7,642.38,615.72,864.65,451.15,238.94,534.66,812.61,776.75,533.01,598.75,728.79,594.27,291.55,550.35
7,412.86,428.73,224.76,480.68,361.68,363.1,619.02,870.62,678.97,792.74,553.8,681.21,520.69,699.3,665.5,586.03,666.84,418.16,433.86,707.89,692.21,454.68,294.87,335.15,697.24,671.25,603.32,238.81,528.61,644,462.76,571.17,703.39,514.82,385.39,645.87,240.21,298.32,603.38,432.34,390.43,690.15,744.57,400.5,639.19,356.71,605.85,627.43,458.57,405.08,533.28,679.88,668.28,753.2,562.58,594.47,835.17,464.05,250.81,553,824.68,738.15,543.38,598.77,753.57,537.23,341.83,638.66
8,446.44,432.69,227.13,454.98,351.73,386.99,624.47,793.7,603.89,769.37,540.14,669.07,515.43,687.52,759.74,543.71,731.23,457.16,371.12,677.19,672.58,455.73,295.12,307.6,656.91,694.87,571.84,240.23,492.64,614.85,454.28,514.53,696.74,526.3,329.42,612.97,241.69,297.22,624.11,434.68,396.12,657.45,725.8,358.94,641.33,331.78,605.64,545.39,421.61,359.28,521.97,661.89,659.58,728.34,478.96,565.19,801.63,473.81,263.68,575.94,836.56,697.67,554.71,599.7,775.51,476.82,395.98,734.22
9,480.02,436.66,229.49,429.28,341.78,410.89,629.93,716.77,528.81,746.01,526.48,656.93,510.17,675.74,853.98,501.4,795.63,496.17,308.39,646.48,652.94,456.78,295.38,280.05,616.58,718.49,540.36,241.64,456.67,585.71,445.79,457.88,690.09,537.78,273.45,580.07,243.17,296.12,644.84,437.03,401.81,624.75,707.04,317.37,643.47,306.84,605.43,463.35,384.66,313.49,510.66,643.89,650.87,703.48,395.34,535.9,768.1,483.57,276.56,598.88,848.44,657.18,566.03,600.63,797.44,416.41,450.13,829.78
