0,647.89,338.5,622.77,269.03,469.57,262.29,329.45,560.56,304.15,297.11,352.95,310.91,281.56,299.4,649.13,409.89,616.81,292.22,335.86,399.26,611.79,647.97,465.65,269.11,559.62,306.92,579.85,404.21,355.84,612,459.35,625.64,500.62,414.85,431.39,255.86,629.76,265.15,622.64,496.31,565.43,254.17,263.5,413.82,248.12,267.14,289.69,266.66,257.6,257.9,653.99,249.87,252.63,488.12
1,647.47,353.87,633.79,268.09,467.61,267.41,347.76,569.59,299.72,309.43,347.37,394.11,282.73,297.29,638.05,410.89,623.17,285.88,369.97,408.28,614.59,583.05,550.71,323.27,564.88,303.51,590.66,432.6,337.68,620.25,459.26,654.57,490.89,445.97,463.42,258.53,625.73,270.06,605.25,537.86,571.14,251.7,267.58,423.98,248.57,276,283.41,268.04,262.54,271.26,660.81,250.63,251.7,491.18
2,647.04,369.24,644.8,267.15,465.65,272.52,366.08,578.63,295.29,321.75,341.8,477.32,283.9,295.19,626.96,411.88,629.54,279.54,404.07,417.3,617.39,518.13,635.77,377.43,570.15,300.1,601.46,460.98,319.51,628.5,459.16,683.5,481.16,477.1,495.45,261.2,621.7,274.98,587.86,579.41,576.84,249.23,271.65,434.14,249.02,284.87,277.14,269.42,267.48,284.61,667.63,251.38,250.77,494.25
3,646.44,387.04,655.94,267.42,463.92,277.22,388.16,587.42,290.96,333.46,336.39,554.88,286.9,293.32,617.28,412.81,634.87,275.09,443.87,425.73,619.01,455.26,718.01,431.84,574.95,298.86,611.89,487.7,303.6,637.48,458.06,710.01,472.51,511.47,533.88,266,617.84,279.61,572.18,619.61,581.15,246.93,275.63,444.12,249.63,293.02,271.1,270.67,273.47,297.12,674.48,252.04,249.87,497.19
4,640.8,475.08,670.67,302.88,468.63,270.2,519.37,588.88,289.66,327.1,335.86,468.91,342.66,298.11,648.5,411.74,610.22,325.3,648.51,417.1,586.5,451.87,718.53,493.41,566.48,360.57,611.35,466.09,352.99,667.77,427.66,666.4,494.92,639.75,757.81,332.68,618.73,276.11,605.92,620.81,545.2,249.47,276.69,449.09,254.94,280.54,271.77,268.2,310.12,285.19,682.17,249.76,249.78,496.68
5,635.15,563.12,685.39,338.35,473.34,263.18,650.58,590.34,288.36,320.74,335.33,382.95,398.43,302.9,679.71,410.67,585.57,375.52,853.15,408.46,553.98,448.48,719.05,554.97,558.01,422.27,610.81,444.49,402.39,698.06,397.27,622.79,517.34,768.03,981.75,399.37,619.62,272.6,639.66,622.01,509.24,252.01,277.75,454.06,260.25,268.06,272.43,265.73,346.76,273.26,689.85,247.48,249.69,496.16
6,629.5,651.16,700.11,373.81,478.05,256.16,781.79,591.81,287.07,314.38,334.79,296.98,454.2,307.69,710.92,409.6,560.93,425.74,1057.8,399.83,521.46,445.09,719.56,616.53,549.54,483.97,610.26,422.89,451.78,728.35,366.87,579.18,539.75,896.31,1205.7,466.06,620.51,269.1,673.39,623.21,473.28,254.55,278.82,459.03,265.55,255.57,273.1,263.26,383.41,261.32,697.53,245.21,249.6,495.65
7,628.79,779.35,661.76,480.03,475.49,257.83,799.86,584.62,287.18,314.16,340.43,303.09,534.41,307.15,696.91,406.82,565.99,382.27,1088.9,406.3,551.93,447.8,691.03,563.91,588.15,433.82,612.97,429.02,445.06,713.32,374.2,606.33,518.58,1047.3,1295.8,452.47,633.39,269.24,586.26,629.18,532.89,255.57,282.1,459.03,259.4,263.3,275.84,264.53,366.02,260.64,697.42,244.3,248.57,504.43
8,628.43,910.41,619.62,591.32,472.41,260.12,809.84,576.82,287.38,314.37,346.5,315.78,616.37,306.23,679.68,403.92,573.17,332.11,1107.6,413.85,586.88,450.95,660.42,503.14,630.12,375.67,615.91,437.14,434.33,695.05,384.23,638.53,494.29,1199.8,1376.4,433.15,647.13,269.64,490.5,635.48,599.32,256.48,285.55,458.68,252.44,272.47,278.73,266.06,344.78,260.76,696.75,243.49,247.47,513.88
9,628.07,1041.5,577.47,702.6,469.33,262.41,819.83,569.01,287.59,314.59,352.58,328.47,698.33,305.31,662.44,401.02,580.35,281.95,1126.3,421.4,621.84,454.09,629.81,442.37,672.09,317.53,618.85,445.26,423.6,676.78,394.25,670.74,470,1352.4,1456.9,413.83,660.86,270.04,394.74,641.79,665.76,257.39,289,458.33,245.47,281.63,281.62,267.6,323.53,260.88,696.08,242.68,246.37,523.32
