0,1191.1,1613.6,910.74,1095.1,1500.6,1245.5,1356.7,1121.8,2041.3,1163.1,2055.3,2336.2,2520.4,1685.8,770.5,3077.9,1706.5,1837.4,1593.2,1495.7,1887.1,1578.9,907.14,1571.9,1833.7,1027.2,2275.8,1924.4,597.7,1469.7,1708.2,1251.6
1,1158.5,1312.3,891.47,1199.1,1449,1155.2,1260.7,1103.1,1961.9,1085.8,1970.9,2136.6,2434.8,1603.3,799.45,2946.4,1494.6,1857.1,1528.4,1451.9,1895,1615.2,877.4,1625.6,1934.1,1075.2,2289.6,1765.4,698.25,1455.1,1814.3,1278
2,1125.8,1011.1,872.19,1303.2,1397.3,1064.8,1164.7,1084.4,1882.4,1008.6,1886.5,1937.1,2349.2,1520.8,828.39,2814.9,1282.6,1876.8,1463.6,1408.2,1902.9,1651.4,847.67,1679.4,2034.5,1123.2,2303.4,1606.4,798.81,1440.6,1920.4,1304.4
3,1093.8,717.68,853.76,1400.2,1346.3,974.52,1066.6,1066.4,1804.2,930.43,1802.4,1739.6,2265.1,1439.4,857.09,2678.8,1075.2,1888.4,1399.6,1363.3,1902.8,1680.5,818.41,1731.8,2128.4,1165,2304.3,1447.9,894.84,1423.2,2020.6,1329.7
4,1081.3,653.07,859.47,1290,1312.4,886.36,906.61,1069.8,1762.7,823.98,1730.5,1601.9,2222.5,1390.8,878.73,2409.9,1000.3,1665.6,1358.8,1286.6,1672.2,1501.3,802.75,1747.6,2034.9,1026,1929.1,1301.2,859.62,1320.9,1948.6,1321.5
5,1068.8,588.45,865.19,1179.9,1278.5,798.19,746.66,1073.2,1721.2,717.52,1658.5,1464.2,2179.9,1342.1,900.38,2140.9,925.5,1442.7,1318,1209.9,1441.6,1322,787.09,1763.3,1941.4,887.01,1553.8,1154.5,824.4,1218.6,1876.6,1313.2
6,1056.3,523.84,870.9,1069.8,1244.6,710.02,586.71,1076.6,1679.7,611.07,1586.5,1326.4,2137.3,1293.4,922.03,1872,850.65,1219.8,1277.2,1133.2,1211,1142.8,771.43,1779,1847.9,748.02,1178.6,1007.9,789.18,1116.4,1804.6,1305
7,1033.2,487.31,920.08,908.19,1228,673.92,512.16,1061.9,1639.9,568.78,1568.3,1190.9,2071.3,1257.3,942.56,1696.9,759.33,1069.3,1239.2,957.29,1071.1,976.23,753.52,1450.7,1445,632.77,1213.6,911.85,726.08,1029.1,1416.1,1278.2
8,1009.3,452.79,972.37,742.96,1212.7,641.55,443.7,1046,1600.1,531.08,1553.9,1055.5,2003.7,1222,963.01,1528.7,666.83,923.85,1201.4,774.28,937.76,810.52,735.44,1097.7,1020,519.2,1278,819.44,660.98,942.84,1005.1,1250.2
9,985.48,418.27,1024.7,577.72,1197.4,609.17,375.24,1030,1560.4,493.38,1539.5,920.15,1936,1186.8,983.47,1360.4,574.33,778.43,1163.6,591.27,804.4,644.81,717.36,744.82,594.95,405.64,1342.4,727.03,595.89,856.59,594.07,1222.1
