0,629.01,552.04,264.74,266,250.35,593.84,266.85,250.56,502.61,455.89,238.04,348.27,254.38,292.93,672.1,453.22,474.37,642.81,338.77,308.86,243.39,750.41,648.76,347.46,415.87,387.14,530.11,308.92,246.26,318.53,238.35,265.77,614.75,638.02,240.19,254.56,242.13,541.93,316.72,246,233.94,409.06,326.01,317.23,299.11,908.16,867.24,350.1,239.69,272.98,251.66,266.44,256.62,286.23,529.82,329.63,280.19,655.2,452.25,639.06
1,586.66,532.06,263.61,267.32,253.63,614.51,269.17,250.27,495.51,449.71,238.58,472.85,252.44,345.53,638.03,460.57,476.17,633.89,471.2,305.54,252.43,746.08,623.11,347.03,391.39,567.09,569.24,309.87,282.85,385.6,244.71,267.38,625.93,929.05,240.87,254.25,244.86,551.26,443.54,253.89,236.26,481.48,338.21,309.92,383.08,869.58,908.8,379.68,246.39,288.57,250.33,266.96,257.73,286.27,531.41,310.27,324.87,576.68,496.43,605.08
2,544.32,512.08,262.49,268.65,256.9,635.19,271.5,249.99,488.4,443.54,239.12,597.42,250.5,398.12,603.96,467.93,477.98,624.97,603.63,302.22,261.47,741.75,597.45,346.6,366.92,747.03,608.37,310.82,319.43,452.66,251.08,268.99,637.1,1220.1,241.56,253.93,247.59,560.59,570.37,261.77,238.58,553.9,350.4,302.62,467.04,831.01,950.36,409.27,253.09,304.17,249,267.49,258.84,286.3,532.99,290.91,369.55,498.15,540.61,571.1
3,504.29,493.81,261.49,269.92,260.15,654.47,273.84,249.61,481.55,438.39,239.58,720.47,248.74,452.25,572.57,475.05,481.07,615.1,735.99,298.99,270.47,737.48,573.49,347.14,343.33,924.26,645.71,311.76,355.66,517.27,257.34,270.68,647.73,1497.4,242.4,253.66,250.31,569.45,692.45,270.8,241.45,629.21,364.23,297.28,547.56,793.1,988.36,438.26,259.42,322.04,247.8,267.88,259.88,286.49,534.55,272.13,411.31,421.97,583.81,537.23
4,531.54,525.35,264.49,269.39,262.77,633.42,276.55,246.83,482.09,463.06,237.84,799.25,252.08,550.7,618.86,475.47,521.25,577.7,866.26,298.3,278.56,734.76,598.4,375.8,345.37,1022.8,631.06,312.75,381.62,510.66,260.48,274.92,642.41,1378.5,247.99,254.61,252.86,564.71,676.9,312.81,259.95,788.08,425.3,348.53,528.19,774.33,923.15,449.95,255.17,405.89,250.52,264.5,258.97,291.43,535.41,270.2,368.45,413.74,598.91,506.5
5,558.79,556.9,267.49,268.86,265.38,612.37,279.27,244.04,482.64,487.73,236.1,878.03,255.41,649.16,665.14,475.88,561.44,540.29,996.52,297.6,286.64,732.04,623.31,404.47,347.42,1121.3,616.41,313.74,407.59,504.05,263.62,279.16,637.09,1259.7,253.57,255.57,255.41,559.97,661.37,354.83,278.46,946.95,486.37,399.79,508.82,755.56,857.94,461.64,250.92,489.74,253.24,261.11,258.06,296.37,536.27,268.26,325.58,405.52,614.01,475.78
6,586.04,588.44,270.49,268.33,268,591.32,281.98,241.25,483.18,512.4,234.36,956.81,258.75,747.62,711.43,476.3,601.63,502.88,1126.8,296.91,294.72,729.32,648.22,433.14,349.46,1219.8,601.76,314.73,433.55,497.44,266.76,283.39,631.77,1140.8,259.15,256.52,257.97,555.23,645.82,396.84,296.97,1105.8,547.44,451.05,489.44,736.8,792.73,473.33,246.66,573.6,255.95,257.72,257.15,301.31,537.13,266.33,282.71,397.29,629.11,445.06
7,540.28,584.38,270.02,273.01,269.23,602.44,277.92,245,476.55,551.15,236.83,871.99,259.78,729.8,693.73,478.65,567,490.19,1020,296.11,314.66,685.35,632.86,460.13,358.39,1063.3,589.46,318.73,406.91,447.63,282.11,313.86,628.99,1033.2,254.66,255.94,258.2,564.66,577.42,395.86,289.68,1032.6,690.85,543.08,455.48,759.57,809.47,447.36,255.22,502.67,258.41,259.69,261.18,300.8,538.32,282.04,280.51,491.16,620.66,480.87
8,489.31,577.78,269.3,278.05,270.37,615.85,273.37,249.2,469.41,590.9,239.59,775.48,260.65,703.68,671.47,481.14,527.03,479.26,896.22,295.3,335.44,638.44,614.62,487.01,367.82,888.51,577.33,322.95,376.51,394.74,298.33,346.2,626.39,926.5,249.45,255.24,258.27,575.11,505.24,391.81,280.55,942.79,840.13,638.03,420.47,785.32,832.06,418.7,264.7,420.68,260.86,262.03,265.56,299.9,539.53,299.01,281.21,592.32,610.53,521.44
9,438.34,571.18,268.59,283.1,271.5,629.27,268.82,253.41,462.26,630.66,242.36,678.98,261.52,677.56,649.21,483.64,487.06,468.34,772.48,294.49,356.23,591.54,596.38,513.88,377.24,713.76,565.2,327.17,346.1,341.85,314.55,378.55,623.79,819.77,244.25,254.55,258.33,585.55,433.06,387.76,271.43,852.99,989.41,732.98,385.46,811.07,854.64,390.03,274.17,338.69,263.3,264.38,269.94,299,540.74,315.98,281.91,693.48,600.4,562.01
10,474.49,576.57,271.22,308.11,309.28,619.58,299.77,258.93,487.13,645.72,253.55,595.06,278.92,611.64,633.97,485.23,516.58,478.53,683,332.81,422.69,615.1,627.24,550.96,393.14,639.4,548.41,360.64,323.16,321.01,305.22,438.1,688.65,727.07,250.97,265.53,263.03,589.9,389.56,357.52,266.92,745.14,1075.5,846.51,362.41,799.27,795,387.42,305.83,311.09,279.22,281.1,283.57,297.01,583.62,303.33,283.38,710.55,602.91,583.79
11,526.01,584.09,274.44,336.65,353.54,605.82,336.98,264.67,517.64,656.42,266.23,513.35,299.23,538.7,619.97,486.66,558.36,492.45,599.57,378.03,497.21,651.1,666.77,589.83,410.19,582.77,530.8,399.28,301.54,305.82,291.39,502.45,765.42,636.84,259.81,278.56,268.55,593.17,351.13,322.65,263.23,634.11,1150.4,963.31,341.46,780.84,720.85,389.41,341.41,293.08,297.51,300.36,298.84,294.82,633.84,285.45,285,712.77,607.65,602.24
12,577.54,591.61,277.66,365.19,397.79,592.05,374.19,270.41,548.15,667.12,278.92,431.65,319.55,465.75,605.98,488.1,600.14,506.37,516.14,423.25,571.73,687.11,706.29,628.7,427.23,526.14,513.19,437.92,279.92,290.63,277.56,566.8,842.19,546.61,268.64,291.6,274.07,596.44,312.7,287.79,259.54,523.08,1225.3,1080.1,320.51,762.42,646.7,391.4,376.98,275.08,315.81,319.62,314.1,292.63,684.07,267.58,286.61,715,612.39,620.7
13,562.85,589.89,297.93,394.89,420.98,590,438.18,300.99,544.44,676.18,299.28,392.73,376.88,420.54,604.14,499.38,622.25,553.44,470.51,481.01,533.54,678.4,715.62,643.36,427.41,495.78,516.48,497.6,271.36,287.59,313.25,609.26,850.85,522.6,285.03,307.54,275.91,592.71,300.93,273.62,279.57,484.45,1092.7,1067.2,307.89,778.76,678.72,397.85,394.15,265.6,336.34,361.01,329.32,295.87,700.39,268.9,286.72,710.25,618.36,637.42
