
Intensity Mean
 ==================== 
11000,70.277,66.643,72.231,25.645,84.101,15.421,64.039,65.522,22.501,27.833,38.856,33.539,32.987,36.802,107.580,73.815,59.730,30.559,69.298,98.102,72.021,47.242,72.619,25.243,88.651,36.419,75.447,49.761,28.384,75.167,46.858,62.525,51.095,70.600,86.616,15.521,69.317,22.094,59.977,36.951,60.545,15.582,18.964,55.244,13.192,11.130,11.175,11.445,11.020,11.419,12.583,5.213,10.329,23.183,
13000,76.209,63.344,75.222,25.741,90.747,32.055,63.367,73.369,22.995,28.423,40.027,33.514,37.865,37.260,122.514,61.552,91.938,35.566,72.773,63.075,66.915,48.057,68.860,26.186,91.848,36.960,80.331,46.477,54.406,80.991,40.370,35.677,58.528,68.851,84.843,18.081,64.250,17.631,67.876,26.232,53.852,14.281,18.668,45.626,13.046,12.433,11.326,11.508,13.176,9.162,12.503,5.285,10.555,8.820,
14000,68.233,64.493,71.825,24.799,92.833,46.639,54.854,68.682,24.025,29.602,39.336,34.230,34.468,36.013,118.033,57.784,86.397,32.209,75.656,73.393,72.038,41.382,75.301,24.715,93.373,37.269,75.356,46.174,49.284,77.607,31.165,49.190,54.599,68.010,92.690,16.354,65.095,20.451,65.771,29.040,52.773,14.554,20.416,48.350,14.872,12.207,11.813,12.509,11.625,9.750,12.684,5.037,12.751,8.858,
15000,67.280,64.971,70.772,26.513,93.334,38.740,60.189,70.719,22.756,29.710,38.087,33.609,40.234,37.471,116.421,61.239,74.229,32.642,67.638,94.173,71.505,40.778,61.076,25.443,87.905,36.023,78.083,48.227,55.598,71.916,29.677,65.685,53.181,68.729,89.893,19.705,63.015,20.008,62.046,28.928,59.426,15.142,20.351,35.295,13.660,14.161,11.457,13.373,9.390,14.141,12.345,4.860,11.589,8.480,
16000,68.430,57.689,72.689,25.226,89.291,28.949,64.635,68.631,22.654,27.900,39.093,34.140,35.089,38.468,114.266,67.735,92.780,33.089,69.206,37.326,74.791,49.940,67.106,25.966,93.959,36.086,76.938,53.928,62.650,75.911,41.927,52.920,32.584,68.015,86.155,17.397,64.837,18.795,58.444,27.079,58.452,17.561,20.359,53.620,13.131,12.248,12.177,11.402,12.220,9.518,12.967,5.117,14.984,9.254,
17000,77.207,56.330,68.662,24.901,92.343,25.157,68.725,70.665,22.801,38.766,38.996,33.047,34.798,35.915,112.739,57.595,80.646,31.558,72.112,50.831,67.493,47.990,67.101,25.963,88.519,36.598,73.040,46.738,66.134,76.891,45.125,33.205,32.873,66.899,88.077,19.095,64.499,21.589,66.038,30.495,61.065,17.882,19.917,54.262,13.999,14.398,13.168,13.085,9.340,10.695,13.798,5.027,14.226,9.131,
19000,75.806,55.393,71.279,25.386,75.372,27.614,56.899,68.629,23.490,29.375,39.769,33.591,34.120,39.264,118.240,54.855,96.890,33.255,74.473,39.474,70.957,45.805,67.814,28.124,81.577,37.264,75.966,48.346,71.906,73.866,32.118,57.760,36.406,66.158,85.344,19.866,64.479,20.176,76.559,41.611,78.729,18.690,21.475,53.377,13.177,11.055,12.880,13.933,8.752,9.880,12.565,5.245,10.527,9.241,
20000,72.935,57.796,75.389,24.476,81.297,36.232,57.788,71.391,25.068,38.214,41.608,33.877,34.587,37.898,119.140,57.125,98.213,33.684,70.477,56.499,68.565,51.104,69.754,32.559,90.944,37.308,78.870,51.196,66.984,78.822,29.839,62.075,45.759,64.255,85.646,18.319,65.446,21.201,64.829,35.320,60.592,20.164,23.041,53.267,13.708,13.442,13.858,11.478,11.217,13.153,13.366,5.195,10.669,9.357,
21000,74.040,54.111,76.845,25.413,89.727,26.323,62.761,59.537,24.693,28.862,42.852,32.494,33.249,37.908,115.059,68.509,56.806,38.797,69.725,34.067,70.740,49.970,67.745,25.407,91.232,35.810,75.389,50.362,64.206,79.866,31.825,67.278,34.064,62.866,84.479,19.549,65.194,21.003,62.199,27.763,55.470,18.146,20.610,50.652,15.581,13.327,7.542,11.996,11.157,10.043,14.102,5.305,11.742,9.301,
22000,75.504,53.265,71.217,25.264,90.890,40.553,60.377,72.105,25.052,32.961,42.899,33.006,33.483,37.452,120.622,69.844,90.382,35.842,75.003,38.625,72.339,49.776,69.401,25.159,88.638,37.483,75.004,48.374,98.238,79.656,31.198,55.496,43.920,65.027,84.254,18.423,69.082,19.222,76.866,27.839,56.888,19.171,21.881,49.301,14.792,13.108,15.351,15.151,10.427,8.412,13.292,5.223,10.730,9.842,
23000,77.214,55.023,71.538,25.412,94.888,37.414,64.652,75.832,23.635,38.009,41.908,33.546,33.484,37.213,124.172,58.984,80.533,36.237,80.146,47.551,72.850,49.302,68.150,28.731,95.933,35.620,76.933,51.161,106.572,78.337,30.350,48.710,34.458,62.906,81.571,18.635,68.796,20.330,67.383,29.023,61.211,19.212,21.349,55.066,14.305,13.090,13.891,11.905,11.352,9.743,14.198,5.409,12.158,10.051,
25000,77.063,56.133,74.916,27.102,92.735,39.961,61.623,72.322,23.147,48.183,42.391,33.459,34.214,36.890,122.279,54.793,77.560,35.489,71.512,62.924,67.690,49.580,67.468,25.878,95.277,36.362,79.053,48.757,107.891,78.969,39.772,38.649,32.656,64.846,81.327,14.375,67.506,20.711,60.575,27.426,59.939,18.894,20.341,53.606,13.855,14.093,13.415,11.616,9.268,12.716,13.458,5.564,11.947,10.981,
26000,74.684,57.404,71.167,28.075,94.295,39.969,63.070,72.114,24.678,54.266,42.277,32.762,36.403,38.254,117.558,63.396,74.045,32.879,70.043,38.004,72.479,49.883,67.577,31.072,90.572,35.762,77.742,47.769,99.522,83.205,50.621,38.307,31.776,65.648,80.907,15.968,68.424,18.302,67.145,29.881,61.879,18.551,21.358,53.624,14.859,15.077,14.006,15.074,10.641,8.801,14.152,5.748,10.339,10.566,
27000,74.153,56.624,72.298,27.752,91.622,37.885,80.354,71.696,24.778,54.744,43.220,33.120,37.581,38.083,118.738,67.227,72.134,32.971,75.902,36.758,71.753,50.282,68.711,39.789,85.439,35.672,78.604,48.890,101.039,79.747,32.238,37.740,33.013,63.657,82.733,17.168,69.770,22.581,65.589,30.164,60.407,18.778,20.797,55.292,14.943,14.658,13.644,13.503,11.986,9.833,14.585,5.328,10.591,11.749,
28000,74.534,58.060,70.186,24.537,95.037,42.027,82.723,74.451,25.110,55.576,42.108,34.152,35.985,38.128,125.821,61.552,73.251,33.467,75.035,38.176,74.562,49.282,65.017,27.908,93.514,37.756,73.580,48.019,86.110,86.154,33.383,39.206,32.589,64.977,86.009,20.620,68.704,20.844,63.698,24.793,58.507,18.586,24.028,53.804,15.183,15.253,12.850,11.942,11.801,9.074,15.315,5.941,10.020,10.565,
29000,73.863,56.683,75.911,26.295,96.237,42.448,83.377,69.787,26.416,56.512,42.086,34.404,36.552,39.205,120.870,68.324,63.618,33.447,74.531,40.679,67.630,49.567,68.334,30.639,100.497,36.457,78.333,48.561,87.303,80.056,29.205,40.718,34.748,63.795,83.979,15.660,70.294,21.248,64.881,34.042,60.586,19.215,26.336,52.656,15.769,16.836,13.061,15.685,12.409,9.464,15.334,6.124,9.944,10.075,
31000,70.447,53.176,75.873,26.857,85.544,36.300,69.140,71.642,26.018,55.397,42.612,35.373,35.477,39.248,118.725,63.289,71.062,32.345,70.868,39.709,73.620,50.539,69.787,37.332,97.130,38.068,77.538,49.347,83.887,78.319,32.041,35.860,33.858,64.541,85.308,16.049,69.221,19.463,64.112,27.952,57.898,20.492,25.037,54.249,14.939,14.706,13.063,15.867,10.687,8.550,15.487,5.041,10.093,10.823,
32000,74.320,50.926,73.176,28.119,88.097,36.964,83.046,78.362,24.605,57.269,43.308,34.312,33.420,39.389,121.563,65.361,69.114,30.878,76.390,36.468,70.482,46.876,67.323,32.042,96.552,36.560,78.589,48.581,75.931,81.481,31.567,38.329,33.636,61.244,82.569,21.732,63.258,21.587,62.617,26.183,62.596,19.155,23.657,53.340,15.708,17.604,13.754,12.358,8.447,9.051,15.569,6.292,9.984,10.581,
33000,71.577,51.472,72.057,24.386,94.614,43.937,82.365,77.911,24.869,56.106,41.804,33.557,33.485,39.610,117.036,63.717,74.873,29.750,75.926,37.101,73.295,48.767,68.367,35.192,99.026,38.341,79.014,48.120,74.477,79.487,28.918,40.179,33.699,62.298,80.089,19.735,66.951,21.139,64.846,31.509,60.116,20.643,24.454,54.274,15.489,14.894,14.853,12.385,12.726,9.462,15.242,6.398,11.678,10.637,
34000,73.278,51.890,75.500,24.061,89.675,45.091,82.270,69.651,24.533,52.121,41.738,33.553,32.692,38.992,118.387,63.094,78.030,30.513,84.242,36.754,66.955,49.241,68.540,32.705,106.836,36.917,75.730,49.352,92.913,78.985,30.985,36.315,33.578,63.484,80.047,18.657,67.421,20.378,62.018,28.568,69.103,19.579,24.866,50.711,15.688,14.628,14.557,12.439,10.071,9.625,16.380,5.883,10.611,11.008,
35000,72.570,48.099,73.341,26.850,89.237,49.260,83.042,73.249,24.035,51.256,40.810,32.632,33.955,38.019,114.951,63.490,76.250,31.039,82.713,70.822,69.992,49.796,68.160,34.002,99.164,37.416,77.428,48.659,71.576,80.254,32.009,40.444,34.026,63.904,77.875,17.799,70.423,20.531,61.970,30.214,60.538,19.424,24.439,51.292,15.628,14.715,15.200,12.580,11.065,9.591,16.090,5.213,11.557,11.308,
36000,72.911,54.597,75.667,24.225,84.409,47.172,79.687,72.648,24.575,54.856,42.647,32.847,31.845,39.373,118.051,62.924,69.981,31.621,76.042,64.588,70.608,53.824,68.513,26.436,105.064,35.994,76.750,48.535,73.249,78.811,31.961,53.413,34.357,64.241,80.531,18.516,65.953,20.349,63.262,28.624,64.673,19.659,24.876,52.860,14.686,15.068,14.471,15.411,10.085,9.655,16.635,5.563,10.884,11.279,
