0,226.41,698.4,223.51,493.26,191.26,383.95,171.63,989.61,475.07,125.39,145.67,146.01,128.46,148.89,305.94,261.98,514.86,214.56,115.86,1099.7,682.96,481.27,455.92,975.14,380.03,278.41,740.04,735.15,132.14,312.72,306.88,349.27,385.5,569.93,375.24,449.01,295.7,550.72,244.96,139.08,539.67,138.19,125.95,168.51,832.74,479.61,378.45,653.08,197.53,206.32,201.67,268.56,101.1,165.72,146.96,168.94,131.36,152.56,203.04,233.55,603.63,184.44,296.18,142.12,95.523,658.25,149.28,589.62,215.75,502.86,223.91,800.15,577.85,740.44,286.91,627.81,409.86,136.13,771.06,505.01,436.18,321.32,387.3,153.21,180.71,191.19,156.42,509.14,1826.2,291.65,222.65,138.89,683.94,202.97,308.14,308.85,713.13,180.62,256.29,530.57,249.43,202.16,513.49,237.13,795.82,161.45,463.59,143.01,629.24
1,223.74,669.36,223.12,607.42,191.91,364.81,166.72,945.75,530.14,124.72,149.19,150.89,127.57,149.98,296.75,264.7,519.33,226.77,117.1,1238.6,649.47,480.92,484.51,946.78,379.16,280.31,997.11,704.19,132.64,312.62,397.35,361.87,400.4,624.98,355.36,374.17,295.7,499.26,239.35,185.01,520.95,135.38,201.57,162.16,779.97,395.97,610.93,717.89,194.17,221.79,217.87,276.1,100.95,165.88,143.02,179.2,132.34,148.88,214.81,221.8,659.16,187.88,316.74,142.29,94.883,514.89,146.46,601.82,219.68,498.73,221.88,854.82,549.85,772.98,271.08,646.96,403.86,135.37,765.55,483.07,425.49,448.37,370.59,154.94,181.95,218.66,159.82,486.85,1838.9,298.91,314.86,154.25,656.71,207.16,1026.8,319,692.24,176.21,279.07,635.07,262.97,205.24,513.99,241.14,791.64,152.23,408.91,137.93,615.15
2,221.06,640.33,222.74,721.59,192.56,345.67,161.81,901.9,585.21,124.05,152.72,155.77,126.68,151.08,287.55,267.43,523.8,238.98,118.35,1377.5,615.97,480.57,513.1,918.42,378.28,282.22,1254.2,673.23,133.14,312.52,487.82,374.47,415.3,680.03,335.48,299.32,295.7,447.8,233.74,230.95,502.24,132.57,277.18,155.82,727.2,312.33,843.42,782.7,190.81,237.25,234.06,283.64,100.79,166.05,139.08,189.46,133.33,145.2,226.57,210.05,714.69,191.31,337.3,142.46,94.243,371.53,143.64,614.03,223.6,494.6,219.84,909.49,521.85,805.52,255.26,666.11,397.86,134.61,760.05,461.12,414.79,575.42,353.88,156.67,183.2,246.13,163.22,464.56,1851.7,306.17,407.08,169.6,629.47,211.35,1745.4,329.15,671.35,171.79,301.86,739.57,276.5,208.31,514.49,245.15,787.46,143,354.23,132.85,601.05
3,217.92,615.12,222.17,814.08,194.04,328.62,157.57,859.63,629.57,124.6,155.62,160.93,125.61,152.57,279.93,299.77,527.91,250.43,119.84,1515.5,590.79,478.62,547.6,896.02,376.8,297.8,1546.5,646.52,133.86,314.09,604.76,390.84,457.98,732.55,316.69,228.08,295.24,406.81,234.98,308.1,491.44,131.2,398.55,177.06,679.7,233.29,1169.6,847.23,192.91,250.56,248.06,295.94,100.69,166.63,135.42,200.39,135.62,152.58,249.6,201.24,761.88,194.21,355.59,143.11,93.742,240.2,141.3,626.35,229.27,487.49,217.86,962.19,496.51,835.98,240.74,680.86,391.4,135.04,757.48,440.59,422.21,687.56,354.42,184.8,184.54,308.77,166.73,445.25,1861,334.93,550.76,241.48,606.6,214.89,2460.2,338.88,651.95,167.76,335.51,831.33,288.5,215.38,516.14,258.21,789.12,134.98,305.18,128.54,585.59
4,209.54,631.94,219.58,668.05,204.66,334.62,160.7,834.95,556.15,138.64,151.7,169.09,122.46,158.46,289.5,657.88,528.07,253.58,124.03,1644.1,657.04,459.07,647.04,939.2,368.72,463.86,2226.8,666.63,136.95,333.9,1013,448.67,806.15,757.17,309.88,196.49,289.71,480.9,311.62,728.69,567.68,145.67,1023.2,501.8,690.23,204.79,2526.2,908.69,255.06,240.08,237.79,360.59,101.23,171.77,134.87,218.67,152.34,281.63,396.45,224.8,717.25,191.13,348.95,149.16,94.774,241.26,144.11,640.08,254.03,447.6,216.45,993.24,500.36,843.49,240.49,647.27,379.91,148.45,787.28,435.64,628.82,635.57,544.81,503.44,186.9,758.3,171.44,458.69,1833.5,600.24,1260.5,935.17,631.65,211.43,3131.9,344.03,648.91,167.86,488.7,782.96,283.56,266.4,530.38,370.8,854.99,140.19,317.99,132.6,555.08
5,201.16,648.75,216.99,522.03,215.29,340.63,163.82,810.26,482.73,152.69,147.78,177.24,119.32,164.34,299.08,1016,528.24,256.72,128.23,1772.6,723.28,439.52,746.48,982.38,360.64,629.92,2907,686.73,140.04,353.71,1421.2,506.5,1154.3,781.78,303.06,164.91,284.19,554.98,388.25,1149.3,643.92,160.14,1647.9,826.54,700.75,176.3,3882.8,970.15,317.21,229.6,227.51,425.23,101.77,176.91,134.32,236.96,169.06,410.67,543.3,248.35,672.62,188.06,342.31,155.21,95.806,242.33,146.92,653.81,278.79,407.71,215.04,1024.3,504.22,851,240.24,613.68,368.43,161.87,817.08,430.7,835.42,583.59,735.19,822.07,189.27,1207.8,176.15,472.13,1806,865.55,1970.2,1628.9,656.71,207.96,3803.6,349.18,645.87,167.97,641.88,734.59,278.63,317.41,544.61,483.4,920.87,145.4,330.8,136.66,524.56
6,193.55,661.67,216.61,404.24,271.1,346.05,181.19,793.27,421.25,216.87,145.09,245.04,117.06,189.9,306.96,1491.3,525.73,260.17,181.77,1995.2,807.04,425.55,1019,1012.6,364.75,903.31,3448.3,755.97,173.11,436.23,1906,684.85,1556.8,803.02,300.52,138.32,282.05,719.41,543.54,1521.8,726.18,206.59,2129.8,1126.4,722.62,154.18,4925.7,1131.5,452.37,220.6,219.36,513.52,103.35,180.14,135.01,317.09,195.81,550.51,795.87,293.14,639.21,186.14,341.81,210.49,98.909,242.49,148.93,671.23,392.09,376.04,262,1071.1,511.6,853.61,240.74,602.38,361.11,180.27,835.13,429.71,1141.1,640.41,1076,1160.1,260.92,1630.1,219.59,487.54,1787,1188.2,2578.6,2170.2,675.5,207.93,4266,342.88,640.44,179.06,882.36,692.57,292.8,427.66,556.44,699.54,970.55,149.93,342.75,140.86,511.6
7,190.26,652.49,228.75,446.42,583.01,348.23,279.3,819.9,427.43,565.15,149.41,650.75,119.82,326.94,305.28,2631,508,265.32,514.97,2751,990.05,443.14,2272.6,969.41,437.98,1784.9,3201.9,1103.7,376.1,874.1,2825.3,1546.1,2267.3,805.09,322.21,140.1,299.13,1395.8,1144.5,1621.7,842.62,434.32,1802.5,1285.3,808.74,168.2,4190.6,1859,1001.2,219.93,223.19,735.73,110.77,172.54,142.73,747.66,279.38,751.5,1647.5,458.22,669.32,190.83,376.15,544.75,113.75,237.59,146.46,709.58,1007.1,390.93,583.07,1207.3,538.98,828.42,245.51,717.43,377.38,226.9,786.58,451.16,2008.5,1313.9,2269.1,1608,725.2,1897.7,482.53,514.13,1815.9,1835.8,2613,1848.5,658.78,227.42,3542,271.73,621.5,252.39,1617.5,686.58,415.25,873.53,554.66,1502.4,928.46,150.59,349.76,145.78,598.08
8,186.98,643.3,240.89,488.6,894.91,350.41,377.4,846.53,433.6,913.43,153.72,1056.5,122.57,463.97,303.6,3770.7,490.27,270.48,848.17,3506.8,1173.1,460.73,3526.1,926.22,511.2,2666.4,2955.5,1451.3,579.08,1312,3744.5,2407.4,2977.8,807.16,343.9,141.88,316.2,2072.1,1745.5,1721.6,959.05,662.05,1475.2,1444.2,894.86,182.22,3455.5,2586.5,1550.1,219.27,227.02,957.94,118.19,164.94,150.45,1178.2,362.94,952.49,2499.2,623.3,699.44,195.51,410.49,879.01,128.59,232.68,144,747.93,1622.2,405.82,904.13,1343.6,566.36,803.22,250.29,832.48,393.65,273.53,738.04,472.62,2875.8,1987.3,3462.2,2055.9,1189.5,2165.4,745.47,540.72,1844.7,2483.3,2647.5,1526.7,642.05,246.91,2818.1,200.57,602.56,325.72,2352.6,680.58,537.69,1319.4,552.89,2305.3,886.38,151.25,356.78,150.71,684.56
9,190.75,651.76,252.09,528.11,1193.2,353.96,547.02,860.31,439.74,1134.5,189.98,1350.7,125.44,614.27,338.12,4443.7,506.83,273.89,1078.2,4099.5,1624.2,476.14,4784.1,885.36,689.47,3309.1,2675.3,2095.2,769.71,1738.9,4259.1,3168.3,3435.1,810.43,364.89,146.24,328.33,2633.1,2186.6,1719.1,1047,852.69,1177.3,1501.2,955.79,199.55,2762.8,3347,1898.5,218.95,231.36,1278.7,133.24,158.08,154.7,1629.3,454.76,1054.5,3026.4,803.76,713.05,289.7,554.31,1174,154.4,229.79,156.01,799.23,2094,425.64,1238,1498.9,602.55,770.43,254.21,959.7,403.04,345.92,708.46,671.97,3403.1,2535.6,4220.4,2323.7,1597.6,2286.2,992.55,564.62,1875,2915.8,2528.3,1212.8,629.74,315.54,2147.5,157.49,594.35,492.88,2909.3,682.84,805.76,1589.6,548.77,2878,878.33,175.02,363.69,154.02,753.74
