Experiment ID:,3817,
Experimetn Name:,CCA1 OX EXP25 ,

sample,biol. desc.,Exp. Cond,,anal.,date,method,params,data type,data window,attention,period,period err,phase by fit,phase to DW,phase err,amplitude by fit,amplitude err,phase method specific,phase to DW,phase err,amplitude method specific,amplitude err,phase by averaged peaks,phase to DW,phase err,amplitude by averaged peaks,amplitude err,phase by first peak,phase to DW,phase err,amplitude by first peak,amplitude err,GOF,ERR,
762,CCA1:Stem (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,29.880000000000003,0.0,9.71,9.71,0.0,659.0,0.0,8.2,8.2,0.0,778.0,0.0,8.22,8.22,0.04,778.0,0.162646,8.2,8.2,0.0,778.0,0.0,0.306059,0.306059,
762,CCA1:Stem (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,30.91,0.94,8.4,8.4,0.0,644.0,0.0,8.33,8.33,0.0,621.0,0.0,7.16,7.16,0.722311,807.0,75.79,7.5,7.5,0.0,789.0,0.0,0.313297,0.048986,

763,CCA1:Stem (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,30.21,0.875959,8.19,8.19,0.0,547.0,0.0,8.48,8.48,1.496,574.0,131.1,8.06,8.06,0.81347,640.0,249.5,7.6,7.6,0.0,547.0,0.0,0.405463,0.228397,
763,CCA1:Stem (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,30.46,0.0,7.87,7.87,0.0,545.0,0.0,7.6,7.6,0.0,619.0,0.0,7.61,7.61,0.061101,619.0,0.037917,7.6,7.6,0.0,619.0,0.0,0.514322,0.514322,
763,CCA1:Stem (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,31.37,1.46,6.61,6.61,0.0,541.0,0.0,6.51,6.51,0.0,531.0,0.0,6.73,6.73,1.57,685.0,39.22,6.0,6.0,0.0,667.0,0.0,0.474667,0.062648,

764,CCA1:Stem (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,29.14,0.778973,7.34,7.34,0.0,310.1,0.0,7.39,7.39,1.248,300.1,68.29,6.83,6.83,1.006,360.0,186.1,7.4,7.4,0.0,295.1,0.0,0.458733,0.227557,
764,CCA1:Stem (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,28.58,0.0,8.2,8.2,0.0,312.1,0.0,7.3,7.3,0.0,354.5,0.0,7.32,7.32,0.04,354.5,0.043235,7.3,7.3,0.0,354.5,0.0,0.629691,0.629691,
764,CCA1:Stem (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,30.4,1.37,6.12,6.12,0.0,266.4,0.0,5.9,5.9,0.0,266.2,0.0,5.7,5.7,1.058,346.7,36.74,5.9,5.9,0.0,332.2,0.0,0.394545,0.062571,

765,CCA1:Stem (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,28.78,0.554568,10.93,10.93,0.0,168.2,0.0,11.07,11.07,1.142,175.1,31.84,9.99,9.99,3.377,211.9,68.44,8.8,8.8,0.0,216.3,0.0,0.264447,0.181839,
765,CCA1:Stem (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,29.22,0.0,10.43,10.43,0.0,168.8,0.0,9.8,9.8,0.0,191.9,0.0,9.81,9.81,0.083267,191.9,0.016651,9.8,9.8,0.0,191.9,0.0,0.433057,0.433057,
765,CCA1:Stem (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,29.59,1.29,9.86,9.86,0.0,169.4,0.0,9.76,9.76,0.0,162.2,0.0,9.04,9.04,2.723,203.0,48.2,8.8,8.8,0.0,218.9,0.0,0.389961,0.052925,

766,CCA1:Stem (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,28.18,0.707633,10.1,10.1,0.0,50.64,0.0,9.79,9.79,1.969,49.61,11.63,9.29,9.29,3.273,64.7,29.77,11.0,11.0,0.0,66.79,0.0,0.359564,0.234429,
766,CCA1:Stem (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,27.92,0.0,10.44,10.44,0.0,50.62,0.0,9.7,9.7,0.0,57.38,0.0,9.71,9.71,0.083267,57.38,0.004815,9.7,9.7,0.0,57.38,0.0,0.457866,0.457866,
766,CCA1:Stem (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,28.51,0.79,9.58,9.58,0.0,49.38,0.0,9.5,9.5,0.0,48.67,0.0,8.52,8.52,1.242,60.16,9.92,9.2,9.2,0.0,55.94,0.0,0.45265,0.043898,

767,CCA1:Stem (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,28.95,0.345062,8.17,8.17,0.0,440.4,0.0,7.85,7.85,0.568433,463.1,50.25,7.68,7.68,0.665833,517.0,102.1,7.3,7.3,0.0,421.4,0.0,0.211821,0.108508,
767,CCA1:Stem (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,29.439999999999998,0.0,7.52,7.52,0.0,441.4,0.0,7.4,7.4,0.0,476.5,0.0,7.36,7.36,0.08,476.6,0.03821,7.4,7.4,0.0,476.5,0.0,0.403306,0.403306,
767,CCA1:Stem (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,29.55,1.29,7.23,7.23,0.0,454.9,0.0,7.03,7.03,0.0,453.9,0.0,6.52,6.52,0.907377,493.5,13.36,7.0,7.0,0.0,498.8,0.0,0.312044,0.062388,

768,CCA1:Stem (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,29.21,0.358385,7.02,7.02,0.0,346.9,0.0,6.82,6.82,0.728073,337.0,37.76,6.22,6.22,0.231805,395.6,218.3,6.3,6.3,0.0,344.8,0.0,0.175788,0.112047,
768,CCA1:Stem (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,29.08,0.0,7.22,7.22,0.0,347.4,0.0,6.5,6.5,0.0,411.9,0.0,6.49,6.49,0.083267,411.9,0.012435,6.5,6.5,0.0,411.9,0.0,0.416253,0.416253,
768,CCA1:Stem (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,30.44,1.78,5.68,5.68,0.0,311.0,0.0,5.48,5.48,0.0,312.9,0.0,5.03,5.03,2.381,394.0,57.33,6.2,6.2,0.0,366.7,0.0,0.325088,0.073685,

769,CCA1:Stem (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,29.09,0.62762,9.71,9.71,0.0,253.2,0.0,9.87,9.87,0.602532,250.3,33.55,9.34,9.34,0.402161,278.5,100.8,9.4,9.4,0.0,240.9,0.0,0.248821,0.134039,
769,CCA1:Stem (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,28.8,0.0,10.08,10.08,0.0,253.3,0.0,9.1,9.1,0.0,279.0,0.0,9.1,9.1,3.552713678800501E-15,279.3,0.534705,9.1,9.1,0.0,279.0,0.0,0.387424,0.387424,
769,CCA1:Stem (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,29.81,1.29,8.74,8.74,0.0,253.4,0.0,8.58,8.58,0.0,244.8,0.0,7.56,7.56,2.623,300.5,9.369,8.9,8.9,0.0,300.6,0.0,0.340216,0.064024,

770,CCA1:Stem (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,30.29,0.919409,6.15,6.15,0.0,323.5,0.0,5.93,5.93,2.055,308.1,66.1,6.18,6.18,1.393,358.5,58.43,6.9,6.9,0.0,326.4,0.0,0.389058,0.214541,
770,CCA1:Stem (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,29.6,0.0,7.26,7.26,0.0,323.9,0.0,6.8,6.8,0.0,350.0,0.0,6.8,6.8,0.0,350.0,0.007637,6.8,6.8,0.0,350.0,0.0,0.461511,0.461511,
770,CCA1:Stem (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,31.36,1.46,4.58,4.58,0.0,327.5,0.0,4.45,4.45,0.0,328.4,0.0,3.77,3.77,2.821,356.9,28.86,5.2,5.2,0.0,356.8,0.0,0.370786,0.058096,

771,CCA1:Stem (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,27.96,0.852094,10.28,10.28,0.0,545.0,0.0,10.12,10.12,1.699,530.0,116.4,10.04,10.04,1.035,589.0,133.2,10.5,10.5,0.0,512.0,0.0,0.39211,0.219623,
771,CCA1:Stem (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,27.58,0.0,10.84,10.84,0.0,544.0,0.0,10.5,10.5,0.0,563.0,0.0,10.52,10.52,0.04,564.0,0.489794,10.5,10.5,0.0,563.0,0.0,0.48473,0.48473,
771,CCA1:Stem (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,28.23,0.79,9.76,9.76,0.0,531.0,0.0,9.71,9.71,0.0,526.0,0.0,9.67,9.67,1.173,596.0,53.94,10.2,10.2,0.0,587.0,0.0,0.472947,0.043564,

772,CCA1:Stem (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,28.35,0.951633,9.85,9.85,0.0,451.8,0.0,9.89,9.89,1.377,428.7,131.5,9.52,9.52,1.305,573.0,223.3,8.9,8.9,0.0,678.0,0.0,0.50166,0.306741,
772,CCA1:Stem (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,28.72,0.0,9.53,9.53,0.0,452.8,0.0,9.1,9.1,0.0,493.4,0.0,9.08,9.08,0.04,493.4,0.017609,9.1,9.1,0.0,493.4,0.0,0.676992,0.676992,
772,CCA1:Stem (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,29.31,0.84,9.78,9.78,0.0,414.9,0.0,9.66,9.66,0.0,399.9,0.0,9.86,9.86,6.203,473.1,447.3,11.8,11.8,0.0,703.0,0.0,0.537627,0.047992,

773,CCA1:Stem (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,30.81,0.485616,7.39,7.39,0.0,140.7,0.0,7.73,7.73,0.998329,148.1,28.31,6.92,6.92,1.681,171.8,7.973,6.1,6.1,0.0,176.2,0.0,0.322142,0.191155,
773,CCA1:Stem (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,30.560000000000002,0.0,7.69,7.69,0.0,141.1,0.0,7.2,7.2,0.0,164.5,0.0,7.24,7.24,0.08,164.5,0.010137,7.2,7.2,0.0,164.5,0.0,0.405256,0.405256,
773,CCA1:Stem (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,31.09,1.89,7.2,7.2,0.0,132.1,0.0,7.08,7.08,0.0,128.8,0.0,6.34,6.34,0.847191,180.7,7.243,6.2,6.2,0.0,138.6,0.0,0.326839,0.059146,

774,CCA1:Stem (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,29.72,0.406063,10.04,10.04,0.0,339.3,0.0,9.93,9.93,0.68269,339.0,44.9,9.41,9.41,0.66252,393.6,16.62,9.1,9.1,0.0,396.8,0.0,0.290048,0.132448,
774,CCA1:Stem (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,30.02,0.0,9.67,9.67,0.0,339.0,0.0,8.6,8.6,0.0,395.9,0.0,8.58,8.58,0.04,395.9,0.172698,8.6,8.6,0.0,395.9,0.0,0.258192,0.258192,
774,CCA1:Stem (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,30.5,1.37,9.13,9.13,0.0,329.4,0.0,9.07,9.07,0.0,315.1,0.0,8.13,8.13,0.416333,414.6,40.19,8.3,8.3,0.0,367.0,0.0,0.221068,0.069096,

775,CCA1:Stem (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,28.01,0.423713,11.89,11.89,0.0,139.6,0.0,11.78,11.78,0.8676,136.0,19.83,11.26,11.26,1.082,164.9,15.53,10.7,10.7,0.0,172.5,0.0,0.31303,0.145809,
775,CCA1:Stem (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,28.42,0.0,11.46,11.46,0.0,140.1,0.0,10.6,10.6,0.0,159.0,0.0,10.65,10.65,0.083267,159.0,0.001492,10.6,10.6,0.0,159.0,0.0,0.32173,0.32173,
775,CCA1:Stem (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,29.07,1.22,10.89,10.89,0.0,136.9,0.0,10.83,10.83,0.0,131.5,0.0,10.0,10.0,0.181475,162.9,21.07,10.1,10.1,0.0,150.9,0.0,0.323979,0.057969,

776,CCA1:Stem (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,27.79,0.546387,10.93,10.93,0.0,215.3,0.0,10.73,10.73,0.686398,205.1,22.98,10.48,10.48,0.8519,247.6,112.9,10.0,10.0,0.0,289.9,0.0,0.177423,0.112043,
776,CCA1:Stem (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,28.16,0.0,10.47,10.47,0.0,217.4,0.0,9.9,9.9,0.0,232.1,0.0,9.87,9.87,0.061101,232.2,0.021631,9.9,9.9,0.0,232.1,0.0,0.401846,0.401846,
776,CCA1:Stem (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,28.53,1.59,10.31,10.31,0.0,212.1,0.0,10.24,10.24,0.0,207.8,0.0,10.64,10.64,2.509,228.1,36.12,10.1,10.1,0.0,236.4,0.0,0.492818,0.060957,

777,CCA1:Stem (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,29.4,1.058,11.22,11.22,0.0,76.74,0.0,11.21,11.21,2.301,81.86,28.19,10.9,10.9,1.114,108.9,27.92,10.4,10.4,0.0,108.9,0.0,0.556117,0.344368,
777,CCA1:Stem (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,29.740000000000002,0.0,10.9,10.9,0.0,75.63,0.0,9.1,9.1,0.0,102.4,0.0,9.13,9.13,0.061101,102.3,0.021137,9.1,9.1,0.0,102.4,0.0,0.702748,0.702748,
777,CCA1:Stem (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,30.73,1.37,9.47,9.47,0.0,76.51,0.0,9.46,9.46,0.0,73.29,0.0,7.9,7.9,0.3646,104.9,3.085,8.1,8.1,0.0,106.6,0.0,0.520479,0.048099,

778,CCA1:Stem (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,29.03,0.540854,11.38,11.38,0.0,175.5,0.0,11.26,11.26,0.679046,173.3,26.49,10.57,10.57,0.74,208.4,12.01,10.2,10.2,0.0,214.2,0.0,0.333818,0.152856,
778,CCA1:Stem (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,29.259999999999998,0.0,11.1,11.1,0.0,175.8,0.0,10.2,10.2,0.0,202.7,0.0,10.21,10.21,0.061101,202.7,0.087906,10.2,10.2,0.0,202.7,0.0,0.335611,0.335611,
778,CCA1:Stem (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,29.48,1.29,10.47,10.47,0.0,176.8,0.0,10.42,10.42,0.0,168.8,0.0,9.59,9.59,1.777,199.0,23.13,10.6,10.6,0.0,191.7,0.0,0.22685,0.047424,

779,CCA1:Stem (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,29.47,0.515223,10.88,10.88,0.0,204.2,0.0,10.65,10.65,2.426,204.5,32.68,9.43,9.43,0.779487,259.6,67.43,9.1,9.1,0.0,271.6,0.0,0.259631,0.159804,
779,CCA1:Stem (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,29.8,0.0,10.49,10.49,0.0,204.2,0.0,9.2,9.2,0.0,252.1,0.0,9.2,9.2,0.0,252.2,0.157557,9.2,9.2,0.0,252.1,0.0,0.31148,0.31148,
779,CCA1:Stem (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,30.13,1.78,9.88,9.88,0.0,203.2,0.0,9.84,9.84,0.0,193.4,0.0,8.74,8.74,1.032,263.6,4.729,8.7,8.7,0.0,269.1,0.0,0.286012,0.060008,

780,CCA1:Stem (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,27.9,0.59384,9.31,9.31,0.0,154.8,0.0,9.14,9.14,0.995024,148.3,31.11,9.0,9.0,0.4,171.3,7.925,9.2,9.2,0.0,167.4,0.0,0.484475,0.209777,
780,CCA1:Stem (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,27.700000000000003,0.0,9.6,9.6,0.0,154.8,0.0,9.2,9.2,0.0,170.2,0.0,9.2,9.2,1.085371957040555E-14,170.2,0.006337,9.2,9.2,0.0,170.2,0.0,0.470436,0.470436,
780,CCA1:Stem (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,28.52,1.22,8.72,8.72,0.0,133.1,0.0,8.64,8.64,0.0,132.2,0.0,7.71,7.71,0.95861,158.9,26.88,8.0,8.0,0.0,164.6,0.0,0.546951,0.05516,

781,CCA1:Stem (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,27.53,0.762269,8.78,8.78,0.0,105.0,0.0,8.91,8.91,1.123,105.7,26.15,8.5,8.5,1.292,137.4,52.15,7.8,7.8,0.0,145.0,0.0,0.365067,0.247398,
781,CCA1:Stem (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,28.04,0.0,8.25,8.25,0.0,104.6,0.0,7.7,7.7,0.0,118.8,0.0,7.66,7.66,0.08,118.8,0.02351,7.7,7.7,0.0,118.8,0.0,0.512237,0.512237,
781,CCA1:Stem (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,28.38,1.59,7.92,7.92,0.0,106.8,0.0,7.86,7.86,0.0,106.7,0.0,7.69,7.69,0.66252,127.2,3.615,8.0,8.0,0.0,126.0,0.0,0.436638,0.067547,

782,CCA1:Stem (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,27.67,0.413912,9.49,9.49,0.0,262.9,0.0,9.42,9.42,0.624536,251.2,32.09,9.2,9.2,0.541233,303.5,34.48,8.9,8.9,0.0,309.1,0.0,0.239912,0.127747,
782,CCA1:Stem (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,27.58,0.0,9.6,9.6,0.0,263.0,0.0,8.9,8.9,0.0,291.2,0.0,8.92,8.92,0.04,291.2,0.080702,8.9,8.9,0.0,291.2,0.0,0.251669,0.251669,
782,CCA1:Stem (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,28.34,1.15,8.79,8.79,0.0,242.5,0.0,8.73,8.73,0.0,240.9,0.0,8.13,8.13,0.892039,310.8,68.36,8.3,8.3,0.0,286.1,0.0,0.294525,0.055322,

783,CCA1:Stem (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,27.75,0.33439,10.97,10.97,0.0,391.6,0.0,10.84,10.84,0.671139,375.6,40.99,10.45,10.45,0.1,423.9,6.337,10.5,10.5,0.0,420.7,0.0,0.247116,0.109132,
783,CCA1:Stem (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,27.66,0.0,11.08,11.08,0.0,391.2,0.0,10.0,10.0,0.0,417.0,0.0,10.01,10.01,0.061101,416.9,0.044254,10.0,10.0,0.0,417.0,0.0,0.220873,0.220873,
783,CCA1:Stem (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,28.54,1.59,10.08,10.08,0.0,375.2,0.0,10.0,10.0,0.0,368.1,0.0,8.89,8.89,1.484,467.8,107.0,9.6,9.6,0.0,452.6,0.0,0.264503,0.066084,

784,CCA1:Stem (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,27.81,0.284297,9.29,9.29,0.0,351.3,0.0,9.16,9.16,0.452413,338.7,30.37,8.89,8.89,0.42,382.3,19.39,9.1,9.1,0.0,372.4,0.0,0.205169,0.089666,
784,CCA1:Stem (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,27.64,0.0,9.52,9.52,0.0,351.5,0.0,8.9,8.9,0.0,376.9,0.0,8.89,8.89,0.061101,376.9,0.025727,8.9,8.9,0.0,376.9,0.0,0.181437,0.181437,
784,CCA1:Stem (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,28.29,1.59,8.72,8.72,0.0,327.9,0.0,8.66,8.66,0.0,325.9,0.0,8.11,8.11,1.58,413.3,102.9,8.9,8.9,0.0,396.2,0.0,0.195074,0.067481,

785,CCA1:Stem (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,27.68,0.999605,9.8,9.8,0.0,202.5,0.0,9.81,9.81,1.653,202.5,52.86,9.82,9.82,0.04,202.5,0.004819,9.8,9.8,0.0,202.5,0.0,0.770421,0.261037,
785,CCA1:Stem (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,27.560000000000002,0.0,10.01,10.01,0.0,202.4,0.0,9.5,9.5,0.0,222.7,0.0,9.51,9.51,0.061101,222.7,0.010525,9.5,9.5,0.0,222.7,0.0,0.657418,0.657418,
785,CCA1:Stem (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,28.18,1.15,9.28,9.28,0.0,167.8,0.0,9.25,9.25,0.0,166.4,0.0,9.15,9.15,2.572,201.1,72.75,10.6,10.6,0.0,216.1,0.0,0.459195,0.0495,

786,CCA1:Stem (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,29.18,0.312644,9.93,9.93,0.0,289.9,0.0,9.79,9.79,0.492563,285.7,27.09,9.52,9.52,0.44,337.6,15.17,9.3,9.3,0.0,337.5,0.0,0.207005,0.09482,
786,CCA1:Stem (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,29.380000000000003,0.0,9.68,9.68,0.0,290.0,0.0,9.4,9.4,0.0,324.8,0.0,9.39,9.39,0.083267,324.8,0.031751,9.4,9.4,0.0,324.8,0.0,0.166219,0.166219,
786,CCA1:Stem (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,30.06,1.78,8.88,8.88,0.0,286.6,0.0,8.74,8.74,0.0,275.2,0.0,8.61,8.61,0.589689,342.9,38.91,8.5,8.5,0.0,334.1,0.0,0.181906,0.062958,

787,CCA1:Stem (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,29.1,0.412803,8.84,8.84,0.0,294.2,0.0,8.44,8.44,0.627324,304.6,41.61,8.3,8.3,4.1023203976182695E-15,350.0,42.71,8.3,8.3,0.0,280.2,0.0,0.267656,0.136605,
787,CCA1:Stem (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,29.22,0.0,8.69,8.69,0.0,294.4,0.0,7.7,7.7,0.0,317.2,0.0,7.68,7.68,0.04,317.3,0.040029,7.7,7.7,0.0,317.2,0.0,0.383559,0.383559,
787,CCA1:Stem (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,29.71,1.29,7.93,7.93,0.0,300.4,0.0,7.73,7.73,0.0,294.8,0.0,7.89,7.89,0.735119,336.3,37.07,8.0,8.0,0.0,335.1,0.0,0.322732,0.063196,

788,CCA1:Stem (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,28.63,0.478184,10.62,10.62,0.0,287.6,0.0,10.51,10.51,1.428,281.0,38.47,10.2,10.2,0.443772,313.1,12.46,10.0,10.0,0.0,312.5,0.0,0.305533,0.136904,
788,CCA1:Stem (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,28.84,0.0,10.37,10.37,0.0,287.9,0.0,9.9,9.9,0.0,308.6,0.0,9.93,9.93,0.061101,308.6,0.024286,9.9,9.9,0.0,308.6,0.0,0.303188,0.303188,
788,CCA1:Stem (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,28.79,1.22,10.3,10.3,0.0,290.9,0.0,10.22,10.22,0.0,282.9,0.0,9.71,9.71,0.38,312.1,24.77,9.9,9.9,0.0,300.8,0.0,0.276762,0.061086,

789,CCA1:Stem (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,28.57,0.816033,9.12,9.12,0.0,142.8,0.0,8.92,8.92,1.266,139.0,32.71,8.9,8.9,0.860775,181.7,14.67,8.4,8.4,0.0,176.2,0.0,0.390978,0.235324,
789,CCA1:Stem (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,29.14,0.0,8.43,8.43,0.0,144.0,0.0,8.3,8.3,0.0,169.3,0.0,8.29,8.29,0.061101,169.3,0.010971,8.3,8.3,0.0,169.3,0.0,0.465075,0.465075,
789,CCA1:Stem (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,29.16,1.22,8.31,8.31,0.0,146.5,0.0,8.14,8.14,0.0,144.6,0.0,7.87,7.87,1.556,182.3,28.66,8.4,8.4,0.0,197.7,0.0,0.393624,0.05661,

790,CCA1:Stem (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,27.9,0.393645,9.69,9.69,0.0,106.7,0.0,9.54,9.54,0.578286,102.4,11.92,9.8,9.8,1.114,114.8,21.99,10.4,10.4,0.0,109.1,0.0,0.23824,0.116406,
