
Intensity Mean
 ==================== 
Time [ms],1000000000,1000000001,1000000002,1000000003,1000000004,1000000005,1000000006,1000000007,1000000008,1000000009,1000000010,1000000011,1000000012,1000000013,1000000014,1000000015,1000000016,1000000017,1000000018,1000000019,1000000020,1000000021,1000000022,1000000023,1000000024,1000000025,1000000026,1000000027,1000000028,1000000029,1000000030,1000000031,1000000032,1000000033,1000000034,1000000035,1000000036,1000000037,1000000038,1000000039,1000000040,1000000041,1000000042,1000000043,1000000044,1000000045,1000000046,1000000047,1000000048,1000000049,1000000050,1000000051,1000000052,1000000053,1000000054,1000000055,1000000056,1000000057,1000000058,1000000059,1000000060,1000000061,1000000062,1000000063,1000000064,1000000065,1000000066,1000000067,1000000068,1000000069,1000000070,1000000071,1000000072,1000000073,1000000074,1000000075,1000000076,1000000077,1000000078,1000000079,1000000080,1000000081,1000000082,1000000083,1000000084,1000000085,1000000086,1000000087,1000000088,1000000089,1000000090,1000000091,1000000092,1000000093,1000000094,1000000095,1000000096,1000000097,1000000098,1000000099,1000000100,1000000101,1000000102,1000000103,1000000104,1000000105,1000000106,1000000107,1000000108,1000000109,1000000110,1000000111,1000000112,1000000113,1000000114,1000000115,
0,9.904,21.287,37.348,4.440,15.752,11.917,17.731,28.180,16.857,34.638,18.376,37.254,14.715,15.894,29.210,8.797,31.810,10.606,21.121,22.453,24.692,19.249,4.218,9.708,15.052,34.486,13.283,11.877,10.956,8.131,58.025,36.669,11.380,25.703,13.156,12.003,13.580,14.706,20.365,32.741,19.508,23.271,18.841,12.389,47.457,10.666,12.968,25.606,17.686,42.344,26.105,46.689,14.739,25.701,16.316,15.800,46.268,19.481,19.730,21.970,10.075,23.042,11.386,16.870,13.182,14.142,16.888,29.498,9.298,11.832,6.846,8.135,10.207,9.650,18.803,26.044,6.311,11.564,52.096,52.170,24.072,20.402,10.873,16.446,16.843,10.091,10.447,8.895,24.286,45.429,48.815,10.781,13.618,13.719,13.640,5.880,31.814,27.771,17.062,11.426,9.145,16.690,20.096,11.081,10.863,13.584,11.781,8.008,8.975,15.425,11.157,31.992,34.214,44.535,45.983,55.547,
1000,11.578,25.409,39.629,5.277,18.828,11.769,18.211,28.484,16.566,37.316,18.308,47.468,14.793,14.065,30.984,8.349,33.144,10.350,22.944,22.287,26.198,17.368,6.987,10.155,14.936,35.287,14.368,10.428,10.134,8.484,59.135,39.396,12.679,28.210,12.755,13.810,12.924,14.501,21.259,32.482,19.097,22.338,22.058,13.631,50.512,22.593,13.847,26.431,18.927,44.563,24.460,47.666,14.684,27.929,15.606,16.835,51.774,20.376,18.112,22.087,12.821,23.446,12.700,18.510,13.820,16.887,20.292,27.578,11.013,13.066,9.919,10.125,9.886,10.511,20.234,24.517,7.077,13.759,48.911,71.876,26.850,25.672,11.095,16.875,17.402,10.462,10.856,13.599,25.099,42.930,47.197,10.446,14.158,18.346,11.938,8.271,19.848,26.717,16.437,12.374,8.541,25.322,25.022,12.181,12.636,14.083,10.315,8.839,9.570,14.683,10.203,31.033,34.213,46.154,44.672,73.639,
2000,12.171,28.016,38.976,4.686,10.094,11.549,16.265,28.802,17.954,36.510,17.979,50.121,15.441,16.431,24.846,7.658,32.161,9.557,20.378,23.833,25.021,16.125,9.561,11.238,14.995,35.691,12.137,9.374,10.385,9.461,67.484,37.987,14.208,28.005,13.765,13.678,12.536,15.308,19.161,36.874,20.636,21.370,21.535,14.310,48.689,20.926,14.798,27.922,20.087,46.137,23.629,48.439,15.307,28.804,15.150,18.295,54.304,20.245,17.203,26.786,13.723,24.023,12.284,19.040,13.123,17.016,18.469,41.457,10.217,10.197,4.957,14.270,10.385,14.130,20.967,28.267,7.788,13.518,52.403,56.842,27.995,22.495,11.960,17.564,18.476,11.538,10.105,17.109,26.539,45.161,47.577,11.286,14.399,16.592,12.173,8.008,37.948,27.048,15.859,14.558,9.419,23.596,18.716,12.119,12.851,13.844,10.760,9.093,9.581,13.964,9.629,32.627,32.996,41.237,43.559,54.182,
3000,14.456,24.691,39.366,4.491,17.031,11.472,15.834,29.383,19.211,43.791,17.803,53.109,15.931,17.477,26.718,7.125,33.359,9.682,23.075,24.679,26.738,15.628,13.710,13.079,14.652,35.676,11.709,9.786,11.761,8.982,62.179,42.020,14.215,28.527,14.768,13.349,11.933,14.175,17.629,36.568,18.809,19.914,21.438,15.865,49.029,25.490,15.117,28.076,21.841,49.350,22.862,49.996,15.597,29.255,16.188,20.758,54.887,20.827,15.926,26.722,15.157,29.512,12.303,19.689,14.674,19.179,21.615,42.695,13.328,9.914,5.481,17.749,9.540,12.886,22.907,27.965,11.429,16.098,51.304,53.084,26.476,22.480,12.575,17.956,20.137,10.928,11.135,14.015,25.818,42.730,44.737,12.231,17.465,11.357,11.924,7.400,40.371,32.412,16.744,14.945,9.211,24.308,20.951,12.857,13.654,14.472,11.794,8.607,8.934,12.315,9.285,31.742,32.150,45.607,40.328,68.895,
4000,12.718,25.623,39.853,4.709,17.733,11.065,13.299,29.261,19.833,38.512,16.520,57.290,14.534,15.905,25.355,8.218,31.554,9.672,28.438,24.291,24.917,14.652,18.055,12.936,13.962,32.577,14.405,8.263,10.354,10.361,61.497,42.352,13.600,29.695,14.352,14.307,12.009,12.677,16.968,39.392,20.556,19.646,21.946,15.584,52.809,19.432,17.044,28.854,20.939,51.576,23.250,52.777,15.338,27.473,17.139,20.041,53.865,20.630,15.507,25.060,15.489,27.895,11.363,20.178,15.094,17.610,15.216,42.341,13.919,15.605,5.141,18.856,9.282,13.732,24.075,28.883,7.206,15.910,47.597,60.046,25.216,21.481,12.782,17.157,19.461,13.052,10.839,18.868,25.467,43.745,50.966,11.438,14.849,15.136,10.945,7.480,40.753,34.374,17.246,14.044,10.004,20.812,24.478,14.288,13.637,15.009,11.331,8.107,9.266,14.868,9.971,30.615,32.806,40.667,45.572,60.534,
5000,13.265,25.505,39.659,4.415,25.481,10.880,11.894,29.740,19.178,39.016,16.027,55.744,15.242,15.489,26.399,6.852,29.905,9.163,30.261,24.264,24.126,13.978,29.628,12.165,13.101,28.757,13.314,7.291,10.287,9.686,66.093,44.503,14.309,27.834,13.946,14.171,11.521,12.220,16.010,37.909,20.148,18.006,22.752,13.453,50.423,21.540,17.156,28.868,21.380,51.014,22.193,49.860,16.033,26.481,17.558,16.529,54.507,20.401,14.069,22.625,13.163,25.408,11.268,21.169,16.128,18.356,15.528,42.734,14.300,15.993,4.334,17.274,8.657,11.687,24.349,23.663,8.154,19.774,53.149,58.056,26.808,22.383,12.343,17.645,18.486,11.119,9.927,16.625,25.516,47.914,38.825,10.518,10.797,18.315,8.467,9.025,35.804,41.251,16.353,12.055,9.541,20.247,21.813,12.436,12.562,15.195,9.795,7.918,7.969,15.485,9.362,30.136,32.568,38.820,45.175,53.538,
6000,13.961,24.708,40.768,4.116,34.054,10.248,13.694,29.817,18.860,33.724,15.216,55.862,17.134,15.566,26.863,6.369,32.114,8.902,28.238,26.661,24.654,13.651,32.704,13.442,13.771,30.254,14.853,5.598,10.533,10.576,63.504,44.526,14.803,29.239,14.092,16.070,11.430,10.408,17.421,41.167,19.402,19.360,24.534,16.468,51.421,22.466,17.813,30.429,22.078,49.549,22.154,50.141,16.524,26.223,19.657,15.485,65.708,19.680,14.225,24.784,15.829,28.346,12.096,21.539,16.228,18.510,24.732,44.981,16.385,16.213,4.781,16.231,9.706,12.599,25.452,23.217,9.024,15.804,52.605,56.835,26.798,23.790,12.180,19.134,17.414,11.255,10.749,16.329,25.992,52.278,40.560,10.613,9.374,11.107,8.911,7.546,22.516,33.886,20.648,12.479,9.445,19.029,21.938,12.757,13.271,14.891,10.272,7.919,8.067,14.842,8.893,30.374,30.243,40.261,46.614,65.214,
7000,13.343,27.584,39.979,4.349,26.811,10.259,13.408,29.384,18.950,39.884,14.401,59.360,15.510,14.911,26.303,5.599,32.709,8.970,31.721,28.755,23.682,13.506,26.761,13.082,12.913,27.728,15.383,7.338,10.045,9.586,63.814,46.581,14.440,28.140,14.431,14.540,11.550,11.168,16.668,40.027,18.640,18.117,24.356,15.683,50.830,25.052,17.888,28.601,22.469,52.589,21.428,48.965,17.003,27.148,19.409,14.339,58.053,19.091,13.039,25.417,17.387,29.720,13.383,21.769,17.567,20.575,18.167,44.626,15.911,15.087,4.116,14.618,9.015,13.086,26.281,23.871,10.318,15.831,49.577,70.304,27.828,23.497,10.418,18.826,17.615,12.573,10.266,14.716,25.178,48.412,43.916,9.899,10.142,16.943,11.939,9.532,25.968,35.411,19.782,12.607,9.249,18.283,30.763,12.850,13.713,15.528,9.319,7.797,10.182,13.300,9.225,29.716,28.787,37.490,46.222,67.486,
8000,13.139,28.405,40.211,4.246,28.195,10.280,15.120,30.215,19.742,36.437,13.991,59.224,15.031,14.242,29.475,5.214,33.201,8.796,49.886,32.965,23.876,13.035,23.794,13.365,13.476,29.736,16.211,6.584,10.149,10.021,66.768,45.098,14.467,28.957,14.807,15.724,11.303,11.563,15.868,40.876,18.305,18.440,25.518,17.478,53.582,27.846,14.900,30.014,25.830,54.361,21.146,47.600,18.121,22.510,21.301,13.967,63.298,22.094,12.977,27.918,17.640,29.050,13.870,23.113,17.584,22.236,19.573,46.207,17.821,17.141,4.202,15.998,10.572,12.471,27.190,30.051,11.318,16.035,52.236,81.324,26.466,22.269,8.516,19.454,19.602,11.711,10.002,16.912,26.068,45.667,41.691,11.207,9.404,21.545,9.886,10.397,33.740,37.411,21.912,13.134,9.727,21.392,40.401,13.945,14.271,15.150,10.110,7.679,8.191,13.990,8.583,30.295,31.137,37.835,46.089,69.727,
