
Intensity Mean
 ==================== 
9000,14.396,26.185,39.577,4.902,22.601,9.383,12.834,31.961,20.861,36.525,12.588,55.607,17.262,14.270,27.521,4.855,33.641,8.754,55.145,35.760,24.317,12.544,24.313,12.164,12.773,32.136,16.434,5.552,9.801,10.131,65.423,50.053,14.951,28.545,15.055,15.854,11.044,9.755,15.318,43.324,19.812,17.610,22.921,18.970,53.668,19.372,14.665,30.642,27.205,54.435,20.427,49.247,18.272,26.864,22.935,14.171,65.388,25.586,12.498,31.206,19.891,29.806,13.621,23.460,17.681,26.207,27.216,47.615,17.172,16.313,4.573,15.773,12.553,11.646,28.837,25.099,14.204,15.557,56.267,75.540,26.881,19.483,10.502,17.138,33.052,11.236,10.700,12.407,24.138,46.427,39.817,10.764,9.149,14.642,9.624,10.152,19.434,33.402,22.623,11.371,10.060,20.833,47.796,14.823,14.870,16.611,10.436,7.484,8.706,14.657,8.585,31.424,28.232,38.916,44.443,66.048,
10000,15.262,27.998,40.173,4.834,27.385,9.885,14.317,35.912,21.798,38.955,12.664,60.446,16.976,16.019,29.938,4.620,34.871,8.400,42.719,39.363,25.013,12.274,22.641,11.938,13.863,32.217,18.197,5.432,10.624,11.181,59.423,50.721,15.118,28.425,16.040,16.614,11.039,11.028,16.561,49.064,22.075,17.380,22.244,19.894,54.154,18.935,14.040,30.979,26.732,59.049,19.741,48.013,19.327,26.238,22.568,15.428,68.566,26.422,12.263,29.341,19.675,31.863,15.009,26.005,17.662,25.641,24.915,47.412,15.250,18.133,4.581,20.011,15.082,12.715,27.650,25.235,12.678,15.968,53.296,71.010,28.315,22.299,11.597,19.689,35.953,11.288,10.160,12.724,24.043,52.625,35.665,11.546,9.554,17.158,14.469,12.151,23.999,41.397,24.493,11.681,8.842,24.749,33.508,14.467,15.520,15.386,10.751,7.980,9.170,14.872,8.834,29.474,28.035,36.601,47.033,74.131,
11000,14.980,23.416,40.572,5.066,38.964,9.657,12.627,36.475,21.764,36.696,12.325,58.945,16.534,16.188,29.991,4.245,34.059,8.598,37.203,28.520,24.162,11.731,22.575,12.032,12.546,32.862,19.369,4.857,11.818,11.928,59.129,48.592,15.902,29.477,16.103,16.108,11.369,8.786,16.327,47.858,22.985,16.725,21.611,20.537,53.562,19.917,15.143,30.314,27.876,59.194,19.214,49.919,20.496,26.662,22.063,15.385,75.349,27.407,12.621,28.089,18.653,31.764,13.607,25.064,18.065,26.761,26.526,47.393,15.853,19.558,4.985,22.062,13.919,13.528,28.300,26.915,24.595,16.350,54.526,73.480,29.530,22.700,9.871,21.047,20.578,10.806,10.847,12.979,24.041,52.187,39.713,11.927,9.612,22.114,17.800,13.296,23.416,39.896,21.370,10.759,8.387,21.404,26.611,15.310,15.612,14.551,10.315,7.189,9.238,18.553,10.031,31.239,26.736,36.782,43.545,64.970,
12000,13.715,28.864,40.928,4.411,29.924,9.816,11.918,34.391,23.754,36.033,11.004,61.185,17.090,16.435,27.981,3.499,30.643,8.344,53.643,28.377,25.333,11.236,21.738,12.758,11.974,31.211,20.330,4.867,11.084,12.211,61.924,47.546,15.776,27.567,16.666,16.267,10.299,8.775,15.096,50.941,20.445,17.890,20.194,21.322,52.525,17.635,15.335,32.535,26.952,60.244,19.037,50.038,21.661,27.916,24.089,15.973,69.211,20.704,11.586,28.274,18.243,30.798,13.148,25.266,19.206,27.848,28.375,47.011,15.865,13.626,4.847,22.756,11.100,13.705,24.611,27.455,12.855,24.403,54.497,72.257,29.617,22.457,7.716,19.958,20.419,12.172,11.191,13.168,24.968,49.167,34.711,11.186,9.490,21.829,14.877,11.324,30.740,41.789,23.091,10.753,9.026,20.601,43.968,29.461,17.114,15.585,10.987,7.777,9.794,14.907,8.237,31.086,30.917,38.087,44.297,60.938,
13000,16.105,25.613,39.915,4.296,32.388,9.590,10.114,34.953,23.060,33.330,10.644,61.410,17.050,15.851,28.035,3.288,30.542,8.267,45.112,27.669,25.231,11.401,22.747,13.227,12.308,29.341,18.957,4.138,11.419,13.108,60.453,50.284,16.028,27.608,17.444,16.335,10.599,9.193,15.297,51.596,20.184,17.175,21.191,21.250,51.554,17.741,19.248,31.672,25.787,60.870,18.896,48.742,22.835,25.715,22.611,16.678,64.163,20.329,11.511,27.041,20.021,29.773,12.864,26.009,18.885,22.943,28.451,47.875,16.728,16.347,4.932,22.670,10.800,12.545,25.232,24.174,17.444,28.970,60.574,72.140,29.341,21.670,8.632,19.794,19.868,12.444,11.001,12.116,24.924,45.851,37.225,11.419,10.126,23.027,16.831,14.603,33.587,42.278,24.292,10.905,8.795,20.978,35.094,29.457,17.196,16.029,11.789,7.736,9.833,16.764,9.184,30.226,34.782,39.779,46.645,62.499,
14000,20.830,24.482,40.334,5.071,36.410,9.184,10.751,35.073,23.682,31.505,10.640,60.455,16.188,16.160,27.999,3.351,30.599,8.240,46.273,27.454,24.397,10.716,21.725,13.472,12.398,29.023,21.196,3.516,10.880,12.911,59.486,50.433,16.377,25.901,17.272,18.080,10.293,9.050,15.407,50.904,20.280,17.169,21.392,21.275,52.224,18.421,17.685,32.164,28.821,64.348,17.233,47.487,24.716,26.137,23.840,17.514,66.545,17.500,11.622,27.565,21.740,29.771,12.017,26.052,20.034,23.972,28.965,48.320,19.523,13.437,5.015,24.011,11.799,13.837,23.752,28.400,20.437,28.657,57.850,70.310,28.877,21.434,8.909,19.588,20.391,11.441,11.066,11.473,23.953,41.803,30.943,10.606,11.031,22.681,12.985,12.925,33.374,47.716,20.918,10.696,9.374,17.810,30.329,27.342,17.069,15.054,12.142,7.767,8.904,16.108,8.638,33.997,28.301,39.852,50.374,67.786,
15000,21.902,23.847,40.234,4.912,34.526,9.631,10.023,34.498,23.365,31.757,10.246,61.248,16.642,16.899,30.185,3.483,26.588,8.054,42.654,26.391,24.159,10.934,21.889,14.390,11.876,28.071,20.476,3.433,11.881,13.107,67.381,53.025,15.810,23.516,17.402,19.922,9.971,8.663,14.490,51.274,18.972,16.618,21.504,22.142,53.053,24.932,16.656,31.810,30.928,65.973,17.186,48.143,23.385,25.289,25.579,17.625,70.586,19.421,10.412,27.388,22.651,31.107,12.499,26.942,20.625,24.594,29.616,48.170,18.623,13.358,4.518,23.409,10.470,14.977,25.058,30.155,22.972,27.791,56.178,74.729,28.748,21.909,8.545,18.668,14.444,9.995,10.330,17.505,25.156,37.756,29.840,11.141,10.482,22.520,18.294,14.129,31.315,50.222,21.163,11.178,9.239,21.756,33.814,24.810,16.508,15.966,12.638,7.796,8.122,15.349,8.355,33.540,30.548,33.101,45.742,59.742,
16000,21.469,26.197,40.985,5.308,36.562,8.887,12.508,35.135,24.867,32.768,9.940,61.708,17.376,16.582,27.167,4.228,28.838,8.185,40.793,26.776,24.265,9.964,21.907,15.156,12.937,28.985,21.697,2.986,9.133,13.900,70.817,53.350,16.945,26.375,18.260,22.690,10.087,7.643,15.811,55.495,21.875,17.052,22.065,23.002,52.152,24.053,17.442,34.427,31.197,67.447,17.140,48.896,25.229,23.388,26.522,18.359,68.275,18.176,11.020,31.378,23.157,32.611,9.861,27.321,21.699,25.945,30.567,50.661,19.908,18.206,4.483,24.416,11.393,13.122,32.741,43.816,21.911,27.688,60.634,74.426,29.401,22.663,8.329,20.324,16.983,11.687,10.781,18.631,25.122,41.306,31.011,11.629,10.210,17.143,13.947,13.971,32.937,46.630,21.431,11.058,11.147,19.139,27.846,25.822,17.828,15.784,11.729,7.766,8.523,16.317,8.268,34.889,37.681,32.838,50.432,66.099,
17000,23.369,26.188,40.721,5.858,36.211,9.552,11.080,35.995,24.764,34.535,9.550,62.156,17.461,17.651,31.847,3.253,28.632,7.442,49.882,27.464,23.518,9.791,25.576,15.170,13.611,28.075,21.677,2.574,9.916,13.727,74.747,56.029,16.373,30.293,17.884,20.041,10.082,7.436,16.386,55.352,21.788,17.492,22.984,24.422,51.963,21.106,18.160,33.760,32.204,65.396,16.992,49.985,25.402,25.361,30.315,19.165,71.859,20.335,10.949,28.256,24.759,33.721,10.159,27.568,22.534,27.446,30.804,50.864,20.630,14.882,4.226,25.841,12.035,14.022,33.081,40.590,26.722,31.120,63.270,69.593,28.946,23.342,7.007,20.360,15.625,10.697,11.083,23.766,25.037,37.257,31.499,11.744,11.389,23.955,12.849,16.440,33.975,36.661,24.425,10.257,10.750,23.639,33.451,29.847,17.915,16.662,11.547,8.119,9.160,19.329,8.221,31.501,29.074,33.388,47.592,58.439,
18000,21.493,26.548,41.088,7.541,39.113,8.971,10.703,37.265,26.402,35.151,9.406,63.066,17.673,19.418,31.746,3.037,24.092,7.853,43.586,26.990,29.525,9.563,23.377,14.685,14.324,30.515,23.303,2.613,8.769,14.558,75.723,54.063,16.125,30.911,18.586,19.877,9.920,7.812,16.304,56.678,22.943,18.422,25.495,27.035,52.607,23.193,19.160,34.959,33.815,64.672,16.944,50.282,26.083,24.006,29.927,19.299,82.510,17.841,10.526,31.802,26.843,35.404,11.993,32.150,23.107,25.755,30.808,51.633,20.204,18.073,4.340,26.551,13.962,14.198,34.456,36.381,27.166,29.681,73.797,63.917,31.865,23.925,7.549,21.468,28.493,11.301,10.486,24.340,25.893,42.206,30.178,12.036,10.710,15.650,14.378,22.308,33.405,35.466,33.080,11.646,16.043,19.508,35.027,27.193,17.374,16.230,11.215,7.703,9.138,19.607,7.989,38.303,30.042,35.289,51.513,55.980,
19000,22.303,22.664,40.275,5.764,38.451,8.929,10.118,37.750,25.710,35.758,8.685,61.300,18.288,20.291,27.887,2.464,23.041,8.212,41.503,27.742,26.455,9.446,22.579,15.335,15.597,31.245,24.086,2.623,13.492,16.213,70.060,56.933,15.906,29.580,19.379,23.356,9.605,7.305,17.204,59.223,22.871,17.840,25.427,26.689,52.716,23.980,18.407,33.544,34.994,64.063,16.615,49.241,26.334,23.122,30.986,20.568,86.476,16.371,10.403,28.608,28.478,34.411,11.715,31.587,24.090,24.216,31.995,50.933,19.613,20.774,3.844,26.242,14.202,16.210,27.395,38.531,27.468,28.655,82.240,66.441,31.167,24.629,6.948,24.016,23.005,11.273,10.095,21.736,25.580,44.120,30.652,12.334,11.229,27.469,13.151,21.702,30.940,28.408,37.625,12.468,9.812,19.897,29.926,23.545,17.214,16.228,11.363,8.419,8.621,15.595,8.350,33.640,30.259,31.644,49.453,60.729,
20000,21.747,26.228,39.683,4.217,41.411,9.400,9.464,39.383,24.848,34.500,8.625,63.143,18.614,21.100,33.653,2.488,22.963,7.590,37.620,28.692,25.765,9.192,23.273,16.584,15.326,30.262,25.373,2.467,8.368,17.072,64.949,56.237,16.943,29.121,20.163,31.131,9.934,6.955,17.452,58.475,23.437,17.833,22.391,25.582,52.664,23.311,18.616,34.742,32.178,66.406,16.778,51.121,27.687,25.302,32.256,21.016,79.952,19.086,10.056,26.422,27.520,33.318,10.720,34.878,24.577,24.243,31.340,51.422,19.617,17.169,4.066,28.387,13.099,15.450,31.714,42.680,33.750,28.869,73.346,62.230,30.385,25.569,7.001,26.620,23.892,11.126,10.087,21.278,26.638,43.544,31.064,12.860,12.272,25.720,12.417,27.079,32.444,29.021,38.753,11.096,8.882,24.711,28.090,23.133,18.664,16.887,13.205,7.575,9.212,17.819,8.871,33.197,28.925,32.882,46.576,54.429,
21000,24.571,26.966,38.810,6.213,41.749,9.232,10.202,38.942,21.663,35.023,8.465,66.148,18.770,21.488,30.857,2.698,22.792,7.841,46.745,28.944,25.004,8.872,23.074,16.461,15.591,31.319,24.275,2.364,14.906,12.206,69.420,59.571,14.193,30.627,20.015,27.624,9.976,6.322,17.404,58.316,23.458,17.604,18.908,26.589,53.569,29.237,19.939,36.232,30.989,66.806,16.153,53.093,28.040,23.639,31.857,21.299,79.887,22.271,9.388,16.608,27.816,32.385,11.253,35.655,25.825,23.319,32.506,52.542,20.964,22.614,3.146,27.581,13.211,17.435,32.568,35.300,34.335,29.190,66.357,66.824,31.095,25.449,6.756,27.161,23.462,10.653,10.858,25.978,26.442,40.320,30.484,11.999,11.093,21.424,11.796,30.412,29.052,28.950,34.532,11.424,9.568,26.309,35.034,20.761,17.447,17.807,15.639,8.550,9.338,18.902,8.688,35.074,27.236,38.545,49.972,56.246,
22000,24.038,31.426,39.089,5.423,41.862,8.393,12.326,39.332,18.696,34.070,8.061,62.268,19.385,20.922,27.072,2.660,21.702,7.326,43.190,29.657,25.235,9.063,23.485,16.454,14.112,30.302,26.240,1.987,15.081,12.643,74.603,58.678,13.868,29.536,20.175,20.585,9.563,6.322,16.676,60.888,22.555,17.388,18.471,26.544,54.462,29.055,23.282,32.071,32.237,66.307,15.489,52.157,30.759,25.068,30.261,21.025,79.611,25.061,9.497,15.187,25.235,31.168,10.585,37.117,26.706,22.854,31.712,51.968,20.504,20.210,2.717,28.435,13.972,16.331,34.256,32.719,43.924,29.853,69.569,61.158,31.131,26.521,6.844,25.393,22.606,11.154,11.839,23.639,25.954,40.645,30.649,11.461,11.304,23.644,13.423,29.529,34.313,31.797,32.157,11.703,7.596,19.193,31.196,22.167,17.310,16.931,14.507,8.723,8.696,20.508,7.931,34.335,27.822,34.272,44.367,56.301,
23000,17.544,29.085,38.776,4.940,57.357,8.719,10.192,39.077,17.912,32.277,7.630,66.070,18.735,20.864,32.017,2.288,23.841,7.533,39.723,30.081,24.391,8.852,23.843,16.667,14.473,28.065,26.465,1.723,15.659,12.042,74.498,57.832,13.171,30.856,20.912,21.311,9.250,6.538,16.987,57.548,22.728,15.982,19.932,26.042,51.915,30.990,21.491,33.560,29.787,67.202,15.589,51.833,31.153,22.762,29.761,21.597,84.734,22.629,9.171,16.799,39.123,32.039,9.736,38.796,28.381,24.628,32.718,53.619,20.729,23.464,2.074,27.780,13.749,15.875,34.545,39.092,33.930,28.909,61.163,63.754,31.527,24.791,5.767,27.200,24.793,10.326,10.164,24.060,25.070,40.781,31.701,12.092,11.859,23.293,13.735,31.415,35.871,31.766,29.611,13.004,8.418,24.199,31.833,17.702,16.774,18.635,13.136,8.601,9.085,18.901,8.015,37.783,25.734,31.589,42.965,60.482,
24000,17.715,29.873,37.513,4.787,58.638,8.524,10.547,38.341,17.745,32.378,6.844,69.084,18.259,21.499,32.537,2.114,22.823,7.402,40.590,27.047,24.904,8.072,23.519,17.400,13.655,25.875,26.582,1.801,15.612,11.545,66.863,57.237,12.258,30.113,20.505,19.367,9.979,5.840,15.278,58.753,22.305,17.492,19.032,27.108,51.400,23.080,20.720,33.303,29.266,68.838,16.458,50.885,31.810,23.503,32.703,21.980,82.358,18.069,9.020,15.703,27.214,33.903,6.769,39.683,31.951,27.092,33.813,51.944,22.082,24.544,2.197,28.186,15.044,16.382,33.765,37.481,30.042,32.363,71.558,66.975,30.607,25.442,6.364,23.600,23.692,10.934,10.107,23.245,26.541,39.344,30.858,12.568,13.118,17.736,13.240,30.583,32.036,33.998,30.658,11.899,8.106,23.962,33.309,20.946,15.323,17.630,16.190,9.080,8.395,17.835,8.708,34.276,26.498,30.097,48.866,59.931,
25000,11.044,28.951,38.526,6.337,61.320,8.152,11.409,39.211,17.526,32.831,7.436,59.612,18.633,21.889,26.604,1.622,23.483,7.615,42.437,25.824,25.262,8.206,23.946,16.982,14.445,28.345,23.907,1.678,15.054,11.187,76.021,59.453,10.662,29.510,22.085,20.436,9.071,5.904,15.719,59.720,23.132,16.889,19.526,26.015,48.553,25.678,18.968,31.778,28.694,68.434,15.302,50.794,32.662,21.914,33.362,22.679,85.479,14.557,9.324,16.940,36.794,34.949,7.371,42.463,35.296,28.125,33.862,54.424,23.303,24.533,2.185,26.794,15.266,17.508,29.500,36.845,34.029,31.804,86.904,63.177,31.636,24.214,6.239,22.580,25.307,12.160,9.979,21.672,26.436,40.406,31.664,13.296,13.011,24.201,13.865,32.504,33.374,35.402,48.181,13.189,7.941,21.214,32.298,18.560,15.739,17.899,15.766,9.133,8.628,17.263,7.356,40.899,43.004,25.766,51.151,56.699,
26000,12.525,28.159,37.323,8.544,59.532,7.535,9.420,40.923,17.523,32.396,6.907,65.066,19.245,21.715,25.394,1.454,24.464,7.595,45.018,26.141,21.579,7.701,25.556,17.336,13.810,25.530,24.193,1.658,16.669,11.902,69.410,62.307,12.599,30.945,21.257,21.485,9.075,5.522,16.997,61.397,24.210,16.752,21.910,24.173,51.372,32.170,21.832,32.866,30.255,70.133,16.162,51.095,34.372,22.659,34.901,23.042,88.053,11.958,8.314,18.107,36.464,35.238,7.061,45.291,40.561,29.294,34.776,55.289,24.249,24.966,2.479,27.364,18.266,19.619,29.705,44.709,37.862,32.990,89.367,66.233,34.790,25.215,6.681,24.450,23.651,10.995,10.140,25.707,27.185,42.798,31.650,13.715,14.469,24.011,14.130,34.289,32.990,28.368,55.855,13.771,7.683,21.430,30.974,17.042,15.928,19.522,17.467,9.172,9.620,20.502,7.726,52.200,40.810,29.582,47.506,62.979,
27000,11.970,32.642,38.653,17.404,62.957,7.620,9.974,38.378,18.688,33.421,6.222,66.054,19.537,20.922,23.567,1.442,23.127,7.480,61.030,24.797,19.441,8.323,24.868,17.763,15.342,30.473,29.965,1.574,16.838,12.681,68.927,60.918,12.571,31.390,21.563,29.679,8.875,5.525,15.130,60.581,25.290,16.443,19.842,22.781,50.433,26.818,22.428,33.581,29.737,69.433,14.632,52.067,36.101,22.257,35.863,23.033,76.256,19.727,8.536,18.785,31.045,34.813,8.119,43.840,37.436,32.382,35.424,55.054,23.330,19.064,2.049,28.489,19.080,20.260,35.097,42.114,37.243,33.154,91.652,63.539,34.046,24.165,6.561,28.647,23.747,11.846,9.229,22.188,26.618,42.636,31.103,14.925,14.276,26.753,11.774,29.597,35.282,31.550,62.189,14.061,8.081,17.830,38.496,10.926,16.523,18.061,16.057,9.173,10.286,19.672,7.368,53.537,46.269,29.542,48.556,51.556,
