
Intensity Mean
 ==================== 
Time [ms],1000000000,1000000001,1000000002,1000000003,1000000004,1000000005,1000000006,1000000007,1000000008,1000000009,1000000010,1000000011,1000000012,1000000013,1000000014,1000000015,1000000016,1000000017,1000000018,1000000019,1000000020,1000000021,1000000022,1000000023,1000000024,1000000025,1000000026,1000000027,1000000028,1000000029,1000000030,1000000031,1000000032,1000000033,1000000034,1000000035,1000000036,1000000037,1000000038,1000000039,1000000040,1000000041,1000000042,1000000043,1000000044,1000000045,1000000046,1000000047,1000000048,1000000049,1000000050,1000000051,1000000052,1000000053,1000000054,1000000055,1000000056,1000000057,1000000058,1000000059,1000000060,
0,971.908,584.817,498.534,444.791,822.675,1063.615,282.168,791.323,615.120,402.386,658.377,416.269,730.984,624.144,320.905,403.661,726.008,259.902,255.708,421.242,587.762,823.837,684.899,679.926,2010.627,631.309,563.701,343.881,395.909,580.597,622.984,459.072,551.137,336.950,374.718,376.650,320.137,686.027,530.108,514.479,663.636,321.457,376.252,272.228,256.530,255.698,525.834,284.151,272.318,326.153,473.162,289.753,621.674,295.362,273.780,293.308,587.236,263.451,370.836,297.038,270.486,
1000,1405.456,831.138,519.042,855.376,1612.786,1280.845,279.861,1481.532,1077.575,426.311,632.112,545.865,780.759,1490.813,309.083,398.036,717.185,248.248,283.583,837.948,626.641,938.498,695.735,632.965,1662.410,1381.658,541.370,329.803,375.288,589.701,714.633,714.430,585.592,314.256,302.552,325.896,306.210,749.626,578.362,554.955,575.057,307.699,476.051,289.140,256.413,254.441,454.422,276.603,259.775,284.424,632.576,266.556,587.088,284.245,264.006,506.813,617.838,267.629,499.205,305.055,327.834,
2000,868.049,1845.088,540.443,904.147,1696.462,674.475,293.805,1256.680,1061.276,426.457,664.974,791.585,850.550,1203.658,305.947,408.467,790.437,261.759,274.926,787.077,642.292,901.496,692.956,687.101,1012.831,1319.752,533.030,356.498,403.305,590.226,684.816,381.934,529.162,352.109,308.067,323.728,300.511,886.606,523.898,517.835,689.212,308.994,451.059,286.637,377.971,251.495,525.707,278.775,258.639,293.576,554.902,287.401,588.600,302.419,270.818,481.679,561.216,337.160,418.719,301.832,323.575,
3000,657.811,1852.104,565.953,540.392,1328.309,446.885,323.887,900.038,700.652,412.040,625.821,843.470,1032.020,772.189,327.034,514.388,903.271,256.555,279.553,507.450,514.850,908.510,719.827,900.478,672.748,712.997,519.720,392.488,652.594,553.945,784.144,393.889,505.349,434.867,421.694,288.482,285.499,800.336,487.181,507.270,701.230,311.700,310.963,286.434,595.855,234.150,519.989,345.150,267.273,383.002,661.823,280.462,555.569,291.522,253.222,588.855,536.864,281.780,413.076,298.397,290.036,
4000,559.524,1019.486,573.306,446.015,953.591,419.690,373.725,679.021,643.532,598.907,705.762,537.873,1036.626,637.906,429.689,622.816,990.253,263.832,290.630,365.604,514.027,867.429,783.182,574.772,602.884,565.266,532.405,448.334,889.911,575.186,741.558,522.847,465.084,596.320,712.990,280.956,398.094,789.737,494.451,565.029,737.199,315.053,593.556,338.613,479.191,244.450,673.979,285.370,359.437,394.828,720.807,302.269,612.405,285.172,265.359,603.658,543.030,344.313,518.202,325.248,265.107,
5000,675.862,721.517,681.609,395.465,728.160,373.497,293.278,632.871,523.507,967.269,937.224,414.952,813.893,505.112,700.748,618.082,797.399,324.563,285.691,362.310,589.448,741.429,742.922,539.649,598.659,484.560,566.604,756.900,650.311,598.720,669.229,777.748,457.353,511.597,729.115,385.682,581.380,753.266,517.254,589.606,738.389,342.456,535.136,332.484,369.272,501.362,627.356,437.996,436.130,590.513,625.949,374.923,354.809,306.396,345.833,553.282,665.064,385.473,524.465,454.508,265.115,
6000,572.660,644.263,557.586,372.819,665.354,438.338,337.381,602.185,482.379,965.407,912.988,409.576,880.747,449.521,549.016,788.286,960.944,354.074,352.361,351.443,607.919,728.386,727.703,635.037,533.543,447.308,532.099,931.456,398.810,616.104,673.546,930.583,445.785,387.009,532.694,314.715,484.230,740.946,496.726,574.711,634.334,315.808,576.109,402.555,333.719,418.801,637.769,381.008,372.298,513.197,469.792,322.743,353.906,354.183,361.625,622.195,661.572,305.822,386.537,430.757,246.813,
7000,722.019,607.849,517.440,413.273,673.278,560.777,452.192,592.009,682.073,652.246,830.095,390.731,748.936,461.152,368.927,543.148,812.266,302.623,376.864,340.634,602.315,740.680,629.836,595.312,856.990,441.801,616.153,666.636,455.972,627.733,813.790,695.609,440.750,393.174,479.991,318.219,374.768,725.338,615.566,577.266,578.481,358.851,659.544,520.997,293.339,259.611,577.707,329.109,298.820,429.582,656.892,347.925,360.903,459.891,466.601,547.359,621.115,290.161,379.480,373.128,280.513,
8000,1120.606,578.528,461.880,552.015,900.355,732.776,360.443,794.412,567.805,481.998,741.320,389.218,687.864,762.786,311.297,423.974,666.800,268.635,367.482,356.538,531.356,707.766,657.094,668.806,1395.209,492.217,629.057,429.659,348.232,588.688,668.654,570.823,518.239,368.651,349.326,397.793,319.506,725.083,625.697,554.105,603.325,318.077,649.487,392.645,253.027,290.490,650.719,285.752,272.705,317.003,675.398,348.265,389.391,303.897,332.208,571.807,621.300,272.855,371.114,322.718,264.477,
