
Intensity Mean
 ==================== 
9000,1036.748,594.239,481.652,873.471,1514.979,986.492,299.187,1545.434,926.930,426.292,731.106,387.943,714.769,1351.778,327.411,413.461,655.663,268.118,308.361,658.583,615.476,721.845,654.056,645.487,1536.302,922.818,576.924,349.919,342.618,574.323,651.908,606.153,528.349,317.121,325.337,379.628,297.414,635.841,547.206,875.693,532.257,315.890,489.447,327.086,251.963,242.738,779.689,266.146,266.526,286.344,462.392,255.047,360.945,326.952,299.977,551.509,624.198,271.189,627.044,297.433,295.037,
10000,797.944,1271.253,498.549,740.160,1782.085,824.862,296.701,1373.272,991.570,452.192,688.971,621.980,893.953,1114.618,309.507,385.378,971.989,253.898,270.390,790.452,785.572,815.093,624.958,687.381,857.087,1435.631,611.081,358.351,345.282,561.297,745.850,474.711,789.163,312.483,318.803,336.117,282.495,912.495,531.606,665.343,606.697,315.435,461.062,325.367,265.807,290.270,543.982,277.772,259.580,310.621,456.715,321.472,383.588,276.362,279.265,662.731,659.171,272.141,850.904,306.801,302.538,
11000,611.645,2461.176,483.936,591.038,1707.830,543.902,278.144,1053.961,990.530,571.765,622.406,1002.748,812.144,722.443,320.644,400.870,1067.670,257.681,286.214,575.396,514.314,993.970,664.049,605.184,648.972,1122.195,517.758,320.502,387.141,520.122,787.953,421.237,498.582,333.218,600.333,311.638,289.037,695.115,613.393,633.104,654.646,316.323,932.489,270.180,328.614,276.109,644.218,280.013,277.586,281.676,755.113,282.171,388.598,305.471,256.023,536.497,536.032,261.364,751.322,345.965,278.593,
12000,570.741,1596.503,476.684,446.590,1250.463,412.758,277.155,894.319,770.783,491.626,652.055,627.748,746.467,533.327,305.110,426.896,720.708,253.323,283.992,404.890,516.668,886.001,669.308,684.169,540.380,672.702,527.111,361.198,554.578,557.828,750.116,459.935,690.383,348.741,311.313,332.871,290.533,632.401,535.877,479.017,819.902,341.135,616.747,291.975,496.064,284.672,612.528,279.413,257.503,307.084,603.873,267.117,398.351,298.298,262.017,559.064,654.203,272.300,669.853,300.504,250.111,
13000,538.551,892.561,912.612,421.849,835.758,393.545,295.454,647.295,533.256,699.080,696.793,475.306,857.405,479.213,365.685,567.438,1006.419,277.086,299.967,369.333,511.772,761.083,648.389,570.968,540.053,517.896,499.171,424.525,847.676,602.197,732.220,514.684,538.881,353.514,769.468,319.903,409.351,679.044,538.153,477.430,602.172,375.474,535.402,302.842,462.594,325.950,604.434,292.282,296.838,515.388,1011.155,271.842,795.254,304.509,271.852,598.118,809.030,293.626,786.898,304.630,250.777,
14000,559.102,626.244,511.839,406.067,700.151,356.867,291.982,571.007,495.755,1208.054,707.109,397.672,859.462,491.014,582.967,756.570,736.733,323.517,298.313,355.053,527.211,711.737,705.323,629.352,561.320,474.896,525.536,572.315,674.060,550.653,919.665,719.965,533.961,484.725,647.375,305.941,549.960,692.422,533.845,497.372,911.635,377.284,718.770,312.563,377.221,415.708,509.358,416.822,341.702,708.601,846.537,277.038,732.764,371.288,299.827,590.523,541.087,346.811,373.406,346.409,236.465,
15000,826.460,579.823,451.358,395.678,645.968,375.465,407.880,564.252,497.863,916.730,731.000,408.634,736.164,480.976,639.840,723.359,771.463,426.329,316.716,359.068,503.753,713.029,694.378,596.949,704.310,460.340,516.521,957.152,434.117,533.745,657.938,1036.463,461.332,468.960,559.472,387.309,523.604,681.364,522.873,505.990,774.156,343.904,1045.010,308.877,316.390,500.773,571.624,448.295,388.224,411.458,573.543,319.199,586.836,461.077,347.720,588.817,625.360,390.989,746.522,322.249,254.436,
16000,918.680,597.205,441.001,405.137,718.326,372.110,453.105,595.024,576.536,627.424,867.408,404.768,820.681,520.075,406.983,523.826,807.072,354.306,373.052,384.547,579.411,736.275,723.783,586.704,1292.782,470.310,500.696,726.962,405.628,625.354,632.392,726.190,808.491,502.656,498.135,444.581,399.976,835.885,554.686,726.749,622.409,375.020,493.175,444.852,285.199,346.925,588.081,339.649,334.847,328.794,587.513,283.070,510.854,501.470,436.860,705.419,691.368,355.094,724.730,381.626,253.417,
17000,668.763,578.410,465.148,596.032,1105.673,575.472,348.320,1113.162,793.147,505.838,879.103,373.714,731.474,1164.908,349.466,438.097,727.541,300.382,381.242,387.771,543.864,670.662,677.623,534.589,1151.911,467.610,562.349,534.589,382.070,521.826,716.929,848.023,694.857,468.632,389.207,312.931,334.176,653.908,626.398,583.622,640.827,370.994,506.191,412.889,272.459,296.302,420.753,296.750,277.354,306.213,680.301,290.082,561.572,462.326,376.907,607.874,664.236,313.805,661.713,476.430,268.315,
18000,604.071,609.602,864.282,894.678,1540.106,867.745,303.270,1419.944,977.560,498.015,826.515,512.213,790.378,1203.128,319.073,377.317,719.981,276.567,349.559,654.155,499.056,698.172,642.233,510.488,868.008,871.116,499.551,414.570,358.589,521.381,742.388,504.894,727.961,418.815,310.368,317.939,301.944,712.182,555.957,571.121,938.944,349.464,506.783,429.634,261.904,307.072,666.020,301.026,262.585,291.459,727.340,298.921,570.708,373.008,339.444,596.714,618.465,306.397,672.397,461.382,304.742,
19000,611.742,1581.471,734.578,607.269,1737.646,730.529,283.915,1114.059,1000.304,475.320,768.542,781.124,794.433,855.473,362.465,409.740,673.936,268.516,359.185,647.684,509.364,831.999,617.516,546.334,631.271,1479.338,519.096,372.134,380.004,579.813,488.497,446.639,809.145,333.162,328.541,340.766,325.695,678.362,501.370,584.299,678.989,333.742,633.968,350.449,270.821,303.346,660.848,295.177,263.662,311.691,590.674,307.048,582.337,325.456,337.986,569.122,668.433,286.125,753.456,348.663,283.426,
20000,620.584,2303.097,629.116,472.291,1445.292,448.981,274.102,929.908,754.502,472.627,835.772,593.691,671.390,606.588,336.983,406.546,659.834,277.747,309.538,458.188,513.021,856.757,648.284,557.129,578.549,986.192,612.582,349.861,400.463,604.343,447.668,410.640,784.768,324.132,364.203,337.880,306.242,720.087,491.672,608.248,631.018,346.589,477.404,319.795,288.112,286.316,653.231,281.264,263.931,301.433,626.599,303.047,572.505,324.920,273.284,614.672,705.551,281.346,747.710,333.364,265.178,
21000,545.140,1540.756,524.247,440.478,970.017,377.710,290.278,667.319,634.040,488.975,683.724,493.836,756.728,541.590,356.223,411.669,710.169,263.966,308.098,390.465,473.197,913.173,627.165,584.665,536.470,608.592,617.979,352.351,466.332,570.180,456.357,429.499,745.290,341.641,351.837,382.342,289.839,671.001,578.958,487.718,642.695,377.183,479.788,335.417,394.186,297.713,709.876,287.857,288.474,361.735,541.970,310.909,581.408,314.139,305.060,615.339,708.901,258.058,781.932,309.611,257.857,
22000,717.977,865.640,510.886,416.615,929.619,411.497,267.176,618.816,605.670,596.848,654.541,422.203,785.550,575.096,376.018,424.522,650.877,266.647,295.124,363.221,511.233,821.075,654.266,597.743,552.482,501.468,603.068,396.071,690.313,576.505,497.261,524.862,772.919,369.298,549.057,389.434,328.520,794.838,557.483,665.046,639.435,403.205,456.768,313.701,529.040,408.522,716.895,309.685,298.190,912.320,389.274,299.488,554.555,300.887,281.413,722.185,867.531,261.909,775.725,327.194,253.675,
23000,707.935,705.570,494.890,403.786,740.843,371.041,274.102,656.030,509.959,891.950,752.952,392.060,763.693,479.492,488.027,628.327,706.540,277.674,313.053,382.599,579.194,740.059,682.076,534.521,517.605,485.404,524.911,453.742,856.945,511.226,510.018,513.297,915.530,342.406,595.754,560.364,403.159,708.652,534.680,701.857,605.022,397.274,469.693,301.721,443.959,527.084,673.402,429.774,332.904,548.970,588.526,254.604,407.433,370.163,274.538,716.499,636.891,262.812,957.265,337.144,241.316,
24000,830.390,611.282,499.793,403.165,716.599,372.907,305.855,591.669,553.524,1022.511,771.535,416.750,796.226,499.766,820.276,775.915,726.369,319.613,468.826,361.262,612.827,716.121,746.193,552.292,578.476,507.685,562.098,754.525,732.170,542.714,536.025,938.075,988.749,449.535,617.356,407.611,584.077,702.622,539.170,484.526,566.290,384.523,485.053,329.904,349.029,452.875,723.178,462.930,377.206,378.362,743.514,276.084,404.725,390.541,273.186,622.806,651.825,289.004,1019.908,396.795,252.491,
25000,683.886,567.185,472.066,456.864,793.040,404.018,395.467,604.534,668.899,764.585,688.681,396.318,764.264,670.654,752.597,624.238,672.903,391.716,432.903,357.955,957.169,699.560,642.405,607.787,1262.233,493.238,508.471,852.863,438.709,498.379,480.199,981.372,692.240,548.021,611.627,298.574,515.946,630.502,559.062,480.308,537.318,620.741,477.451,383.554,306.891,376.711,703.269,376.027,342.565,326.570,700.759,335.588,407.203,405.823,323.890,673.433,712.435,335.172,898.612,315.703,256.827,
26000,676.768,593.848,487.198,594.476,1215.177,685.218,419.215,1188.470,973.446,556.642,713.462,550.364,716.783,991.397,489.072,434.025,682.907,456.634,414.747,350.779,905.946,667.447,646.248,543.648,1422.186,493.555,553.785,608.340,393.870,548.573,506.261,682.481,647.338,555.652,533.288,311.020,381.481,715.439,510.239,559.665,571.667,748.378,507.582,430.388,280.117,232.203,722.247,312.772,292.539,316.043,641.605,277.282,412.529,360.474,398.704,625.296,756.401,378.006,837.328,445.730,271.867,
27000,673.850,623.022,493.812,584.124,1412.004,753.885,336.782,1507.952,909.249,531.302,1061.270,662.720,773.084,922.339,388.893,419.137,656.406,376.943,419.277,662.915,929.540,674.151,640.401,612.549,847.663,705.932,528.321,434.260,400.097,524.831,465.394,559.155,663.826,506.218,422.724,301.989,326.504,675.203,523.258,651.791,597.391,679.558,480.802,383.624,261.859,221.116,688.954,301.051,274.633,314.515,536.978,290.510,410.641,385.645,392.488,442.270,947.815,363.931,815.049,515.785,270.348,
28000,657.092,872.549,838.194,506.845,1496.830,540.820,285.160,1184.719,841.020,508.742,991.078,655.657,743.175,708.863,363.077,415.426,723.920,299.314,400.134,773.471,994.309,658.271,695.521,619.093,637.866,1154.024,580.341,402.973,421.569,553.466,504.950,503.363,709.735,344.435,408.381,340.031,310.997,606.425,526.563,662.392,619.833,595.553,497.934,403.461,266.178,359.406,679.744,306.024,268.847,317.750,588.207,291.570,456.576,420.629,335.888,521.523,845.637,306.356,825.524,459.230,268.946,
29000,610.576,1693.658,522.445,420.913,1334.640,411.140,272.854,735.510,758.634,464.827,993.473,450.880,667.233,563.878,356.375,390.429,732.898,279.867,351.806,532.099,899.039,816.497,656.352,596.148,519.292,1048.106,521.680,368.085,387.317,531.377,476.087,430.652,645.427,332.151,381.696,351.240,306.118,625.305,559.970,584.497,709.529,623.325,445.447,316.981,258.760,316.106,653.844,280.401,254.167,325.595,618.469,274.570,414.519,305.375,311.509,465.202,766.064,271.369,799.548,354.427,253.514,
30000,611.205,1965.759,515.708,427.810,1059.400,368.555,280.776,687.464,603.216,472.892,983.115,429.445,661.649,495.215,353.418,396.667,702.037,272.353,345.399,420.244,1011.671,819.589,700.927,617.684,530.415,743.067,565.629,385.367,425.794,532.760,479.793,440.517,717.607,363.623,392.231,379.067,281.441,630.349,571.273,481.462,657.940,613.001,488.315,314.346,306.950,342.530,665.217,307.025,283.401,449.254,554.789,289.566,464.185,317.914,295.079,530.280,788.900,269.848,729.335,449.748,245.153,
