0,317.81,479.73,222.93,1227.2,515.71,186.87,410.44,825.15,959.47,761.2,217.82,742.8,477.15,925.17,273.26,977.1,971.26,817.38,1081.2,338.25,1044.4,367.44,1221.9,930.35,512.88,1071.7,314.23,646.4,820.1,298.64,293.8,325.56,243.72,614.97,621.64,387.92,738.8,574.58,554.36,694.01,598.65,319.24,379.08,621.76,483.71,427.91,243.81,600.52,222.33,1065.1,289.01,404.24,625.09,308.27,1258.8,998.24,789.01,872.06,761.75,556.85,491.41,353.24,426.37,310.3,460.37,279.56,960.32,623.44,247.35,283.38,237.25,268.79,196.77,260.24,208.01,445.47,419.98,224.32,379.63,1095.5,188.77,238.23,222.25,334.62
1,369.9,498.12,204.56,1048.7,534.59,194.7,399.18,809.3,742.14,872.38,227.45,626.27,358.98,762.71,251.71,954.33,830.88,656.83,949.05,277.24,1010.4,367.65,1084.5,832.06,526.83,1123.5,358.91,483.89,835.84,264.44,256.39,271.44,209.83,506.18,798.8,402.6,846.88,811.41,469.57,605.19,474.05,360.23,357.64,514.73,611.37,399.04,259.85,997.57,233.38,1096.1,275.13,285.82,584.79,301.98,1112.3,932.87,677,786.32,737.94,619.58,508.72,362.67,425.77,231.33,446.16,243.29,993.69,611.39,247.61,304.12,221.99,270.35,201.15,247.54,200.53,421.31,366.74,238.89,427.99,943.82,192.51,256.85,307.08,333.84
2,347.58,482.95,252.9,932.98,499.52,199.56,379.83,752.77,636.56,771.45,217.51,505.08,304.01,704.1,231.56,824.27,640.49,527.06,813.37,279.28,879.39,344.09,919.29,679.57,498.87,997.04,295.73,407,701.93,247.73,222.62,252.19,194.42,454.91,780.9,357.67,834.94,817.24,490.56,562.96,373.2,373.24,319.68,407.9,435.06,284.16,249.18,922.06,271.48,986.98,264.26,250.18,514.71,297.94,930.98,794.82,575.95,682.11,673.86,647.74,369.22,315.82,381.14,218.97,391.75,246.36,932.49,571.11,258.43,270.54,234.59,257.63,197.58,228.79,195.04,339.56,326.62,225.77,414.35,908.72,184.91,238.13,257.24,343.03
3,336.37,466.43,222.85,806.36,476.87,196.14,352.41,659.86,576.24,697.71,206.48,429.47,289.67,621.34,216.77,706.59,501.73,434.79,651.05,259.65,789.7,287.6,754.2,594.87,476.63,886.2,288.3,366.98,640.79,218.2,225.45,240.24,183.01,411.19,636.42,324.19,727.17,753.48,398.33,527.13,311.87,377.31,266.76,348.64,357.25,241.19,248.39,706.26,273.05,882.29,253.05,227.97,426.78,290.08,823.42,702.25,521.9,634.45,611.92,608.57,318.58,294.7,364.36,208.87,311.77,235.85,866.09,509.38,239.33,258.9,222.8,255.35,197.16,226.21,191.12,275.71,293.22,230.13,375.53,697.7,181.13,239.12,245.1,309.84
4,320.72,427.96,193.75,733.9,448.71,192.09,330.89,592.82,496.53,633.01,188.92,377.17,269.99,569.09,200.94,611.57,395.39,376.73,531.35,234.71,708.36,244.26,640.57,523.83,466.98,745.56,285.31,332.95,572.25,206.78,219.16,233.31,178.66,404.62,491,275.05,615.77,659.2,318.67,483.63,265.69,344.73,235.37,316.66,321.3,228.87,243.69,592.91,266.82,765.71,233.29,223.48,351.18,271.46,757.79,627.11,478.24,573.23,539.77,525.24,299.6,263.76,348.48,197.52,263.38,228.36,812.72,427.52,210.64,246.35,212.9,230.02,201.88,209.47,180.37,238.79,260.09,227.46,328.48,539.7,183.24,223.14,237.8,273.64
5,312.42,387.78,190.65,681.41,412.29,194.73,307.07,550,449.17,562.83,178.68,337.47,246.48,526.02,192.87,534.82,334.01,348.56,464.11,224.37,631.1,229.95,584.67,455.12,449.29,619.55,264.88,309.09,508.97,211.18,208.1,229.45,175.71,402.61,383.21,238.91,542.96,571.29,260.66,463.14,240.43,303.64,225.05,289.75,293.99,224.72,231.99,562.5,254.08,661.73,227.3,223.37,302.33,263.61,716.88,581.58,449.66,512.27,479.15,447.12,268.33,235.24,328.41,192.81,252.19,227.32,773.23,379.06,193.83,227.74,210.7,212.4,205.57,190.64,172.44,220.96,247.07,214.68,288.73,478.59,182,203.99,226.61,248.53
6,325.69,367.93,187.23,624.73,390.8,199.07,283.3,507.76,454.84,496.11,180.02,312.66,237.06,475.29,189.91,476.45,320.22,333.12,424.11,221.73,576.46,232.42,540.57,410.76,424.84,565.33,243.42,299.1,484.29,213.97,210.9,223.92,167.89,389.01,303.49,238.25,495.23,514.74,213.79,456.55,234.4,291.19,211.38,267.6,291.06,222.45,202.86,518.05,238.75,606.39,235.27,213.35,277.41,271,685.4,564.55,451.39,487.55,445.48,396.18,239.99,232.56,317.06,194.06,241.81,223.95,719.15,366.37,190.78,217.14,202.52,222.2,201.3,185.28,173.75,210.93,247.25,208.02,264.82,468.41,177.2,205.08,221.1,231.66
7,329.9,352.41,179.34,611.56,395.57,193.01,281.64,472.03,429.38,438.63,175.26,299.9,235.9,467.67,176.7,436.56,309.61,309.08,402.18,212.34,538.75,235.2,470.15,388.33,425.06,547.1,228.57,287.86,449.74,213.03,214.64,214.8,163.03,403.36,258.8,234.79,450.65,480,241.22,414.71,220.79,300.36,188.58,258.84,287.55,205.02,149.05,467.54,240.72,580.33,225.93,203.85,265.54,265.13,633.31,532.15,463.84,474.01,415.25,353.85,230.42,235.08,312.5,194.38,211.78,218.17,628.67,322.51,190.58,217.82,188.84,215.55,190.64,178.82,174.79,199.98,224.91,210.45,247.9,519.74,179.12,206.38,206.91,227.7
8,273.91,336.7,182.48,547.47,385,184.21,280.92,437.67,383.73,437.34,179.75,292.01,230.52,454.55,186.38,416.74,292.3,290.04,378.53,220.95,508.87,217.29,433.31,376.16,438.16,554.32,234.06,279.57,418.04,196.38,219.47,205.69,180.55,388.34,260.02,224.35,429.16,470.3,243.11,418.73,217.58,325.03,188.45,239.43,237.25,202.14,152.59,436.4,206.95,543.24,238.34,197.64,252.2,257.63,579.69,533.94,457.93,460.82,388.95,333.94,211.65,227.12,302.89,197.51,201.88,214.91,605.71,308.96,194.75,220.06,197.44,192.9,187.05,185.99,180.3,190.17,226.34,199.6,216.57,445.56,172.8,195.62,191.49,223.39
9,270.43,332.28,188.63,577.77,376.72,185.3,285.88,468.07,417.44,439.15,180.81,298.8,242.19,437.09,181.18,386.05,279.15,308.81,375.65,229.47,466.61,214.32,420.84,384.37,450.83,518.98,234.19,270.24,428.07,197.13,214.16,209.42,182.56,378.66,242.32,227.23,410.8,442.98,231.34,392.04,218.36,342.07,181.96,244.72,242.07,200.6,150.22,427.76,216.83,516.22,228.22,206.5,241.86,244.88,563.86,489.71,415.58,474.48,386.43,318.85,252.05,222.08,298.8,195.15,200.58,210.25,575.52,315.02,185.24,198.59,187.43,181.73,195.4,184.37,176.2,189.89,228.91,196.57,215.92,434.08,178.61,187.44,184.8,211.93
