0,284.73,383.53,1409,229.55,859.4,469.15,444.94,256.88,893.35,1483.9,450.06,1331.6,1153.7,757.24,593.8,283.75,659.65,489.73,327.25,241.06,370.01,1362.6,470.68,369.18,318.75,946.76,333.34,281.09,257.46,256.05,286.47,357.57,195.04,508.59,1268.4,285.26,215.69,236.62,698.25,1027.7,313.48,731.37,312.62,367.33,273.97,1377.6,316.34,265.91,457.87,1073.9,1582.2,404.28,840.1,1444.4,550.1,311.6,1022.1,1274.8,1801.9,955.6,1227,589.48,299.41,286.62,365.45,1044.8,281.67,251.89,543.68,1677.7,858.07,369.17,1444.8,1302.3,401.02,504.9,1011.5,1894.6,616.45,347.29,399.87,305.01,211.97,756.55,1160.1,393.82,515.88,286.81,1216.7,580.57,187.25,684.66,430.32,232.12,637.79,1325.1,630.23,233,242.83,215.27,214.86,221.45,283.43
1,297.26,377.5,1353.5,233.11,819.19,415.21,636.47,280.66,972.35,1257.3,553.97,1797.1,1118.9,748.78,497.9,300.8,813.74,644.97,352.41,288.76,342.23,2013.6,430.77,388.55,320.33,825.55,358.77,387.22,269.66,253.77,266.57,377.24,214.47,447.11,1069.9,258.89,222.3,279.4,727.14,1502.7,297.07,588.25,402.01,477.34,283.43,1385.2,380.68,264.47,661.48,871.38,1225.1,394.42,720.37,1216.6,517.09,376.68,1272.4,1222.6,1565.5,895.15,1232.7,836.84,313.02,275.04,335.89,837.4,298.45,261.31,607.32,1429.7,771.41,328.65,1292.9,1095.1,338.41,570.76,848.62,1825.4,490.26,362.75,469.26,336.31,211.12,789.48,972.57,392.2,438.22,303.86,1021.9,783.15,209.61,713.32,488.78,227.77,676.33,970.79,940.99,300.92,243.15,261.23,220.96,225.37,314.64
2,304.38,364.52,1231.1,248.15,661.67,358.56,810.65,302.47,924.74,984.48,682.14,2027.1,986.37,673.38,416.68,317.16,850.87,936.27,336.1,348.12,356.24,2178.7,349.65,487.71,334.45,706.15,358.06,482.36,268.97,305.2,265.64,442.58,254.77,364.5,838.4,296.53,208.45,308.13,776.16,1722.3,348.06,495.86,463.47,695.16,299.14,1270.4,498.11,269.32,793.43,716.68,1006.2,412,607.36,962.9,477.64,492.16,1289.2,1198.4,1308.4,761.47,1080.2,908.27,315.58,289.95,354.34,672.93,302.89,274.99,576.57,1240.2,632.38,289.54,1022.2,844.31,305.7,574.98,646.27,1376.7,418.45,341.94,415.77,456.42,226.35,662.79,761.12,336.31,359.21,299.59,847.44,1023.5,239.52,660.28,477.17,240.58,684.58,760.03,982.5,352.84,234.67,255.91,233,218.79,279.63
3,288.84,368.78,1002.8,248.05,530.6,343.16,841.94,301.12,840.74,798.6,741.42,1950.6,792.66,542.13,332.74,405.39,840.77,1160.3,340.64,382.28,360.64,1986.3,318.66,759.78,336.81,617.19,346.85,538.56,274.39,489.95,257.82,445.36,292.41,311.65,703.54,329.53,225.43,363.06,750.48,1687.1,357.64,390.57,440.36,810.22,304.43,1104.6,663.88,268.01,859.14,595.26,882.75,451.24,547.68,777.35,428.05,615.73,1100.7,1007.6,1016.2,622.54,874.05,890.43,319.95,298.74,372.62,575.05,304.7,285.67,533.7,1071.1,498.61,278.33,824.3,677.27,276.49,555.97,531.94,1038.7,377.06,332.93,403.48,422.99,230.36,624.94,680.16,292.93,320.26,294.43,712.58,1113.6,282.01,595.32,433.43,246.22,584.94,642.75,841.46,462.67,231.47,328.04,251.86,214.9,335.68
4,275.04,384.45,804.39,242.28,452.35,326.09,775.14,303.67,766.57,658.46,742.95,1667.2,622.98,446.65,274.57,557.7,779.01,1172.9,342.81,406.97,372.55,1556.9,278.19,1050.4,322.45,532.1,349.78,563.34,276.29,709.03,260.97,423.71,338.61,286.04,624.45,371.12,236.61,372.18,643.93,1461.4,339.86,330.85,389.41,768.97,319.84,960.58,756.8,271.01,841.27,517.46,745.15,509.01,528.64,678.36,384.62,644.96,861.57,794.06,792.9,524.66,723.7,824.27,316.42,293.29,372.81,495.32,319.9,317.8,505.75,913.3,411.29,267.22,702.47,542.53,253.13,478.28,467.75,836.53,357.11,341.58,364.14,349.73,228.35,533.94,595.63,259.88,293.64,314.49,577.35,1017.2,340.49,524.81,419.66,265.69,489.39,545.52,689.3,552.53,242.18,456.5,258.34,215.59,367.46
5,275.02,383.37,668.7,237.65,400.2,297.76,653.56,300.62,661.49,561.45,701.99,1327.3,502.51,385.98,244.78,719.64,684.59,1052,342.95,391.23,387.7,1156.8,241.04,1245.2,314.7,451.64,360.31,545.73,283.95,836.92,262.77,399.18,377.72,265.38,543.71,401.03,233.64,331.86,540.26,1168.3,314.75,301.76,328.74,647.98,319.23,842.42,733.52,281.43,752.96,471.71,616.49,584.05,509.25,615.69,365.51,576.68,681.68,640.61,669.09,478.74,628.25,744.51,310.87,287.91,367.07,430.93,328.77,342.06,490.5,746.6,372.51,248.7,619.85,431,241.27,383.89,424.84,700.91,356.94,324.18,307.62,301.18,228.92,431.96,524.83,235.59,274.35,349.27,470.12,818.59,384.31,453.51,423.86,332.29,432.18,457.08,571.05,588.23,264.37,548.63,257.65,248.27,344.97
6,279.79,363.11,570.59,234.03,346.44,280.03,527.22,276.54,549.25,521.75,622.5,1048.3,427.17,325.41,230.21,819.23,592.28,921.68,352.47,333.77,393.78,932.24,231.65,1354.3,321.72,387,360.26,490.35,297.86,880.92,253.81,387.71,384.3,242.41,482.33,434.84,232.09,286.14,474.22,919.76,292.94,271.55,268.68,540,302.64,745.37,655.49,296.46,621.56,436.26,551.82,630.2,472.46,552.79,357.4,477.51,574.35,544.68,592.92,464.18,549.63,669.44,318.75,288.08,372.78,401.62,332.33,334.79,475.94,629.45,353.22,238.21,559.56,364.67,239.48,325.5,397.12,586.61,354.64,275.36,274.78,265.22,230.59,393.03,491.41,223.24,267.2,395.83,416.85,638.04,386.83,395.88,459.4,433.87,389.56,395.44,468.61,575.76,312.59,534.84,260.25,284.43,317.07
7,277.83,362.05,515.97,231.19,296.85,280.66,453.51,251.65,532.14,511.7,523.57,865.65,394.96,279.22,225.69,816.38,524.02,785.45,358.02,293.68,394.58,770.21,218.89,1414.8,323.95,340.53,355.66,426.53,297.66,957.63,253.37,405.91,355.76,232.95,496.88,532.56,244.25,255.55,392.08,749.22,275.55,260.99,242.28,459.64,318.04,685.91,598.02,315.1,475.36,412.62,519.55,591.09,441.49,507.62,332.28,395.92,493.35,490.06,517.36,451.79,496.42,582.13,341.43,283.31,386.53,400.64,370.36,326.52,456.37,647.65,327.46,241.19,526.33,333.85,237.12,288.97,381.16,494.6,324.96,249.49,249.95,231.82,228.11,349.08,420.8,219.77,260.46,472.25,389.67,533.3,357.76,364.53,598.4,509.44,363.72,358.95,393.35,526.99,413.38,452.66,282.37,256.64,300.6
8,280.78,396.94,489.62,231.7,284.96,268.9,416.11,260.19,509.77,492.22,478.66,787.71,356.61,269.73,222.11,742.4,509.61,651.28,332.86,254.43,383.81,677.09,216.54,1268.4,340.2,341.53,386.35,338.56,296.01,1003.7,256.67,385.35,310.47,237.34,483.84,622.38,295.62,235.47,358.01,655.1,230.28,263.88,235.84,390.36,320.04,614.02,525.39,334.18,392.89,434.44,466.28,550.14,419.79,464.41,333.4,340.15,440.4,443.61,482.88,430.3,486.03,451.37,352.27,294.16,383.49,398.22,423.57,334.51,439.55,624.85,307.71,221.9,500.94,305.07,217.42,260.3,389.48,461.88,316.4,227.18,243.66,204.76,236.41,342.65,434.76,221.01,243.57,534.41,406.04,488.42,311.86,360.74,797.66,531.75,376.17,330.74,353.37,496.08,536.06,451.18,405.76,265.61,262.53
9,278.07,385.86,424.02,227.33,294.8,260.58,397.22,245.02,484.9,483.03,450.79,652.46,325.32,255.62,229.35,617.36,508.52,541.41,342.24,223.06,373.5,610.62,218.49,1076.5,341.35,316.17,384.92,285.82,296.81,1005.1,251.38,372.22,335.14,233.84,474.85,687.6,403.21,219.45,358.35,579.45,237.65,255.03,212.92,356.52,322.38,651.14,448.78,343.53,409.12,369.39,464.13,500.54,416.41,431.92,307.41,306.95,391.15,418.47,447.13,390.7,440.38,490.31,341.91,300.06,388.35,358.12,401.51,314.47,433.5,594.71,295.39,223.94,514.92,300.08,237.22,268.18,368.49,433.39,320.63,221.99,233.93,209.32,226.66,291.59,437.69,209.17,239.67,552.58,339.17,428.54,275.46,343.03,978.48,453.68,353.1,303.6,353.48,433.82,575.99,368.09,440.89,295.56,304.14
