0,655.14,607.92,539.72,500.74,626.54,491.25,548.75,616.41,556.73,449.67,265.8,404.39,677.71,705.56,609.09,442.72,734.87,660.07,155.49,411.6,243.76,447.28,360.74,494.78,322.33,500.79,132.43,162,208.45,279.28,833.12,142.01,639.94,242.12,236.15,640.31,322.31,129.76,149.75,422.79,479.38,243.76,576.01,140.12,656.44,188.9,194.4,184.57,229.11,210.76,201.46,857.79,405.24,136.05,197.54,163.45,707.08,364.3,213.88,299.45,445.43,570.73,571.17,553.58,534.91,670.88,1012.2,592.03,196.65,246.59,201.61,555.51,353.72,264.28,464.44,471.83,589.42,534.03,403.59,720.2,548.8,644.14,669.11,689.93,692.42,859.55,468.86,582.34,516.32,572.97,494.88,633.02,513.31,944.79,196.44,206.34,180.94,356.91,421.33,513,563.64,740,479.15,230.46,474.18,180.15,521.08,573.71,125.73,143.13
1,607.56,558.08,519.73,452.88,606.33,457.62,443.91,600.82,383.98,338.48,267.38,317.53,530.79,575.15,502.87,437.28,606.9,585,156.26,328.12,234.88,430.2,336.08,459.01,291.29,555.88,129.78,159.83,194.98,263.14,828.68,179.7,666.87,235.11,225.45,599.01,311.86,136.27,198.97,327.58,435.9,244.38,563.47,139.56,581.91,223.74,192.22,249.72,229.8,218.41,193.13,680.54,401.45,134.61,184.17,127.89,529.57,363.31,184.45,319.16,455.81,513.69,486.5,491.63,492.58,593.45,877.61,552.09,184.71,244.45,202.61,433.71,447.29,236.08,409.19,427.1,516.9,470.12,364.74,539.31,494.76,530.31,556.57,537.48,549.25,669.69,385.9,482.52,445.46,520.4,526.44,547.6,477.32,941.83,186.2,262.42,258.38,345.42,365.61,443.11,515.35,738.76,360.48,208.78,432.27,171.52,508.93,548.08,121.21,137.28
2,607.78,513.13,508.63,422.65,629.6,440.7,444.21,611.63,337.98,347.81,251.77,334.86,475.78,628,456.81,373.14,609.97,576.44,143.86,287.94,199.25,449.28,337.15,439.6,234.24,526.98,127.3,153.17,178.32,239.52,901.71,162.02,593.62,240.12,210.75,606.31,303.33,120.11,246.41,360.58,423.19,220.38,623.84,133.93,561.31,169.12,185.52,148.54,211.67,213,183.18,560.15,458.79,125.13,207.08,112.95,547.57,382.15,173.25,316.13,455.81,546.91,566.79,454.12,468.1,652.89,786.89,607.48,189.76,232.03,178.72,409.42,424.96,216.7,387.33,327.68,554.41,463.44,345.74,523.37,501.2,588.84,508.53,503.52,527.55,566.21,354.12,481.05,374.12,480.25,462.25,506.17,446.33,1067.6,194.33,243.41,175.57,349.05,354,471.18,484.97,650.46,357.95,199.5,423.98,161.26,473.96,563.99,121.44,130.36
3,569.52,492.93,489.73,371.06,528.38,399.61,419.02,596.11,367.04,349.25,230.97,348.84,434.08,644.28,434.16,320.82,577.61,580.14,141.3,277.97,189.76,416.3,308.4,405.34,206.45,459.01,127.98,157.16,168.42,201.82,918.39,141.46,546.07,245.11,185.09,585.47,313.98,118.11,238.17,344.06,430.93,224.11,648.26,129.3,505.38,154.64,182.84,115.73,198.45,217.97,173.9,463.84,473.55,123.19,190.66,113.76,523.75,297.01,157.68,313.98,395.27,451.64,545.04,413.09,482.53,643.88,700.4,537.63,179.48,238.03,173.84,360.44,381.35,223.51,345.81,276.22,600.09,487.19,346.47,481.14,491.61,567.36,485.46,499.79,519.94,510.65,362.84,468.2,385.59,417.95,403.51,465.95,448.67,1002,185.94,241.81,144.23,346.32,315.77,462.75,458.8,611.14,362.55,204.37,364.11,162.49,434.38,566.24,120.3,131.92
4,525.75,422.73,477.05,302.89,453.78,355.68,403.66,547.93,361.67,303.37,210.28,326.04,411.73,630.33,413.22,264.74,505.21,520.77,143.52,271.37,176.12,387.79,281.99,378.04,185.15,371.91,125.3,154.56,160.41,175.21,957.26,132.28,472.29,252.4,162.45,552.01,303.24,119.6,215.1,305.44,417.42,212.37,626.78,129.11,433.18,147.33,181.43,115.72,186.87,214.52,171.25,424.02,501.57,120.92,181.55,115.16,462.49,229.47,142.64,257.72,337.98,388.74,467.57,377.1,467.98,527.06,636.64,456.72,167.78,221.76,166.24,337.13,374.35,234.38,297.92,269.07,560.94,453.77,327.46,426.74,424.73,514.6,457.51,501.92,492.81,461.77,332.51,410.03,398.33,348.71,367.22,425.82,430.09,871.29,181.35,236.02,141.74,348.64,288.67,415.39,417.35,550.4,351.24,200.6,326.53,163.47,370.67,509.46,117.32,129.59
5,512.56,354.07,451.79,257.46,433.03,338.16,371.36,490.25,332.62,258.71,195.9,292.04,377.86,621.16,363.16,234.2,436.95,433.77,145.22,260.77,162.67,340.69,273.34,348.02,163.23,317.66,121.79,147.51,153.68,164.43,982.73,128.71,398.51,254.95,153.92,505.87,288.63,119.67,202.39,266.51,379.1,183.89,555.02,127.29,402.97,136.58,172.68,115.52,193.28,213.44,170.16,417.82,525.8,117.68,179.81,115.07,411.18,212.2,131.49,195.86,302.41,361.12,402.73,360.02,438.13,379.65,552.96,428.63,163.47,193.86,155.51,330.38,343.7,230.82,261.38,251.77,493.27,384.98,285.07,403.48,358.86,466.23,433.55,500.94,499.66,448.01,297.14,353.8,379.22,306.44,344.85,402.55,399.59,728.93,177.76,216.35,135.52,344.59,273.19,360.58,371.57,474.85,332.35,184.54,302.84,166.24,314.26,436.37,115.96,127.75
6,495.7,326.78,399.06,245.88,423.81,332.02,323.34,445.24,308.59,246.68,187.91,262.53,329.99,596.75,312.14,234.9,395.53,369.02,144.33,248.41,161.58,268.64,263.09,300.36,150.84,301.14,123.63,146.9,150.51,159.98,971.5,125.98,359.06,244.87,156.76,442.31,294.84,120,197.73,236.12,338.27,168,444.98,124.24,390.1,135.47,159.38,116.16,209.77,220.49,166,419.1,484.28,116.71,174,114.21,374.76,203.02,125.79,182.18,270.31,318.94,357.37,347.53,412.48,283.78,459.16,424.6,162.23,178.81,157.72,305.05,275.6,213.43,235.41,218.08,452.43,337.57,254.94,399.67,325.19,416.8,418.51,477.05,520.75,463.47,290.7,331.47,343.86,288.01,326.89,374.31,380.63,565.01,168.24,199.05,128,333.79,258.15,319.32,333.34,421.9,315.01,168.67,268.06,169.58,292.36,384.74,117.47,129.53
7,412.79,287.35,345.59,230.64,426.69,297.28,323.74,406.79,265.33,228.74,181.3,230.15,322.29,534.51,321.77,213.89,372.33,321.49,140.52,233.66,159.97,245.07,248.85,251.61,149.78,267.18,128.63,149.91,148.73,155.62,995.92,127.76,323.6,229.06,156.61,394.81,297.03,119.39,194.22,226.23,312.31,179.53,345.86,128.27,321.36,139.35,155.47,116.94,197.38,213.48,168.32,430.99,392.93,116.65,183.34,109.42,327.59,192.2,125.38,181.06,235.92,315.52,310.63,312.87,361.45,245.53,439.17,403.7,156.17,168.27,169.44,281.97,255.66,194.15,213.88,218.55,408.43,320.75,263.47,372.52,277.24,388.33,392.45,416.8,457.09,449.17,268.52,308.97,308.12,259.58,311.41,308.51,356.83,432.11,165.29,193.11,128.76,334.99,253.97,290.32,299.81,373.99,298.46,161.99,255,161.66,276.44,332.03,118.84,124.9
8,340.34,312.19,327.9,207.11,378.08,280.35,278.79,345.86,273.5,202.21,185.89,266.36,328.72,573.41,293.93,192.17,391.33,353.85,139.15,223.19,167.11,248.59,336.43,227.25,147.63,262.42,123.3,143.89,139.75,144.04,976.87,129.43,325.12,229.88,141.54,443.14,270.42,119.88,195.53,194.77,315.42,222.85,322.38,123.94,342.61,135.54,154.59,119.61,181.42,202.55,196.11,381.21,407.13,117.09,186.74,111.08,304.15,215.55,114.49,174.08,206.95,334.65,302.15,295.03,333.02,243.64,412.17,361.11,143.23,166.42,152.32,310.52,213.29,172.2,224.59,209.11,449.91,370.23,267.32,365.3,278.21,459.77,364.88,367.9,431.12,489.08,268.55,282.83,298.4,262.54,302.28,310,336.65,420.79,170,174.4,125.21,309.09,234.63,268.72,299.47,328,281.47,160.65,248.39,157.52,239.63,314.6,119.82,121.91
9,353.57,272.31,287.63,229.58,392.59,266.99,287.48,381.94,257.29,222.81,189.23,279.73,319.63,603.39,275.41,200.95,395.41,308.55,143.99,237.8,156.2,250.83,648.96,225.79,149.88,245.38,129.82,149.15,140.77,145.85,1008.1,129.39,318.39,224.89,150.47,434.43,260.97,121.52,190.91,187.02,353.37,207.91,305.74,123.65,330.87,131.21,145.34,122.7,182.42,222.87,177.26,399.14,368.48,118.01,176.51,112.83,293.93,221.31,117.72,168.92,194.77,325.5,299.78,282.74,295.59,206.73,387.84,338.62,153.39,166.53,146.36,329.53,204.79,183.37,209,217.89,434.87,344.65,251.68,300.53,318.28,427.11,328.73,357.08,383.51,508.59,262.58,290.85,304.9,266.19,283.84,287.92,347.42,392.45,170.91,166.76,129.81,316.41,252.67,254.97,270.92,297.77,253.41,152.09,233.02,165.54,250,298.96,119.36,127.47
