
Intensity Mean
 ==================== 
Time [ms],1000000000,1000000001,1000000002,1000000003,1000000004,1000000005,1000000006,1000000007,1000000008,1000000009,1000000010,1000000011,1000000012,1000000013,1000000014,1000000015,1000000016,1000000017,1000000018,1000000019,1000000020,1000000021,1000000022,1000000023,1000000024,1000000025,1000000026,1000000027,1000000028,1000000029,1000000030,1000000031,1000000032,1000000033,1000000034,1000000035,1000000036,1000000037,1000000038,1000000039,1000000040,1000000041,1000000042,1000000043,1000000044,1000000045,1000000046,1000000047,1000000048,1000000049,1000000050,1000000051,1000000052,1000000053,1000000054,1000000055,1000000056,1000000057,1000000058,1000000059,
0,31.766,79.344,14.523,17.215,16.343,84.237,18.498,11.833,61.996,60.732,10.449,55.852,23.464,49.738,48.324,58.100,50.763,59.892,62.942,28.198,11.455,76.183,63.450,50.064,35.147,51.900,39.372,27.990,19.533,32.318,9.450,8.865,98.914,72.375,4.342,5.806,4.759,17.828,36.020,16.876,14.139,79.026,48.529,34.169,28.324,107.427,102.452,11.997,15.238,20.687,6.966,11.097,12.567,32.451,67.804,22.308,21.194,67.030,51.735,70.076,
1000,50.934,68.218,15.251,17.619,16.489,81.466,18.047,11.006,61.495,64.348,9.488,57.695,25.706,49.826,45.894,59.660,40.412,53.958,62.135,24.494,29.244,69.958,67.479,48.407,24.550,63.575,57.663,26.896,18.881,33.423,12.588,9.378,99.543,78.215,4.351,6.150,4.888,19.472,39.939,16.511,14.103,75.329,53.203,29.336,27.028,103.063,115.001,42.405,19.055,13.445,7.447,10.752,17.224,28.973,63.604,11.239,30.779,27.915,62.866,47.643,
2000,31.575,76.501,15.832,17.990,15.309,82.623,17.504,10.603,61.500,65.061,10.073,57.228,26.474,54.379,53.402,58.184,61.365,52.785,62.274,28.076,30.491,73.685,68.482,72.254,26.741,76.255,43.210,28.680,18.323,33.139,7.669,11.868,97.264,78.717,4.478,7.104,5.562,18.721,40.075,21.242,21.176,80.763,60.003,47.048,27.736,98.224,110.341,38.048,15.195,9.778,7.589,9.058,11.541,33.608,74.647,12.613,15.307,40.291,56.972,38.903,
3000,45.817,53.465,14.876,17.538,12.208,87.358,17.587,14.075,62.828,66.029,10.870,55.519,25.800,52.105,50.706,57.531,49.343,52.390,61.064,24.182,28.027,48.779,66.286,77.612,28.587,63.145,44.255,29.887,18.172,30.990,9.097,12.337,99.253,91.280,4.941,6.758,5.618,18.868,42.643,22.563,13.747,77.042,66.902,67.140,29.302,102.622,112.111,37.015,15.354,21.245,11.030,15.701,15.866,29.756,73.499,20.770,13.415,40.467,62.242,61.342,
5000,54.145,66.879,15.483,17.907,13.488,85.885,17.220,12.467,64.653,72.045,10.633,54.810,27.135,52.683,49.980,59.167,44.133,49.555,63.129,25.505,25.448,93.173,67.119,81.158,48.001,63.647,54.478,29.739,17.139,31.077,5.772,12.492,115.780,82.099,4.472,6.253,5.392,18.937,37.779,18.030,13.276,76.626,67.364,65.855,30.011,100.526,86.555,31.402,16.531,20.612,7.985,13.970,12.420,34.363,74.664,12.742,15.266,35.086,66.238,61.707,
6000,47.893,60.013,16.641,18.257,15.517,77.984,19.518,12.054,62.042,90.809,11.068,56.085,26.521,50.484,51.147,55.504,43.179,60.709,63.032,25.440,12.058,66.337,64.407,89.829,41.594,56.141,70.184,30.837,17.599,28.215,12.599,14.011,106.569,103.402,5.588,6.446,5.505,17.696,38.109,17.003,9.399,81.194,48.305,42.158,27.840,100.921,115.741,41.325,14.673,20.020,7.955,12.293,15.132,29.956,73.178,14.830,15.166,37.202,68.707,68.860,
7000,55.990,59.838,16.880,14.990,16.452,79.623,17.219,14.469,69.263,62.056,10.522,55.432,27.735,51.377,56.097,58.438,49.801,59.620,60.879,26.729,16.382,71.048,72.146,93.610,26.552,67.482,40.657,29.047,19.145,30.626,11.907,16.326,108.221,87.835,5.328,6.354,5.665,17.296,41.950,17.916,15.489,73.668,60.311,61.655,31.001,105.057,104.806,30.187,15.436,17.885,10.333,13.537,12.281,33.236,72.570,17.248,27.466,33.612,66.191,65.836,
8000,50.371,62.537,15.481,17.169,13.900,79.523,18.253,11.299,63.842,70.952,11.684,55.888,25.959,54.428,53.452,57.588,51.979,50.522,60.085,30.090,30.013,73.540,69.117,76.566,26.846,101.045,44.659,28.676,18.801,27.051,13.347,13.605,105.050,98.099,5.567,6.149,5.657,18.349,40.198,17.802,14.450,72.490,37.493,56.946,27.956,91.167,112.784,32.763,15.677,18.920,8.078,13.785,11.617,33.168,76.878,23.423,29.931,26.851,64.000,62.445,
9000,63.350,60.366,14.748,17.744,20.399,71.302,17.813,11.662,67.820,78.542,10.968,55.750,26.569,49.710,55.859,58.322,56.782,47.765,56.541,26.034,28.701,72.815,64.348,93.292,31.083,78.704,47.964,29.541,19.479,30.230,9.460,11.854,97.588,81.456,5.392,5.570,6.837,25.185,36.829,15.674,13.048,74.063,40.461,36.755,29.347,105.728,118.460,31.737,15.085,16.594,6.847,16.175,10.464,31.029,70.733,19.951,16.185,29.783,54.885,50.270,
