
Intensity Mean
 ==================== 
Time [ms],1000000000,1000000001,1000000002,1000000003,1000000004,1000000005,1000000006,1000000007,1000000008,1000000009,1000000010,1000000011,1000000012,1000000013,1000000014,1000000015,1000000016,1000000017,1000000018,1000000019,1000000020,1000000021,1000000022,1000000023,1000000024,1000000025,1000000026,1000000027,1000000028,1000000029,1000000030,1000000031,1000000032,1000000033,1000000034,1000000035,1000000036,1000000037,1000000038,1000000039,1000000040,1000000041,1000000042,1000000043,1000000044,1000000045,1000000046,1000000047,1000000048,1000000049,1000000050,1000000051,1000000052,1000000053,1000000054,1000000055,1000000056,1000000057,1000000058,
0,171.039,794.685,304.520,399.564,572.131,893.895,506.315,718.994,538.243,284.555,217.422,570.859,330.757,382.763,446.111,591.210,267.482,329.324,455.832,378.928,279.965,963.072,249.091,473.615,479.305,213.049,340.978,310.548,886.953,374.826,759.518,404.338,328.201,226.919,189.269,389.440,448.132,382.792,200.635,411.365,361.075,584.279,580.188,252.264,890.216,534.411,274.897,662.230,231.963,416.845,349.811,472.349,322.563,165.873,176.257,481.001,163.047,198.327,258.091,
3000,347.045,666.688,211.939,373.626,438.643,720.315,427.312,682.209,553.608,244.166,234.982,398.468,308.276,281.479,312.121,407.275,235.103,294.639,343.815,369.583,234.816,826.204,188.461,333.905,400.472,193.369,232.541,277.896,796.835,324.835,590.613,330.508,233.874,196.770,228.787,179.675,356.130,268.165,169.897,353.579,279.659,540.047,397.750,213.177,792.692,418.866,232.843,519.055,180.029,148.539,153.818,440.380,260.739,227.367,171.525,188.186,160.987,192.307,203.803,
7000,227.873,644.178,195.200,316.470,374.512,565.193,404.151,570.517,422.838,219.687,209.539,341.695,269.850,248.425,308.990,412.978,224.067,246.276,263.827,368.631,223.592,656.589,202.066,331.053,342.987,185.053,199.030,265.496,755.989,231.613,545.945,261.166,221.190,196.842,208.032,182.249,286.695,189.436,157.660,251.219,250.281,446.373,317.105,183.109,490.952,407.839,186.170,422.525,180.896,146.533,155.214,319.037,226.140,197.385,165.100,166.414,167.863,202.873,169.877,
10000,229.580,577.165,178.660,285.467,313.060,469.130,369.017,559.371,443.559,224.589,190.311,467.497,224.969,260.938,278.781,324.951,191.031,200.080,251.761,248.242,229.141,465.208,192.620,240.020,312.496,175.786,163.193,228.786,722.061,204.099,488.977,230.877,221.044,182.082,196.273,181.282,259.603,179.132,162.013,193.305,206.163,354.874,285.947,174.228,409.378,336.139,171.548,401.786,161.253,142.774,143.609,253.752,193.803,171.732,151.479,168.140,155.554,159.806,157.043,
13000,183.086,585.030,176.593,265.473,315.938,333.766,347.653,504.416,409.672,192.373,200.233,347.458,220.534,214.837,228.136,256.416,195.999,179.296,214.802,329.976,226.472,415.674,188.413,253.504,254.076,156.516,158.855,209.629,588.115,189.891,396.280,222.692,229.920,145.887,183.690,144.597,235.227,188.811,201.039,181.937,213.287,337.900,274.437,169.330,310.773,288.768,152.174,301.470,156.560,136.979,135.418,216.862,187.496,152.262,160.053,170.234,149.233,151.410,151.680,
17000,186.073,544.937,178.304,295.759,274.641,336.341,369.279,512.111,389.386,197.714,185.796,318.481,217.091,217.841,243.919,257.651,198.038,190.678,221.455,405.382,220.311,317.627,188.779,186.343,263.298,171.505,152.688,220.542,559.601,187.698,353.700,230.273,222.505,161.404,198.833,148.667,242.186,175.379,197.868,168.140,218.033,312.677,276.852,170.507,324.701,151.794,162.428,309.654,151.785,141.828,146.590,271.891,185.442,154.227,152.817,159.098,156.878,152.003,152.330,
20000,199.523,362.375,174.227,257.963,267.077,300.778,349.635,490.030,396.491,201.565,189.261,365.479,199.260,226.404,231.998,223.552,195.380,188.663,232.530,372.775,197.649,296.079,179.008,183.466,247.056,163.002,147.055,194.894,564.237,194.982,346.034,229.344,212.248,156.067,179.782,142.725,183.527,164.353,158.010,167.075,211.906,312.635,277.557,168.507,318.556,155.226,163.350,316.962,153.692,141.114,135.193,237.164,171.427,144.594,158.621,167.022,154.064,147.980,146.274,
23000,200.691,504.541,165.932,261.035,276.244,296.532,317.658,464.534,422.630,226.463,186.051,313.189,212.895,231.869,186.308,177.272,197.975,179.944,250.845,519.286,199.665,297.642,182.579,232.142,257.622,160.892,151.875,201.624,564.780,194.226,415.751,206.735,210.045,156.686,190.633,148.152,230.663,163.560,162.507,163.663,207.893,273.106,257.716,172.068,396.765,149.641,158.145,313.545,156.136,146.289,135.827,266.022,172.819,150.836,157.045,172.113,158.554,166.383,147.018,
27000,179.734,511.777,182.373,294.030,266.684,297.029,290.526,467.075,397.209,178.172,171.481,280.191,197.130,243.409,184.645,198.989,199.298,182.463,266.124,619.957,202.626,500.009,192.883,219.843,277.844,175.341,156.212,194.820,531.927,195.477,400.285,206.295,209.293,153.010,179.405,147.552,200.508,174.810,152.905,165.197,214.836,304.843,253.030,167.089,388.764,160.838,156.674,300.416,149.534,146.409,137.142,288.314,190.076,147.039,155.389,170.748,151.556,156.893,151.694,
30000,192.243,534.745,168.119,268.599,261.751,313.947,256.024,452.284,339.940,202.044,154.086,325.403,199.881,253.444,171.952,183.943,201.571,176.136,221.263,540.436,232.047,366.231,185.472,202.630,245.413,172.366,154.765,179.484,540.446,182.466,436.580,224.008,214.560,154.371,181.508,143.483,227.471,166.461,155.066,158.034,209.312,309.835,243.772,169.708,301.612,229.573,151.816,282.073,153.833,138.511,143.464,233.452,191.687,149.122,152.068,160.971,141.070,163.578,140.645,
34000,188.282,540.717,183.864,275.924,286.269,279.238,309.382,579.538,385.784,186.070,176.603,299.246,203.635,226.530,174.714,206.900,208.059,186.802,232.696,636.624,216.612,305.284,190.669,228.044,278.108,166.359,163.591,194.381,577.752,197.590,406.909,212.530,248.296,151.986,196.178,144.834,173.399,165.275,152.526,163.454,209.519,352.891,245.192,169.840,318.538,251.135,157.273,336.828,165.545,144.650,154.764,221.870,194.363,161.622,160.352,170.075,147.784,151.579,145.043,
37000,204.780,510.251,179.605,271.666,290.554,312.223,242.064,611.461,255.502,177.788,172.958,294.232,220.176,216.993,160.642,187.915,197.657,187.406,210.876,555.307,224.852,371.830,177.377,235.954,259.739,170.605,162.696,184.760,532.900,182.849,393.483,216.374,222.675,151.153,186.066,147.785,190.319,160.366,150.413,160.129,207.416,366.386,247.990,176.473,329.315,242.718,162.990,303.707,157.597,143.112,144.882,223.466,197.083,147.393,163.957,172.711,146.350,145.894,143.600,
