
Intensity Mean
 ==================== 
Time [ms],1000000000,1000000001,1000000002,1000000003,1000000004,1000000005,1000000006,1000000007,1000000008,1000000009,1000000010,1000000011,1000000012,1000000013,1000000014,1000000015,1000000016,1000000017,1000000018,1000000019,1000000020,1000000021,1000000022,1000000023,1000000024,1000000025,1000000026,1000000027,1000000028,1000000029,1000000030,1000000031,1000000032,1000000033,1000000034,1000000035,1000000036,1000000037,1000000038,1000000039,1000000040,1000000041,1000000042,1000000043,1000000044,1000000045,1000000046,1000000047,1000000048,1000000049,1000000050,1000000051,1000000052,1000000053,1000000054,1000000055,1000000056,1000000057,1000000058,1000000059,1000000060,1000000061,1000000062,1000000063,1000000064,1000000065,1000000066,1000000067,1000000068,1000000069,1000000070,1000000071,1000000072,1000000073,1000000074,1000000075,1000000076,1000000077,1000000078,1000000079,1000000080,1000000081,1000000082,1000000083,
19000,274.960,282.793,302.945,525.168,404.654,205.540,305.708,428.532,1446.415,398.452,223.257,639.229,619.619,459.838,171.937,334.583,686.708,1051.863,401.666,619.061,536.217,424.917,393.059,372.942,411.704,363.797,509.502,934.705,496.359,451.094,546.027,522.367,309.743,389.862,250.038,322.712,403.239,384.587,259.377,412.497,480.481,291.521,210.579,691.546,275.405,208.206,179.967,338.951,216.046,462.448,571.126,294.234,235.283,255.244,552.082,467.217,654.972,444.749,425.601,288.327,399.781,218.862,346.610,364.973,230.856,212.352,626.700,312.190,172.388,197.559,200.548,272.226,189.402,199.849,229.285,202.423,203.098,193.843,211.610,434.079,176.109,190.360,186.016,214.821,
20000,306.129,304.026,387.033,491.343,419.708,216.338,394.171,434.454,1167.902,386.571,251.275,821.561,577.711,463.313,176.084,347.708,885.216,1027.530,434.055,690.964,663.627,528.969,394.887,361.338,426.179,356.554,569.541,803.642,502.242,477.265,584.378,579.662,296.323,416.190,330.745,404.068,392.664,401.013,256.566,400.977,640.095,339.244,226.983,736.801,351.018,226.045,174.025,321.712,238.692,483.117,701.720,402.933,239.394,308.039,604.232,462.004,805.729,405.295,430.000,314.869,427.318,220.559,385.859,372.064,285.528,224.643,563.520,295.145,186.193,218.048,200.696,202.529,192.748,191.391,236.197,211.673,215.265,201.612,216.397,408.828,186.788,229.395,197.399,238.885,
21000,328.899,293.047,358.228,588.091,439.758,195.011,381.631,407.308,1156.113,383.618,242.705,873.804,474.709,491.985,183.762,393.790,981.200,836.743,470.549,475.515,770.969,631.566,396.804,359.068,421.280,352.166,537.138,638.975,508.704,481.431,460.900,544.450,336.759,398.246,450.087,533.161,430.787,433.332,323.410,436.627,743.670,320.866,250.555,695.104,511.189,240.171,177.961,301.044,250.413,563.963,603.784,456.288,261.425,309.128,608.059,504.382,871.830,413.163,461.735,297.246,405.517,227.074,376.043,366.878,312.349,218.074,472.930,312.884,192.734,220.867,206.050,235.463,204.225,199.973,233.389,312.701,196.547,189.507,238.545,438.153,180.204,247.267,207.972,267.372,
22000,306.768,320.007,320.292,552.161,404.350,209.069,292.815,434.794,815.909,385.414,237.792,777.114,331.355,469.297,196.397,393.604,871.438,678.681,452.111,404.231,895.404,588.809,454.101,360.776,419.058,314.690,418.653,485.498,480.329,430.854,358.207,404.135,300.249,443.896,534.694,567.684,428.070,426.896,484.225,418.503,870.234,321.271,280.700,474.419,692.811,296.305,187.819,392.551,209.246,603.556,523.589,408.603,292.524,293.671,721.465,456.947,988.212,422.915,464.208,293.324,329.770,231.772,379.983,317.322,354.466,229.475,539.721,311.072,196.201,239.549,228.057,205.623,226.519,227.279,204.004,316.227,196.833,194.234,332.656,437.781,174.148,243.532,194.814,278.021,
23000,287.805,328.441,283.017,507.669,412.296,224.735,280.389,403.078,587.659,424.891,207.946,611.734,309.418,466.962,204.698,426.935,717.356,480.843,551.545,352.418,853.076,529.052,426.837,358.792,406.400,324.987,284.045,416.226,512.465,355.188,286.888,321.442,246.978,440.033,686.394,460.555,503.618,403.824,698.939,422.459,719.864,342.846,338.026,367.855,779.866,307.637,191.432,402.584,272.541,564.744,381.315,312.261,323.371,284.089,693.252,449.784,925.232,422.847,546.651,307.783,293.232,221.267,360.014,248.819,445.823,216.618,565.578,346.985,236.059,253.503,228.163,248.767,218.136,225.122,198.526,321.196,190.687,193.866,422.356,458.783,175.202,250.761,205.655,238.440,
24000,312.793,342.501,229.592,471.621,436.018,218.138,309.733,426.285,549.666,447.716,195.302,503.212,332.870,482.215,214.392,417.776,583.430,408.759,663.149,300.212,805.299,526.661,504.862,375.427,411.462,325.701,254.004,353.701,584.628,292.369,256.081,281.444,220.896,489.421,731.112,414.921,562.378,399.124,829.060,470.440,620.617,340.881,397.695,643.032,813.272,327.067,186.034,429.922,274.155,681.374,326.204,297.999,318.615,307.420,714.803,499.763,900.997,465.163,553.252,326.727,260.346,223.930,376.841,217.628,377.374,214.865,535.137,370.661,240.684,263.046,254.923,233.214,198.737,256.591,178.517,356.257,201.903,187.338,492.696,487.837,171.614,267.193,215.000,354.982,
25000,306.691,334.507,209.717,515.929,482.077,218.993,281.072,442.271,473.746,519.874,189.006,422.261,266.055,472.744,205.672,457.431,459.668,376.657,680.915,321.856,759.461,383.821,519.354,413.172,400.470,309.485,250.381,313.374,671.178,257.584,253.936,247.433,188.476,445.968,739.460,336.169,626.284,424.874,932.143,450.434,419.178,362.096,476.892,606.876,782.516,283.526,183.691,437.738,226.747,689.323,291.735,248.340,366.760,316.457,759.725,552.888,727.861,566.275,560.609,341.705,236.777,244.533,355.503,197.842,291.645,230.709,526.425,406.444,249.810,303.687,261.042,251.352,215.930,285.198,171.798,336.377,202.926,191.539,546.604,540.075,173.334,258.823,235.369,435.367,
26000,337.623,327.793,213.315,523.673,430.008,227.796,277.342,479.627,388.972,670.878,176.560,356.113,293.688,481.359,235.720,545.424,391.706,309.156,621.293,270.781,712.135,339.659,532.468,441.478,390.952,391.414,262.568,292.719,788.446,232.130,229.921,252.574,174.383,483.711,719.529,314.406,631.643,444.047,929.694,497.590,342.457,354.640,467.390,273.295,619.855,269.376,187.066,496.681,234.393,797.149,309.275,232.028,333.729,307.931,841.762,595.721,555.324,643.771,550.107,409.694,245.066,260.825,347.364,199.056,313.090,235.673,564.819,391.219,224.996,301.319,293.571,252.467,224.013,277.465,184.290,250.557,213.448,197.129,507.469,570.269,179.067,240.915,231.024,445.965,
27000,304.942,343.534,190.125,524.399,434.057,202.882,300.882,447.231,416.364,701.334,167.801,324.753,239.218,453.281,234.350,588.761,324.142,298.664,553.959,250.454,578.206,290.709,540.086,428.519,405.770,472.980,257.496,274.730,774.839,214.182,230.997,227.157,187.093,475.669,597.635,262.115,577.644,438.656,711.574,580.512,268.621,399.057,332.166,260.575,489.096,245.810,168.297,455.392,228.655,752.035,244.531,216.596,340.651,319.486,845.691,662.961,497.774,778.652,547.756,422.644,222.369,272.766,341.549,186.202,270.791,223.597,572.150,417.505,262.963,318.506,291.044,285.579,192.749,233.779,180.798,254.270,205.085,197.502,394.288,581.823,175.891,233.102,235.743,349.318,
28000,533.211,374.241,197.604,677.112,411.623,227.621,338.673,454.552,393.011,715.690,167.243,278.104,260.708,502.204,256.044,624.937,317.302,289.761,527.840,263.402,552.286,244.651,564.837,410.440,422.511,461.358,238.567,299.166,735.913,219.513,227.915,234.892,192.057,453.803,480.785,253.697,536.625,448.644,568.093,610.037,264.908,345.946,262.341,291.578,371.344,224.330,160.393,406.806,222.261,732.194,238.524,211.766,347.990,278.755,857.953,786.707,506.937,742.865,526.568,476.982,223.015,281.688,350.786,184.089,232.596,229.443,538.718,405.855,243.211,314.875,241.689,232.289,192.029,214.553,176.393,210.768,217.658,223.395,318.456,600.901,185.759,207.812,231.027,347.344,
29000,437.712,374.149,189.016,562.746,423.150,212.813,284.859,394.903,400.199,687.407,168.965,298.801,250.078,475.284,225.571,530.849,290.666,301.723,427.801,240.287,484.560,253.126,535.576,382.153,388.418,492.405,240.295,282.018,677.474,203.302,228.322,228.383,183.597,407.570,360.116,244.491,528.755,524.511,445.025,659.885,240.504,326.635,231.400,257.235,333.108,203.046,166.932,432.321,241.030,743.727,230.699,199.280,329.407,301.264,806.440,845.774,475.544,683.321,501.425,477.057,220.175,289.331,350.968,185.727,223.884,235.809,512.548,394.531,227.166,260.839,235.592,240.361,197.256,203.232,188.048,207.442,228.037,241.234,300.600,550.355,182.992,224.601,237.018,271.988,
30000,343.171,368.244,196.391,609.214,431.427,212.056,273.107,376.072,372.255,607.624,169.722,270.116,242.376,500.536,208.601,486.000,280.262,297.212,405.540,227.427,495.498,240.989,510.729,342.118,400.424,428.203,226.176,264.695,601.355,211.146,222.481,217.628,178.686,380.393,296.745,274.889,435.242,490.576,360.189,623.391,234.183,339.413,207.465,238.175,283.916,207.324,161.836,390.769,273.478,643.011,230.282,202.471,305.269,289.787,733.222,750.363,421.931,550.987,445.032,477.130,219.625,261.964,339.197,181.407,211.727,237.577,551.688,344.877,211.749,252.139,234.252,209.639,189.021,191.429,174.393,193.133,221.374,215.935,233.503,527.761,175.952,203.218,229.427,257.617,
31000,493.921,339.129,185.805,620.740,401.357,197.260,308.850,371.672,365.799,567.979,173.469,250.596,249.094,453.838,199.354,440.225,272.956,269.096,400.296,236.349,452.275,218.766,477.706,371.882,405.256,437.264,235.399,274.607,543.244,209.180,217.848,244.661,183.133,386.145,250.130,249.934,457.192,524.793,330.775,537.885,234.115,328.488,207.618,243.468,276.160,202.632,157.860,359.547,294.963,521.800,205.622,198.400,315.053,254.996,696.558,617.552,412.174,527.489,431.398,419.220,215.985,242.031,332.068,183.419,200.898,212.129,602.473,311.340,196.435,238.698,212.431,204.771,213.277,180.460,164.828,192.834,199.965,214.225,217.512,484.722,174.802,195.885,199.282,216.063,
32000,304.593,337.319,191.762,616.676,400.028,215.181,285.807,384.669,339.318,502.847,174.290,266.287,228.948,464.144,195.669,441.589,267.042,278.397,377.977,231.181,432.887,225.282,464.357,365.881,415.969,441.731,228.436,274.382,539.427,206.597,221.233,220.301,177.197,377.318,273.919,246.666,395.763,540.494,288.627,514.085,249.328,330.424,209.663,249.410,246.564,206.421,167.914,393.146,274.774,465.583,220.541,200.625,274.067,270.954,647.958,573.010,398.699,527.504,409.273,398.844,203.417,241.125,304.039,179.094,214.018,220.787,538.315,308.509,206.312,231.833,190.325,198.747,239.117,188.146,166.396,183.207,211.184,206.164,222.957,465.166,181.594,198.228,192.521,249.634,
33000,350.115,367.042,185.152,639.485,420.650,201.353,280.704,370.821,361.009,487.421,163.589,272.788,244.868,452.892,186.667,392.099,267.829,278.706,390.475,222.853,438.087,217.186,430.337,372.806,407.306,423.710,225.158,272.943,473.414,197.898,216.077,222.927,175.872,358.947,238.340,280.635,408.607,524.075,285.533,528.174,241.694,320.164,202.993,248.745,254.971,203.861,163.306,371.454,275.378,506.446,227.416,206.500,268.928,271.821,552.982,518.892,418.622,489.020,402.231,374.029,222.154,229.991,363.633,184.475,203.478,208.538,536.911,295.834,190.337,220.473,202.042,189.596,221.263,185.514,173.057,185.887,214.031,215.769,236.699,428.233,178.107,191.023,198.444,211.633,
34000,347.675,360.827,187.111,632.492,409.799,207.970,266.029,362.505,366.334,444.293,171.626,255.496,253.872,455.226,185.403,415.530,262.226,274.036,384.208,219.511,463.636,227.067,421.777,384.087,427.528,434.821,232.183,283.777,491.521,201.631,233.234,233.794,186.480,357.025,250.551,243.924,398.627,560.099,258.493,458.023,234.572,303.669,203.620,252.123,234.425,200.293,165.116,374.096,258.600,496.450,206.216,202.916,225.229,267.898,515.244,454.209,405.174,475.609,405.710,350.713,207.989,239.669,322.554,179.410,197.175,212.422,504.781,283.699,189.359,206.203,198.966,209.426,227.128,188.214,175.874,187.635,215.744,192.384,223.004,396.598,178.338,218.900,193.228,207.386,
35000,378.927,332.027,183.846,621.896,398.873,199.760,317.891,360.041,352.480,430.680,172.024,267.537,235.008,446.353,180.793,371.019,265.186,280.072,379.787,227.707,399.318,230.602,383.043,385.925,424.395,442.021,200.945,275.051,456.332,225.760,225.149,233.426,176.786,405.975,238.319,313.634,402.455,526.413,268.655,370.334,229.417,297.628,207.073,251.215,240.571,205.261,158.611,384.734,257.441,497.328,215.302,193.984,264.315,311.460,499.355,490.161,438.419,454.532,378.395,335.556,218.385,231.795,338.623,177.053,189.260,212.365,574.204,282.952,189.380,207.913,192.324,197.493,233.177,194.190,176.861,190.222,227.372,193.670,213.789,400.599,180.213,198.651,195.385,209.010,
36000,393.946,367.268,189.113,602.609,376.700,214.974,331.359,408.036,334.554,416.907,169.562,275.555,238.488,431.191,178.048,350.378,271.747,267.703,372.887,231.537,411.778,221.442,383.862,399.761,387.564,402.975,215.861,262.082,463.301,199.899,221.083,222.100,172.557,426.596,231.354,282.381,371.001,505.541,253.862,469.216,229.873,304.602,194.351,245.119,237.752,204.771,160.581,364.808,238.530,477.728,223.410,208.760,329.956,308.830,453.331,450.345,412.400,407.229,387.714,321.523,203.536,225.861,341.549,180.880,191.789,225.217,657.048,366.154,174.034,211.830,206.057,196.888,218.789,183.471,178.696,187.696,222.451,193.454,202.265,387.678,175.747,211.601,194.838,212.702,
