
Detailed
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,Parent,ID,
87.442,207.779,39.5685,um,Spot,Position,1,1000000000,0,
88.2074,229.866,49.5199,um,Spot,Position,1,1000000001,1,
88.6231,271.066,35.2323,um,Spot,Position,1,1000000002,2,
92.3926,136.441,47.2679,um,Spot,Position,1,1000000003,3,
94.813,60.7664,46.7639,um,Spot,Position,1,1000000004,4,
101.074,87.814,50.8538,um,Spot,Position,1,1000000005,5,
105.295,228.768,20.6816,um,Spot,Position,1,1000000006,6,
105.27,288.031,29.8193,um,Spot,Position,1,1000000007,7,
108.204,325.334,32.1734,um,Spot,Position,1,1000000008,8,
113.181,45.7829,30.3473,um,Spot,Position,1,1000000009,9,
116.815,330.712,41.1731,um,Spot,Position,1,1000000010,10,
119.659,75.8438,41.251,um,Spot,Position,1,1000000011,11,
119.335,306.661,20.3724,um,Spot,Position,1,1000000012,12,
126.858,170.713,19.1698,um,Spot,Position,1,1000000013,13,
127.733,167.323,31.5606,um,Spot,Position,1,1000000014,14,
128.323,287.062,17.3999,um,Spot,Position,1,1000000015,15,
130.024,326.835,26.2517,um,Spot,Position,1,1000000016,16,
134.737,216.574,24.8621,um,Spot,Position,1,1000000017,17,
141.148,199.097,11.6354,um,Spot,Position,1,1000000018,18,
145.846,273.801,11.877,um,Spot,Position,1,1000000019,19,
148.514,338.515,16.596,um,Spot,Position,1,1000000020,20,
149.384,79.1231,14.1421,um,Spot,Position,1,1000000021,21,
152.937,128.197,10.3527,um,Spot,Position,1,1000000022,22,
154.255,316.916,12.725,um,Spot,Position,1,1000000023,23,
155.64,200.134,12.1073,um,Spot,Position,1,1000000024,24,
155.793,255.39,19.01,um,Spot,Position,1,1000000025,25,
157.331,144.095,19.2953,um,Spot,Position,1,1000000026,26,
163.54,159.121,10.9887,um,Spot,Position,1,1000000027,27,
166.181,348.405,2.93765,um,Spot,Position,1,1000000028,28,
168.952,246.464,22.6305,um,Spot,Position,1,1000000029,29,
169.676,311.51,9.34617,um,Spot,Position,1,1000000030,30,
171.076,303.475,23.4159,um,Spot,Position,1,1000000031,31,
