
Detailed
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,Parent,ID,
84.148,20.7567,27.0454,um,Spot,Position,1,1000000000,0,
86.9815,80.2359,34.4784,um,Spot,Position,1,1000000001,1,
98.7512,0.345944,29.2514,um,Spot,Position,1,1000000002,2,
101.696,120.484,15.1834,um,Spot,Position,1,1000000003,3,
106.648,54.49,15.8024,um,Spot,Position,1,1000000004,4,
114.39,142.012,37.1684,um,Spot,Position,1,1000000005,5,
116.905,250.274,20.9808,um,Spot,Position,1,1000000006,6,
116.944,33.4574,10.5147,um,Spot,Position,1,1000000007,7,
120.073,107.319,14.7793,um,Spot,Position,1,1000000008,8,
124.475,156.254,11.4753,um,Spot,Position,1,1000000009,9,
135.921,111.683,28.5952,um,Spot,Position,1,1000000010,10,
142.101,251.952,16.4045,um,Spot,Position,1,1000000011,11,
149.887,45.6896,22.02,um,Spot,Position,1,1000000012,12,
153.035,68.6095,10.3723,um,Spot,Position,1,1000000013,13,
159.373,289.723,23.872,um,Spot,Position,1,1000000014,14,
161.37,16.4254,14.8809,um,Spot,Position,1,1000000015,15,
165.225,242.239,10.8282,um,Spot,Position,1,1000000016,16,
165.464,135.668,17.9578,um,Spot,Position,1,1000000017,17,
166.741,321.762,1.63918,um,Spot,Position,1,1000000018,18,
168.454,53.4278,22.899,um,Spot,Position,1,1000000019,19,
169.077,211.45,5.14624,um,Spot,Position,1,1000000020,20,
182.884,221.075,14.0921,um,Spot,Position,1,1000000021,21,
195.24,268.019,6.46463,um,Spot,Position,1,1000000022,22,
206.868,311.663,5.88962,um,Spot,Position,1,1000000023,23,
232.434,114.781,24.4031,um,Spot,Position,1,1000000024,24,
119.876,196.124,10.7243,um,Spot,Position,1,1000000025,4839,
133.99,165.356,19.7188,um,Spot,Position,1,1000000026,4838,
156.303,207.24,14.1837,um,Spot,Position,1,1000000027,5240,
189.115,288.188,1.03783,um,Spot,Position,1,1000000028,4142,
112.432,66.076,25.4863,um,Spot,Position,1,1000000029,4744,
116.583,95.8748,26.56,um,Spot,Position,1,1000000030,4758,
125.691,162.022,23.1782,um,Spot,Position,1,1000000031,5186,
127.66,29.1796,29.4052,um,Spot,Position,1,1000000032,4515,
135.712,55.9934,13.4918,um,Spot,Position,1,1000000033,4625,
179.555,267.971,12.7999,um,Spot,Position,1,1000000034,4186,
194.288,326.272,12.108,um,Spot,Position,1,1000000035,5345,
109.483,32.5776,14.1837,um,Spot,Position,1,1000000036,4577,
139.53,303.268,3.80538,um,Spot,Position,1,1000000037,4229,
168.16,93.3382,21.1026,um,Spot,Position,1,1000000038,7866,
88.358,25.9655,16.9513,um,Spot,Position,1,1000000039,4553,
147.277,53.0664,23.1782,um,Spot,Position,1,1000000040,5151,
93.7509,90.52,29.4011,um,Spot,Position,1,1000000041,4713,
149.102,305.062,19.4584,um,Spot,Position,1,1000000042,9287,
150.804,314.875,10.7243,um,Spot,Position,1,1000000043,4190,
149.308,149.211,18.335,um,Spot,Position,1,1000000044,7488,
161.797,172.18,16.9513,um,Spot,Position,1,1000000045,7871,
107.067,3.78556,12.7999,um,Spot,Position,1,1000000046,9669,
120.417,276.01,12.7999,um,Spot,Position,1,1000000047,5503,
129.729,287.481,22.3243,um,Spot,Position,1,1000000048,9298,
147.611,237.053,3.80538,um,Spot,Position,1,1000000049,5568,
146.768,203.887,20.4107,um,Spot,Position,1,1000000050,5688,
186.084,205.013,14.1837,um,Spot,Position,1,1000000051,5808,
212.304,203.082,19.7188,um,Spot,Position,1,1000000052,5928,
224.082,213.699,25.2539,um,Spot,Position,1,1000000053,6047,
150.845,151.259,4.49727,um,Spot,Position,1,1000000054,6168,
132.913,153.042,9.34049,um,Spot,Position,1,1000000055,6288,
185.625,141.557,12.7999,um,Spot,Position,1,1000000056,6408,
170.711,122.338,9.34049,um,Spot,Position,1,1000000057,6528,
199.691,159.138,12.108,um,Spot,Position,1,1000000058,6648,
212.173,169.719,16.9513,um,Spot,Position,1,1000000059,6768,
187.661,132.741,21.7945,um,Spot,Position,1,1000000060,6888,
117.529,163.134,29.4052,um,Spot,Position,1,1000000061,7008,
109.842,157.93,21.1026,um,Spot,Position,1,1000000062,7128,
190.588,113.785,28.0215,um,Spot,Position,1,1000000063,7248,
182.108,120.685,25.2539,um,Spot,Position,1,1000000064,7368,
212.09,111.072,30.0971,um,Spot,Position,1,1000000065,7506,
192.916,41.2371,6.57293,um,Spot,Position,1,1000000066,7626,
190.887,46.6525,19.7188,um,Spot,Position,1,1000000067,7746,
176.885,175.427,23.1782,um,Spot,Position,1,1000000068,7889,
172.166,189.609,20.4107,um,Spot,Position,1,1000000069,8009,
178.207,193.245,19.0269,um,Spot,Position,1,1000000070,8129,
159.207,205.145,19.2149,um,Spot,Position,1,1000000071,8249,
129.477,254.025,30.789,um,Spot,Position,1,1000000072,9930,
150.554,215.382,23.8701,um,Spot,Position,1,1000000073,8447,
155.185,285.577,25.2539,um,Spot,Position,1,1000000074,9798,
195.507,243.527,19.0269,um,Spot,Position,1,1000000075,8568,
216.71,287.509,15.5675,um,Spot,Position,1,1000000076,8688,
220.367,269.496,25.3183,um,Spot,Position,1,1000000077,9097,
181.664,318.755,10.0324,um,Spot,Position,1,1000000078,8804,
153.553,305.024,0.345944,um,Spot,Position,1,1000000079,8924,
152.12,281.916,32.8647,um,Spot,Position,1,1000000080,9679,
161.856,316.848,13.4918,um,Spot,Position,1,1000000081,9420,
158.67,334.932,15.5675,um,Spot,Position,1,1000000082,9641,
177.198,280.386,15.5675,um,Spot,Position,1,1000000083,9961,
83.0718,23.1779,26.9578,um,Spot,Position,2,1000000000,25,
86.4388,79.4236,33.9494,um,Spot,Position,2,1000000001,26,
98.4825,3.71976,30.3288,um,Spot,Position,2,1000000002,27,
103.417,112.856,13.5721,um,Spot,Position,2,1000000003,28,
106.628,51.3231,15.3827,um,Spot,Position,2,1000000004,29,
114.183,141.163,37.016,um,Spot,Position,2,1000000005,4888,
117.173,246.24,21.328,um,Spot,Position,2,1000000006,30,
117.985,32.5433,10.2055,um,Spot,Position,2,1000000007,31,
122.702,112.296,13.7526,um,Spot,Position,2,1000000008,33,
126.691,158.07,11.0385,um,Spot,Position,2,1000000009,34,
137.107,112.574,28.1606,um,Spot,Position,2,1000000010,36,
142.954,253.94,15.9298,um,Spot,Position,2,1000000011,37,
150.662,44.9747,21.7465,um,Spot,Position,2,1000000012,38,
155.494,72.2233,10.237,um,Spot,Position,2,1000000013,40,
159.668,291.003,23.6131,um,Spot,Position,2,1000000014,41,
163.829,19.1874,14.492,um,Spot,Position,2,1000000015,42,
166.175,244.793,10.8724,um,Spot,Position,2,1000000016,44,
