
Intensity Mean
 ==================== 
Time [ms],1000000000,1000000001,1000000002,1000000003,1000000004,1000000005,1000000006,1000000007,1000000008,1000000009,1000000010,1000000011,1000000012,1000000013,1000000014,1000000015,1000000016,1000000017,1000000018,1000000019,1000000020,1000000021,1000000022,1000000023,1000000024,1000000025,1000000026,1000000027,1000000028,1000000029,1000000030,1000000031,1000000032,1000000033,1000000034,1000000035,1000000036,1000000037,1000000038,1000000039,1000000040,1000000041,1000000042,1000000043,1000000044,1000000045,1000000046,1000000047,1000000048,1000000049,1000000050,1000000051,1000000052,1000000053,1000000054,1000000055,1000000056,1000000057,1000000058,1000000059,1000000060,1000000061,1000000062,1000000063,1000000064,1000000065,1000000066,1000000067,1000000068,1000000069,1000000070,1000000071,1000000072,1000000073,1000000074,1000000075,1000000076,1000000077,1000000078,1000000079,1000000080,1000000081,1000000082,1000000083,1000000084,1000000085,1000000086,1000000087,1000000088,1000000089,1000000090,1000000091,1000000092,1000000093,1000000094,1000000095,1000000096,1000000097,1000000098,1000000099,1000000100,1000000101,1000000102,
0,284.725,383.534,1409.040,229.551,859.399,469.151,444.936,256.880,893.353,1483.869,450.058,1331.552,1153.680,757.240,593.801,283.752,659.655,489.730,327.252,241.056,370.009,1362.623,470.682,369.175,318.750,946.762,333.341,281.088,257.458,256.045,286.474,357.571,195.044,508.591,1268.440,285.263,215.689,236.617,698.245,1027.723,313.477,731.371,312.624,367.334,273.973,1377.576,316.343,265.907,457.868,1073.885,1582.158,404.279,840.101,1444.384,550.101,311.595,1022.140,1274.788,1801.894,955.597,1227.045,589.484,299.406,286.618,365.454,1044.843,281.666,251.892,543.681,1677.739,858.072,369.171,1444.783,1302.292,401.018,504.897,1011.531,1894.641,616.447,347.292,399.871,305.008,211.970,756.549,1160.085,393.819,515.878,286.805,1216.654,580.574,187.253,684.662,430.319,232.124,637.787,1325.126,630.234,232.995,242.834,215.268,214.861,221.450,283.426,
1000,298.935,376.695,1346.127,233.586,813.834,408.019,662.009,283.826,982.888,1227.143,567.830,1859.120,1114.262,747.652,485.116,303.073,834.289,665.668,355.766,295.117,338.525,2100.436,425.454,391.131,320.535,809.393,362.164,401.368,271.282,253.463,263.918,379.858,217.057,438.912,1043.398,255.376,223.183,285.106,730.989,1566.081,294.878,569.171,413.928,492.010,284.696,1386.244,389.262,264.284,688.624,844.376,1177.452,393.106,704.406,1186.237,512.683,385.362,1305.781,1215.609,1533.964,887.095,1233.442,869.823,314.831,273.494,331.951,809.742,300.683,262.568,615.802,1396.604,759.855,323.250,1272.616,1067.451,330.063,579.543,826.897,1816.208,473.432,364.806,478.511,340.487,211.002,793.869,947.563,391.987,427.869,306.129,995.987,810.165,212.590,717.143,496.577,227.186,681.468,923.548,982.424,309.976,243.189,267.355,221.768,225.896,318.803,
2000,306.051,360.777,1195.746,252.627,614.847,343.338,856.389,308.202,906.849,909.816,717.311,2078.729,947.017,650.531,395.618,321.492,855.976,1019.533,330.043,364.433,361.692,2202.744,326.321,517.427,338.730,674.381,356.795,507.283,268.265,321.125,266.170,461.875,266.378,341.599,775.318,309.188,203.919,315.216,790.063,1770.379,364.424,473.307,478.720,757.673,303.584,1234.785,531.608,270.876,825.675,677.383,953.443,417.817,577.494,894.182,466.863,525.018,1284.098,1193.076,1239.054,722.812,1033.011,920.096,315.805,295.014,361.235,630.835,303.574,278.806,564.497,1192.020,593.158,279.164,945.144,775.656,298.204,573.572,590.697,1241.451,401.530,334.910,396.462,492.092,231.077,622.458,703.755,319.184,338.090,297.583,801.730,1089.089,247.803,642.787,471.195,244.704,685.536,709.717,982.526,366.029,232.051,252.392,236.461,216.609,267.577,
3000,279.059,373.333,893.181,245.454,482.725,343.055,833.735,297.103,803.181,735.414,755.115,1877.873,704.961,480.541,297.012,453.061,832.131,1240.266,346.667,392.425,360.045,1863.375,314.301,897.479,335.719,584.702,341.203,556.329,277.869,585.877,253.076,435.971,307.194,294.635,662.763,341.083,237.651,390.248,727.993,1639.758,353.781,343.554,418.559,840.082,304.912,1030.563,739.033,266.384,878.156,548.607,842.578,470.234,530.738,710.962,405.994,667.269,996.549,902.206,889.536,565.575,783.730,873.570,322.309,300.863,379.090,543.358,305.346,289.574,516.198,1002.453,444.882,277.860,755.634,621.363,264.154,545.965,498.559,923.502,363.158,331.804,407.465,383.734,229.960,626.349,666.757,278.012,310.123,292.645,661.922,1127.529,301.445,568.350,411.977,247.075,527.778,604.702,761.309,517.586,231.145,371.027,260.617,213.925,374.379,
4000,271.258,394.925,720.681,239.286,423.710,310.098,719.901,309.859,732.059,585.910,731.474,1468.539,545.682,414.691,253.401,656.366,728.923,1109.309,339.169,420.684,384.344,1267.982,244.141,1194.592,309.930,482.503,357.861,569.960,274.808,825.153,268.410,412.149,368.238,277.937,588.319,399.443,235.634,355.147,564.666,1293.303,326.730,318.881,361.936,701.915,333.923,894.595,773.557,275.380,806.496,488.095,653.289,545.571,526.657,647.629,364.476,623.919,734.302,692.092,701.780,486.091,667.098,777.792,310.877,286.143,366.885,450.027,333.617,344.414,495.903,829.239,379.611,257.189,652.348,468.204,242.730,414.454,438.703,754.529,351.401,350.803,323.282,317.669,226.838,446.807,528.566,242.782,278.096,335.081,497.603,913.130,377.304,483.759,426.905,283.241,453.205,489.724,621.407,585.481,252.591,537.093,256.199,217.163,360.930,
5000,280.734,365.820,589.765,235.157,364.489,279.035,552.824,286.596,554.336,524.309,657.216,1112.876,436.962,342.370,231.678,815.735,617.269,964.896,348.692,346.498,392.798,987.854,236.335,1322.080,321.933,404.782,364.019,508.947,297.830,854.793,254.202,379.475,392.125,246.305,475.968,403.451,230.605,296.487,503.207,978.565,296.558,275.773,278.336,566.067,296.914,763.181,672.729,290.606,671.675,446.817,560.601,642.484,482.816,567.195,367.081,504.937,601.773,562.441,619.459,467.565,569.266,693.963,310.869,290.583,367.349,401.928,321.412,338.494,482.294,621.104,361.738,235.803,570.490,374.504,239.049,337.482,403.781,619.488,365.351,283.746,283.826,276.131,232.093,409.417,519.145,224.663,268.665,370.823,428.396,675.025,394.951,407.584,419.247,406.783,400.244,407.514,494.594,592.404,282.245,566.157,259.857,295.512,320.747,
6000,277.309,355.968,520.133,231.081,298.960,282.635,459.851,250.086,535.854,515.012,531.153,878.313,401.394,280.774,226.353,828.418,526.502,807.955,362.415,300.264,396.373,785.883,219.309,1438.943,321.159,340.209,350.358,441.398,297.953,949.692,252.768,409.375,363.706,232.172,499.075,517.445,236.013,258.920,397.956,765.015,283.401,260.442,243.260,471.396,317.709,698.514,610.108,311.868,489.668,408.483,528.722,597.868,445.212,514.878,331.934,405.348,502.194,497.928,523.095,455.268,497.948,604.895,339.498,281.476,387.085,400.826,361.063,325.026,459.230,651.405,330.800,244.532,530.794,338.783,240.624,293.963,379.605,500.082,326.465,253.303,250.981,236.515,226.626,349.897,418.413,219.483,263.346,461.635,386.468,540.694,365.467,365.079,565.083,505.144,361.437,363.652,400.245,531.966,392.456,452.434,261.295,255.271,307.401,
7000,280.871,397.312,491.802,231.850,284.632,269.182,416.741,260.697,510.603,492.522,479.592,792.220,357.655,270.200,221.869,746.569,509.648,654.946,332.544,255.479,384.149,679.305,216.478,1274.848,340.166,342.377,386.395,340.318,295.987,1003.670,256.846,385.789,309.649,237.457,484.138,620.206,292.034,236.006,357.998,657.621,230.039,264.171,236.606,391.489,319.957,612.787,527.943,333.865,392.349,436.610,466.347,551.798,419.905,465.492,334.267,341.252,442.044,444.450,484.069,431.618,487.549,450.068,352.617,293.960,383.326,399.559,424.305,335.183,439.752,625.853,308.121,221.833,500.472,305.241,216.763,260.038,390.182,462.825,316.264,227.356,243.984,204.610,236.733,344.348,434.661,221.407,243.699,533.803,408.265,490.415,313.069,361.333,791.636,534.349,376.944,331.645,353.363,498.154,534.728,453.946,404.594,264.609,261.147,
8000,277.798,384.754,417.460,226.892,295.789,259.748,395.335,243.500,482.418,482.116,448.003,638.935,322.194,254.204,230.075,604.852,508.408,530.425,343.179,219.928,372.468,603.976,218.684,1057.290,341.470,313.634,384.778,280.550,296.895,1005.203,250.856,370.904,337.605,233.491,473.955,694.118,413.974,217.845,358.386,571.887,238.384,254.143,210.632,353.140,322.619,654.848,441.118,344.466,410.745,362.882,463.914,495.578,416.071,428.669,304.811,303.631,386.223,415.958,443.557,386.740,435.819,494.206,340.873,300.649,388.835,354.108,399.305,312.467,432.894,591.691,294.153,224.141,516.318,299.586,239.197,268.966,366.386,430.539,321.048,221.466,232.954,209.777,225.681,286.489,437.986,207.981,239.279,554.400,332.479,422.554,271.819,341.259,996.567,445.877,350.796,300.881,353.495,427.590,579.982,359.780,444.406,298.555,308.306,
