
Intensity Mean
 ==================== 
9000,273.799,392.162,442.267,220.379,286.141,251.399,351.384,242.872,472.280,475.335,421.687,642.249,313.499,258.000,205.570,523.967,451.421,422.628,367.857,213.986,471.986,590.212,215.615,859.281,353.092,330.740,389.654,261.775,309.596,754.050,255.465,401.080,294.159,226.497,435.874,780.438,595.001,217.307,350.217,531.092,203.885,244.702,218.624,353.227,315.815,654.629,390.794,422.577,334.854,354.522,468.594,446.041,419.419,406.703,311.836,279.098,367.919,383.390,436.293,381.853,445.881,376.350,479.028,312.563,430.193,343.807,346.652,295.877,440.234,596.222,321.820,225.622,464.269,314.158,215.967,231.529,366.581,422.432,279.324,222.992,228.023,203.263,228.136,274.416,377.146,220.126,219.343,533.631,332.772,393.097,252.216,321.163,987.675,397.030,372.075,295.358,350.926,400.115,592.557,234.142,587.910,313.578,303.455,
10000,272.584,382.542,424.635,228.050,267.716,244.934,335.625,267.937,427.311,467.848,410.858,564.394,319.379,254.356,203.002,426.813,442.529,394.870,392.254,213.155,656.869,558.071,212.600,724.815,368.263,319.446,384.437,270.954,361.531,567.993,264.540,376.417,305.802,234.284,446.413,582.420,646.330,209.967,371.577,493.683,206.317,239.625,228.580,329.564,313.062,591.646,339.968,514.576,294.472,365.724,441.081,423.155,398.028,411.814,317.622,281.304,380.944,386.150,382.604,362.685,386.549,353.107,724.764,462.055,655.223,354.564,345.340,294.174,425.262,574.352,311.144,215.503,488.788,296.463,223.030,237.920,345.155,391.229,290.470,210.222,226.620,194.205,236.426,302.391,407.742,210.722,231.061,474.337,303.700,374.763,229.708,341.508,822.520,343.565,404.799,284.757,311.845,366.858,683.674,248.429,506.931,374.914,314.544,
11000,279.735,377.420,440.434,228.634,283.637,246.183,334.028,241.113,432.105,453.148,417.446,572.342,301.744,246.877,210.208,385.453,451.866,378.297,451.326,211.588,1167.698,538.849,223.436,627.924,383.829,337.934,500.047,244.495,433.807,534.543,270.659,400.329,280.219,234.136,456.757,629.913,748.264,218.720,355.532,477.532,201.087,258.139,209.649,318.961,318.712,591.290,337.959,510.084,290.002,342.543,472.777,426.350,421.574,417.133,303.865,279.814,355.547,350.026,378.078,391.040,372.447,370.132,1107.381,330.685,1043.093,375.840,357.610,290.184,461.131,570.226,298.025,223.545,482.707,307.092,224.999,237.608,348.709,398.719,319.668,212.861,235.902,212.451,225.209,247.433,377.347,208.646,223.487,439.260,334.252,373.353,219.987,327.457,726.438,311.913,336.463,294.653,322.939,358.776,626.178,241.761,576.738,337.100,265.331,
12000,276.825,394.557,396.542,227.408,264.293,249.177,324.564,240.354,414.216,435.968,416.252,528.217,313.946,225.390,213.749,348.129,437.868,327.929,504.838,215.450,1530.637,536.571,215.973,540.780,521.363,312.449,656.254,245.505,605.290,459.247,258.799,369.387,261.338,242.694,430.206,557.293,647.094,203.481,330.973,461.460,204.319,245.602,209.915,327.564,305.629,542.518,319.651,432.888,272.728,357.878,467.484,398.650,397.558,422.302,330.051,258.348,355.636,349.068,381.031,374.196,372.762,358.847,1160.530,697.042,1525.996,343.600,328.016,317.500,432.839,556.548,289.416,213.997,501.074,289.858,217.422,213.356,335.938,381.360,296.512,213.131,249.870,208.254,235.258,278.541,382.119,207.956,232.889,352.588,308.541,355.760,224.556,318.315,572.359,275.631,314.544,272.747,313.545,334.035,568.754,224.323,550.592,417.139,291.657,
13000,288.225,365.378,396.550,229.977,263.588,245.298,355.422,247.929,456.692,423.699,387.377,537.514,326.240,245.294,210.198,353.981,425.697,336.034,689.145,217.868,1292.046,536.537,213.810,491.267,693.852,311.920,1262.313,239.095,667.867,415.139,277.941,385.951,239.992,226.869,466.653,510.023,554.905,219.145,340.802,468.174,210.077,237.373,217.128,315.183,296.028,565.527,335.475,387.969,276.595,346.718,448.948,402.089,398.547,422.376,305.899,266.148,341.091,341.989,376.726,404.643,349.349,330.842,1152.965,627.432,1703.572,342.670,332.501,289.530,440.401,553.509,290.476,214.191,467.824,292.645,227.516,204.700,336.510,381.068,308.185,216.294,239.872,197.901,222.481,278.390,379.044,210.973,223.843,382.525,336.690,346.155,220.694,335.381,521.831,272.796,327.989,282.108,298.698,345.956,507.069,226.231,478.284,432.412,233.829,
14000,279.764,385.849,415.672,230.612,275.692,254.177,340.640,252.444,428.812,431.148,410.452,501.784,307.773,244.696,214.555,350.478,455.600,371.522,768.362,219.236,1241.472,494.689,227.045,490.375,1113.106,309.426,1682.637,227.230,731.404,324.688,262.457,402.174,221.950,228.795,458.085,447.924,470.920,215.969,322.758,473.988,210.146,234.069,226.114,335.104,302.659,590.651,337.043,352.450,273.257,361.986,435.401,438.537,406.247,409.047,311.401,273.154,358.796,341.078,396.422,451.210,355.333,316.983,1021.838,743.612,1548.761,395.574,308.457,301.474,461.005,525.384,288.377,235.554,470.997,277.300,231.572,216.664,350.206,382.299,299.464,218.876,242.291,200.058,233.690,274.644,385.454,209.350,224.077,358.165,348.150,354.406,225.433,386.350,431.339,266.181,322.188,294.244,325.025,372.414,366.551,208.815,385.312,460.677,244.223,
15000,300.741,393.698,404.788,231.621,264.564,257.153,327.591,245.463,461.479,452.500,415.557,547.828,316.495,245.274,211.423,321.174,434.661,384.432,952.293,207.293,960.707,502.582,225.417,498.009,1491.947,333.967,2118.970,239.479,850.315,295.939,271.374,399.448,205.788,235.040,492.509,509.513,404.403,201.855,344.357,438.216,198.266,257.069,223.090,295.012,316.805,566.861,334.596,329.875,263.362,338.847,461.738,408.755,432.121,397.602,312.079,260.589,368.106,340.954,361.911,692.550,405.397,321.913,800.177,874.152,1264.274,437.639,330.965,288.840,445.475,548.570,298.187,223.582,468.433,305.993,226.954,214.479,336.781,399.367,306.186,216.412,237.355,201.463,228.067,275.336,397.983,202.919,236.760,343.185,476.587,477.948,216.973,619.710,422.960,249.224,409.129,410.285,325.948,361.848,304.077,206.528,328.970,564.007,245.760,
16000,292.644,384.334,400.979,224.288,259.610,321.122,318.484,239.025,465.709,478.257,378.250,525.013,285.980,224.722,202.416,324.870,451.103,424.891,797.050,211.205,838.813,499.115,215.516,463.290,1342.001,391.626,1464.553,241.060,754.471,284.575,297.208,403.123,203.355,232.387,466.554,392.479,328.362,200.342,325.683,454.617,198.972,261.185,209.099,308.258,286.688,534.026,314.337,320.211,267.951,377.935,477.626,389.557,458.135,491.253,295.153,257.313,346.843,356.297,352.052,1042.601,436.620,344.673,679.925,969.837,1020.000,601.859,291.378,287.251,485.718,551.093,297.206,214.199,484.611,292.576,225.999,219.073,352.138,370.677,298.802,203.949,225.401,196.076,232.405,237.806,400.836,206.009,263.924,336.089,821.496,519.231,224.910,905.784,403.175,252.288,396.251,537.904,323.948,357.545,268.737,214.650,316.301,522.674,629.565,
17000,296.445,369.782,410.933,224.044,244.856,490.397,331.947,236.429,513.196,591.896,386.592,488.089,311.315,229.754,209.857,347.344,473.270,460.716,682.876,207.701,645.664,490.174,212.866,454.258,1004.622,541.068,1477.906,237.778,681.067,259.248,318.111,397.457,200.926,227.293,459.373,488.803,298.336,212.553,379.422,435.674,190.102,337.435,215.009,301.678,301.133,557.956,317.455,312.510,267.261,352.900,753.334,407.467,578.476,675.026,325.719,256.618,354.841,344.137,369.606,1457.132,592.689,391.380,539.719,732.162,770.733,794.895,292.479,253.136,567.991,514.938,294.550,229.191,460.151,280.614,219.788,209.947,324.187,383.319,290.766,215.563,231.045,199.180,237.939,269.114,396.218,206.466,300.086,319.972,1261.121,701.847,210.019,1194.669,388.066,253.161,596.335,920.482,305.379,311.632,292.873,219.519,313.985,524.242,298.969,
18000,296.569,392.582,416.932,223.006,271.636,630.813,316.564,238.156,462.831,908.781,377.774,495.232,331.554,248.330,242.617,316.946,508.370,523.621,589.601,216.558,644.815,488.311,225.448,451.071,774.036,689.236,967.150,223.317,588.438,271.642,319.735,383.453,208.854,234.706,449.081,450.835,271.372,211.235,360.194,437.450,205.581,560.303,210.090,299.224,314.248,554.462,311.087,292.725,247.569,389.826,1060.310,383.375,594.728,1050.865,343.913,260.341,357.617,357.491,366.224,1701.468,780.303,446.611,447.864,626.935,647.504,1144.206,301.327,284.398,755.913,545.312,310.964,229.133,427.130,348.774,211.600,214.427,330.349,423.995,283.956,216.375,226.803,201.967,232.675,240.866,411.654,207.030,448.009,327.034,1456.327,911.529,206.620,1400.474,398.031,247.174,665.900,1163.551,322.628,315.628,267.111,207.472,319.367,538.196,284.920,
19000,326.362,352.892,431.039,230.038,312.793,874.009,327.037,228.741,498.028,1306.843,404.259,494.125,323.647,230.617,285.850,287.328,532.574,688.939,502.708,210.123,475.247,513.271,232.365,447.260,594.531,970.513,846.602,232.958,477.878,251.556,369.327,401.669,202.629,245.952,456.419,341.440,255.910,198.478,412.099,419.607,199.531,886.985,212.709,292.323,317.621,579.630,312.793,293.073,271.836,399.440,1295.616,399.906,779.664,1575.698,350.558,263.613,351.593,364.342,383.782,1654.538,1172.880,390.788,440.115,551.281,548.557,1257.605,311.080,275.534,905.234,660.583,292.338,229.202,463.977,503.870,226.437,212.206,340.640,512.168,273.578,208.380,230.653,202.309,228.193,237.922,388.272,208.308,552.265,346.869,1770.682,751.155,201.868,1530.818,377.573,248.996,862.523,1522.848,338.269,349.775,246.913,205.202,259.054,399.035,362.179,
20000,405.288,392.291,432.295,252.318,411.701,911.243,332.451,244.823,577.786,1644.713,392.261,480.844,307.219,256.367,426.536,313.299,562.070,633.916,487.972,215.969,451.013,515.112,249.112,436.550,500.930,1323.198,685.709,232.027,426.217,246.743,398.534,393.695,203.107,269.843,562.931,333.321,243.176,205.079,418.215,430.127,201.967,1084.177,218.366,308.160,300.763,618.698,326.401,292.772,265.323,419.254,1582.562,371.102,796.235,1863.438,388.514,268.750,385.412,389.739,467.453,1624.452,1620.838,399.182,454.259,407.433,554.116,1512.882,308.406,279.620,950.013,804.925,315.191,234.135,533.710,798.522,243.582,212.725,333.533,801.411,312.698,225.211,253.871,200.337,238.894,274.016,494.585,212.290,584.093,333.841,1711.316,870.236,212.526,1385.510,430.278,244.134,848.541,1341.105,340.591,369.857,245.522,203.917,253.035,344.432,525.236,
21000,498.928,376.812,427.285,253.543,587.418,819.555,370.023,246.083,630.554,1767.787,396.427,516.236,317.684,251.007,544.428,339.577,665.722,909.154,441.316,217.326,406.281,529.408,243.001,431.493,457.955,1553.795,680.860,238.056,395.045,251.903,371.481,437.818,203.273,330.597,657.898,310.174,242.190,198.495,447.277,449.458,205.208,1144.850,226.293,335.082,312.717,633.174,321.849,297.619,268.715,536.216,1600.908,390.980,801.414,1891.708,451.901,279.544,403.509,459.990,547.059,1404.429,1733.831,414.570,398.278,402.524,482.464,1576.741,319.405,269.518,886.893,1065.349,300.202,240.276,634.674,1162.349,235.309,225.872,368.859,1226.150,291.148,229.554,263.450,215.883,245.738,302.390,588.042,214.583,511.397,369.752,1544.740,756.626,213.285,1387.709,392.746,239.169,974.171,1415.594,343.419,359.728,239.596,213.554,251.345,296.925,661.297,
22000,516.409,363.725,433.816,262.719,786.777,672.121,371.597,239.305,708.376,1553.431,378.280,513.624,367.815,262.148,519.938,329.507,717.838,986.293,413.374,208.887,393.038,619.428,299.537,396.276,420.701,1438.708,611.186,225.849,333.956,252.762,350.162,421.705,204.403,396.735,579.913,289.881,234.291,201.851,453.054,450.154,196.730,979.981,217.722,333.203,314.722,663.361,342.586,288.276,270.708,646.221,1489.750,393.408,820.497,1538.315,494.379,289.552,408.540,528.723,652.490,1018.743,1746.535,446.197,389.527,371.239,441.924,1335.295,368.824,273.209,737.986,1409.001,328.790,233.991,684.946,1219.094,220.366,214.642,458.729,1582.401,334.601,248.327,264.523,220.338,230.877,391.217,642.976,211.159,457.883,371.259,1141.830,691.941,218.511,1022.819,411.683,252.056,836.752,1071.410,343.187,330.652,243.820,213.978,245.145,278.132,665.933,
23000,513.708,375.557,467.560,273.095,837.071,511.866,413.451,238.300,899.706,1230.412,430.889,613.771,430.671,286.880,483.439,326.190,663.310,899.587,399.816,205.639,380.161,792.407,290.244,435.837,411.370,1176.926,563.450,259.422,345.146,280.493,351.288,484.327,212.144,380.719,650.129,303.159,236.046,208.209,472.227,530.271,199.637,790.415,219.736,384.998,318.839,689.408,332.566,299.613,259.003,603.680,1285.539,383.629,790.513,1162.974,482.016,319.495,387.162,638.918,718.214,791.742,1423.479,578.083,394.340,344.026,453.155,1111.701,471.936,290.088,683.587,1667.763,343.459,254.514,719.900,1100.776,226.366,229.921,564.725,1628.224,351.156,294.210,311.008,229.053,245.180,390.263,677.038,207.339,362.372,362.844,919.109,580.553,228.225,996.669,403.114,251.543,793.393,797.273,393.073,363.457,246.869,212.424,266.230,278.956,736.571,
24000,484.548,362.129,499.091,282.665,793.714,402.756,469.246,258.012,990.818,999.053,410.775,711.153,547.967,316.122,413.915,368.742,654.946,1169.954,397.888,208.316,358.318,966.465,349.058,465.498,397.913,881.171,470.113,319.361,318.865,263.609,319.174,548.705,247.173,378.864,580.167,262.693,219.504,233.946,505.725,515.164,198.127,639.930,225.599,448.596,315.261,750.797,367.176,300.258,277.432,627.535,1096.220,435.443,705.768,869.570,457.682,342.103,451.935,855.636,742.181,677.254,1216.178,628.940,374.077,329.625,423.350,831.493,569.561,279.713,577.971,1522.464,380.743,278.963,746.575,882.846,249.013,256.689,625.074,1265.840,341.363,313.415,353.730,220.472,251.175,481.748,692.395,219.750,316.322,427.944,726.431,596.370,230.574,685.604,386.078,248.356,671.914,602.434,400.833,417.291,262.730,210.255,233.754,248.352,604.236,
25000,456.481,368.075,536.247,276.942,667.114,353.421,501.562,269.258,1007.896,842.190,403.000,860.482,745.997,357.923,380.466,401.609,648.959,1361.811,371.653,221.926,387.286,1066.570,307.274,500.115,431.155,684.385,486.119,487.903,310.106,325.060,296.369,568.894,297.713,331.358,651.346,289.143,236.458,241.374,475.325,508.147,192.247,504.830,238.944,498.181,333.399,820.583,433.553,288.978,327.626,533.631,848.400,398.630,631.681,738.413,417.871,359.161,491.696,1062.527,815.911,592.833,874.267,644.843,391.707,321.858,437.927,896.822,651.508,297.587,600.530,1427.842,451.752,281.572,705.215,668.156,255.341,358.931,610.054,1051.258,365.995,333.926,406.490,274.944,219.980,680.181,730.031,221.069,286.247,446.661,636.221,560.384,263.380,603.534,354.581,265.615,504.678,476.614,438.650,460.214,254.077,214.913,250.345,252.306,505.754,
26000,404.679,404.359,612.537,270.253,505.645,295.456,528.090,275.843,879.418,723.136,434.172,1038.480,983.201,431.704,303.105,486.747,574.884,1388.616,400.047,237.803,436.998,1292.117,282.532,743.003,406.905,584.165,438.296,583.789,318.511,468.565,313.496,562.364,384.220,307.206,670.095,302.940,225.654,270.931,487.555,503.346,217.592,448.900,260.357,563.181,352.870,896.315,519.801,311.452,473.105,462.756,724.396,423.326,545.757,661.268,370.230,393.121,570.946,1012.399,782.340,548.464,651.182,616.194,334.610,351.676,449.785,1003.207,602.422,357.083,525.940,1160.336,432.455,290.554,725.546,484.851,278.576,421.207,582.337,809.538,364.586,358.655,462.441,289.857,239.667,759.074,635.908,229.410,283.631,525.464,537.391,656.342,333.559,512.932,384.122,267.016,480.785,434.857,479.653,664.520,257.198,234.799,270.141,253.288,456.408,
27000,385.449,381.316,624.044,272.799,517.470,290.021,616.131,262.480,743.845,639.788,474.346,1214.953,1015.800,565.849,256.253,589.383,542.070,1267.018,390.237,285.305,414.361,1057.933,260.179,979.073,401.666,472.415,434.313,623.568,300.386,749.570,282.292,608.518,485.837,287.339,732.544,360.898,245.191,300.855,414.140,502.355,270.097,340.486,263.947,640.002,326.860,910.192,601.715,308.344,639.957,412.400,577.923,389.561,529.004,614.137,367.886,368.212,694.217,814.917,705.521,460.456,525.753,551.812,390.156,331.556,388.059,847.204,541.512,329.876,495.157,988.268,449.051,262.655,654.653,464.089,268.205,469.616,528.954,696.871,348.321,409.463,497.001,352.628,253.172,915.720,585.295,230.125,259.582,542.977,493.245,677.520,464.546,393.617,382.049,323.964,369.576,342.680,497.696,804.623,262.893,286.004,246.911,280.032,391.389,
28000,310.817,377.466,633.042,259.557,368.741,277.406,613.800,270.850,605.758,565.685,488.056,1213.444,1024.438,593.685,243.182,638.547,477.563,1062.228,372.193,417.143,415.032,906.348,241.742,1174.887,399.938,434.356,407.262,575.364,331.038,979.713,279.530,586.922,469.702,284.456,781.385,438.012,229.313,322.752,434.287,505.539,278.454,308.597,277.070,640.908,411.801,893.398,651.694,360.871,691.930,374.873,605.745,427.146,465.074,596.118,350.074,373.232,684.856,688.977,651.444,431.452,426.363,531.746,372.445,359.608,439.064,590.347,477.885,329.496,507.455,860.354,444.333,259.745,618.939,395.860,263.609,456.819,463.194,604.678,379.333,366.643,450.623,325.996,266.989,883.249,513.310,229.619,272.212,582.376,468.129,673.441,470.782,373.082,391.188,375.034,334.263,310.667,526.334,834.587,266.111,349.774,315.809,309.341,319.741,
29000,319.975,375.417,605.405,256.548,341.687,267.635,483.119,283.165,581.913,534.250,453.976,1115.078,810.795,490.425,222.374,594.573,472.798,869.450,354.111,339.943,367.161,785.073,239.410,1272.475,394.885,411.247,449.172,543.766,336.648,1088.879,280.697,538.986,421.415,271.789,721.816,451.825,240.234,318.997,436.168,476.172,347.576,311.126,249.407,535.881,420.463,806.913,549.172,405.278,714.689,344.805,531.907,412.447,474.644,504.898,348.626,349.623,645.315,565.269,576.099,467.904,435.210,463.352,375.964,320.516,419.472,651.034,402.717,346.648,464.725,753.871,418.322,236.279,563.941,352.661,255.409,419.075,414.301,555.002,357.587,336.937,410.418,398.408,282.409,633.097,478.978,231.759,249.506,608.850,378.321,545.752,467.459,332.247,407.888,480.669,303.534,308.717,481.797,918.192,256.879,402.019,274.728,319.925,289.556,
30000,319.055,350.381,548.973,239.119,340.248,267.631,416.786,274.507,545.932,485.982,435.212,1003.602,636.686,417.687,214.662,521.152,438.487,700.381,357.609,490.978,349.482,636.271,262.563,1198.834,353.968,357.833,433.395,411.011,315.139,999.106,279.126,530.711,341.885,252.112,725.493,501.551,224.205,329.559,397.546,487.283,309.497,276.053,255.275,474.839,392.500,725.697,466.827,440.661,729.846,352.774,471.976,410.441,422.892,466.113,345.704,316.161,591.147,465.866,484.468,402.937,412.336,481.950,362.232,322.223,422.359,482.293,358.725,312.427,459.601,648.245,405.075,233.989,575.000,332.629,245.419,318.212,381.146,480.517,330.061,313.048,331.023,341.068,270.893,489.371,408.888,221.998,244.057,543.544,342.009,464.230,376.891,346.640,441.965,506.344,277.763,313.320,421.037,768.695,254.486,424.155,298.871,346.726,268.462,
