
Intensity Mean
 ==================== 
Time [ms],1000000000,1000000001,1000000002,1000000003,1000000004,1000000005,1000000006,1000000007,1000000008,1000000009,1000000010,1000000011,1000000012,1000000013,1000000014,1000000015,1000000016,1000000017,1000000018,1000000019,1000000020,1000000021,1000000022,1000000023,1000000024,1000000025,1000000026,1000000027,1000000028,1000000029,1000000030,1000000031,1000000032,1000000033,1000000034,1000000035,1000000036,1000000037,1000000038,1000000039,1000000040,1000000041,1000000042,1000000043,1000000044,1000000045,1000000046,1000000047,1000000048,1000000049,1000000050,1000000051,1000000052,1000000053,1000000054,1000000055,1000000056,1000000057,1000000058,1000000059,1000000060,1000000061,1000000062,1000000063,1000000064,1000000065,1000000066,1000000067,1000000068,1000000069,1000000070,1000000071,1000000072,1000000073,1000000074,1000000075,1000000076,1000000077,1000000078,1000000079,1000000080,1000000081,1000000082,1000000083,1000000084,1000000085,1000000086,1000000087,1000000088,1000000089,1000000090,1000000091,1000000092,1000000093,1000000094,1000000095,1000000096,1000000097,1000000098,1000000099,1000000100,1000000101,1000000102,1000000103,1000000104,1000000105,1000000106,1000000107,1000000108,1000000109,1000000110,1000000111,1000000112,1000000113,1000000114,1000000115,1000000116,1000000117,1000000118,1000000119,1000000120,1000000121,1000000122,1000000123,1000000124,1000000125,1000000126,1000000127,1000000128,1000000129,1000000130,1000000131,1000000132,1000000133,1000000134,1000000135,1000000136,1000000137,1000000138,1000000139,1000000140,1000000141,1000000142,1000000143,1000000144,1000000145,1000000146,1000000147,1000000148,1000000149,1000000150,1000000151,1000000152,1000000153,1000000154,1000000155,1000000156,1000000157,1000000158,1000000159,1000000160,1000000161,1000000162,1000000163,1000000164,1000000165,1000000166,1000000167,1000000168,1000000169,1000000170,1000000171,1000000172,1000000173,1000000174,1000000175,1000000176,1000000177,1000000178,1000000179,1000000180,1000000181,1000000182,1000000183,1000000184,1000000185,1000000186,1000000187,1000000188,1000000189,1000000190,1000000191,1000000192,1000000193,1000000194,1000000195,1000000196,1000000197,1000000198,1000000199,1000000200,1000000201,1000000202,1000000203,1000000204,1000000205,1000000206,1000000207,1000000208,1000000209,1000000210,1000000211,1000000212,1000000213,1000000214,1000000215,1000000216,1000000217,1000000218,1000000219,1000000220,1000000221,1000000222,1000000223,1000000224,1000000225,1000000226,1000000227,1000000228,1000000229,1000000230,1000000231,1000000232,1000000233,1000000234,1000000235,1000000236,1000000237,1000000238,1000000239,1000000240,1000000241,1000000242,1000000243,1000000244,1000000245,1000000246,1000000247,1000000248,1000000249,1000000250,1000000251,1000000252,1000000253,1000000254,1000000255,1000000256,1000000257,1000000258,1000000259,1000000260,1000000261,1000000262,1000000263,1000000264,1000000265,1000000266,1000000267,1000000268,1000000269,1000000270,1000000271,1000000272,1000000273,1000000274,1000000275,1000000276,
0,536.465,556.098,617.345,791.766,666.998,4082.008,475.038,506.212,508.706,564.641,542.680,407.215,546.640,304.070,420.304,683.119,672.877,667.062,601.008,423.849,561.572,653.260,602.839,517.695,402.636,515.177,356.348,712.774,400.669,325.557,232.872,265.530,283.833,242.965,173.771,405.343,541.881,530.462,326.552,238.216,484.198,470.586,504.017,485.887,555.341,465.292,541.938,548.990,454.442,428.362,549.472,557.159,285.809,469.261,521.771,479.110,596.221,357.582,543.805,646.992,440.581,391.784,333.373,616.363,315.802,309.661,388.497,698.221,581.593,489.277,359.160,521.024,729.136,429.871,472.133,348.346,396.885,324.836,338.740,302.531,242.526,520.322,413.787,387.569,222.080,371.753,496.123,513.364,285.273,286.259,465.009,330.491,311.267,658.380,567.532,545.562,692.856,323.263,658.056,457.756,413.186,579.198,521.065,422.535,473.084,333.046,502.483,576.700,552.546,382.593,442.397,312.723,311.025,522.389,640.643,392.654,524.398,756.575,673.333,583.747,615.698,514.444,584.580,691.797,629.177,690.245,581.803,581.435,660.497,710.507,751.407,434.339,265.630,518.311,552.148,542.232,621.967,560.542,649.846,665.998,650.319,624.463,458.466,621.027,630.871,623.250,393.896,414.023,526.856,472.922,423.504,500.774,608.686,644.435,586.176,671.517,632.859,549.964,457.701,487.209,505.661,495.045,822.839,486.795,443.354,407.743,345.587,442.564,563.075,396.975,345.556,433.844,491.804,471.178,592.484,347.429,439.912,672.199,307.310,356.473,575.492,670.085,520.512,491.584,338.371,561.443,464.133,655.016,414.731,343.755,600.093,631.280,341.348,416.616,306.793,412.766,272.491,389.067,478.478,378.055,352.473,581.321,527.955,519.416,320.575,332.019,328.339,288.798,456.197,415.490,398.358,415.348,398.910,625.783,628.828,678.430,645.797,329.287,370.290,432.595,621.359,539.857,607.438,720.753,684.438,637.024,350.395,459.133,460.790,402.048,724.155,527.742,614.225,539.423,518.343,601.370,739.431,640.722,418.236,447.565,534.232,403.460,343.544,496.079,333.885,278.373,245.265,265.362,387.441,248.315,222.750,318.010,301.981,298.842,329.027,288.160,294.539,327.409,435.710,565.868,474.375,372.437,515.556,481.903,313.172,345.994,545.402,372.105,283.092,522.895,474.860,560.021,512.744,287.586,242.087,282.308,381.709,
1000,522.289,513.443,613.173,848.661,645.503,4319.830,484.816,522.832,508.425,487.568,574.197,451.836,497.959,336.078,409.678,678.791,606.760,660.410,720.581,505.253,571.704,646.820,590.093,499.824,359.985,537.860,377.532,686.017,371.902,329.403,252.573,279.985,327.081,404.012,216.798,352.070,517.499,470.259,293.506,231.172,554.996,491.487,529.882,522.942,475.998,431.469,593.755,599.613,466.705,412.423,549.776,529.642,314.780,441.701,490.116,524.745,667.308,367.947,452.603,579.236,417.178,402.797,351.323,612.055,334.667,300.825,413.519,683.541,546.009,562.687,346.569,569.853,672.587,408.203,488.855,370.345,348.509,374.429,345.789,312.561,256.441,529.573,461.149,737.641,261.914,421.967,497.212,439.574,305.557,332.633,502.615,295.397,317.591,644.705,565.311,585.514,649.447,351.333,597.085,491.700,447.255,604.333,549.478,390.815,468.830,342.511,494.017,585.690,620.512,380.270,432.338,330.212,318.806,617.847,582.702,391.509,546.500,808.345,712.547,522.058,585.860,588.073,585.924,753.394,596.908,715.828,627.373,649.415,648.229,699.027,838.670,449.524,282.528,474.741,482.018,550.124,589.515,572.660,649.429,721.624,666.435,591.401,480.830,714.725,602.892,675.195,425.372,423.849,548.900,447.553,435.549,558.201,640.934,667.189,540.934,706.296,770.416,608.197,424.903,453.269,456.023,492.304,853.823,514.724,413.253,426.884,369.518,491.736,560.864,397.019,345.592,438.565,420.518,477.307,600.002,374.082,422.816,721.518,348.915,362.205,567.153,686.850,541.686,525.395,329.166,727.615,464.913,701.936,478.200,387.580,645.568,653.126,381.729,433.351,319.261,354.802,235.201,373.713,489.992,365.333,374.176,580.930,490.456,472.599,383.182,343.682,423.101,282.555,444.226,381.176,387.986,378.044,430.693,546.973,609.780,720.130,695.068,302.150,357.782,491.164,652.469,480.794,646.307,696.160,677.129,599.755,348.667,470.860,412.563,414.879,646.465,544.472,706.908,488.468,660.056,694.474,747.936,749.885,393.843,517.960,553.273,404.986,324.050,427.659,324.070,302.608,243.092,274.385,397.320,256.248,230.945,268.489,293.885,335.273,326.703,251.837,316.802,319.342,410.034,593.969,520.354,397.131,520.672,531.574,325.233,383.327,550.292,386.151,291.586,534.499,468.817,438.517,491.554,262.080,276.721,272.699,393.589,
2000,504.469,531.479,531.123,764.366,602.086,4239.138,482.395,466.614,555.004,549.173,596.482,382.691,457.604,552.952,378.654,653.866,589.879,693.406,628.868,465.155,603.065,619.553,517.435,454.569,407.597,553.521,375.594,699.344,332.307,301.969,258.898,245.127,314.623,575.606,191.195,404.545,481.004,580.478,272.346,239.279,527.449,476.406,481.533,442.567,493.216,461.633,532.010,602.021,460.746,430.086,563.484,548.052,318.676,472.014,477.044,514.354,628.203,385.532,502.701,605.361,387.588,460.581,335.981,562.704,366.326,332.632,440.745,761.229,587.492,557.954,371.145,556.771,611.104,405.663,440.284,430.023,347.676,379.469,309.071,335.937,256.313,444.967,485.455,1123.573,340.834,339.412,511.413,540.961,308.921,320.237,462.386,322.061,319.828,609.584,579.838,598.201,660.596,329.328,621.344,547.676,498.910,646.550,545.544,475.033,564.357,385.869,541.985,644.751,705.581,353.382,469.560,336.409,336.014,705.563,627.952,392.912,527.091,864.349,662.633,614.673,589.539,598.385,664.377,779.237,628.211,771.628,607.615,590.449,710.112,727.415,787.685,466.513,286.191,506.904,508.556,534.048,658.093,602.000,689.602,640.521,637.609,600.112,496.952,723.675,541.036,570.586,333.340,452.169,537.088,479.719,442.711,604.569,635.671,655.626,521.994,644.337,725.163,613.337,458.516,478.381,459.293,515.510,915.110,487.307,415.882,399.533,341.665,429.677,547.425,392.698,322.370,396.640,412.076,495.519,612.900,397.054,498.105,620.357,509.950,361.729,657.203,665.684,554.712,570.210,326.638,663.267,448.484,619.967,448.171,376.162,666.806,696.178,335.836,393.570,299.697,380.324,247.542,404.383,459.983,351.166,308.585,598.125,504.072,469.593,321.679,332.879,414.308,271.395,413.805,473.325,462.561,422.010,400.838,560.876,604.211,776.092,673.483,342.294,369.386,448.945,636.479,486.790,648.731,676.248,611.364,579.944,362.501,461.985,439.195,454.593,677.820,586.703,652.778,557.745,581.381,701.159,649.425,677.052,402.186,398.139,479.382,427.544,333.361,437.900,309.224,339.713,267.230,280.797,361.584,251.329,233.623,272.387,309.697,308.714,335.892,276.897,310.810,302.085,352.574,644.385,425.937,361.347,518.431,544.191,337.716,338.554,495.278,375.253,321.241,520.904,507.790,490.192,531.453,291.228,244.696,277.278,362.073,
3000,442.848,567.644,690.641,739.887,604.476,4385.486,466.019,465.379,531.597,591.156,599.667,388.356,476.913,1036.153,458.334,560.511,586.792,698.160,663.364,471.140,558.199,670.160,562.128,476.515,381.802,605.538,335.712,714.599,402.299,356.033,248.696,272.350,304.808,713.285,213.824,376.383,487.754,551.781,282.980,244.513,554.536,442.096,509.969,529.591,474.975,407.933,514.559,585.551,530.304,428.772,540.815,513.853,418.282,422.550,491.632,532.806,676.921,420.643,444.525,635.527,383.647,418.151,353.863,608.750,337.527,350.103,443.845,781.254,586.004,574.338,352.111,528.654,736.193,412.688,448.070,415.031,388.831,420.253,343.065,329.996,258.554,491.414,501.418,955.870,316.567,359.785,510.718,536.398,297.195,313.836,486.052,286.975,328.370,613.422,570.891,543.458,644.382,424.943,676.923,491.816,480.224,640.441,549.996,439.326,494.653,352.699,597.862,629.453,549.233,381.040,468.312,345.237,332.401,664.141,654.374,425.282,577.806,797.207,648.836,666.297,619.507,584.021,663.812,806.621,731.803,907.365,582.060,599.033,666.742,715.048,797.079,526.229,291.201,532.731,513.083,543.018,661.157,576.774,684.890,614.554,663.227,678.006,501.578,648.429,605.817,583.840,383.062,528.360,578.878,520.717,375.505,515.961,652.910,716.407,571.507,557.760,746.750,635.467,439.229,524.757,478.535,541.709,825.408,568.163,430.842,400.466,359.317,454.928,574.407,357.095,317.585,431.225,334.943,506.209,627.630,369.321,501.140,606.372,609.207,483.952,804.811,759.862,510.946,575.370,387.051,684.691,465.766,653.779,448.118,326.408,555.285,657.898,354.835,472.697,329.267,422.608,239.904,404.866,388.122,394.650,411.444,533.533,482.773,530.689,331.776,325.919,394.852,283.491,354.087,435.478,413.118,415.343,442.164,590.770,631.328,642.215,642.276,364.784,373.499,411.423,648.934,546.904,650.371,621.652,607.920,601.520,363.767,462.750,440.397,527.675,690.668,560.236,629.213,592.328,550.004,672.035,751.150,688.845,444.900,428.082,465.679,365.854,305.506,388.741,363.236,330.871,284.746,344.061,371.241,261.246,234.996,287.035,287.683,318.696,326.777,269.515,277.933,327.090,329.493,689.509,459.195,320.353,504.691,557.926,374.583,364.900,562.160,376.083,315.083,524.612,453.642,452.452,495.814,266.101,250.037,282.033,400.660,
4000,435.521,531.459,647.313,808.569,666.701,4449.260,510.170,492.259,510.756,546.059,688.763,534.236,489.823,1716.467,429.786,593.599,682.739,702.476,591.310,465.500,545.457,656.881,579.288,455.925,350.746,526.875,363.675,685.325,421.539,345.859,270.690,255.496,324.032,852.357,216.421,365.348,519.162,677.323,280.536,245.906,479.159,479.685,445.653,505.531,523.736,449.789,526.434,554.399,521.310,372.549,600.729,554.190,439.821,423.697,483.767,444.564,667.769,432.603,391.962,557.739,350.529,376.655,330.521,598.850,328.689,325.429,472.358,791.012,545.621,580.268,340.750,541.563,666.998,450.829,425.438,399.256,406.375,412.962,314.218,388.838,226.762,502.824,522.445,833.076,249.614,371.874,462.198,469.262,284.241,310.231,511.735,311.603,297.628,612.588,622.082,551.975,663.660,350.724,641.911,508.227,513.944,635.754,518.851,483.933,501.529,359.913,628.525,651.322,607.645,367.629,459.404,320.105,322.596,659.469,570.405,459.190,538.560,870.872,612.105,587.304,568.270,616.433,548.150,694.144,746.010,875.651,514.829,622.366,693.546,780.663,761.838,445.444,256.058,534.116,541.204,539.260,634.847,550.006,675.501,712.217,679.111,628.227,469.057,618.853,582.305,596.309,377.630,466.453,538.866,470.489,428.594,561.441,644.770,626.983,477.973,630.405,646.530,602.702,420.072,421.507,477.551,563.210,641.549,463.958,463.967,427.857,340.330,407.845,552.434,360.148,331.639,419.256,386.238,502.250,646.444,337.547,469.397,744.510,511.495,445.091,835.327,740.888,494.996,557.917,338.794,629.880,525.004,629.532,446.159,333.141,582.042,660.848,309.555,460.312,298.355,350.054,235.301,400.973,391.459,349.379,377.874,556.706,506.233,489.226,343.360,327.150,407.048,260.998,402.022,466.484,470.684,437.345,424.027,582.004,599.738,695.674,646.208,330.413,360.663,427.943,679.334,546.106,654.906,675.054,616.598,625.545,383.875,447.055,464.615,518.250,686.788,582.415,641.562,606.609,596.193,657.894,698.278,672.036,424.025,478.409,468.881,371.209,329.633,411.085,335.037,361.466,245.399,330.744,456.770,257.192,242.318,300.540,265.850,365.234,291.787,250.350,289.043,320.959,362.895,672.862,428.446,337.751,502.871,561.990,358.465,382.844,625.350,370.410,306.628,527.651,454.137,546.403,507.092,248.004,262.916,249.195,355.430,
5000,446.965,581.256,769.842,768.321,624.537,4370.816,482.525,481.187,556.246,526.178,602.526,535.652,467.576,2075.050,431.429,571.433,638.575,712.555,654.423,494.143,551.799,659.530,594.676,439.872,382.087,592.795,328.838,712.267,383.806,379.971,291.435,275.205,309.555,839.383,218.706,404.894,485.128,639.644,283.595,239.965,505.538,501.646,479.592,467.273,510.303,434.685,603.907,577.497,462.698,415.948,445.441,557.783,515.046,408.252,478.755,456.306,656.506,444.323,437.018,554.269,423.755,414.107,321.957,623.546,313.044,309.998,430.232,795.218,594.604,520.545,353.484,522.429,642.133,416.053,459.771,419.133,365.913,406.729,315.137,373.603,243.025,536.566,436.885,736.180,295.865,450.599,457.127,459.260,287.792,303.743,456.568,335.462,328.271,548.275,576.202,553.783,709.550,370.252,663.750,481.004,510.540,695.200,544.542,413.182,465.144,347.796,540.750,585.289,569.985,354.759,396.355,323.002,321.717,804.849,581.486,387.585,561.521,812.863,671.782,628.845,645.423,564.840,578.749,802.296,712.262,857.670,572.845,596.220,628.576,767.929,702.278,492.115,323.512,494.591,523.538,584.870,602.554,571.788,709.008,599.326,644.021,590.454,483.628,601.317,633.764,613.703,386.948,474.449,546.382,494.973,404.094,571.693,601.455,682.440,506.437,588.863,703.626,649.229,411.033,471.295,469.201,494.473,710.374,516.624,419.610,490.040,360.031,463.270,542.906,368.523,329.376,407.238,432.601,477.551,571.403,426.880,480.549,656.717,574.328,424.941,737.758,712.474,472.335,571.362,334.250,632.065,557.579,537.281,423.082,356.973,488.810,517.477,332.685,457.590,318.715,403.562,232.107,419.979,368.234,387.844,397.326,564.135,530.000,464.655,329.413,354.593,355.233,293.876,440.582,438.732,433.006,424.893,401.744,664.566,610.107,674.556,595.080,324.307,380.919,404.600,582.125,521.383,600.135,691.967,576.753,607.708,407.564,554.653,451.398,536.747,642.939,492.866,587.994,624.966,651.621,688.407,764.972,695.174,457.195,458.512,540.141,418.222,336.905,351.038,328.415,287.302,280.689,288.467,526.220,252.804,253.975,263.410,290.112,297.314,315.685,278.953,279.921,295.187,349.089,694.798,471.108,315.566,554.603,544.310,324.610,362.716,704.268,390.286,309.966,483.514,437.125,525.134,553.942,258.446,244.646,259.059,396.505,
6000,414.452,530.038,706.023,774.868,624.287,4210.013,487.677,451.726,566.552,548.652,619.966,600.762,473.202,2091.367,440.863,625.994,621.442,659.987,640.126,540.898,547.452,555.750,538.783,469.551,390.059,559.067,336.435,626.190,392.844,366.342,276.042,261.960,308.395,909.595,219.893,470.346,590.903,621.613,278.218,260.388,608.167,535.980,538.050,447.010,492.171,405.529,529.905,536.421,520.546,431.097,550.205,512.384,533.821,446.728,496.406,423.682,721.535,425.372,340.681,617.163,376.969,408.941,325.132,561.071,348.432,293.463,451.520,707.766,547.607,542.915,326.503,523.107,704.509,426.685,401.328,457.127,435.025,408.685,347.331,345.883,321.627,517.189,481.703,499.875,294.170,749.900,511.067,459.262,297.366,285.563,474.534,325.397,334.352,584.022,545.866,544.552,712.621,376.239,567.164,472.835,551.944,571.021,554.489,441.187,504.714,358.181,478.600,699.163,622.293,357.036,437.218,337.076,335.509,716.785,590.875,336.355,502.316,884.269,647.312,595.243,623.550,618.800,555.923,691.314,604.357,783.150,602.973,516.815,637.423,689.699,708.522,441.178,309.825,489.075,516.399,577.872,584.287,613.422,735.653,683.777,663.707,619.477,481.931,668.821,521.200,680.700,389.358,422.408,601.885,480.609,404.940,637.807,572.374,647.968,541.898,579.168,638.711,634.164,391.856,478.914,445.238,535.113,620.288,508.637,427.102,420.457,363.272,447.597,535.731,374.699,347.620,433.742,381.342,531.364,597.841,353.039,481.458,770.334,553.417,392.770,719.721,688.818,494.183,550.624,346.002,644.279,468.014,547.219,474.524,321.773,492.118,555.293,344.174,462.171,331.787,457.066,239.597,387.904,355.906,322.789,431.291,508.015,471.467,461.630,351.901,331.225,340.392,294.654,401.861,414.768,421.312,412.794,482.820,595.429,603.966,697.931,644.739,320.568,374.161,463.235,598.745,467.914,607.866,753.700,638.930,512.994,363.277,490.035,440.721,474.924,667.156,628.249,713.626,531.147,523.327,700.538,763.629,721.819,441.139,411.500,523.548,370.858,324.700,334.026,363.357,287.166,259.613,417.391,473.358,266.986,215.845,276.715,338.802,298.280,328.039,259.008,269.985,316.883,394.144,580.741,452.743,358.919,505.391,598.542,334.120,335.062,630.624,364.715,269.711,431.664,465.179,494.916,501.319,272.238,250.034,258.395,375.750,
7000,454.092,585.321,672.752,809.636,618.901,4224.985,470.967,449.282,562.578,517.686,644.932,594.172,496.726,2171.035,479.043,575.871,605.148,598.217,647.642,514.330,535.301,602.983,575.271,410.870,364.794,513.218,328.887,710.898,454.264,357.617,265.566,308.758,302.154,895.232,220.930,450.919,480.083,594.256,288.663,276.896,515.055,455.685,502.230,425.123,494.571,401.460,529.785,561.950,575.262,454.914,521.449,526.148,641.700,448.245,475.703,461.521,666.939,436.066,274.452,649.969,415.667,359.508,360.210,636.480,332.980,300.595,439.860,649.514,504.428,471.185,329.493,503.370,758.441,415.261,471.981,464.983,373.686,465.551,328.830,407.216,287.771,586.267,458.067,311.088,303.034,1384.370,478.247,443.150,289.122,281.303,467.501,323.229,330.608,644.798,541.540,543.342,699.887,366.074,660.781,450.201,605.574,611.228,498.342,494.745,541.705,330.016,552.414,592.635,701.559,349.788,474.283,345.391,305.080,830.172,549.845,342.890,544.701,921.718,626.786,696.576,632.412,692.047,591.455,774.416,651.640,798.311,533.992,591.351,703.839,714.258,682.496,402.059,299.487,473.172,472.941,603.499,605.025,621.956,623.180,628.466,676.835,629.465,458.751,641.073,563.370,605.410,395.366,435.188,621.051,456.200,396.319,527.803,593.639,703.899,537.947,640.327,642.876,602.721,439.372,471.471,503.331,545.135,644.351,485.516,433.948,425.683,357.022,434.184,576.035,399.661,361.090,418.500,372.382,542.975,588.770,425.355,481.427,705.979,497.747,392.276,762.218,648.047,513.650,606.896,354.163,657.535,465.267,599.534,477.104,326.690,541.582,578.332,349.845,432.693,348.852,440.223,270.250,395.836,380.637,363.151,411.214,584.937,503.650,474.374,312.303,308.584,373.975,279.785,391.293,423.778,455.151,420.803,468.518,585.349,612.957,640.695,656.474,303.335,335.961,435.178,535.613,512.842,627.180,692.751,515.855,528.646,358.736,491.689,426.794,535.082,654.965,598.240,657.117,512.724,590.835,683.414,731.735,721.686,528.127,480.867,515.589,385.753,336.439,396.450,322.880,299.912,267.233,410.800,530.611,261.064,266.113,292.163,263.025,326.092,317.828,270.871,269.727,321.164,417.202,640.109,495.477,303.281,471.059,617.921,345.782,366.636,571.412,377.996,315.701,517.750,450.334,505.206,433.448,262.680,263.471,247.459,454.430,
8000,442.940,541.031,686.121,824.742,574.044,4299.814,490.690,508.808,533.870,563.210,669.680,824.591,481.978,2238.878,482.378,578.940,562.126,737.996,651.318,499.216,509.248,635.347,560.872,450.417,352.778,563.580,335.848,639.640,456.600,344.698,272.812,330.797,291.088,730.316,207.380,436.788,509.212,634.203,274.323,286.893,530.162,457.806,458.009,410.193,474.272,456.740,572.510,572.222,519.094,418.435,539.884,557.306,1157.057,453.961,530.184,422.600,719.031,468.010,306.765,539.436,367.570,368.307,361.490,626.307,317.234,341.301,404.990,658.546,504.046,445.873,389.902,467.207,738.500,478.552,489.425,423.933,436.032,411.947,373.969,412.257,298.977,591.752,472.177,310.012,963.222,1478.366,503.151,525.527,279.409,309.145,480.187,294.725,307.136,602.474,574.208,563.359,686.260,338.720,660.688,489.862,562.960,649.197,516.037,457.345,508.766,366.495,483.930,587.779,558.277,375.051,488.489,282.724,339.774,783.356,559.098,348.889,524.010,834.954,627.517,687.975,612.669,646.391,582.543,770.773,586.836,900.421,531.924,634.622,673.213,631.288,636.498,431.131,312.784,527.168,477.517,539.065,591.508,535.054,614.405,659.017,730.834,619.427,490.574,540.363,529.865,555.196,428.373,418.430,510.303,496.543,451.914,524.941,582.126,648.243,550.975,657.115,685.689,543.231,441.992,482.000,507.833,557.147,539.323,536.336,444.604,428.864,370.547,421.890,576.898,402.439,304.234,396.755,399.776,468.076,561.965,396.127,477.212,687.320,501.311,391.743,664.882,703.589,513.837,563.682,325.992,640.367,524.180,552.098,428.724,333.925,525.280,534.326,322.216,478.040,376.580,453.978,243.255,360.616,402.748,371.237,442.425,568.810,528.920,484.089,350.803,351.010,372.058,272.036,365.604,425.702,426.553,393.530,443.996,610.770,581.079,692.896,698.717,284.197,369.171,460.543,578.781,483.230,544.504,738.905,529.313,512.042,345.478,498.964,390.035,672.788,641.526,572.353,666.049,569.751,565.758,658.658,738.808,728.053,494.576,468.155,520.093,433.539,334.503,383.711,350.862,267.734,300.571,437.800,529.210,261.690,261.503,287.834,264.627,313.931,302.707,270.300,281.266,343.079,372.708,610.731,442.295,337.610,500.620,595.655,340.554,365.685,512.052,439.588,286.234,501.532,431.509,584.830,540.594,251.684,233.047,262.678,386.569,
