
Intensity Mean
 ==================== 
Time [ms],1000000000,1000000001,1000000002,1000000003,1000000004,1000000005,1000000006,1000000007,1000000008,1000000009,1000000010,1000000011,1000000012,1000000013,1000000014,1000000015,1000000016,1000000017,1000000018,1000000019,1000000020,1000000021,1000000022,1000000023,1000000024,1000000025,1000000026,1000000027,1000000028,1000000029,1000000030,1000000031,1000000032,1000000033,1000000034,1000000035,1000000036,1000000037,1000000038,1000000039,1000000040,1000000041,1000000042,1000000043,1000000044,1000000045,1000000046,1000000047,1000000048,1000000049,1000000050,1000000051,1000000052,1000000053,1000000054,1000000055,1000000056,1000000057,1000000058,1000000059,1000000060,1000000061,1000000062,1000000063,1000000064,1000000065,1000000066,1000000067,1000000068,1000000069,1000000070,1000000071,1000000072,1000000073,1000000074,1000000075,1000000076,1000000077,1000000078,1000000079,1000000080,1000000081,1000000082,1000000083,1000000084,1000000085,1000000086,1000000087,1000000088,1000000089,1000000090,1000000091,1000000092,1000000093,1000000094,1000000095,1000000096,1000000097,1000000098,1000000099,1000000100,1000000101,1000000102,1000000103,1000000104,1000000105,1000000106,1000000107,1000000108,1000000109,1000000110,1000000111,1000000112,1000000113,1000000114,1000000115,1000000116,1000000117,1000000118,1000000119,1000000120,1000000121,1000000122,1000000123,1000000124,1000000125,1000000126,1000000127,1000000128,1000000129,1000000130,1000000131,1000000132,1000000133,1000000134,1000000135,1000000136,1000000137,1000000138,1000000139,1000000140,1000000141,1000000142,1000000143,1000000144,1000000145,1000000146,1000000147,1000000148,1000000149,1000000150,1000000151,1000000152,1000000153,1000000154,1000000155,1000000156,1000000157,1000000158,1000000159,1000000160,1000000161,1000000162,1000000163,1000000164,1000000165,1000000166,1000000167,1000000168,1000000169,1000000170,1000000171,1000000172,1000000173,1000000174,1000000175,1000000176,1000000177,1000000178,1000000179,1000000180,1000000181,1000000182,1000000183,1000000184,1000000185,1000000186,1000000187,1000000188,1000000189,1000000190,1000000191,1000000192,1000000193,1000000194,1000000195,1000000196,1000000197,1000000198,1000000199,1000000200,1000000201,1000000202,1000000203,1000000204,1000000205,1000000206,1000000207,1000000208,1000000209,1000000210,1000000211,1000000212,1000000213,1000000214,1000000215,1000000216,1000000217,1000000218,1000000219,1000000220,1000000221,1000000222,1000000223,1000000224,1000000225,1000000226,1000000227,1000000228,1000000229,1000000230,1000000231,1000000232,1000000233,1000000234,1000000235,1000000236,1000000237,1000000238,1000000239,1000000240,1000000241,1000000242,1000000243,1000000244,1000000245,1000000246,1000000247,1000000248,1000000249,1000000250,1000000251,1000000252,1000000253,1000000254,1000000255,1000000256,1000000257,1000000258,1000000259,1000000260,1000000261,1000000262,1000000263,1000000264,1000000265,1000000266,1000000267,1000000268,1000000269,1000000270,1000000271,1000000272,1000000273,1000000274,1000000275,1000000276,
0,24.440,59.756,57.052,115.983,51.705,84.481,105.466,49.059,98.811,69.367,133.876,89.672,104.570,45.602,94.365,92.870,36.500,77.462,75.926,42.608,42.089,78.673,71.248,72.527,44.547,67.551,49.819,78.977,73.884,50.281,30.789,39.403,18.905,1.887,2.800,63.888,44.618,42.802,67.322,27.812,46.508,36.449,47.676,50.596,57.808,58.889,41.465,89.570,72.515,58.942,61.854,105.975,38.004,84.604,81.054,65.798,132.044,68.239,50.370,85.595,23.499,67.583,15.384,81.198,29.779,45.865,53.950,81.565,76.428,29.834,42.462,50.064,71.010,93.828,61.507,50.061,69.420,74.712,63.357,38.341,40.268,109.715,94.983,12.938,16.329,64.969,49.752,36.053,19.818,17.793,12.673,12.954,22.702,57.906,64.585,54.535,55.015,48.102,55.162,43.444,41.843,60.355,46.870,42.281,65.130,32.285,38.599,72.011,68.984,52.274,53.750,44.369,38.594,40.443,50.825,57.796,39.491,59.048,58.110,89.622,55.145,73.541,64.040,94.438,55.024,93.196,107.643,81.110,112.691,60.623,81.031,51.715,30.125,80.598,76.328,57.889,69.217,99.790,69.283,108.561,86.922,59.654,59.506,45.927,55.483,53.311,69.135,63.710,96.015,48.897,50.424,63.733,75.071,49.907,70.835,50.293,42.058,62.163,17.985,52.303,46.791,45.324,57.275,74.394,63.456,67.225,50.782,55.482,58.556,29.082,24.454,40.647,47.132,53.430,64.528,38.837,53.690,91.586,23.322,36.687,48.378,71.138,34.040,39.506,40.006,84.384,35.137,54.373,33.074,36.140,47.814,53.448,39.124,34.091,41.669,18.468,25.356,33.784,22.910,39.794,18.651,56.985,67.620,48.731,25.852,36.848,42.784,26.240,44.809,41.281,37.777,44.206,35.683,47.035,34.481,85.597,69.155,39.409,46.239,38.506,40.114,48.279,69.402,59.466,72.547,26.118,36.031,23.752,42.942,44.969,64.527,63.170,77.850,80.382,104.004,72.979,53.852,69.477,59.478,78.515,81.083,75.708,42.832,67.223,28.071,37.674,21.369,42.913,57.432,37.687,20.786,43.659,45.219,44.711,54.266,28.893,28.817,38.747,49.956,57.215,35.065,46.836,26.220,24.525,26.786,43.429,37.283,31.795,24.453,36.374,19.179,32.209,14.546,28.010,18.234,20.815,31.624,
1000,27.146,56.645,55.854,121.909,52.979,85.878,108.097,50.539,105.951,66.139,135.973,85.363,113.103,45.744,93.795,94.801,37.019,80.032,71.617,45.076,44.677,77.646,71.520,70.943,45.198,67.281,49.065,80.506,75.008,58.677,39.966,36.449,22.428,44.408,21.924,62.292,41.932,42.673,53.117,28.313,47.948,48.759,44.029,44.717,58.760,60.498,44.080,92.671,72.137,57.747,52.229,107.780,42.387,86.000,81.536,66.872,136.200,76.354,47.695,86.587,23.567,65.554,20.419,81.043,31.561,48.973,57.313,85.225,76.586,30.062,36.238,52.030,71.341,87.617,55.716,55.925,71.447,87.035,69.981,44.267,36.674,111.247,112.077,15.365,22.050,94.440,51.635,35.760,22.621,17.545,15.097,13.013,23.516,54.661,63.734,54.675,52.795,46.086,70.108,46.047,41.501,63.507,50.595,39.802,54.738,32.927,35.868,68.460,69.034,55.064,47.935,43.412,31.389,46.674,53.834,57.448,41.353,62.487,62.983,75.263,58.617,61.436,58.571,91.064,54.696,95.563,110.384,86.325,112.462,60.471,85.345,51.019,30.456,77.612,79.321,57.884,68.948,99.880,59.243,118.044,88.029,59.597,58.735,50.075,54.428,52.929,70.957,63.544,91.765,48.272,51.533,73.455,70.974,47.110,67.639,48.433,44.676,66.472,18.311,56.078,47.532,45.246,62.103,78.353,62.381,62.389,51.349,56.460,61.663,29.178,25.330,38.726,46.739,59.075,50.489,43.622,49.136,98.570,34.355,40.545,43.755,70.865,35.473,37.447,42.903,86.857,36.779,53.392,34.115,37.350,51.647,54.503,39.027,35.532,47.739,18.858,27.357,32.112,24.050,40.955,14.847,57.070,60.327,43.789,28.523,38.224,43.173,26.990,44.358,44.514,38.963,45.767,33.175,46.437,33.803,83.982,63.804,37.856,42.463,35.352,46.404,48.587,67.385,63.361,71.301,27.692,35.267,23.083,43.404,48.869,52.623,62.160,78.121,76.077,109.654,73.357,55.499,76.265,59.503,72.208,76.704,76.038,38.946,61.085,32.602,42.614,28.870,52.571,64.844,35.865,23.547,42.664,42.483,40.852,52.969,29.249,33.459,37.006,50.040,57.784,37.977,43.071,27.234,29.120,28.145,43.953,36.693,34.807,21.939,33.271,18.154,30.485,16.641,30.069,17.848,22.561,31.045,
2000,28.485,59.525,53.740,112.904,51.553,82.109,101.691,48.467,107.895,70.871,146.476,87.133,108.154,50.229,91.070,94.885,37.180,84.170,73.486,46.432,44.704,79.317,71.277,70.454,42.844,67.954,49.233,81.234,75.708,64.592,42.509,37.726,21.170,49.394,16.742,62.415,42.875,43.556,49.246,31.281,48.021,50.070,38.181,45.683,59.626,61.104,45.004,90.596,72.079,53.400,55.610,101.944,65.087,87.753,83.032,71.172,141.677,93.154,52.711,86.145,25.397,68.118,18.503,82.860,32.239,45.405,55.059,83.114,80.779,30.121,39.306,53.068,71.987,100.958,52.291,58.912,75.174,66.600,72.512,50.492,34.548,112.838,108.811,18.523,59.169,65.116,50.221,43.031,21.658,17.016,15.414,13.197,22.602,58.343,65.416,55.675,56.565,46.351,68.871,44.100,43.226,65.726,57.774,48.318,58.643,30.940,41.924,68.824,70.326,56.380,48.830,43.539,42.076,42.606,53.549,54.990,40.966,63.217,62.749,88.120,55.966,58.811,63.654,97.376,55.680,91.651,99.939,82.572,115.768,59.912,80.346,56.702,31.310,83.603,77.537,55.605,70.483,98.445,58.281,108.703,90.363,62.047,54.010,47.870,55.006,54.568,59.948,71.306,91.376,58.639,53.600,74.158,71.849,51.557,68.514,51.861,45.199,66.182,19.284,51.876,49.545,44.948,57.524,77.803,65.373,63.878,51.806,55.888,60.754,30.835,26.269,44.581,48.019,60.878,52.086,44.161,46.818,88.777,18.880,40.134,47.764,71.380,34.476,39.136,39.525,93.464,34.253,51.726,36.645,37.333,52.092,54.567,37.621,36.813,45.228,20.127,28.418,32.854,24.612,42.042,15.899,57.786,64.088,41.579,27.127,34.926,41.415,26.912,42.667,42.929,39.354,53.304,37.404,45.405,34.975,89.421,62.492,34.962,44.967,36.317,47.924,45.693,73.461,62.994,75.913,27.500,35.194,25.603,45.996,48.015,55.979,60.563,71.232,86.774,105.932,73.444,60.460,72.785,62.871,72.903,78.155,70.834,43.872,65.664,34.854,41.757,28.461,47.552,65.471,36.659,24.642,42.410,40.440,38.302,59.815,26.525,32.227,35.504,48.325,57.179,33.129,46.785,27.548,33.655,24.990,42.111,36.507,36.604,24.904,31.669,19.407,33.056,17.354,28.902,18.169,25.084,31.803,
3000,26.816,61.330,53.797,121.757,51.654,84.152,105.211,48.730,109.988,71.408,154.171,92.661,110.534,53.881,105.038,89.567,37.564,85.087,77.090,46.806,46.511,79.000,72.486,68.185,44.098,69.858,47.958,78.078,72.860,68.262,45.276,34.920,22.556,48.475,21.593,63.167,46.552,45.619,45.922,35.027,46.373,54.079,46.180,44.816,59.438,56.873,42.265,90.945,72.570,55.915,57.665,104.431,80.072,85.023,86.583,71.516,143.904,102.666,57.389,81.479,24.310,67.930,17.760,82.942,34.448,53.450,56.522,85.136,77.944,30.160,37.111,49.545,74.595,94.547,62.794,62.020,69.998,104.431,71.994,57.879,32.634,110.711,124.785,19.838,60.017,68.623,52.333,35.799,23.368,18.542,14.988,13.023,22.962,58.523,64.012,53.595,55.904,44.927,64.978,46.294,43.860,66.161,51.450,48.843,52.714,33.117,46.940,62.598,62.855,61.375,46.468,40.823,38.194,48.359,53.255,60.540,42.281,59.944,63.371,88.599,57.404,69.638,57.875,100.771,62.033,92.150,103.731,83.273,114.500,60.036,75.619,53.518,32.010,72.977,78.390,58.649,77.827,99.131,54.092,108.002,92.357,62.435,67.925,52.961,58.967,51.949,68.633,72.794,90.918,58.816,55.818,74.667,71.946,50.045,67.275,49.624,42.818,65.048,18.819,64.141,48.685,48.501,59.212,82.295,65.509,71.534,52.936,53.501,64.161,35.115,29.105,35.104,46.947,61.526,55.130,47.642,46.837,89.860,18.594,57.169,47.680,88.309,32.771,36.950,44.302,95.027,36.437,56.391,38.157,33.058,46.376,61.395,39.034,38.716,47.731,21.444,30.283,33.084,30.336,44.809,13.853,62.513,73.596,39.302,27.649,40.619,48.483,29.419,43.834,45.211,40.847,50.137,34.971,45.678,34.852,87.766,60.651,33.460,46.002,33.398,50.566,50.291,75.052,60.790,66.615,31.205,37.114,25.872,44.397,47.063,59.536,58.040,73.367,89.276,100.320,80.994,59.351,62.700,61.328,72.721,74.358,71.549,44.440,66.006,36.944,48.138,32.983,55.404,59.891,37.242,24.077,44.302,43.713,39.981,55.035,30.479,35.503,38.487,49.273,59.070,39.337,44.786,29.012,28.648,25.750,44.434,39.177,35.722,25.537,32.201,18.184,29.438,17.864,29.727,17.637,23.950,36.852,
4000,29.013,60.977,55.919,123.106,51.994,87.055,107.499,46.679,109.676,68.503,157.195,132.213,112.644,55.762,103.811,89.075,38.777,84.808,75.130,48.719,45.402,79.535,75.990,73.681,49.870,65.453,48.898,79.990,83.464,69.932,45.667,37.420,21.904,51.937,18.579,64.837,49.893,46.063,50.355,38.345,49.875,55.608,45.701,42.806,62.032,58.135,45.686,88.809,72.962,60.840,57.775,96.122,91.540,82.924,81.548,71.602,140.684,100.317,65.623,82.579,23.331,65.027,23.985,82.543,38.696,52.416,59.085,87.395,74.659,31.173,38.985,51.718,72.935,101.482,61.672,60.805,79.747,110.822,57.804,70.975,37.931,116.423,129.606,19.924,46.106,66.812,49.969,36.333,23.278,19.242,16.604,13.924,22.614,56.816,69.116,55.198,54.641,47.282,69.521,45.259,43.309,62.600,50.159,48.027,53.926,30.799,54.389,70.939,57.766,55.911,47.330,38.014,35.002,46.962,56.042,59.126,51.780,63.422,62.749,80.300,61.478,65.667,57.758,102.057,63.860,100.008,105.146,80.118,113.673,61.791,77.757,52.919,34.260,81.093,77.582,57.937,67.554,101.351,54.637,111.595,94.075,63.408,75.083,50.221,60.411,57.175,71.308,69.553,99.325,61.150,61.244,75.066,77.784,53.539,71.800,50.258,47.763,59.334,19.673,52.025,48.581,48.667,62.040,81.958,67.916,73.375,51.819,57.643,60.785,31.414,30.721,41.858,48.441,61.908,62.481,44.821,45.819,104.691,21.628,51.710,57.856,83.763,34.514,39.624,41.399,86.216,38.634,60.002,41.629,35.756,50.118,60.852,38.106,37.461,52.054,24.089,33.866,33.412,28.403,51.718,14.835,71.468,68.218,39.882,27.455,41.517,47.746,30.813,45.447,46.580,41.215,45.376,36.190,48.408,32.751,92.419,66.091,34.053,46.403,37.187,47.097,53.191,86.478,58.707,67.779,26.817,37.330,24.888,43.345,48.104,59.224,71.530,73.200,88.148,102.654,90.877,57.646,70.429,58.568,72.477,79.741,71.016,48.239,59.818,44.631,53.575,26.395,44.123,102.952,43.063,30.569,45.647,42.260,36.161,50.461,33.834,34.849,38.907,50.956,60.933,35.516,45.481,27.544,30.424,26.061,44.090,39.558,37.685,27.447,33.936,20.269,31.114,17.077,29.598,17.333,19.496,41.692,
5000,29.282,63.589,56.962,117.551,55.589,84.180,112.973,50.219,103.603,69.998,152.161,134.956,112.852,63.031,106.807,79.562,38.350,91.150,78.195,50.025,46.021,80.839,73.903,72.586,47.933,69.072,48.181,83.625,84.769,73.347,47.420,36.608,26.011,54.990,19.915,67.873,44.880,48.411,54.591,41.181,50.938,52.921,43.842,42.881,62.322,61.831,46.651,91.579,75.731,59.002,47.845,109.396,88.358,82.681,88.092,71.952,144.519,101.097,67.218,89.886,23.655,65.437,22.906,82.875,33.798,54.317,60.945,85.394,80.002,29.642,37.797,51.211,73.059,93.827,69.619,76.473,81.865,111.094,73.152,70.511,39.928,121.674,128.252,21.339,54.076,64.336,54.802,36.469,22.256,19.213,15.886,15.604,25.002,55.429,65.683,53.887,58.047,56.256,72.958,45.534,44.902,71.757,49.736,46.724,53.125,31.651,45.062,68.458,60.935,55.488,49.338,39.022,34.935,42.337,51.121,57.940,54.795,60.227,68.537,81.712,60.491,61.945,56.912,101.582,61.810,91.629,110.585,86.750,113.262,63.164,77.578,52.430,35.531,76.395,80.075,58.618,65.167,105.074,56.910,111.105,89.389,64.598,69.437,52.944,57.425,61.196,74.737,72.630,101.243,60.401,54.042,76.639,74.683,49.624,71.473,50.225,46.568,63.070,21.103,55.051,49.927,49.260,60.419,81.570,72.821,71.604,52.540,55.688,66.002,34.579,28.483,40.344,49.965,65.321,56.194,47.821,48.459,101.258,19.368,45.366,52.071,74.672,37.939,39.663,42.866,87.737,34.573,50.736,39.272,34.837,43.598,55.386,35.532,37.784,52.712,26.453,31.461,33.468,24.768,48.079,16.437,60.947,70.308,38.657,28.956,37.057,46.949,31.441,47.259,46.704,42.824,47.585,36.089,49.407,38.474,88.289,64.322,31.531,50.415,33.043,41.908,54.907,77.544,61.680,61.617,27.751,34.632,24.247,45.071,50.248,55.585,70.630,80.479,92.210,103.446,77.662,65.038,70.860,63.098,71.660,79.023,68.375,48.174,65.064,27.763,47.439,40.351,34.161,107.449,40.921,29.166,43.577,41.543,37.033,53.345,29.109,32.898,40.519,50.384,62.909,34.288,40.817,27.578,31.126,27.656,43.313,39.140,37.784,24.784,29.540,21.812,35.336,17.676,32.780,19.535,18.697,38.448,
6000,30.351,60.092,56.727,121.733,54.873,85.629,114.337,48.413,105.102,74.584,156.040,142.215,117.603,66.518,113.310,89.709,37.728,83.409,79.831,50.534,46.892,78.703,73.213,69.476,47.483,69.725,49.256,78.251,94.335,76.126,48.635,42.545,26.111,59.317,24.441,69.580,54.260,45.950,57.155,46.829,52.907,55.353,47.306,44.663,60.805,64.167,49.150,92.319,75.295,59.458,53.557,112.188,94.465,89.380,91.135,71.987,147.352,111.851,52.084,87.792,24.298,66.755,26.168,85.669,33.957,53.469,60.054,86.507,76.455,29.794,39.029,54.381,71.610,97.952,69.105,75.757,83.012,113.021,65.430,81.952,67.095,115.316,127.074,22.580,51.560,61.153,50.072,34.538,23.495,19.408,14.890,14.310,24.781,55.177,67.229,57.481,56.629,47.144,53.585,44.827,49.577,62.828,49.591,58.820,60.216,30.512,40.325,68.579,66.845,61.836,48.105,33.888,34.433,44.678,56.929,59.960,53.129,60.670,64.050,74.596,64.228,60.409,60.002,101.284,54.693,86.941,113.305,93.943,113.914,61.226,74.785,54.062,35.364,86.053,78.721,60.897,66.970,104.826,56.625,111.282,93.060,62.795,65.725,52.206,58.532,59.279,76.760,69.253,103.982,60.984,56.787,77.775,73.021,51.110,67.118,51.772,43.949,63.522,21.294,55.691,52.116,45.969,59.710,81.433,67.544,73.105,52.737,58.411,64.312,36.182,30.827,35.740,48.612,67.145,55.778,45.889,46.781,108.395,21.394,42.315,56.938,73.192,38.446,37.029,41.191,97.021,37.272,48.572,37.743,34.288,42.032,55.216,37.685,42.203,51.607,30.293,29.964,36.264,29.946,46.996,18.698,56.374,64.440,39.624,29.064,41.498,50.380,34.422,47.655,47.789,44.156,53.146,30.113,43.729,39.897,92.547,61.816,30.317,47.945,33.277,43.130,52.559,72.805,63.663,72.657,31.261,34.931,23.952,46.497,49.870,56.261,77.355,86.046,89.925,94.786,78.772,63.578,66.250,66.651,71.073,81.101,74.852,53.793,62.292,30.265,47.310,33.611,60.862,98.715,48.368,36.683,42.719,41.031,35.884,55.058,31.075,36.282,38.668,51.971,62.948,34.550,42.655,29.212,27.401,30.778,42.153,38.952,40.141,27.057,29.000,18.829,35.409,17.043,31.910,17.681,20.144,44.054,
7000,29.915,66.435,55.031,120.712,53.616,84.817,115.771,46.852,112.870,73.006,165.581,143.567,116.209,62.511,112.292,93.438,40.364,83.568,80.105,48.827,48.849,80.990,74.842,71.285,47.325,69.123,50.595,79.835,96.932,82.371,48.470,57.830,27.040,58.325,20.648,69.692,61.615,50.042,56.155,48.357,50.531,54.392,49.852,43.550,61.043,64.344,45.067,97.775,72.393,61.855,53.111,119.467,94.025,85.071,92.167,70.603,141.768,113.586,45.602,89.332,25.816,67.898,29.776,87.031,43.918,47.929,58.429,83.823,75.845,26.625,40.082,53.634,74.221,100.818,70.193,76.846,84.182,120.996,83.006,90.711,73.481,127.607,119.591,20.374,22.839,72.211,52.579,41.593,24.281,20.883,16.641,15.602,21.983,63.288,69.163,55.792,59.395,59.182,67.394,43.071,47.271,65.073,49.677,66.859,60.088,36.879,39.489,62.658,62.483,54.549,50.563,44.732,35.554,53.593,51.077,58.629,54.633,61.313,68.747,105.304,63.383,102.250,67.297,108.552,55.274,96.562,109.873,92.626,112.094,60.435,73.607,52.135,38.808,81.598,81.749,59.148,70.286,100.628,53.100,115.712,93.336,64.954,74.056,49.614,59.392,62.871,79.025,75.286,98.839,62.875,59.732,76.597,73.860,53.635,73.127,49.707,45.029,61.250,20.448,52.238,54.519,48.262,62.959,77.652,73.415,72.000,52.957,55.381,66.116,32.893,31.593,42.985,52.043,67.456,64.899,46.938,48.135,113.204,23.603,47.758,59.697,77.167,37.962,39.521,43.172,97.405,34.615,67.659,43.823,34.860,46.863,67.942,40.283,35.477,55.804,29.979,33.621,36.860,29.503,47.960,18.500,61.497,71.570,41.705,30.326,44.214,44.653,32.205,47.461,47.935,43.958,42.678,28.133,46.994,42.188,91.762,62.308,30.048,46.202,33.689,41.407,55.662,75.529,63.481,67.277,27.211,35.306,27.265,41.458,45.550,53.556,75.045,90.785,91.956,113.432,85.148,63.418,76.574,64.906,77.484,90.295,74.966,54.943,64.409,33.753,48.038,34.868,57.574,98.345,47.025,34.935,45.485,43.659,33.912,55.692,34.638,38.562,41.970,53.263,63.767,34.240,36.427,26.314,30.331,30.356,41.073,39.416,37.831,27.843,31.705,20.353,35.121,20.361,33.052,20.563,19.800,43.029,
8000,33.587,63.023,57.364,119.938,57.192,84.583,115.952,50.395,117.911,72.827,152.137,142.925,118.849,65.918,121.044,91.017,40.078,89.727,87.597,50.760,45.392,82.996,75.964,68.573,47.584,70.121,52.046,85.158,92.676,86.130,54.288,51.559,26.641,61.716,22.736,72.957,62.187,47.332,56.499,53.893,49.718,56.526,48.410,45.029,64.610,58.674,45.792,95.105,71.878,64.747,54.490,110.166,99.604,86.892,83.085,73.205,151.314,106.860,57.017,89.057,27.651,74.471,35.920,84.795,43.889,51.969,58.233,83.577,82.581,28.382,41.101,54.670,76.831,111.353,75.456,86.765,95.456,117.909,84.269,93.961,65.521,124.426,125.595,29.605,72.870,74.262,55.535,43.833,23.409,20.143,17.427,15.260,24.924,61.078,68.621,56.579,56.414,58.525,72.527,44.273,46.989,66.523,48.596,47.304,55.789,39.068,32.817,57.831,58.622,58.373,54.740,46.196,39.847,45.755,52.593,61.027,53.205,63.333,67.381,83.301,64.252,70.478,58.209,101.137,60.932,96.910,101.847,94.932,105.908,62.533,73.739,53.932,40.423,85.158,79.821,59.279,65.412,97.220,55.172,116.115,94.940,63.936,74.289,50.015,58.164,57.220,79.425,71.839,87.080,62.324,57.813,79.272,76.585,50.987,80.964,54.942,47.221,63.423,23.433,51.794,55.979,47.861,60.462,83.494,73.817,71.693,49.123,56.148,68.753,33.844,29.051,41.720,52.684,62.184,62.236,45.000,53.954,99.665,23.019,57.512,56.434,76.089,37.677,38.443,43.164,99.716,37.913,59.665,44.652,35.266,51.219,64.073,43.014,34.602,57.946,30.483,33.601,34.310,32.025,55.219,19.416,68.983,71.309,38.510,32.534,39.668,48.930,34.443,45.566,49.140,45.096,47.235,31.543,50.303,41.249,80.406,70.885,33.143,48.103,35.560,42.031,56.582,71.822,72.191,70.123,28.729,31.803,23.402,44.802,46.730,65.203,66.733,90.226,94.646,99.882,79.163,62.410,75.618,67.391,81.487,88.456,75.153,55.334,61.074,34.555,44.990,29.879,62.828,84.245,50.923,42.679,45.050,38.239,34.644,50.417,30.746,37.209,38.839,54.218,62.259,37.291,44.551,28.131,26.879,29.035,44.188,40.192,37.230,28.294,31.110,17.287,31.585,17.416,32.488,20.541,21.973,36.243,
