
Intensity Mean
 ==================== 
29000,15.178,13.040,16.906,13.105,24.281,13.022,62.079,25.563,11.401,29.769,9.141,18.533,42.137,59.081,27.842,56.647,14.069,15.979,42.719,31.316,43.260,60.989,56.979,41.649,34.541,45.214,27.460,31.575,97.411,26.379,54.580,22.635,62.690,33.099,38.996,15.649,58.739,57.337,30.823,47.989,44.938,8.713,6.336,34.307,50.529,21.952,61.660,27.031,48.965,16.369,7.438,33.836,8.315,32.703,39.864,25.633,8.010,22.365,33.023,28.118,9.673,12.047,38.075,49.071,14.623,15.920,37.305,30.625,31.766,15.045,42.977,7.409,3.818,20.736,36.598,16.917,13.936,9.600,6.183,5.049,9.424,12.331,9.030,19.743,5.866,25.391,31.032,8.194,30.071,21.811,3.090,5.245,19.358,39.497,32.964,32.797,3.700,36.353,50.888,26.108,54.874,54.067,4.888,3.258,15.633,56.295,38.549,16.200,23.366,24.160,6.447,16.720,21.121,33.208,46.509,5.335,3.716,17.487,
32000,16.056,13.211,18.835,13.550,23.538,12.148,62.860,27.356,11.634,27.742,10.426,16.946,41.485,60.826,24.814,57.144,14.052,14.374,42.468,28.760,43.701,60.006,66.740,42.561,35.320,43.503,30.747,32.653,90.378,22.779,55.057,25.520,76.775,33.982,39.380,15.951,57.402,58.563,29.363,49.491,44.260,9.233,6.511,34.468,50.831,22.495,66.156,31.837,50.210,17.609,5.683,35.141,10.577,33.022,40.761,27.081,8.032,20.728,37.428,26.507,10.196,10.763,39.652,58.428,15.778,16.146,34.744,32.273,44.253,14.019,43.126,7.258,4.266,21.208,53.201,16.844,13.869,9.100,4.767,6.599,8.389,12.896,9.798,20.325,7.489,26.586,,8.073,30.090,22.137,3.380,7.708,17.708,49.387,24.859,25.962,3.669,45.895,50.196,28.532,58.294,60.132,3.930,4.105,15.841,43.777,36.336,17.243,29.617,19.982,12.156,21.544,17.356,33.936,40.879,5.050,3.694,19.401,
35000,17.076,13.621,21.409,13.470,22.134,12.029,61.165,26.003,11.213,33.995,9.803,16.953,43.320,62.408,28.360,57.143,15.437,18.997,43.429,31.949,46.601,59.265,50.432,42.658,34.766,41.301,38.355,31.595,91.663,26.633,55.659,25.897,71.867,35.255,39.895,17.765,64.376,60.748,29.949,48.973,43.407,9.226,6.304,34.418,54.161,23.538,68.892,29.906,50.936,18.285,6.625,34.154,8.941,33.334,41.219,27.025,8.047,19.990,34.237,34.401,9.424,11.250,36.541,57.985,15.001,15.774,38.611,30.703,40.930,14.817,43.898,7.597,3.575,20.306,53.336,17.018,14.158,8.358,6.647,6.003,12.084,13.956,10.055,19.635,8.210,30.823,38.264,13.158,23.186,11.933,3.545,8.779,19.345,50.219,31.636,28.357,3.262,41.323,49.446,24.058,47.298,51.320,5.235,5.987,15.813,55.757,38.195,20.967,24.732,28.580,6.680,20.534,26.319,32.965,44.538,5.695,3.677,18.987,
38000,16.551,13.802,20.961,13.709,23.642,11.904,60.666,22.892,12.209,29.363,9.355,15.598,43.035,63.486,30.596,58.001,14.898,11.811,42.608,30.453,45.099,66.822,60.465,40.451,33.855,44.970,31.520,31.112,68.812,24.835,56.023,26.576,75.136,34.332,37.234,15.144,65.592,59.580,31.141,49.962,43.097,9.325,6.605,35.645,50.969,23.958,64.739,31.404,51.157,20.805,7.519,34.604,9.851,35.155,40.102,25.683,8.237,20.594,43.683,22.587,9.918,13.368,34.501,55.848,15.220,15.324,38.451,29.970,35.154,15.771,42.488,7.604,3.739,19.168,51.776,17.087,13.122,7.504,7.757,5.980,20.914,12.497,9.016,21.200,8.758,28.769,46.788,14.963,31.634,15.479,4.258,3.555,19.036,47.336,39.904,31.574,3.257,52.695,63.066,24.764,48.809,51.310,8.203,4.705,15.613,55.742,36.642,18.569,24.070,26.748,12.560,21.080,23.308,33.416,49.731,5.257,4.351,20.074,
42000,17.125,13.302,18.659,15.150,21.436,12.547,62.826,28.377,11.966,36.631,10.323,15.948,44.116,62.405,28.090,57.390,15.631,11.221,43.321,28.219,46.487,70.794,53.350,43.141,33.959,42.577,33.310,31.924,87.420,25.742,54.911,23.740,74.038,34.742,39.475,14.634,67.774,57.404,30.588,52.309,44.757,9.405,7.162,34.108,53.303,24.013,63.546,30.560,51.872,20.429,6.553,35.527,10.158,32.529,40.624,26.568,7.764,19.343,34.627,21.560,8.445,14.672,39.855,54.687,16.483,15.691,38.441,32.184,39.608,15.222,42.823,8.074,3.888,20.694,53.107,17.349,13.681,11.397,7.002,6.284,21.628,13.799,9.186,21.450,8.486,31.423,39.686,18.909,32.444,19.211,4.132,4.057,20.218,42.931,37.728,29.858,3.785,56.747,52.357,24.616,53.340,48.698,6.530,4.013,15.752,42.383,39.551,16.474,25.885,24.450,12.622,20.299,19.445,34.748,46.615,5.016,3.940,23.851,
45000,31.473,14.408,18.651,14.857,20.338,10.941,62.789,26.399,13.072,37.345,10.526,15.035,43.658,62.344,27.118,57.870,15.519,16.552,44.766,31.889,46.441,63.119,49.688,41.528,35.167,39.731,33.199,31.531,82.519,24.860,55.449,25.740,61.783,35.830,37.799,13.959,66.897,58.656,29.567,50.486,44.940,9.472,7.232,34.465,54.471,24.715,63.881,28.827,50.676,17.498,5.792,34.624,10.015,32.540,40.730,28.136,7.997,23.955,38.878,24.833,10.160,13.588,40.542,51.892,14.470,15.953,37.071,31.448,39.946,15.713,42.596,8.552,4.223,20.137,54.763,17.465,11.928,8.677,7.619,6.903,20.169,14.364,9.543,20.839,7.721,30.232,32.881,20.228,39.935,19.362,4.226,4.922,19.974,7.212,31.328,26.927,4.099,56.300,62.520,23.358,49.399,50.346,7.075,11.038,15.284,41.354,39.094,19.107,27.186,29.146,7.707,21.637,21.339,34.286,40.776,5.524,4.428,26.495,
48000,25.889,14.917,20.451,14.995,22.085,11.879,61.458,28.749,13.183,38.297,10.755,15.882,44.466,63.141,28.701,57.836,15.479,14.842,44.539,32.460,47.193,69.677,58.615,42.383,35.265,42.009,32.574,31.716,81.747,25.489,56.701,26.841,69.009,37.882,37.442,17.671,70.812,58.190,31.041,50.892,45.597,9.680,8.348,33.351,55.050,24.508,68.527,30.453,49.786,19.660,5.808,35.510,10.991,32.827,43.980,26.319,7.992,24.338,26.506,24.734,9.421,13.150,41.706,53.782,16.879,16.009,38.256,32.312,38.612,16.262,42.554,8.166,3.986,21.503,55.682,16.980,12.153,12.815,6.956,6.375,20.801,14.050,9.412,20.475,8.465,27.543,34.468,10.745,32.026,17.363,5.834,7.068,19.386,38.813,32.110,33.041,3.761,62.624,60.240,27.832,46.135,49.935,6.141,5.136,15.389,72.347,38.701,15.828,28.135,31.547,7.115,21.452,20.025,33.301,42.091,6.338,4.320,29.011,
51000,15.517,14.968,20.829,16.170,21.941,13.645,64.662,29.492,13.754,38.163,10.879,10.401,46.211,63.226,31.189,59.650,17.125,12.355,44.339,32.661,46.541,80.505,55.387,43.288,34.933,43.640,33.282,32.014,79.720,24.129,57.934,27.204,71.300,36.134,39.671,20.757,71.969,60.119,31.120,50.747,44.788,10.063,10.036,35.510,55.924,25.083,73.707,31.834,52.413,18.798,7.254,36.441,10.846,33.003,41.408,27.008,8.276,19.586,34.463,24.805,10.472,10.616,39.734,54.370,18.377,15.586,39.283,32.276,39.353,15.110,42.734,9.194,5.357,20.321,51.654,16.858,13.838,7.693,6.592,7.090,23.009,15.821,10.233,22.539,12.010,30.534,32.741,14.611,32.219,23.289,4.105,8.189,21.033,41.880,34.473,27.542,3.516,66.927,63.561,30.270,47.653,54.625,5.717,5.078,14.651,55.669,40.620,23.206,28.180,28.448,9.932,21.839,21.947,36.339,52.578,5.571,5.161,27.738,
54000,17.650,15.540,20.840,15.861,22.807,14.662,64.190,29.587,13.612,38.650,11.228,8.427,46.797,65.791,29.179,60.429,18.690,14.321,45.349,30.630,49.969,63.066,52.164,43.011,35.254,42.573,33.425,31.761,100.445,25.966,58.258,27.179,72.424,35.916,38.093,16.304,67.840,58.332,32.797,51.286,44.027,10.274,10.176,34.446,54.568,24.350,70.754,29.175,52.272,18.192,5.206,34.811,9.087,33.670,41.390,27.913,8.258,22.891,42.553,24.934,10.425,14.725,41.517,53.331,16.078,15.940,39.459,32.868,35.501,16.187,42.785,9.497,4.731,22.887,52.578,18.219,13.482,10.343,7.018,6.639,22.322,14.912,9.858,23.721,8.841,30.319,35.006,18.921,34.406,25.044,5.040,5.252,22.807,39.737,30.421,26.915,3.937,60.954,46.266,30.871,50.532,52.720,10.381,5.529,15.733,66.927,41.342,17.607,25.516,30.455,9.950,23.567,22.648,34.325,47.058,7.230,4.694,27.454,
58000,23.491,15.490,21.078,16.446,22.611,14.125,64.140,28.129,13.016,38.989,12.123,,46.461,62.560,33.056,59.907,17.355,18.145,42.619,33.166,48.822,64.246,53.919,45.047,34.959,42.820,31.836,31.537,55.619,27.313,58.143,27.444,78.695,36.751,40.376,12.319,53.408,57.828,33.013,53.290,43.437,10.533,10.270,34.404,53.201,24.554,65.883,28.217,53.074,21.277,5.439,32.322,9.152,32.584,40.935,27.000,8.618,22.606,42.924,25.363,11.336,18.560,39.532,54.771,16.629,15.620,36.640,32.927,37.582,16.152,44.149,9.377,4.884,21.329,60.378,18.486,12.429,8.811,7.555,6.744,20.896,14.444,10.485,24.100,7.622,28.285,33.137,19.020,34.878,23.603,3.618,5.823,20.385,50.877,40.081,30.332,3.974,65.176,59.816,30.272,49.651,55.709,8.221,4.233,14.933,74.848,41.913,17.539,25.885,25.399,8.688,23.700,23.955,31.680,74.692,8.130,3.899,30.719,
61000,19.270,15.985,22.762,16.254,22.579,15.071,64.238,29.751,18.510,39.366,11.492,5.795,48.442,65.401,37.134,59.656,17.628,13.506,45.288,30.307,47.816,71.684,50.631,44.459,35.827,47.272,31.794,32.231,66.702,26.512,57.884,28.808,69.614,38.359,40.299,18.633,51.646,57.515,32.351,53.198,43.035,10.546,9.896,35.128,52.656,25.086,60.213,30.352,51.883,22.875,5.815,35.183,10.268,33.540,40.326,26.539,8.364,24.629,41.068,24.439,9.667,15.066,41.279,51.531,18.350,15.539,38.609,32.977,38.713,16.100,43.962,8.205,4.934,20.047,63.196,17.569,12.832,8.698,8.002,6.797,24.744,13.842,9.807,23.215,6.644,30.560,37.268,5.956,33.003,25.124,4.682,5.723,22.861,43.666,27.962,26.358,4.281,69.388,65.220,28.951,52.879,49.541,12.266,8.939,15.604,75.546,40.945,19.909,27.315,25.116,19.998,23.668,22.217,29.996,79.894,6.650,3.989,31.059,
64000,19.710,15.442,18.199,17.183,23.819,13.620,65.328,28.904,15.531,40.106,11.836,10.717,47.049,67.270,32.174,61.735,17.071,17.280,45.296,33.973,49.289,62.829,43.625,46.277,35.917,44.528,33.422,32.121,25.450,27.949,58.573,28.804,70.468,36.862,41.081,18.272,51.192,60.152,31.093,51.899,45.183,10.611,9.816,35.414,52.876,25.636,49.604,29.262,52.589,22.264,5.613,35.241,10.461,32.805,41.851,27.729,8.394,24.630,44.944,25.700,10.877,18.199,40.755,49.935,16.574,16.367,39.593,33.538,40.316,16.164,43.176,10.215,4.894,19.429,52.839,17.555,13.246,8.532,10.240,6.625,17.214,13.918,9.596,23.519,10.188,30.090,33.344,22.602,33.132,25.705,5.530,5.257,23.102,40.449,26.879,27.942,3.788,68.106,50.943,29.673,49.230,50.371,13.546,9.755,14.309,40.928,43.092,21.634,30.648,20.435,11.110,24.112,22.658,32.328,77.830,6.968,3.821,28.479,
67000,18.076,15.916,23.780,16.696,21.953,15.394,65.473,31.155,14.148,40.704,12.089,6.082,45.855,67.020,29.423,60.332,17.967,15.752,44.896,31.450,49.891,66.394,49.245,45.937,35.095,45.161,30.085,32.251,57.602,27.173,58.122,27.596,70.508,37.186,39.067,19.338,49.574,60.383,31.436,53.401,45.105,9.891,11.039,35.439,54.172,26.524,60.980,26.391,53.371,19.730,7.381,35.916,11.553,33.095,41.234,27.027,8.706,23.043,45.547,25.275,10.679,20.131,39.771,51.162,16.830,16.615,39.937,32.641,41.071,15.966,43.157,10.643,4.888,19.887,55.558,17.809,13.028,6.391,7.741,5.766,12.244,14.516,9.085,25.018,6.890,29.896,34.650,23.381,34.176,25.102,6.824,6.193,22.878,37.204,31.218,26.742,3.388,62.076,53.152,28.210,47.859,53.854,13.234,7.699,15.600,42.525,46.542,17.712,26.987,22.861,6.587,24.575,24.154,34.586,54.387,7.466,3.949,28.200,
70000,18.759,16.350,20.546,16.635,22.790,13.929,65.788,29.004,13.844,36.671,11.980,11.712,44.734,67.251,29.468,61.656,18.413,15.585,43.069,32.783,49.545,60.185,42.748,45.394,35.727,42.266,36.846,33.096,43.004,26.470,57.307,28.837,67.967,39.753,39.534,22.579,47.000,61.003,31.466,53.859,44.906,10.481,10.235,35.977,56.049,24.951,46.306,29.234,54.252,20.615,5.947,36.793,10.034,31.246,43.028,25.693,8.948,25.241,39.882,27.154,11.446,18.995,40.010,52.307,18.682,16.836,39.613,33.704,41.750,15.995,42.669,9.890,4.450,18.069,53.787,17.139,13.086,6.448,9.713,6.095,18.898,15.151,10.187,24.218,5.684,30.621,37.691,5.226,34.911,26.154,6.477,4.997,22.643,36.975,29.974,31.744,4.206,66.945,56.180,27.176,51.635,53.542,13.884,11.547,15.822,44.849,47.588,19.089,28.023,20.737,9.534,23.155,22.294,36.495,66.546,6.636,4.225,26.519,
73000,17.534,15.240,22.855,16.281,22.354,14.489,65.711,30.590,13.996,39.294,10.765,6.803,45.499,65.994,30.075,61.791,19.400,15.137,42.634,32.302,51.288,63.628,42.505,46.048,35.322,42.243,31.086,32.518,27.894,26.472,57.440,28.840,69.302,37.266,39.143,19.108,45.269,63.614,35.015,54.811,45.229,10.771,8.820,35.407,53.884,26.696,39.452,28.459,53.689,25.072,7.055,33.051,10.752,33.290,41.081,26.629,9.832,21.496,40.031,24.577,10.713,16.699,40.715,53.069,16.901,16.284,35.410,32.907,43.786,15.586,43.448,8.192,4.278,22.318,60.873,17.650,11.809,9.311,10.633,6.775,15.312,15.055,9.896,24.023,10.293,30.461,34.477,14.573,38.730,25.907,3.569,6.121,23.453,39.064,31.866,28.112,3.386,47.093,47.280,25.779,46.712,48.583,13.449,10.115,16.028,41.545,44.760,19.222,30.188,24.297,22.138,24.141,21.805,36.343,55.800,6.575,4.385,27.158,
76000,23.773,16.124,22.255,24.947,23.308,15.084,66.613,29.127,13.748,40.314,12.014,8.037,45.275,61.403,27.849,62.431,17.046,18.124,43.410,32.028,47.708,63.667,42.159,44.951,34.606,40.944,35.282,33.283,48.670,27.047,56.785,28.788,63.427,36.737,39.432,17.406,44.031,59.123,31.724,53.904,44.741,10.010,9.181,35.707,52.855,25.897,47.045,30.828,52.411,25.255,6.712,35.453,9.932,31.333,39.303,27.084,8.449,20.558,39.768,25.205,11.720,9.132,40.354,50.289,17.114,15.240,38.162,32.968,42.753,14.825,43.023,10.646,4.187,21.498,57.381,18.009,11.709,6.832,9.243,6.791,6.576,12.804,10.226,24.658,7.435,30.924,34.048,6.390,39.249,25.850,6.581,6.433,23.875,37.461,28.513,28.445,3.840,74.710,67.658,27.662,50.425,53.311,14.446,11.762,15.779,42.764,41.066,17.078,27.018,32.287,15.637,23.538,22.665,35.946,86.174,7.130,3.755,26.604,
79000,18.787,15.912,22.398,16.489,23.132,14.396,63.914,31.809,14.216,40.007,13.025,10.616,45.645,63.274,30.729,61.705,18.475,17.800,42.030,31.008,47.018,67.482,49.204,45.310,35.216,47.834,38.098,32.237,57.609,28.425,57.298,29.110,65.853,37.318,39.005,18.498,43.277,59.753,33.804,53.450,44.179,10.774,8.375,35.925,54.577,24.244,26.063,33.461,51.426,25.130,13.535,34.825,9.823,32.824,38.925,25.383,8.970,20.979,40.227,25.386,11.272,19.422,41.937,52.427,16.928,14.827,38.991,33.485,43.624,15.544,42.490,9.014,4.916,22.159,58.226,17.977,12.456,7.816,11.515,7.590,22.805,13.754,10.199,24.848,7.586,29.992,36.584,23.033,32.562,27.564,4.541,12.221,22.969,38.423,29.875,25.123,4.047,39.917,45.523,28.945,49.791,58.405,12.606,6.203,14.308,42.377,40.260,17.902,28.304,27.674,19.525,24.029,23.095,33.057,57.155,6.250,3.968,27.320,
83000,19.469,16.242,20.894,16.600,22.792,14.153,63.571,33.317,14.042,40.527,12.154,20.511,45.702,66.794,34.787,60.851,17.443,19.373,43.992,32.579,48.711,71.328,44.462,45.340,35.529,52.885,37.165,32.367,24.639,26.849,59.205,28.070,72.984,37.497,40.133,16.582,42.528,60.471,34.574,54.864,44.827,11.116,8.330,35.856,54.361,25.821,38.720,32.870,50.668,21.786,7.593,35.697,10.258,30.911,41.082,27.011,8.204,21.241,40.656,24.285,10.499,18.276,40.772,53.598,18.926,14.925,38.899,33.979,43.201,15.011,42.423,9.772,5.265,24.260,50.534,16.968,13.522,6.962,10.037,6.576,23.766,13.211,11.331,24.991,11.997,31.760,37.968,20.037,34.592,26.860,4.158,8.389,23.560,44.629,25.257,23.653,3.590,51.736,54.782,28.975,50.671,54.161,12.736,8.939,14.745,42.163,46.479,16.203,27.044,28.478,22.907,21.897,23.694,35.976,42.267,6.041,3.628,27.460,
86000,20.802,16.151,21.692,16.631,22.353,12.130,66.349,31.423,13.379,35.674,13.354,19.907,47.824,67.184,31.269,62.238,16.854,17.827,41.824,33.368,47.355,73.891,43.205,45.245,34.389,43.077,30.702,32.187,41.460,27.479,58.916,29.294,64.746,38.908,37.564,20.586,42.776,61.711,33.375,50.872,45.135,11.075,8.311,35.245,56.315,26.036,41.385,24.478,51.877,19.174,7.027,33.716,8.990,32.556,39.762,27.313,8.995,24.945,42.379,23.288,10.725,13.708,36.477,52.685,15.386,15.228,38.004,30.542,42.485,15.849,42.927,8.318,5.150,21.807,55.220,18.451,14.098,6.304,7.433,7.775,19.240,14.357,10.412,24.367,8.036,30.831,33.366,20.686,34.515,22.629,5.782,13.079,22.812,38.119,30.186,26.999,5.939,69.573,60.438,22.949,49.934,55.568,13.494,10.310,13.417,43.511,40.894,19.434,27.936,29.387,17.949,24.875,25.163,35.220,48.176,5.644,4.070,30.489,
