
Intensity Mean
 ==================== 
12000,297.820,254.797,271.013,198.276,333.043,237.309,261.598,321.614,283.230,192.987,172.987,254.020,319.662,636.000,246.531,177.021,323.992,278.459,145.231,221.080,167.489,280.079,420.243,210.442,145.749,218.836,133.333,153.011,146.339,140.611,1104.008,127.208,235.209,238.878,152.338,358.315,257.855,120.203,193.577,187.782,247.259,173.726,260.451,126.112,296.942,141.551,143.431,121.033,178.087,157.269,175.083,289.238,320.266,124.504,173.986,114.111,304.110,208.483,116.582,170.472,197.286,315.689,277.110,292.354,275.724,178.541,371.934,284.111,159.220,157.990,154.832,319.016,174.789,151.948,201.069,217.947,317.252,285.573,224.932,223.280,204.163,312.616,210.727,228.394,264.384,520.568,221.029,305.621,309.490,227.956,282.122,284.828,273.666,470.488,171.875,159.637,144.731,272.938,219.500,243.614,261.319,292.879,281.367,142.018,235.752,165.639,220.823,253.462,122.451,131.070,
13000,305.861,272.942,271.445,193.118,300.673,259.442,281.922,350.433,289.514,181.529,185.383,273.785,309.138,803.310,245.977,190.788,249.644,296.156,156.096,225.604,164.083,258.033,300.628,190.978,155.538,224.134,136.252,153.809,148.928,141.610,1059.240,126.075,223.089,250.393,158.962,345.757,248.270,125.674,186.425,186.827,253.172,212.491,277.063,127.677,295.566,138.960,147.756,121.105,195.370,156.415,185.341,333.960,333.288,124.297,176.683,116.460,299.852,202.149,118.005,170.168,207.095,337.473,278.321,289.315,216.689,185.720,356.189,298.233,151.679,166.975,156.013,357.628,178.924,161.548,189.233,219.919,284.096,276.712,220.800,191.343,218.050,293.666,199.627,201.182,239.449,563.955,258.266,303.631,308.069,236.632,305.471,282.597,234.326,445.649,173.190,155.760,134.461,307.039,210.211,252.399,271.942,293.346,295.022,160.294,245.960,172.352,222.905,242.530,119.276,132.878,
14000,278.902,272.472,265.970,186.629,329.631,218.825,291.470,281.950,262.376,196.026,184.337,267.903,318.944,711.010,254.977,171.534,243.504,310.181,156.619,210.567,164.768,257.976,297.085,199.453,150.862,212.216,130.218,163.466,143.121,143.268,1065.376,130.753,244.770,313.314,169.199,353.048,245.656,124.287,176.186,183.754,245.381,203.840,267.855,127.905,307.437,144.579,140.757,123.646,200.032,169.674,195.491,392.976,314.238,122.106,191.521,116.443,280.541,202.938,119.755,153.355,189.473,322.026,278.006,304.245,277.200,170.916,350.938,335.569,158.514,161.828,151.864,320.592,169.667,160.616,194.280,234.145,242.145,246.555,239.647,199.041,219.336,297.667,212.685,220.022,255.032,482.320,220.754,268.218,294.960,251.958,277.532,292.913,251.367,424.502,168.592,158.680,128.850,304.958,210.545,233.381,250.504,236.384,308.976,155.790,229.515,183.523,194.254,237.790,117.672,131.051,
15000,266.658,259.856,268.154,182.513,288.904,251.246,313.058,335.240,230.769,214.099,168.430,229.762,317.741,821.053,244.174,197.801,239.328,296.135,167.543,216.359,176.221,265.162,239.402,204.990,150.937,216.682,131.796,154.915,142.805,145.482,1063.826,126.649,247.731,286.911,160.354,351.504,241.724,125.646,192.657,177.613,245.734,188.003,247.367,123.135,268.250,135.737,148.001,119.195,179.497,166.873,194.971,337.354,301.825,121.428,166.970,114.729,287.770,194.961,118.153,154.245,194.727,314.772,286.319,283.833,276.766,182.550,360.537,341.422,152.432,168.759,151.009,288.294,167.591,161.258,204.083,207.865,226.635,226.003,225.733,178.943,183.445,283.277,229.069,198.249,213.869,459.596,264.232,298.291,290.649,249.457,320.563,272.729,221.425,365.263,159.382,157.257,132.714,272.774,218.208,206.710,225.713,268.470,294.296,146.777,214.562,164.075,230.642,222.272,117.734,128.574,
16000,273.710,267.334,306.501,231.941,298.903,295.688,313.504,289.888,265.205,218.511,164.257,247.320,318.364,735.166,255.713,178.816,250.832,324.818,171.128,224.291,207.953,288.499,257.840,177.626,150.220,220.327,140.174,179.034,150.472,143.208,1036.259,144.757,258.132,274.131,167.599,323.570,250.686,129.407,188.267,178.515,215.830,210.391,304.911,121.719,297.315,139.831,146.057,122.191,191.530,169.930,222.626,384.496,287.795,121.433,177.645,114.846,293.950,189.470,115.492,158.285,221.958,329.717,275.678,277.122,280.597,172.724,401.432,394.686,147.979,161.897,151.604,287.950,161.842,156.954,239.231,231.538,268.431,240.252,252.063,191.226,208.033,301.633,263.759,225.864,259.259,511.166,249.392,261.452,329.312,291.955,350.493,316.646,221.397,353.391,158.369,159.086,140.289,287.171,245.160,212.960,253.446,277.809,279.768,171.344,214.344,162.197,228.313,236.870,120.304,127.998,
17000,311.294,322.891,301.870,225.020,290.985,258.376,413.668,283.032,307.985,299.497,173.298,246.516,372.894,825.116,241.228,208.938,304.475,384.795,201.477,252.915,271.340,303.759,282.367,188.014,150.106,203.452,165.912,202.253,153.201,134.264,1165.762,167.878,272.788,365.899,184.487,322.666,259.057,138.880,200.102,201.612,289.073,223.791,259.785,122.474,274.133,169.411,141.842,122.178,293.371,182.566,315.809,260.449,441.379,125.631,135.785,117.057,258.191,197.411,111.713,151.971,206.724,374.199,287.145,317.001,336.743,172.623,368.494,379.244,142.909,177.810,158.228,308.197,167.584,158.926,228.201,333.101,250.690,239.630,330.617,195.824,263.460,333.235,294.850,239.378,242.143,781.535,239.325,308.379,415.837,316.728,428.182,354.485,217.326,444.325,160.384,172.480,186.362,318.410,245.142,212.323,240.523,304.904,354.605,194.374,237.468,182.460,227.379,224.111,125.061,134.323,
18000,311.161,313.242,332.508,230.175,278.519,276.895,478.182,292.962,346.669,600.922,197.094,248.343,539.490,807.851,329.577,274.367,389.581,365.221,352.307,277.294,382.018,412.363,277.419,312.852,169.624,204.555,183.007,309.778,172.377,155.184,1190.561,218.770,342.940,619.013,235.942,367.699,264.754,143.772,230.582,211.766,404.767,249.181,263.975,124.614,337.007,213.375,149.999,124.657,408.325,256.290,423.664,359.905,403.656,138.431,136.224,129.671,296.819,196.580,116.580,152.340,261.864,487.062,264.745,348.553,444.703,202.834,533.882,400.336,140.166,195.300,157.211,371.869,159.200,165.786,223.389,555.752,274.005,248.425,460.392,207.666,354.143,331.730,376.952,266.844,305.643,1014.969,278.651,335.157,641.040,309.162,408.878,406.674,224.875,474.248,165.511,170.614,247.771,129.880,302.026,220.452,249.613,248.883,455.522,222.422,263.173,207.910,230.628,210.736,130.448,178.134,
19000,433.046,282.312,345.684,336.360,300.187,364.975,622.415,293.642,434.067,735.687,231.839,288.815,714.319,683.386,492.338,407.966,538.190,505.348,419.790,450.864,450.047,692.588,296.147,390.931,268.611,195.648,327.821,390.740,232.219,214.288,1006.047,242.380,462.918,723.861,310.740,387.119,333.434,166.411,323.350,242.402,497.907,402.792,263.179,142.202,322.901,287.639,174.799,149.283,541.682,380.918,439.445,435.338,408.096,152.273,163.625,130.423,274.922,201.358,113.653,155.156,709.963,644.183,268.710,312.259,503.111,258.774,861.682,544.812,145.797,239.281,177.779,561.984,160.588,179.483,233.749,841.990,299.935,231.388,589.510,256.506,460.041,444.715,494.151,278.929,299.731,1350.114,373.889,413.271,756.722,336.937,477.544,474.510,234.662,804.002,174.759,169.570,335.490,294.078,456.096,210.931,246.372,295.451,583.907,363.075,331.992,303.315,228.600,234.072,141.970,228.587,
20000,568.468,267.071,463.392,474.726,338.133,424.760,790.617,286.413,517.131,977.082,360.051,323.108,889.608,773.229,649.638,472.141,617.473,711.323,544.246,759.593,437.186,754.503,308.948,580.910,405.691,234.157,416.635,392.921,243.246,303.598,1104.818,277.200,543.872,787.545,391.309,427.088,420.469,203.820,475.260,370.900,563.607,473.182,260.223,188.491,371.959,298.139,204.103,159.009,512.635,363.819,365.641,767.648,397.122,176.133,212.386,140.230,403.762,215.395,116.878,203.536,636.598,888.093,293.777,345.573,609.684,449.447,1314.901,797.926,149.562,265.801,207.736,619.018,175.399,223.609,247.160,1025.308,296.702,265.306,592.690,343.224,618.679,431.983,580.587,387.670,468.646,1675.924,540.702,870.464,787.367,399.445,525.528,675.782,265.042,1106.350,184.806,210.573,328.789,303.131,643.445,206.346,242.916,361.499,727.828,505.799,337.150,428.032,238.226,243.736,138.687,278.477,
21000,733.710,295.621,587.323,622.226,358.777,508.804,777.260,288.705,643.540,1218.167,431.269,555.158,920.319,736.933,858.418,592.334,776.051,792.783,490.075,860.908,436.794,1033.275,307.386,528.710,461.300,209.082,449.703,337.159,243.032,372.256,1089.922,290.790,731.484,861.779,470.933,537.094,628.262,162.636,639.934,439.518,647.974,618.497,271.688,283.734,480.690,343.667,193.508,179.459,584.150,369.095,312.727,1023.729,368.407,213.884,288.307,134.354,511.156,298.154,114.530,224.266,676.744,951.907,316.202,358.115,746.682,567.151,1507.503,1144.012,163.737,325.492,279.543,658.093,187.184,253.551,310.619,948.919,310.530,341.030,636.848,424.517,731.829,495.256,757.708,571.715,621.894,1482.817,673.886,875.053,882.758,423.259,524.012,855.270,289.664,1447.712,183.485,274.244,386.400,275.484,704.526,238.721,271.868,564.552,813.455,665.810,537.175,499.791,263.446,286.373,174.290,287.316,
22000,859.092,393.192,600.647,623.904,318.664,645.148,696.124,344.989,699.094,872.729,411.614,774.426,1025.955,670.545,929.387,545.880,901.355,911.483,422.321,808.077,374.840,806.995,401.032,461.420,501.471,212.797,497.627,344.981,265.341,403.236,1120.674,275.899,850.292,940.140,561.300,632.635,856.729,152.561,605.914,494.970,650.047,579.564,310.266,298.271,592.969,301.783,205.029,165.792,612.037,360.714,294.072,1129.621,370.479,266.911,368.187,129.998,549.909,315.657,116.495,245.145,669.492,775.469,336.200,333.261,846.156,628.612,1655.480,1134.858,169.401,299.562,319.822,744.700,208.284,293.775,480.314,809.409,333.370,427.846,552.763,466.141,970.279,551.178,838.141,581.968,632.763,1331.878,788.603,922.400,887.523,421.247,462.616,945.154,312.187,1642.521,185.818,300.658,543.367,154.603,751.204,302.153,351.876,521.583,905.820,672.571,520.156,397.392,344.673,403.789,181.241,339.312,
23000,799.606,474.988,525.889,477.553,304.163,732.760,668.650,461.182,696.418,683.206,351.907,759.670,951.744,630.290,907.879,581.754,981.042,845.191,305.664,707.529,264.404,845.195,396.196,350.730,446.816,236.106,334.048,264.132,207.559,433.683,1059.828,258.851,1034.114,854.735,539.030,732.177,638.619,162.256,592.612,555.508,635.898,604.525,356.010,321.138,622.347,246.409,251.853,153.270,590.977,384.951,251.821,980.657,373.650,236.434,391.375,120.857,774.525,294.359,186.295,246.678,689.743,688.523,444.312,386.927,830.330,619.651,1568.281,1177.958,183.764,276.328,316.763,938.016,224.771,308.922,664.096,577.566,406.378,506.718,524.799,479.398,578.060,676.706,907.606,654.058,718.948,1173.563,804.018,696.332,759.295,387.240,436.513,867.904,400.675,1672.407,178.319,309.258,397.263,282.305,732.171,352.707,389.723,555.109,895.435,489.255,557.148,395.573,415.324,484.025,210.222,262.743,
24000,660.846,548.786,482.651,380.411,300.442,626.157,626.130,539.083,606.247,509.429,296.261,634.174,924.988,622.107,751.638,523.394,863.710,797.700,291.675,584.289,222.852,820.981,435.882,262.233,355.571,266.252,305.816,229.485,198.638,364.333,1074.247,191.816,874.988,708.826,491.293,816.252,586.811,142.790,492.266,518.733,700.934,530.473,487.403,280.030,783.829,196.225,242.066,154.328,459.124,320.481,214.721,755.564,309.572,158.337,342.540,120.879,848.520,274.285,195.714,252.057,682.679,584.888,620.726,332.675,673.997,610.369,1332.131,574.049,215.119,246.587,334.204,936.186,256.207,287.638,697.483,442.274,399.393,514.922,483.620,515.300,534.131,664.871,847.370,592.504,836.291,1040.823,653.305,476.948,649.512,365.013,451.770,858.404,602.945,1668.478,195.116,327.243,328.239,275.641,771.740,419.032,485.791,574.878,683.805,393.883,449.001,310.427,495.248,527.194,183.267,250.667,
25000,561.293,605.862,469.044,340.262,284.840,534.798,552.636,513.814,548.978,412.709,242.977,589.536,772.578,614.483,552.125,440.062,671.535,767.661,229.512,449.531,200.261,562.106,539.795,231.655,260.250,271.185,274.190,195.466,184.925,291.269,978.388,171.579,783.047,508.970,462.051,928.451,506.441,138.755,476.960,506.961,669.702,500.941,551.616,222.328,846.097,164.411,214.385,142.243,393.969,278.237,204.671,532.040,313.163,159.694,328.436,117.256,886.783,294.156,193.876,295.787,550.037,485.862,684.548,439.390,537.761,527.499,1030.341,543.758,230.187,209.728,345.818,736.473,300.051,235.208,697.381,360.834,483.857,532.915,425.830,514.283,464.041,765.654,717.457,511.018,747.353,853.343,625.271,422.492,582.094,334.278,369.705,669.295,781.926,1619.437,170.008,323.149,293.734,284.736,636.014,485.264,475.676,525.016,474.361,286.329,360.246,263.802,486.088,567.385,163.257,199.580,
26000,518.072,559.238,421.788,282.509,264.343,377.833,418.576,576.951,460.465,320.221,247.956,439.722,654.836,614.921,476.596,367.589,531.747,612.343,210.078,405.579,197.112,454.501,592.692,209.587,206.494,319.365,226.766,184.845,162.953,222.774,971.570,145.072,684.482,392.396,417.938,817.084,441.946,131.364,363.451,421.781,666.992,439.884,561.130,187.639,845.308,151.837,212.683,135.349,337.079,277.305,186.147,438.323,292.129,168.188,273.431,117.134,680.619,249.856,185.218,288.827,466.280,437.793,678.525,334.838,478.472,440.522,798.797,506.048,210.749,182.032,343.827,713.837,310.839,209.287,694.227,352.228,481.458,500.530,396.913,551.320,427.155,800.381,663.398,524.244,544.292,663.576,527.744,409.919,519.394,303.626,345.061,608.851,792.010,1475.197,168.325,342.321,216.502,280.129,589.328,548.272,570.470,510.076,458.606,273.072,309.330,230.850,475.620,550.414,143.336,154.919,
27000,452.775,570.376,342.824,257.599,242.957,351.055,397.322,526.844,414.038,265.207,189.631,337.188,465.852,613.707,434.809,287.227,415.942,569.087,201.256,331.479,185.597,366.972,667.464,207.872,214.065,355.015,188.728,174.275,162.710,186.408,998.016,144.302,473.420,341.608,299.043,687.883,432.018,118.899,311.842,328.584,502.661,425.302,452.384,163.063,736.194,136.288,202.749,131.004,273.318,270.105,188.253,426.379,276.215,131.812,237.053,114.530,556.027,202.213,167.078,247.364,407.156,399.980,571.427,279.043,432.698,418.278,617.658,455.423,197.116,173.360,304.924,558.922,356.533,221.850,610.555,364.676,559.698,443.294,344.109,412.399,377.839,706.246,568.809,452.975,465.537,492.402,449.471,356.973,410.583,266.562,303.468,490.093,741.110,1155.986,161.416,321.082,205.424,274.635,514.254,583.588,567.116,437.753,400.207,251.967,248.834,193.946,459.510,517.283,132.758,142.718,
28000,472.276,463.683,368.764,226.412,217.293,320.886,300.242,575.221,353.096,251.175,171.066,287.027,380.477,553.062,351.113,252.251,374.097,498.916,172.904,295.430,165.899,317.209,808.535,193.813,179.374,343.207,192.877,160.817,164.256,175.070,984.697,130.289,436.550,345.394,267.461,600.882,366.140,121.541,285.504,272.360,481.804,351.085,375.769,153.383,596.860,138.580,173.807,130.839,257.531,236.082,190.499,379.003,279.373,132.672,201.036,112.249,495.803,177.061,139.061,216.856,361.938,389.662,531.745,269.324,359.630,329.959,537.742,367.939,188.073,160.564,305.468,500.676,359.845,192.154,487.628,268.996,619.216,414.946,304.395,451.203,328.512,549.693,550.701,374.270,488.549,463.677,370.619,288.231,397.189,275.036,297.296,411.690,736.637,984.874,167.810,327.971,184.708,260.828,331.416,570.680,585.298,406.135,394.950,209.941,246.266,188.676,404.081,469.665,132.678,136.689,
29000,402.394,421.985,319.182,219.196,213.780,279.203,301.722,531.241,323.354,251.267,166.899,219.607,349.712,548.135,314.863,192.684,393.821,477.362,162.286,269.729,158.398,299.585,347.709,184.092,160.106,375.317,163.138,150.975,169.160,152.190,1052.131,123.235,398.982,289.543,261.353,508.125,347.585,119.426,251.737,243.755,452.788,296.530,314.121,130.824,522.563,134.329,156.862,129.912,217.834,227.711,174.792,341.800,281.859,133.775,183.995,110.655,403.073,155.279,132.591,198.847,342.337,333.128,482.595,266.699,328.413,237.916,477.232,479.381,192.225,159.653,280.178,456.794,345.495,177.354,401.619,262.137,649.391,373.344,278.819,411.024,331.357,520.516,440.981,352.292,406.061,390.691,300.331,296.990,340.396,258.153,249.260,382.551,472.940,740.626,151.665,303.678,161.148,261.279,314.233,516.185,526.228,325.873,322.953,193.707,246.400,169.448,336.246,392.091,121.701,128.939,
