
Intensity Mean
 ==================== 
30000,406.708,390.359,280.750,215.984,192.231,274.003,287.970,466.429,283.198,248.699,149.711,255.623,321.401,528.598,290.388,208.528,336.128,406.957,168.229,259.309,159.744,301.422,344.435,177.557,161.545,343.806,161.561,145.580,166.486,145.886,997.379,132.611,329.793,269.331,230.633,438.743,326.359,125.090,270.415,239.775,401.709,293.328,278.294,128.141,397.927,136.954,151.244,126.661,216.585,212.170,167.308,308.294,273.869,132.420,150.817,115.936,366.545,136.663,135.320,177.553,298.367,327.149,405.000,282.817,297.970,201.905,388.054,455.794,171.141,153.545,278.106,387.347,360.416,166.549,357.096,233.350,669.457,350.100,237.709,372.591,320.964,495.689,372.432,353.081,370.727,346.558,268.901,272.553,292.894,227.229,266.344,357.122,476.156,592.317,155.517,281.365,166.222,259.674,278.386,472.479,490.340,311.707,311.053,169.103,200.179,175.846,310.970,322.539,129.775,135.375,
31000,368.027,322.935,262.729,225.024,187.806,272.124,296.489,398.867,271.456,209.080,155.640,280.479,311.391,479.931,258.714,200.531,312.121,376.318,172.899,255.652,151.303,293.590,342.485,172.613,166.314,324.092,158.201,146.182,152.914,144.644,1066.754,121.293,253.558,261.370,209.614,430.525,268.047,121.136,226.923,199.179,307.257,288.310,243.383,123.756,336.744,129.743,144.502,128.668,195.737,187.435,172.790,290.508,285.695,126.874,144.592,113.862,355.831,135.488,132.144,151.154,250.680,314.785,359.962,241.042,284.642,196.270,397.702,397.368,158.860,150.446,206.079,363.362,316.103,164.249,319.894,228.645,636.427,326.975,257.060,395.676,269.098,450.558,373.965,293.117,346.901,309.406,284.661,305.250,279.662,224.526,266.414,323.392,420.067,501.158,148.725,218.039,146.185,254.957,285.331,382.293,425.332,253.662,296.615,156.887,191.718,165.134,275.315,278.963,124.125,140.209,
32000,346.399,274.723,291.583,195.545,197.643,256.098,284.558,364.534,291.807,213.407,149.318,216.846,307.528,494.626,248.044,195.996,277.785,344.822,174.215,251.072,154.722,271.410,281.048,180.695,145.804,288.169,166.424,147.731,158.559,144.356,1094.536,128.700,228.886,269.847,179.196,387.708,283.317,120.106,223.173,183.912,332.680,271.999,248.366,126.434,341.280,133.778,145.888,124.076,204.828,190.659,167.157,279.652,262.301,127.905,148.959,115.433,328.161,136.628,134.519,144.300,231.935,298.518,310.227,263.104,288.154,186.775,368.501,386.448,164.790,158.888,183.643,330.681,275.187,159.702,287.465,226.285,582.112,309.894,246.147,377.071,235.127,418.138,372.938,325.128,340.201,336.823,278.025,287.108,290.757,235.554,251.142,322.776,421.025,463.274,152.677,189.004,144.967,254.606,233.152,353.700,377.472,248.824,299.034,162.014,192.770,180.808,268.699,243.657,129.006,142.299,
33000,317.367,277.521,299.577,187.768,201.252,266.898,285.330,343.904,286.079,216.606,157.223,246.089,327.711,469.318,240.256,193.546,326.312,336.250,159.260,257.662,155.943,282.991,295.900,178.101,153.659,259.428,171.809,147.711,154.087,144.715,1124.414,124.937,215.996,263.599,174.547,398.780,262.193,123.611,226.089,190.223,312.552,254.184,248.122,125.093,317.145,132.053,152.539,128.452,208.338,193.502,163.631,276.854,272.989,133.149,145.057,115.610,324.262,137.849,126.345,139.715,226.678,303.336,286.010,269.600,285.870,187.659,328.637,339.508,152.258,148.094,184.211,347.798,273.489,166.111,274.063,244.840,511.555,271.659,227.743,389.541,276.656,386.816,367.656,322.155,336.937,348.148,229.374,255.633,291.606,208.541,238.112,285.899,393.936,392.219,157.524,189.347,144.881,265.544,226.136,277.298,303.236,263.191,292.144,151.721,193.385,172.741,224.304,221.251,129.297,140.315,
34000,321.363,271.224,282.383,184.688,197.170,248.011,276.407,325.371,277.271,220.260,149.590,251.661,335.756,400.770,225.516,185.942,311.907,330.964,185.403,246.355,161.582,271.696,284.168,180.414,149.519,263.991,158.991,150.245,157.702,139.333,1102.108,129.014,247.044,262.430,164.367,371.457,269.296,122.799,224.237,188.316,328.943,233.867,237.299,125.157,306.241,135.246,146.447,135.970,203.355,184.002,155.203,243.632,222.819,125.381,148.602,116.278,324.079,132.649,130.411,138.151,225.938,313.232,255.785,246.751,294.373,172.184,359.755,333.833,159.409,160.015,190.970,340.868,259.932,166.009,259.716,211.997,455.724,280.542,256.062,390.318,260.388,361.299,370.830,336.523,340.709,338.583,209.930,259.273,296.230,217.197,231.842,287.212,335.841,396.119,156.509,188.054,135.594,243.200,231.915,287.237,305.973,251.537,270.941,150.963,197.643,195.426,226.908,230.753,130.436,137.476,
35000,312.504,288.344,272.738,191.582,223.395,262.133,283.897,343.699,269.611,243.766,150.153,204.518,307.765,487.890,250.554,184.303,298.808,323.432,189.985,247.747,154.122,272.722,291.033,180.704,153.481,244.275,165.017,151.251,163.362,151.580,1094.916,130.175,231.568,247.479,165.751,377.029,268.276,126.610,209.340,196.297,293.326,225.961,236.766,132.128,313.220,144.842,144.168,131.083,199.508,187.467,162.395,260.222,252.211,130.760,140.877,119.799,312.216,138.254,127.527,142.821,215.032,324.035,259.628,244.457,296.012,166.984,332.985,338.311,156.897,155.043,171.690,372.292,232.621,160.029,221.540,239.578,412.757,279.763,241.221,352.904,263.412,354.052,384.863,323.566,354.260,366.111,224.241,259.216,284.346,212.766,216.424,264.488,346.996,394.972,166.037,171.013,147.139,250.807,231.592,253.988,269.580,244.069,310.969,162.224,217.565,171.188,215.562,220.211,130.779,135.983,
36000,320.208,263.365,264.810,198.711,206.314,248.916,263.553,329.080,245.496,205.446,156.527,230.772,306.053,464.776,248.911,189.582,294.200,331.897,169.459,239.135,166.238,251.303,292.259,187.210,152.995,248.206,170.179,158.963,176.118,137.040,1060.851,128.581,225.173,234.277,164.657,389.240,277.936,125.495,202.312,191.413,338.371,235.824,259.561,127.932,271.632,138.661,143.748,134.507,202.261,194.198,161.440,270.076,243.630,127.142,145.265,117.454,314.074,139.472,125.724,149.419,210.258,323.493,238.671,271.971,277.150,164.900,315.955,283.140,151.827,160.122,178.659,357.859,199.405,166.318,252.508,233.382,385.637,260.448,241.994,349.656,294.210,338.798,377.072,306.933,345.217,340.414,216.316,292.202,286.968,222.224,214.628,258.799,353.380,369.182,157.052,190.839,141.520,264.516,254.908,252.275,275.601,243.880,272.819,154.482,217.555,171.295,216.766,221.072,126.468,132.697,
37000,293.074,236.450,271.881,202.583,184.447,245.853,289.826,306.722,267.725,204.361,142.730,214.692,290.896,287.373,237.332,183.218,282.612,316.873,179.044,230.206,154.739,269.654,286.714,195.172,149.811,241.152,164.325,150.468,152.599,143.759,995.510,128.100,217.271,226.617,158.585,376.834,271.666,121.537,210.458,189.065,323.357,224.784,231.283,124.176,254.627,131.146,146.635,130.711,197.879,200.004,169.264,269.171,228.006,117.358,140.623,119.994,276.789,130.678,129.573,139.922,214.151,311.375,243.193,265.686,290.889,166.235,326.665,338.469,151.450,153.613,164.569,349.230,179.917,160.546,253.902,244.756,375.401,261.534,255.603,367.553,259.873,341.306,345.544,327.397,332.022,361.755,227.426,265.953,269.360,265.608,220.588,253.100,356.708,387.397,159.320,167.650,139.785,256.105,211.229,235.857,255.637,243.576,283.953,151.472,188.449,182.056,218.500,193.350,133.641,134.298,
38000,313.775,224.536,267.511,187.550,208.198,249.548,267.552,293.668,278.701,207.596,142.045,213.167,280.611,266.113,224.987,182.248,306.145,318.811,201.687,243.672,160.407,266.395,304.524,193.316,148.982,237.370,168.701,149.848,176.436,141.462,985.757,131.249,237.539,220.177,179.149,408.783,279.909,123.037,198.441,198.054,355.724,213.585,258.693,123.493,265.453,135.766,148.934,133.021,200.266,208.778,170.604,291.487,233.986,122.041,143.741,118.302,285.482,134.701,127.105,138.997,214.449,303.397,233.378,260.733,294.903,172.192,361.478,367.386,158.325,150.441,179.891,335.199,190.916,156.123,252.205,257.499,379.740,246.711,238.104,352.802,244.659,335.610,363.741,313.086,319.057,382.199,208.689,258.583,279.092,253.623,245.423,248.115,325.081,368.639,164.276,175.979,145.975,239.520,226.197,231.934,268.954,260.110,308.241,153.425,195.185,164.555,212.321,206.898,128.503,136.389,
39000,316.035,209.450,247.908,170.958,203.833,248.736,284.879,275.896,289.725,217.361,145.353,237.526,266.388,222.911,239.651,175.200,288.840,288.296,183.544,238.646,161.516,269.014,300.215,185.310,152.950,259.055,195.191,173.013,188.334,141.055,935.855,135.915,214.439,228.686,158.963,357.309,261.550,120.631,207.778,182.822,320.413,224.473,237.519,124.301,247.124,137.374,148.561,128.623,222.679,207.430,210.971,296.480,223.666,124.434,146.195,123.677,292.778,130.716,131.175,136.888,222.992,317.534,231.168,276.881,292.665,184.972,287.372,269.561,156.921,160.646,164.608,325.759,191.714,162.208,235.197,233.387,353.095,244.903,246.413,357.191,277.023,343.637,369.256,335.690,336.758,368.416,224.998,263.588,268.502,230.486,235.392,239.124,310.519,356.598,163.095,174.319,149.386,242.724,229.065,215.197,243.032,260.082,298.632,156.712,183.965,172.816,184.729,190.768,125.469,143.460,
40000,364.163,234.874,275.386,186.938,190.879,263.598,305.429,282.836,253.601,224.273,151.108,228.484,266.235,266.944,258.472,193.096,294.651,315.113,237.037,235.302,176.733,275.676,316.098,195.764,171.240,251.783,247.469,205.733,196.812,143.699,910.643,145.585,216.494,245.049,179.308,401.769,263.699,126.130,205.522,196.966,342.814,232.280,253.971,130.631,273.321,165.548,151.526,139.606,267.827,210.519,298.223,273.785,230.340,142.905,155.010,134.137,313.707,132.001,134.288,140.585,235.871,315.980,231.546,308.818,295.241,207.164,317.763,327.980,149.816,158.889,177.818,366.243,189.108,151.784,238.143,244.934,348.801,232.283,259.190,378.015,289.839,317.612,393.217,321.078,358.238,363.290,214.632,260.436,317.153,249.987,205.769,241.047,312.529,352.155,163.284,168.759,154.290,265.496,223.780,197.717,226.230,252.772,308.117,176.930,195.726,165.660,196.222,200.348,136.358,193.462,
41000,373.913,242.672,321.299,232.329,213.890,245.195,384.844,272.394,226.059,271.929,168.884,237.657,306.763,394.297,326.580,200.695,337.437,333.543,305.138,231.596,260.810,286.319,301.037,199.716,194.499,257.000,327.098,234.806,275.676,154.123,965.800,160.319,240.080,256.732,155.152,395.817,295.413,126.636,217.272,178.740,435.098,251.525,227.681,146.804,253.407,246.579,183.182,141.553,306.961,274.177,427.447,342.404,231.541,184.403,153.381,149.180,333.908,130.620,134.680,136.294,272.963,360.109,227.656,338.882,406.669,206.000,378.941,369.547,151.783,166.206,168.065,369.604,181.996,151.088,210.783,390.071,329.784,245.965,305.912,401.237,301.808,357.378,397.511,372.382,396.788,458.762,212.991,274.499,459.748,269.642,262.773,298.978,330.526,367.341,191.694,180.620,226.961,275.504,221.440,210.423,249.857,263.790,311.866,255.472,191.619,176.165,194.964,203.425,159.390,252.980,
42000,521.650,219.264,414.069,308.519,213.247,297.282,471.247,264.924,277.824,363.767,222.042,322.025,371.278,559.016,444.596,245.274,473.341,388.990,374.772,255.247,373.505,337.306,346.678,215.317,284.267,235.399,392.691,325.622,384.872,174.287,960.137,191.687,254.398,350.042,186.975,369.535,323.764,138.636,265.939,183.913,549.689,378.769,235.350,192.989,265.847,286.791,214.820,140.733,422.571,339.552,386.889,492.825,241.826,248.690,151.009,166.338,381.660,134.475,123.900,138.429,413.298,485.396,234.623,350.924,540.966,266.675,630.840,528.881,150.426,185.261,172.195,453.138,185.300,161.719,235.737,571.778,344.151,240.701,397.506,441.968,399.344,342.247,465.669,424.353,453.113,625.373,268.022,289.396,599.176,311.070,325.094,397.485,351.897,376.531,203.436,169.787,343.650,277.482,353.781,220.252,236.462,306.980,383.566,404.224,183.820,257.225,204.262,199.686,202.128,331.076,
43000,645.175,228.899,525.275,433.845,203.169,429.941,583.024,298.728,337.061,428.809,333.304,389.715,468.870,766.486,676.689,279.154,572.562,638.325,463.054,328.319,482.611,433.768,471.386,264.749,386.322,251.049,497.970,364.202,404.952,212.812,1001.868,249.750,286.703,464.778,210.969,392.989,385.185,178.437,417.749,177.399,599.351,391.602,257.359,269.211,258.825,359.833,224.076,149.433,566.893,362.570,412.521,762.536,230.663,285.194,171.872,174.278,403.690,135.780,133.605,138.035,584.876,697.303,234.346,365.764,563.708,274.798,1010.616,885.514,149.919,217.933,172.515,661.251,179.717,163.911,247.662,759.673,356.942,264.068,432.358,413.499,404.128,358.679,620.157,516.873,510.307,936.585,298.603,372.242,677.199,351.568,332.842,527.854,322.275,396.562,196.775,171.420,326.937,276.266,432.110,229.809,256.928,378.943,537.498,608.121,216.937,310.681,248.311,193.746,275.832,364.597,
44000,645.957,235.642,687.001,531.382,235.742,493.258,637.272,296.497,441.138,576.868,359.444,578.520,756.654,882.345,812.483,366.574,601.857,679.267,498.440,454.141,519.749,579.731,564.225,335.665,482.767,247.229,589.358,378.218,342.181,257.122,970.844,257.559,385.937,636.025,330.183,395.415,435.703,147.139,500.487,199.040,688.080,427.747,221.107,356.409,275.984,324.611,222.878,194.581,668.281,435.035,373.157,876.624,223.932,291.308,201.657,188.669,450.849,157.805,127.476,138.810,702.484,754.610,253.863,327.882,608.815,372.112,1298.372,745.295,155.519,253.565,192.867,881.676,190.261,201.534,220.861,846.924,339.513,295.456,518.512,487.278,510.503,336.002,822.122,555.835,564.537,1404.583,553.080,407.275,707.833,415.613,438.441,683.377,337.528,547.485,198.476,182.084,407.060,257.972,560.545,219.345,281.453,406.376,702.859,689.740,273.546,388.065,262.992,196.477,272.731,355.920,
45000,631.368,221.781,816.799,564.438,234.673,603.182,633.884,366.497,523.348,740.190,378.635,573.396,1041.755,884.631,958.358,423.768,586.780,939.164,490.091,645.314,490.914,691.282,651.730,460.576,480.097,247.029,598.263,332.959,358.644,279.683,946.921,257.514,582.485,774.687,483.096,435.834,514.458,155.338,695.026,246.375,684.082,513.959,252.060,393.493,290.475,300.314,221.221,249.075,715.159,459.192,325.558,890.649,249.396,240.820,261.491,205.198,483.613,194.918,126.427,147.225,716.992,803.677,268.593,345.478,738.383,494.781,1410.118,862.157,152.838,252.125,225.902,991.739,195.492,206.251,256.321,851.977,387.887,263.327,581.922,475.140,755.589,343.601,986.552,516.811,544.626,1538.059,593.808,491.142,749.074,537.157,434.433,793.088,331.312,790.902,191.120,223.677,331.282,255.769,785.540,233.133,272.728,554.493,816.249,705.217,334.156,407.051,228.246,203.922,315.365,311.324,
46000,619.473,248.570,866.318,578.521,260.275,663.101,636.163,426.956,523.680,713.803,335.123,785.454,1045.728,826.731,963.625,479.841,608.066,916.053,418.327,726.053,367.145,658.683,705.078,440.954,434.654,246.651,544.774,308.739,306.180,271.324,914.669,216.049,889.580,910.093,665.205,404.298,529.362,172.789,828.403,328.506,689.196,459.118,322.121,378.807,271.884,253.889,212.423,301.019,735.599,402.411,305.127,778.311,216.556,205.326,326.749,188.036,540.650,221.702,123.063,153.625,677.725,780.181,302.725,288.944,726.824,481.352,1353.994,1013.997,144.138,241.410,235.366,1007.354,187.789,247.915,234.794,891.169,377.203,275.451,609.515,419.640,871.986,319.174,987.191,531.560,540.409,1762.512,568.543,534.549,741.790,573.550,515.671,801.485,317.030,952.909,172.470,238.204,352.401,258.227,735.253,261.589,288.832,629.752,903.534,687.667,380.901,476.499,265.954,275.371,280.372,318.504,
47000,566.172,268.280,878.509,441.427,213.433,691.553,623.153,432.012,540.564,561.694,356.256,573.215,987.276,792.526,847.477,533.170,642.102,1009.094,322.857,718.935,321.318,627.592,667.377,483.776,369.683,251.729,377.739,239.187,316.642,280.876,909.441,211.569,1069.557,928.475,633.338,445.820,636.163,157.227,787.655,429.822,672.818,491.625,362.584,321.042,344.007,233.521,206.563,337.671,666.333,352.339,270.818,903.801,210.605,209.163,326.701,174.031,596.888,265.437,132.155,201.331,621.907,700.572,302.376,347.359,650.949,437.800,1145.178,728.715,154.034,242.213,282.367,908.009,205.352,279.604,296.777,664.771,383.408,279.315,533.479,432.830,861.590,368.454,1022.598,463.203,549.804,1659.206,490.918,576.199,662.652,617.705,452.739,945.561,356.344,1125.643,166.957,277.298,275.678,245.670,724.490,320.519,349.278,656.541,762.754,602.849,458.797,416.495,246.072,360.193,237.362,282.557,
48000,517.737,316.912,672.857,407.087,222.926,582.227,578.338,466.663,564.842,520.521,301.188,544.896,893.479,584.353,789.894,527.111,601.355,955.421,285.873,734.595,265.357,503.789,624.535,382.596,308.705,237.936,309.221,217.925,284.360,274.636,914.335,202.180,1053.326,841.801,602.319,476.298,619.486,133.433,735.076,511.150,649.056,456.622,448.173,289.603,380.156,201.159,202.203,275.543,619.668,306.701,222.473,781.975,219.889,204.870,262.257,140.241,580.658,286.620,128.521,246.377,585.323,638.715,339.508,314.031,552.441,395.765,1073.507,999.592,160.464,221.844,307.631,896.845,213.769,284.563,328.828,585.854,383.480,302.872,513.989,409.947,763.807,401.525,930.786,448.141,497.765,1302.466,561.394,549.215,666.927,582.274,400.306,781.359,356.340,1172.354,162.048,306.434,239.698,251.951,780.580,299.361,357.787,672.217,728.452,576.599,337.099,394.945,255.701,422.591,197.755,227.278,
49000,500.436,353.095,593.521,261.369,214.981,529.960,467.180,484.650,536.198,436.055,220.656,445.053,854.538,449.100,548.821,412.002,514.117,817.596,240.557,637.961,236.068,422.223,588.052,358.716,251.164,275.712,264.143,191.302,236.178,263.731,937.357,156.416,955.338,729.711,432.043,499.129,572.682,134.131,673.165,489.064,668.263,351.385,508.616,235.685,437.836,166.089,199.069,243.062,444.882,297.105,190.617,608.102,199.875,168.435,387.824,130.594,596.553,264.638,146.568,272.874,509.430,567.395,492.823,292.931,444.982,329.336,837.111,571.093,158.996,198.695,294.919,771.402,226.572,274.744,443.640,488.549,353.573,292.406,469.860,375.815,598.739,438.734,811.148,398.350,509.943,1205.580,528.382,561.721,608.208,518.332,394.370,678.018,394.866,1156.948,167.496,295.178,213.660,266.911,734.891,314.271,337.108,546.162,657.417,471.087,303.917,330.605,319.401,465.730,158.769,173.651,
50000,465.178,444.836,509.713,240.387,198.875,539.975,387.078,392.451,480.307,388.520,197.476,376.186,745.252,346.866,424.315,325.587,498.596,660.746,205.264,556.770,204.426,346.363,564.415,262.779,211.684,259.028,249.951,175.548,200.615,258.014,877.190,140.407,754.638,567.358,334.495,546.226,488.370,129.595,525.809,445.298,562.545,313.465,467.884,183.303,462.682,153.362,184.050,209.150,432.633,294.853,190.584,456.262,181.890,154.289,326.818,124.732,540.834,214.809,163.793,274.679,414.494,494.054,554.779,274.370,396.769,296.313,651.340,727.856,161.526,193.890,291.931,655.255,231.539,247.536,546.915,384.135,366.583,299.042,440.402,371.731,430.393,482.879,693.572,339.149,452.825,954.466,407.826,573.925,564.213,457.231,373.504,553.655,447.051,1203.140,161.063,293.654,184.961,247.308,532.580,344.897,375.043,503.340,522.119,348.393,279.712,300.133,353.174,453.650,148.608,155.094,
51000,438.047,554.633,450.602,238.431,195.203,429.724,352.467,383.267,362.672,332.827,171.520,343.262,596.554,315.608,330.546,276.008,471.373,628.850,150.863,492.160,184.377,339.442,509.472,228.870,195.390,256.297,212.470,164.199,175.516,257.261,919.075,135.854,614.852,469.270,285.321,590.088,449.819,122.134,383.509,370.369,566.068,290.785,462.058,166.253,419.553,145.883,178.980,184.420,313.166,273.850,171.678,426.854,184.183,140.907,278.076,127.330,486.839,169.253,163.538,218.109,361.190,389.410,566.007,322.878,341.836,244.758,638.532,602.755,153.388,167.337,301.271,614.080,244.114,194.286,527.547,369.525,384.748,335.348,424.909,379.403,351.836,508.399,570.111,327.516,435.933,828.291,392.026,405.126,421.789,409.745,340.944,434.460,492.370,1157.153,164.771,308.153,173.735,266.318,481.892,300.484,313.498,412.720,402.156,280.312,262.028,258.207,440.755,443.439,144.665,152.292,
52000,383.584,509.202,367.433,240.859,174.225,373.985,322.428,360.188,314.037,336.547,157.122,310.973,461.304,264.545,305.982,239.542,413.943,494.997,152.262,368.648,174.333,336.848,479.028,222.544,186.567,304.423,202.392,169.971,178.151,213.565,877.531,128.006,560.624,413.549,214.063,552.787,403.523,119.126,307.874,330.592,483.199,266.427,419.180,154.428,421.109,151.778,160.038,169.883,285.782,264.735,193.491,366.249,179.816,131.004,242.234,119.384,457.923,170.784,175.659,206.332,339.627,378.997,507.403,277.646,333.325,211.443,511.048,424.019,163.548,164.940,287.560,486.308,265.956,170.192,435.453,293.925,366.804,356.838,360.126,349.015,333.610,495.191,516.762,343.046,442.103,638.654,400.235,428.047,389.011,369.990,287.586,407.186,466.111,1041.487,149.984,273.998,165.758,226.141,349.966,337.859,358.334,355.177,316.566,247.447,206.044,215.389,424.120,452.787,136.269,147.813,
53000,390.833,517.393,342.211,222.624,174.628,378.544,303.151,324.961,303.898,287.659,151.011,232.060,391.759,249.328,282.030,216.165,364.189,516.112,136.687,274.056,168.563,331.216,417.308,225.263,164.023,291.402,168.696,162.438,178.460,185.708,864.795,129.382,389.532,342.170,232.880,492.753,360.002,122.848,261.027,288.160,441.111,262.135,355.692,140.676,429.235,134.296,152.105,167.077,234.384,240.116,190.274,385.512,189.391,125.856,211.110,119.983,382.811,143.844,149.430,158.872,278.458,381.042,474.246,272.078,306.720,180.506,440.420,405.806,174.315,158.673,280.989,443.765,274.572,170.582,361.361,280.723,351.400,359.863,336.300,346.249,311.555,517.954,443.529,315.291,363.443,539.768,316.952,407.795,332.728,331.974,264.854,337.075,449.780,956.275,144.428,277.678,153.994,229.718,320.429,371.239,404.178,329.603,271.834,212.085,215.338,215.752,384.031,359.263,129.551,138.493,
54000,346.483,459.910,335.677,214.863,167.632,281.133,265.778,312.926,264.034,304.426,146.972,220.895,368.927,221.309,258.495,185.427,302.487,422.964,144.460,311.744,160.583,297.811,370.006,184.018,161.773,398.453,170.163,163.081,166.025,170.264,888.254,126.951,343.500,281.684,198.989,439.906,322.612,122.153,252.305,234.775,371.493,226.625,332.628,136.292,355.958,140.505,150.126,149.215,242.319,213.898,183.967,337.827,187.033,128.829,183.088,116.676,336.201,138.984,151.572,156.261,258.174,336.173,390.405,287.004,307.605,178.155,356.282,409.044,178.583,162.652,257.003,439.440,279.588,156.631,301.853,253.851,357.378,367.823,315.475,352.523,310.925,532.706,373.338,281.270,343.494,475.724,286.305,326.200,307.722,303.760,250.846,283.835,456.612,805.792,146.401,260.587,143.735,249.529,304.400,395.350,394.587,297.438,275.332,175.381,199.427,183.933,346.185,307.955,131.413,132.688,
55000,349.964,399.253,286.533,227.320,178.723,297.574,260.351,298.511,268.049,257.268,144.641,202.459,335.614,224.643,244.946,189.654,322.628,376.794,145.045,274.569,165.229,303.974,328.065,219.790,162.466,499.942,170.726,175.001,170.644,156.806,881.252,132.522,306.301,265.877,179.590,425.168,334.710,125.553,226.518,215.053,337.944,216.116,288.780,126.779,331.528,138.781,151.028,148.308,225.326,211.428,184.269,327.984,188.191,128.346,171.138,123.071,338.825,135.728,140.836,151.419,245.224,337.374,350.793,273.262,295.303,158.039,366.925,420.959,186.018,151.144,318.356,374.612,238.431,172.226,282.523,262.743,361.615,428.699,272.015,378.151,304.728,429.137,371.142,308.964,344.631,392.645,266.126,286.067,269.606,292.283,225.910,247.096,409.455,686.354,154.127,318.172,155.256,252.451,312.851,388.416,379.250,283.534,272.633,154.104,197.585,203.679,335.393,248.224,127.036,139.159,
56000,354.942,324.974,304.852,235.324,179.678,302.549,292.303,291.872,237.939,225.325,149.507,183.684,319.364,204.947,228.510,175.214,331.397,363.032,150.103,270.197,164.548,295.722,342.153,219.078,159.911,526.495,173.871,149.854,173.051,151.244,903.688,120.335,242.706,287.575,186.097,392.096,295.568,124.837,201.612,198.815,355.701,232.806,257.139,129.065,295.926,138.474,146.393,151.487,219.255,189.640,171.790,304.602,190.228,120.679,154.746,115.788,302.142,122.940,132.621,140.979,228.863,295.566,345.022,289.242,301.190,166.011,345.814,326.582,197.301,149.070,259.068,399.734,235.534,163.817,265.794,255.781,396.128,410.569,265.284,338.428,282.744,407.138,386.646,299.137,330.567,416.264,250.671,267.688,285.585,272.625,241.827,225.973,385.056,543.183,146.996,269.317,145.010,237.111,271.046,337.651,350.890,272.910,241.198,163.304,181.175,176.209,285.442,225.283,122.420,134.824,
57000,308.287,302.795,301.729,220.278,169.725,282.835,283.378,300.281,245.091,223.784,142.578,190.386,313.723,202.368,246.361,193.811,297.824,328.911,149.871,266.669,157.403,264.206,326.203,203.865,149.370,577.481,175.157,153.313,150.958,148.713,858.641,127.701,239.975,275.791,169.156,399.157,304.277,127.617,215.631,184.254,311.995,206.385,260.862,128.499,265.475,135.429,150.752,142.836,191.606,196.413,185.959,300.528,169.772,125.119,154.015,114.963,304.793,131.738,128.322,141.980,229.094,318.108,310.330,288.416,310.282,152.096,344.096,341.044,226.075,157.447,207.620,409.133,236.928,160.134,251.907,229.627,395.076,409.699,260.345,353.493,262.137,394.505,372.055,283.812,310.345,396.122,236.226,255.478,233.384,252.942,235.674,236.204,371.488,499.207,154.577,219.129,130.210,242.635,238.254,337.471,329.554,266.592,262.318,153.440,212.963,186.747,241.737,208.008,126.730,134.254,
58000,328.969,292.802,255.505,202.369,162.953,248.304,298.818,297.603,219.235,223.645,152.208,193.969,309.223,202.848,241.860,184.222,312.376,322.535,140.258,266.636,156.599,262.379,320.733,201.358,157.421,480.744,162.989,142.605,180.311,158.580,890.812,129.282,219.301,252.979,173.190,415.597,283.364,124.923,223.080,181.601,328.260,207.205,274.329,125.166,262.430,139.350,146.027,148.445,207.857,187.997,185.554,288.172,179.369,122.357,150.354,119.201,302.068,127.504,127.576,143.519,225.064,299.402,305.192,304.292,288.080,154.851,298.999,341.782,240.830,164.508,207.655,390.166,255.583,162.759,248.302,251.932,406.276,349.272,245.182,332.518,376.014,371.152,383.670,300.338,309.743,391.646,231.174,287.661,259.800,249.142,236.415,223.173,354.746,460.214,155.033,208.997,146.678,240.108,247.182,327.131,311.572,247.026,245.681,149.763,181.904,180.387,246.414,198.544,129.375,138.069,
59000,322.873,254.645,250.188,216.847,173.948,261.241,294.544,338.149,240.594,203.677,154.053,205.438,306.973,195.380,255.365,186.978,306.100,333.117,135.021,263.336,156.744,259.894,301.287,210.820,159.709,409.361,170.096,151.198,166.492,153.430,851.865,126.931,215.977,268.128,169.770,416.357,287.974,122.952,196.277,196.169,337.223,210.616,260.315,124.604,237.977,137.259,144.960,153.305,213.651,198.087,181.201,299.767,172.785,128.879,150.351,117.178,261.367,128.121,127.302,140.568,228.184,315.381,251.523,278.752,280.145,163.929,286.971,302.504,207.311,158.450,201.360,416.876,215.527,156.600,233.067,227.208,388.497,311.346,245.914,333.508,361.600,354.046,374.389,312.624,281.263,410.450,223.169,252.141,250.016,266.018,241.286,241.333,329.965,398.138,152.476,201.282,135.675,236.654,240.775,272.542,280.912,272.169,247.532,146.538,203.617,197.791,216.426,193.947,124.936,135.724,
60000,306.428,208.213,253.576,211.347,164.746,227.689,239.980,364.497,220.792,213.584,156.202,186.212,319.558,185.032,240.576,190.640,285.686,325.750,141.103,257.760,159.736,272.912,321.085,214.906,150.452,407.759,168.003,149.773,161.352,141.037,841.283,127.999,222.090,230.738,175.307,376.736,301.076,122.840,220.648,176.630,314.284,204.491,251.597,127.006,258.299,139.344,143.390,151.643,210.758,185.222,178.857,277.758,163.623,117.256,150.600,119.524,274.192,127.526,125.715,129.454,227.829,302.014,254.893,302.888,242.642,168.400,286.054,324.846,185.890,151.711,188.557,384.289,224.046,153.712,227.178,235.558,417.275,297.460,263.981,328.342,361.687,352.921,335.214,285.867,310.207,384.884,266.253,261.025,243.155,257.478,226.918,235.170,312.153,370.376,165.255,193.265,139.657,251.505,225.227,258.694,264.183,275.233,253.636,143.952,182.739,164.793,236.438,200.840,124.926,136.911,
